"# Values[S].InitialValue"	"[Z]"	"[mu2]"	"[mZ]"	"[mF]"	"[F]"	"[mP]"	"[PE]"	"[PG]"	"[PM]"	"[I]"	"(R21 - production I).l_5"
208877	616297	1548.92	873.819	66.9637	66963.7	163.616	7989.24	7456.62	89479.5	0.0365355	0.08
215875	650377	1460.51	904.977	66.4731	66473.1	162.826	8033.67	7498.1	89977.2	0.0363176	0.08
167188	4107.63	20994.1	46.6939	405.955	405955	282.943	4347.97	4058.11	48697.3	0.0634642	0.08
183081	5434.14	19007.1	56.3744	359.443	359443	288.617	4739.04	4423.1	53077.2	0.0596113	0.08
197869	263695	4010.54	600.869	82.517	82517	191.557	7253.17	6769.63	81235.6	0.0404731	0.08
206774	605359	1579.54	863.889	67.1355	67135.5	163.897	7974.39	7442.76	89313.2	0.0366088	0.08
198307	61780.3	10687.9	348.41	143.361	143361	267.173	6310.85	5890.13	70681.5	0.0465301	0.08
210067	622334	1532.51	879.317	66.872	66872	163.467	7997.31	7464.15	89569.8	0.0364958	0.08
197044	59344.6	10882.6	341.342	146.001	146001	268.926	6284.97	5865.97	70391.6	0.0467143	0.08
214951	101865	8294.07	438.318	116.485	116485	242.795	6615.75	6174.7	74096.4	0.0444345	0.08
197001	548209	1761.63	812.794	68.1755	68175.5	165.632	7891.27	7365.18	88382.2	0.0370236	0.08
211048	627225	1519.47	883.778	66.7993	66799.3	163.35	8003.78	7470.19	89642.3	0.036464	0.08
185078	435568	2285.1	718.604	71.3036	71303.6	171.11	7691.42	7178.66	86143.9	0.0380524	0.08
209460	619269	1540.8	876.524	66.9183	66918.3	163.542	7993.22	7460.34	89524.1	0.0365159	0.08
194007	53503.6	11381.8	323.254	153.193	153193	273.226	6217.08	5802.61	69631.3	0.0472022	0.08
167640	4136.97	20936.8	46.9137	404.837	404837	283.108	4358.46	4067.9	48814.8	0.0633579	0.08
197276	59791.1	10846.3	342.658	145.503	145503	268.603	6289.81	5870.49	70445.9	0.0466797	0.08
213448	638923	1489.12	894.473	66.6309	66630.9	163.078	8019.03	7484.43	89813.2	0.0363892	0.08
193539	52593.9	11463.9	320.277	154.438	154438	273.905	6205.67	5791.96	69503.5	0.0472848	0.08
174976	4668.94	20016.4	50.8391	385.115	385115	285.766	4533.5	4231.27	50775.2	0.0616085	0.08
213342	638414	1490.42	894.007	66.6381	66638.1	163.09	8018.37	7483.82	89805.8	0.0363924	0.08
202368	581091	1651.99	842.01	67.5457	67545.7	164.574	7940.29	7410.94	88931.3	0.0367781	0.08
178437	4966.43	19585.8	53.0002	374.693	374693	287	4619.49	4311.53	51738.3	0.0607653	0.08
206865	605842	1578.16	864.326	67.1278	67127.8	163.884	7975.05	7443.38	89320.6	0.0366056	0.08
204593	74472.9	9784.33	381.587	132.131	132131	258.535	6427.85	5999.33	71991.9	0.0457099	0.08
186087	342668	3013.22	651.311	75.8951	75895.1	179.468	7477.35	6978.86	83746.4	0.0392057	0.08
225383	692302	1363.98	943.611	65.9474	65947.4	162.001	8085.06	7546.06	90552.7	0.0360683	0.08
229347	708611	1329.45	958.692	65.7621	65762.1	161.716	8104.23	7563.95	90767.4	0.035976	0.08
217139	177313	5746.44	536.661	94.9669	94966.9	212.932	6958.57	6494.66	77935.9	0.0422361	0.08
213569	195786	5300.73	552.932	91.642	91642	207.471	7026.81	6558.36	78700.3	0.0418175	0.08
213896	641061	1483.7	896.432	66.6009	66600.9	163.03	8021.79	7487	89844	0.0363757	0.08
201278	67618.3	10250.7	364.372	137.73	137730	263.092	6368.02	5943.48	71321.8	0.0461268	0.08
192020	49595.8	11743.6	310.12	158.822	158822	276.151	6166.28	5755.2	69062.4	0.0475717	0.08
235959	734547	1277.51	982.699	65.4863	65486.3	161.299	8133.91	7591.65	91099.8	0.0358339	0.08
185816	448217	2211.13	728.583	70.8513	70851.3	170.301	7716.78	7202.33	86428	0.0379193	0.08
209855	621264	1535.39	878.341	66.8881	66888.1	163.493	7995.88	7462.82	89553.9	0.0365028	0.08
172850	4502.67	20281.7	49.6225	391.149	391149	285	4481.81	4183.03	50196.3	0.0621206	0.08
222960	682019	1386.57	934.114	66.0694	66069.4	162.19	8072.75	7534.57	90414.9	0.0361278	0.08
218537	662562	1431.19	916.178	66.3122	66312.2	162.571	8048.95	7512.35	90148.3	0.0362432	0.08
193867	53232.2	11406.2	322.371	153.56	153560	273.428	6213.7	5799.45	69593.5	0.0472266	0.08
200439	569770	1688.13	831.89	67.7522	67752.2	164.919	7923.8	7395.55	88746.6	0.0368603	0.08
218558	662655	1430.98	916.264	66.3111	66311.1	162.569	8049.07	7512.46	90149.5	0.0362427	0.08
209759	86470.9	9068.47	408.502	124.237	124237	251.179	6518.3	6083.75	73005	0.0450896	0.08
223172	682928	1384.54	934.953	66.0584	66058.4	162.173	8073.85	7535.59	90427.1	0.0361225	0.08
166350	4054.17	21100.4	46.2923	407.997	407997	282.637	4328.62	4040.05	48480.6	0.0636605	0.08
202985	584614	1641.06	845.172	67.4835	67483.5	164.471	7945.34	7415.66	88987.9	0.0367529	0.08
196261	57841.3	11006.5	336.847	147.729	147729	270.021	6268.32	5850.43	70205.2	0.0468333	0.08
239960	749549	1248.96	996.586	65.3363	65336.3	161.075	8150.67	7607.29	91287.5	0.035754	0.08
189465	44230.8	12279.5	290.469	167.9	167900	280.157	6088.05	5682.18	68186.1	0.0481486	0.08
213706	640154	1486	895.6	66.6136	66613.6	163.051	8020.62	7485.91	89830.9	0.0363814	0.08
208379	83051.6	9260.98	401.201	126.284	126284	253.197	6494.08	6061.14	72733.6	0.0452546	0.08
212416	93717.5	8686.59	423.121	120.323	120323	247.096	6566.3	6128.54	73542.5	0.0447653	0.08
200990	573053	1677.48	834.819	67.6912	67691.2	164.817	7928.62	7400.05	88800.6	0.0368362	0.08
239899	749323	1249.38	996.377	65.3385	65338.5	161.079	8150.42	7607.06	91284.7	0.0357552	0.08
169971	4294	20642.6	48.0832	398.9	398900	283.957	4413.09	4118.89	49426.6	0.0628073	0.08
187404	469043	2099.19	745.391	70.1726	70172.6	169.097	7756.78	7239.66	86876	0.0377109	0.08
199342	563104	1710.18	825.959	67.8787	67878.7	165.131	7913.9	7386.31	88635.7	0.0369099	0.08
206600	604435	1582.18	863.052	67.1504	67150.4	163.921	7973.12	7441.58	89298.9	0.0366151	0.08
201519	68101.5	10216.3	365.636	137.302	137302	262.762	6372.47	5947.64	71371.7	0.0460956	0.08
198651	558807	1724.7	822.149	67.9622	67962.2	165.272	7907.45	7380.29	88563.4	0.0369422	0.08
196694	58672.9	10937.6	339.347	146.764	146764	269.414	6277.59	5859.09	70309.1	0.0467669	0.08
200300	65672.3	10392.1	359.195	139.508	139508	264.433	6349.66	5926.35	71116.2	0.0462558	0.08
193337	52200.1	11499.9	318.973	154.989	154989	274.199	6200.66	5787.28	69447.4	0.0473212	0.08
201087	67237	10278.1	363.368	138.071	138071	263.353	6364.47	5940.18	71282.1	0.0461517	0.08
203179	585712	1637.68	846.158	67.4643	67464.3	164.439	7946.91	7417.12	89005.4	0.0367451	0.08
209315	85348.7	9130.73	406.136	124.893	124893	251.835	6510.47	6076.44	72917.3	0.0451428	0.08
224063	686728	1376.14	938.462	66.013	66013	162.103	8078.41	7539.85	90478.2	0.0361004	0.08
206553	604189	1582.89	862.829	67.1544	67154.4	163.928	7972.78	7441.26	89295.2	0.0366168	0.08
208285	82823.9	9274.1	400.705	126.426	126426	253.334	6492.42	6059.59	72715.1	0.0452659	0.08
237559	740604	1265.86	988.306	65.4249	65424.9	161.207	8140.71	7597.99	91175.9	0.0358015	0.08
213797	97959.3	8477.76	431.187	118.259	118259	244.82	6592.58	6153.07	73836.9	0.0445891	0.08
202632	70364.2	10058.2	371.45	135.371	135371	261.235	6392.84	5966.65	71599.8	0.0459532	0.08
208060	612091	1560.55	869.996	67.0289	67028.9	163.722	7983.56	7451.33	89415.9	0.0365635	0.08
203417	71988.1	9948.01	375.519	134.051	134051	260.157	6406.96	5979.83	71758	0.0458548	0.08
183076	5433.59	19007.7	56.3705	359.459	359459	288.615	4738.91	4422.98	53075.8	0.0596126	0.08
241836	756420	1236.21	1002.94	65.2697	65269.7	160.977	8158.25	7614.37	91372.4	0.035718	0.08
194022	527622	1838.23	794.813	68.6214	68621.4	166.393	7858.7	7334.79	88017.5	0.0371881	0.08
208917	616502	1548.35	874.006	66.9605	66960.5	163.611	7989.51	7456.88	89482.6	0.0365342	0.08
173216	4530.54	20235.9	49.8269	390.128	390128	285.133	4490.66	4191.28	50295.4	0.0620326	0.08
221182	674309	1403.94	927.001	66.1637	66163.7	162.338	8063.41	7525.85	90310.1	0.036173	0.08
198198	555946	1734.51	819.617	68.0188	68018.8	165.367	7903.12	7376.24	88514.9	0.036964	0.08
194260	7279.3	17519.3	69.7396	314.227	314227	292.207	5063.4	4725.84	56710	0.0565914	0.08
197315	550265	1754.34	814.604	68.1333	68133.3	165.561	7894.44	7368.14	88417.7	0.0370076	0.08
208695	83816.8	9217.16	402.859	125.814	125814	252.741	6499.59	6066.29	72795.4	0.0452169	0.08
224192	687279	1374.93	938.971	66.0064	66006.4	162.093	8079.07	7540.47	90485.6	0.0360972	0.08
202475	70041.2	10080.5	370.631	135.64	135640	261.452	6389.98	5963.98	71567.8	0.0459732	0.08
204435	592729	1616.43	852.474	67.3438	67343.8	164.24	7956.85	7426.39	89116.7	0.0366957	0.08
191145	505204	1929.85	775.565	69.1607	69160.7	167.324	7821.42	7299.99	87599.9	0.037378	0.08
206269	602676	1587.23	861.459	67.1789	67178.9	163.968	7970.7	7439.32	89271.8	0.0366271	0.08
183736	5508.28	18925	56.9081	357.163	357163	288.841	4756.35	4439.26	53271.2	0.059446	0.08
195293	55983.6	11164	331.143	149.977	149977	271.386	6246.98	5830.52	69966.2	0.0469864	0.08
165995	4031.82	21145.6	46.124	408.852	408852	282.507	4320.44	4032.41	48389	0.0637436	0.08
197229	549705	1756.32	814.111	68.1448	68144.8	165.58	7893.57	7367.34	88408	0.037012	0.08
209230	618101	1543.98	875.46	66.9361	66936.1	163.571	7991.66	7458.88	89506.6	0.0365236	0.08
192797	51140.4	11597.8	315.42	156.508	156508	274.993	6186.93	5774.47	69293.6	0.047421	0.08
177416	4874.85	19712.7	52.3367	377.846	377846	286.638	4593.89	4287.63	51451.5	0.0610153	0.08
189469	490375	1995.81	763.051	69.5526	69552.6	168.007	7795.61	7275.91	87310.9	0.0375103	0.08
199339	63785.1	10533.3	354.04	141.324	141324	265.752	6331.21	5909.13	70909.6	0.0463859	0.08
214747	645097	1473.57	900.131	66.545	66545	162.941	8026.96	7491.83	89901.9	0.0363504	0.08
178769	4997.04	19544.5	53.2217	373.651	373651	287.117	4627.89	4319.36	51832.4	0.0606835	0.08
172686	4490.34	20302.1	49.5319	391.602	391602	284.941	4477.87	4179.35	50152.2	0.0621598	0.08
218397	661932	1432.68	915.599	66.3204	66320.4	162.584	8048.17	7511.62	90139.5	0.036247	0.08
164919	3965.33	21282.8	45.6215	411.404	411404	282.115	4295.8	4009.41	48112.9	0.0639946	0.08
183817	5517.63	18914.8	56.9754	356.879	356879	288.868	4758.51	4441.27	53295.3	0.0594255	0.08
219898	668650	1416.95	921.785	66.2345	66234.5	162.449	8056.48	7519.38	90232.5	0.0362067	0.08
219121	163332	6118.58	522.8	97.8237	97823.7	217.455	6904.26	6443.98	77327.7	0.0425736	0.08
197145	59539.5	10866.7	341.917	145.783	145783	268.785	6287.09	5867.95	70415.4	0.0466992	0.08
224123	686985	1375.58	938.699	66.0099	66009.9	162.098	8078.72	7540.14	90481.7	0.0360989	0.08
211264	628297	1516.64	884.756	66.7836	66783.6	163.324	8005.19	7471.51	89658.1	0.0364571	0.08
212184	93041.3	8720.84	421.803	120.666	120666	247.466	6561.99	6124.53	73494.3	0.0447942	0.08
217183	656414	1445.85	910.523	66.3925	66392.5	162.698	8041.28	7505.19	90062.3	0.0362806	0.08
176773	4818.84	19792.7	51.9302	379.799	379799	286.409	4577.85	4272.66	51271.9	0.0611723	0.08
194963	534359	1812.41	800.668	68.4707	68470.7	166.135	7869.53	7344.9	88138.7	0.0371333	0.08
193665	52839	11441.7	321.084	154.099	154099	273.722	6208.77	5794.85	69538.2	0.0472623	0.08
210116	87390.6	9018.11	410.42	123.71	123710	250.647	6524.63	6089.66	73075.9	0.0450466	0.08
190447	499227	1955.89	770.499	69.3151	69315.1	167.592	7811.13	7290.39	87484.6	0.0374307	0.08
178402	4963.25	19590.1	52.9772	374.802	374802	286.988	4618.62	4310.71	51728.5	0.0607738	0.08
219206	665566	1424.13	918.944	66.2737	66273.7	162.51	8052.67	7515.83	90189.9	0.0362251	0.08
206956	606319	1576.81	864.758	67.1202	67120.2	163.872	7975.7	7443.99	89327.9	0.0366023	0.08
183583	5490.8	18944.1	56.7823	357.697	357697	288.789	4752.31	4435.49	53225.9	0.0594846	0.08
199584	255801	4136.71	595.823	83.3803	83380.3	193.11	7228.54	6746.64	80959.7	0.0406162	0.08
198189	61551.4	10705.9	347.757	143.602	143602	267.337	6308.47	5887.91	70654.9	0.046547	0.08
199513	256122	4131.47	596.029	83.3443	83344.3	193.045	7229.55	6747.58	80971	0.0406103	0.08
162853	3842.45	21547.4	44.6861	416.137	416137	281.361	4249	3965.74	47588.8	0.0644735	0.08
186684	335841	3083	646.784	76.3466	76346.6	180.296	7459.55	6962.25	83547	0.0393041	0.08
208747	615635	1550.74	873.217	66.9739	66973.9	163.633	7988.35	7455.79	89469.5	0.0365399	0.08
199496	64092.3	10510	354.889	141.022	141022	265.536	6334.26	5911.98	70943.7	0.0463644	0.08
200601	66269.1	10348.3	360.797	138.953	138953	264.019	6355.36	5931.67	71180.1	0.0462157	0.08
200169	65414	10411.2	358.498	139.751	139751	264.612	6347.18	5924.03	71088.4	0.0462733	0.08
196609	545620	1770.9	810.518	68.2292	68229.2	165.724	7887.25	7361.44	88337.3	0.0370438	0.08
204593	593595	1613.85	853.254	67.3292	67329.2	164.215	7958.06	7427.53	89130.3	0.0366897	0.08
205156	596680	1604.71	856.038	67.2775	67277.5	164.13	7962.38	7431.56	89178.7	0.0366683	0.08
194584	280049	3766.16	611.186	80.8614	80861.4	188.558	7302.9	6816.04	81792.5	0.0401865	0.08
199795	254851	4152.27	595.211	83.4872	83487.2	193.302	7225.55	6743.85	80926.2	0.0406336	0.08
206638	78980.1	9501.74	392.136	128.921	128921	255.681	6463.7	6032.78	72393.4	0.0454627	0.08
176321	4780.28	19848.9	51.65	381.155	381155	286.248	4566.64	4262.2	51146.4	0.0612823	0.08
221545	675893	1400.34	928.462	66.1441	66144.1	162.307	8065.34	7527.65	90331.8	0.0361637	0.08
205588	76634.4	9646.59	386.717	130.55	130550	257.152	6445.35	6015.66	72188	0.0455889	0.08
170094	4302.6	20627.1	48.147	398.577	398577	284.001	4416.01	4121.61	49459.3	0.062778	0.08
192162	49880.1	11716.5	311.107	158.387	158387	275.938	6170.14	5758.8	69105.6	0.0475435	0.08
199556	64210.1	10501.1	355.213	140.907	140907	265.453	6335.43	5913.06	70956.8	0.0463561	0.08
202698	70499.6	10048.9	371.793	135.259	135259	261.145	6394.03	5967.76	71613.1	0.0459449	0.08
213371	96606.8	8543.26	428.652	118.901	118901	245.537	6584.33	6145.37	73744.5	0.0446443	0.08
200874	572367	1679.7	834.206	67.7039	67703.9	164.838	7927.62	7399.11	88789.3	0.0368413	0.08
181574	5272.05	19195.4	55.207	364.56	364560	288.098	4699.67	4386.36	52636.3	0.059989	0.08
218641	118759	7579.17	466.291	109.916	109916	234.721	6706.95	6259.82	75117.9	0.0438337	0.08
193374	522829	1857.05	790.667	68.7318	68731.8	166.583	7850.9	7327.5	87930.1	0.0372278	0.08
225380	692288	1364.01	943.598	65.9475	65947.5	162.001	8085.05	7546.04	90552.5	0.0360684	0.08
201861	578165	1661.18	839.389	67.5981	67598.1	164.662	7936.07	7406.99	88883.9	0.0367991	0.08
192905	51352.4	11578.1	316.136	156.2	156200	274.834	6189.71	5777.06	69324.7	0.0474008	0.08
187863	40394.3	12691.5	275.055	175.553	175553	282.945	6025.06	5623.39	67480.7	0.0486199	0.08
220718	672273	1408.6	925.124	66.189	66189	162.377	8060.92	7523.53	90282.3	0.0361851	0.08
222423	679706	1391.74	931.979	66.0974	66097.4	162.234	8069.96	7531.96	90383.6	0.0361413	0.08
206550	78781.7	9513.81	391.683	129.055	129055	255.804	6462.17	6031.36	72376.3	0.0454731	0.08
196392	58094.1	10985.5	337.61	147.433	147433	269.836	6271.16	5853.08	70237	0.046813	0.08
187219	38620	12890.1	267.483	179.473	179473	284.19	5993.71	5594.13	67129.6	0.0488567	0.08
196231	543086	1780.07	808.294	68.2825	68282.5	165.814	7883.31	7357.75	88293	0.0370637	0.08
201863	68796.9	10167.1	367.441	136.697	136697	262.29	6378.82	5953.56	71442.8	0.0460512	0.08
228689	705946	1334.99	956.226	65.7917	65791.7	161.762	8101.13	7561.05	90732.6	0.0359909	0.08
212755	635584	1497.66	891.417	66.6782	66678.2	163.154	8014.71	7480.4	89764.8	0.0364104	0.08
198243	61656.5	10697.6	348.057	143.491	143491	267.262	6309.56	5888.93	70667.1	0.0465392	0.08
189037	43260.3	12381.5	286.686	169.736	169736	280.871	6072.71	5667.86	68014.3	0.0482629	0.08
192017	512331	1899.72	781.644	68.9827	68982.7	167.015	7833.49	7311.26	87735.1	0.0373164	0.08
175848	4740.53	19907.8	51.3608	382.561	382561	286.079	4554.94	4251.28	51015.3	0.0613973	0.08
242775	759819	1229.98	1006.09	65.2372	65237.2	160.929	8161.99	7617.86	91414.3	0.0357003	0.08
214330	192181	5383.95	549.916	92.2552	92255.2	208.494	7013.77	6546.19	78554.2	0.041897	0.08
182756	5398.2	19047.8	56.1157	360.561	360561	288.506	4730.49	4415.13	52981.5	0.0596931	0.08
175317	4696.7	19973.9	51.0415	384.121	384121	285.889	4541.87	4239.08	50869	0.061526	0.08
192335	50225.4	11683.7	312.299	157.864	157864	275.679	6174.79	5763.14	69157.7	0.0475095	0.08
196325	543721	1777.76	808.851	68.2691	68269.1	165.791	7884.3	7358.68	88304.1	0.0370587	0.08
184493	5597.11	18829.7	57.5473	354.485	354485	289.097	4776.54	4458.1	53497.3	0.0592538	0.08
186982	464044	2125.01	741.315	70.3285	70328.5	169.372	7747.38	7230.88	86770.6	0.0377597	0.08
211298	628464	1516.19	884.909	66.7811	66781.1	163.32	8005.41	7471.72	89660.6	0.036456	0.08
228968	707077	1332.64	957.273	65.7791	65779.1	161.742	8102.45	7562.28	90747.4	0.0359846	0.08
198504	557883	1727.86	821.331	67.9804	67980.4	165.303	7906.05	7378.98	88547.8	0.0369492	0.08
185482	5718.44	18704.9	58.4204	350.918	350918	289.43	4803.16	4482.95	53795.4	0.0590014	0.08
194695	279462	3774.55	610.817	80.9179	80917.9	188.661	7301.15	6814.41	81772.9	0.0401966	0.08
187238	467111	2109.09	743.813	70.2323	70232.3	169.202	7753.16	7236.28	86835.4	0.0377297	0.08
187768	40144.1	12719.2	274.005	176.091	176091	283.123	6020.73	5619.34	67432.1	0.0486525	0.08
191457	48458.6	11853.3	306.122	160.606	160606	277.004	6150.57	5740.54	68886.4	0.0476868	0.08
182623	5383.66	19064.4	56.011	361.017	361017	288.46	4727	4411.87	52942.4	0.0597265	0.08
240334	750929	1246.38	997.863	65.3228	65322.8	161.055	8152.2	7608.72	91304.6	0.0357468	0.08
186005	343681	3003.1	651.987	75.8298	75829.8	179.348	7479.97	6981.3	83775.6	0.0391913	0.08
178463	4968.78	19582.6	53.0173	374.613	374613	287.009	4620.14	4312.13	51745.6	0.0607589	0.08
186279	35458	13255.8	253.206	187.113	187113	286.307	5934.15	5538.54	66462.5	0.0493109	0.08
177073	4844.82	19755.4	52.1188	378.891	378891	286.516	4585.32	4279.63	51355.6	0.0610991	0.08
197505	60232.6	10810.7	343.949	145.017	145017	268.284	6294.55	5874.92	70499	0.0466459	0.08
189749	44861.2	12214.1	292.886	166.741	166741	279.69	6097.8	5691.28	68295.4	0.0480762	0.08
191871	49296.3	11772.3	309.075	159.285	159285	276.376	6162.19	5751.38	69016.5	0.0476017	0.08
210316	623581	1529.16	880.453	66.8534	66853.4	163.437	7998.96	7465.7	89588.4	0.0364877	0.08
192896	51335.3	11579.7	316.079	156.225	156225	274.847	6189.48	5776.85	69322.2	0.0474024	0.08
206051	228089	4626.14	577.343	86.7861	86786.1	199.151	7138.72	6662.81	79953.7	0.0411445	0.08
172691	4490.7	20301.5	49.5345	391.589	391589	284.943	4477.99	4179.45	50153.4	0.0621586	0.08
205270	597298	1602.89	856.596	67.2672	67267.2	164.113	7963.24	7432.36	89188.3	0.036664	0.08
201982	69037.1	10150.3	368.061	136.49	136490	262.127	6380.99	5955.59	71467.1	0.046036	0.08
203548	238568	4432.18	584.512	85.4253	85425.3	196.755	7173.31	6695.09	80341.1	0.0409398	0.08
178313	4955.11	19601.2	52.9183	375.08	375080	286.956	4616.37	4308.61	51703.4	0.0607957	0.08
208208	219107	4801.63	570.954	88.0304	88030.4	201.319	7108.44	6634.54	79614.5	0.041325	0.08
214106	98970.3	8429.45	433.059	117.789	117789	244.289	6598.67	6158.76	73905.1	0.0445484	0.08
211328	90627	8845.36	417.021	121.927	121927	248.806	6546.34	6109.92	73319	0.0448997	0.08
212376	633745	1502.41	889.735	66.7045	66704.5	163.197	8012.32	7478.16	89738	0.0364221	0.08
196564	545319	1771.98	810.253	68.2355	68235.5	165.734	7886.79	7361	88332	0.0370461	0.08
200796	66656.7	10320.1	361.831	138.597	138597	263.752	6359.03	5935.1	71221.2	0.0461899	0.08
182055	5322.51	19135.4	55.5706	362.947	362947	288.264	4712.15	4398.01	52776.1	0.059869	0.08
163857	3901.41	21418.6	45.1361	413.864	413864	281.727	4271.66	3986.88	47842.6	0.0642413	0.08
210478	88337.6	8966.85	412.375	123.177	123177	250.103	6531.07	6095.67	73148	0.045003	0.08
211796	91932.8	8777.57	419.622	121.238	121238	248.078	6554.86	6117.87	73414.4	0.0448422	0.08
202642	582661	1647.1	843.419	67.5179	67517.9	164.528	7942.55	7413.05	88956.5	0.0367668	0.08
203433	72020.6	9945.83	375.6	134.025	134025	260.135	6407.24	5980.09	71761.1	0.0458529	0.08
206169	602143	1588.77	860.976	67.1875	67187.5	163.982	7969.96	7438.63	89263.6	0.0366307	0.08
206342	78311.2	9542.57	390.606	129.377	129377	256.097	6458.53	6027.96	72335.6	0.0454982	0.08
202405	69897.8	10090.4	370.266	135.76	135760	261.548	6388.71	5962.79	71553.5	0.0459821	0.08
228000	703135	1340.88	953.626	65.8232	65823.2	161.81	8097.84	7557.99	90695.8	0.0360067	0.08
184955	5652.93	18771.5	57.949	352.83	352830	289.253	4788.92	4469.66	53635.9	0.0591363	0.08
189050	486370	2014.42	759.704	69.6637	69663.7	168.201	7788.48	7269.25	87231	0.037547	0.08
202057	69189.1	10139.6	368.452	136.36	136360	262.025	6382.36	5956.87	71482.5	0.0460264	0.08
181619	5276.75	19189.7	55.2409	364.409	364409	288.114	4700.84	4387.45	52649.4	0.0599777	0.08
206684	604885	1580.89	863.459	67.1432	67143.2	163.909	7973.74	7442.16	89305.9	0.0366121	0.08
193060	51656.8	11549.9	317.16	155.761	155761	274.606	6193.66	5780.75	69369	0.047372	0.08
179564	5071.81	19445.6	53.7623	371.13	371130	287.397	4648.05	4338.18	52058.1	0.0604877	0.08
203364	239345	4418.23	585.034	85.328	85328	196.583	7175.85	6697.46	80369.5	0.0409249	0.08
181763	5291.75	19171.8	55.349	363.928	363928	288.164	4704.57	4390.93	52691.2	0.0599419	0.08
210583	209067	5008.47	563.481	89.5137	89513.7	203.872	7073.86	6602.26	79227.2	0.0415326	0.08
202076	579409	1657.26	840.503	67.5758	67575.8	164.624	7937.87	7408.67	88904.1	0.0367901	0.08
199593	64282.4	10495.7	355.412	140.836	140836	265.403	6336.14	5913.73	70964.8	0.0463511	0.08
203171	585671	1637.81	846.121	67.4651	67465.1	164.44	7946.85	7417.06	89004.8	0.0367454	0.08
223001	682193	1386.18	934.275	66.0673	66067.3	162.187	8072.96	7534.77	90417.2	0.0361267	0.08
203626	588231	1629.99	848.423	67.4206	67420.6	164.367	7950.5	7420.46	89045.5	0.0367273	0.08
207800	220809	4767.71	572.184	87.7889	87788.9	200.9	7114.22	6639.94	79679.3	0.0412905	0.08
201749	577510	1663.25	838.803	67.6099	67609.9	164.681	7935.12	7406.11	88873.3	0.0368038	0.08
210450	88263.8	8970.82	412.223	123.218	123218	250.145	6530.57	6095.2	73142.4	0.0450063	0.08
207236	80351.3	9419.19	395.236	128.007	128007	254.835	6474.13	6042.52	72510.2	0.0453911	0.08
230068	711511	1323.47	961.375	65.7302	65730.2	161.667	8107.6	7567.09	90805.1	0.0359598	0.08
201356	575216	1670.55	836.751	67.6516	67651.6	164.751	7931.78	7403	88836	0.0368205	0.08
201789	246081	4299.89	589.504	84.5056	84505.6	195.122	7197.64	6717.8	80613.6	0.0407968	0.08
196809	546944	1766.15	811.681	68.2017	68201.7	165.677	7889.31	7363.35	88360.3	0.0370334	0.08
201558	68180.6	10210.7	365.842	137.233	137233	262.708	6373.2	5948.32	71379.8	0.0460905	0.08
207659	81337.1	9360.77	397.435	127.366	127366	254.232	6481.5	6049.4	72592.8	0.0453406	0.08
196584	545450	1771.51	810.369	68.2328	68232.8	165.73	7886.99	7361.19	88334.3	0.0370451	0.08
219530	667010	1420.76	920.274	66.2553	66255.3	162.481	8054.46	7517.49	90209.9	0.0362165	0.08
199805	64698.8	10464.4	356.553	140.433	140433	265.111	6340.23	5917.55	71010.6	0.0463222	0.08
166227	4046.39	21116.1	46.2337	408.295	408295	282.592	4325.78	4037.39	48448.7	0.0636893	0.08
202289	69662.3	10106.7	369.665	135.958	135958	261.706	6386.61	5960.83	71530	0.0459967	0.08
222879	681668	1387.35	933.79	66.0736	66073.6	162.197	8072.33	7534.18	90410.1	0.0361298	0.08
200081	567612	1695.2	829.967	67.7927	67792.7	164.987	7920.61	7392.57	88710.9	0.0368763	0.08
198536	62223.2	10653.3	349.668	142.901	142901	266.858	6315.42	5894.39	70732.7	0.0464977	0.08
200668	66401.3	10338.6	361.15	138.831	138831	263.928	6356.62	5932.84	71194.1	0.0462069	0.08
205692	599579	1596.21	858.657	67.2295	67229.5	164.051	7966.42	7435.32	89223.8	0.0366483	0.08
229198	708008	1330.7	958.134	65.7688	65768.8	161.726	8103.53	7563.3	90759.5	0.0359794	0.08
201493	247364	4277.84	590.346	84.3529	84352.9	194.85	7201.76	6721.64	80659.7	0.0407727	0.08
227027	699138	1349.32	949.931	65.8685	65868.5	161.879	8093.15	7553.61	90643.3	0.0360293	0.08
226141	695469	1357.16	946.538	65.9106	65910.6	161.944	8088.82	7549.56	90594.8	0.0360502	0.08
196206	7908.56	17199.6	74.381	303.664	303664	292.781	5135.03	4792.7	57512.4	0.0559467	0.08
191242	506014	1926.38	776.254	69.1402	69140.2	167.288	7822.8	7301.28	87615.3	0.037371	0.08
181954	5311.84	19148	55.4937	363.287	363287	288.23	4709.53	4395.56	52746.7	0.0598942	0.08
210571	88582.6	8953.68	412.877	123.04	123040	249.963	6532.73	6097.21	73166.6	0.0449918	0.08
206132	227751	4632.58	577.107	86.8315	86831.5	199.231	7137.6	6661.76	79941.1	0.0411512	0.08
212397	633847	1502.14	889.828	66.7031	66703.1	163.194	8012.45	7478.29	89739.5	0.0364215	0.08
191706	509826	1910.2	779.503	69.0445	69044.5	167.122	7829.27	7307.32	87687.8	0.0373379	0.08
187837	40325.4	12699.2	274.766	175.701	175701	282.994	6023.87	5622.28	67467.3	0.0486289	0.08
198598	62343.2	10644	350.008	142.778	142778	266.772	6316.65	5895.54	70746.5	0.046489	0.08
