"# Values[S].InitialValue"	"[Z]"	"[mu2]"	"[mZ]"	"[mF]"	"[F]"	"[mP]"	"[PE]"	"[PG]"	"[PM]"	"[I]"	"(R21 - production I).l_5"
207756	610512	1564.97	868.562	67.0536	67053.6	163.763	7981.42	7449.33	89391.9	0.0365741	0.08
192294	50142.9	11691.5	312.015	157.988	157988	275.741	6173.69	5762.11	69145.3	0.0475176	0.08
207057	79939.2	9443.84	394.309	128.279	128279	255.088	6471.01	6039.61	72475.4	0.0454124	0.08
204770	594569	1610.95	854.132	67.3128	67312.8	164.188	7959.43	7428.8	89145.6	0.0366829	0.08
206846	605741	1578.45	864.234	67.1294	67129.4	163.887	7974.91	7443.25	89319	0.0366063	0.08
174075	4597.09	20128.7	50.3143	387.706	387706	285.442	4511.49	4210.73	50528.7	0.0618261	0.08
198044	61272.2	10727.9	346.957	143.897	143897	267.537	6305.56	5885.19	70622.2	0.0465677	0.08
208215	82657.4	9283.73	400.341	126.53	126530	253.434	6491.21	6058.46	72701.5	0.0452741	0.08
171756	4421.3	20418.6	49.0241	394.15	394150	284.605	4455.53	4158.5	49902	0.0623824	0.08
214654	644660	1474.66	899.73	66.551	66551	162.951	8026.4	7491.31	89895.7	0.0363532	0.08
171575	4408.1	20441.2	48.9268	394.639	394639	284.539	4451.21	4154.46	49853.5	0.0624256	0.08
213830	194562	5328.78	551.916	91.8483	91848.3	207.816	7022.4	6554.24	78650.9	0.0418444	0.08
213447	196351	5287.83	553.398	91.5472	91547.2	207.312	7028.85	6560.26	78723.1	0.0418052	0.08
202396	581252	1651.48	842.155	67.5429	67542.9	164.57	7940.52	7411.16	88933.9	0.0367769	0.08
215339	647876	1466.67	902.681	66.507	66507	162.88	8030.5	7495.13	89941.6	0.0363331	0.08
203673	588494	1629.19	848.659	67.4161	67416.1	164.359	7950.87	7420.81	89049.7	0.0367254	0.08
218897	664181	1427.38	917.668	66.2914	66291.4	162.538	8050.96	7514.23	90170.7	0.0362335	0.08
197358	550547	1753.34	814.852	68.1276	68127.6	165.551	7894.87	7368.54	88422.5	0.0370054	0.08
201359	575231	1670.5	836.764	67.6513	67651.3	164.75	7931.8	7403.02	88836.2	0.0368204	0.08
209794	620960	1536.22	878.064	66.8927	66892.7	163.501	7995.48	7462.45	89549.3	0.0365048	0.08
191295	506456	1924.48	776.631	69.129	69129	167.269	7823.55	7301.98	87623.8	0.0373671	0.08
203877	72952.6	9883.78	377.897	133.292	133292	259.523	6415.17	5987.5	71849.9	0.0457978	0.08
169730	4277.33	20672.9	47.9596	399.526	399526	283.869	4407.41	4113.59	49363	0.0628643	0.08
176691	4811.84	19802.9	51.8793	380.045	380045	286.38	4575.82	4270.77	51249.2	0.0611922	0.08
158751	3614.89	22078.4	42.9262	424.93	424930	279.866	4157.99	3880.79	46569.5	0.0654131	0.08
214696	190400	5425.73	548.399	92.5644	92564.4	209.007	7007.28	6540.12	78481.5	0.0419367	0.08
212152	632656	1505.23	888.739	66.7202	66720.2	163.222	8010.9	7476.84	89722.1	0.0364291	0.08
204450	592809	1616.19	852.546	67.3424	67342.4	164.237	7956.96	7426.5	89118	0.0366952	0.08
213237	637907	1491.71	893.543	66.6453	66645.3	163.101	8017.72	7483.2	89798.5	0.0363956	0.08
203205	585861	1637.23	846.292	67.4617	67461.7	164.435	7947.12	7417.32	89007.8	0.036744	0.08
199774	64636.8	10469.1	356.384	140.492	140492	265.154	6339.62	5916.98	71003.8	0.0463265	0.08
231696	717998	1310.26	967.379	65.6597	65659.7	161.56	8115.08	7574.08	90888.9	0.0359239	0.08
203284	71710.5	9966.66	374.83	134.273	134273	260.34	6404.58	5977.6	71731.3	0.0458715	0.08
179636	5078.7	19436.7	53.8121	370.899	370899	287.422	4649.88	4339.89	52078.7	0.0604699	0.08
212765	635630	1497.54	891.459	66.6776	66677.6	163.153	8014.77	7480.45	89765.4	0.0364101	0.08
177240	4859.42	19734.6	52.2248	378.383	378383	286.576	4589.5	4283.53	51402.3	0.0610582	0.08
213834	640769	1484.44	896.164	66.605	66605	163.037	8021.41	7486.65	89839.8	0.0363776	0.08
172282	4460.08	20352.7	49.3095	392.716	392716	284.795	4468.14	4170.26	50043.2	0.0622567	0.08
184649	365656	2797.04	666.953	74.5082	74508.2	176.926	7535.14	7032.8	84393.6	0.038889	0.08
196317	543668	1777.96	808.804	68.2702	68270.2	165.793	7884.21	7358.6	88303.2	0.0370591	0.08
205505	598572	1599.15	857.747	67.2461	67246.1	164.078	7965.02	7434.02	89208.2	0.0366552	0.08
203138	585481	1638.39	845.95	67.4684	67468.4	164.446	7946.58	7416.81	89001.7	0.0367467	0.08
221636	676289	1399.44	928.827	66.1392	66139.2	162.299	8065.82	7528.1	90337.2	0.0361613	0.08
182037	5320.64	19137.6	55.5571	363.006	363006	288.258	4711.7	4397.58	52771	0.0598734	0.08
206777	225069	4684.17	575.222	87.1962	87196.2	199.868	7128.61	6653.37	79840.4	0.0412047	0.08
211824	631051	1509.41	887.272	66.7434	66743.4	163.259	8008.8	7474.88	89698.6	0.0364394	0.08
183621	5495.13	18939.4	56.8134	357.565	357565	288.802	4753.31	4436.43	53237.1	0.059475	0.08
184537	5602.33	18824.2	57.5848	354.329	354329	289.112	4777.71	4459.19	53510.3	0.0592427	0.08
177938	4921.24	19647.8	52.673	376.243	376243	286.823	4606.95	4299.82	51597.9	0.0608876	0.08
217955	659930	1437.43	913.757	66.3464	66346.4	162.625	8045.68	7509.3	90111.6	0.0362592	0.08
174135	4601.87	20121.1	50.3492	387.533	387533	285.464	4512.97	4212.11	50545.3	0.0618114	0.08
215978	183848	5583.18	542.658	93.7373	93737.3	210.936	6983.12	6517.58	78211	0.0420848	0.08
200600	66266	10348.5	360.789	138.955	138955	264.021	6355.33	5931.65	71179.7	0.0462159	0.08
213080	637153	1493.64	892.853	66.6559	66655.9	163.119	8016.74	7482.29	89787.5	0.0364004	0.08
213398	638682	1489.74	894.252	66.6343	66634.3	163.084	8018.72	7484.14	89809.7	0.0363907	0.08
225847	694243	1359.79	945.405	65.9248	65924.8	161.966	8087.37	7548.21	90578.5	0.0360572	0.08
216418	652896	1454.36	907.29	66.4392	66439.2	162.772	8036.86	7501.07	90012.8	0.0363021	0.08
192997	519982	1868.43	788.212	68.7985	68798.5	166.697	7846.22	7323.14	87877.7	0.0372515	0.08
193463	523493	1854.42	791.24	68.7163	68716.3	166.556	7851.98	7328.52	87942.2	0.0372222	0.08
201540	68144	10213.3	365.747	137.265	137265	262.733	6372.86	5948.01	71376.1	0.0460929	0.08
215373	103395	8224.15	441.04	115.82	115820	242.018	6624.59	6182.95	74195.4	0.0443758	0.08
227213	699907	1347.69	950.642	65.8598	65859.8	161.866	8094.05	7554.45	90653.4	0.036025	0.08
168379	4185.7	20843.3	47.2779	402.986	402986	283.377	4375.69	4083.98	49007.7	0.0631838	0.08
199264	562617	1711.81	825.527	67.8881	67888.1	165.147	7913.18	7385.63	88627.6	0.0369135	0.08
194610	531857	1821.91	798.49	68.5261	68526.1	166.23	7865.53	7341.16	88093.9	0.0371535	0.08
188340	41603.8	12559.1	280.05	173.024	173024	282.078	6045.6	5642.56	67710.8	0.0484655	0.08
220102	669554	1414.86	922.618	66.2231	66223.1	162.431	8057.59	7520.41	90245	0.0362013	0.08
177393	4872.83	19715.6	52.3221	377.916	377916	286.63	4593.31	4287.09	51445.1	0.0610209	0.08
201615	68295.4	10202.5	366.141	137.132	137132	262.63	6374.25	5949.3	71391.6	0.0460831	0.08
203127	240350	4400.31	585.706	85.2031	85203.1	196.362	7179.12	6700.51	80406.1	0.0409056	0.08
210039	211392	4959.53	565.247	89.1611	89161.1	203.268	7081.94	6609.81	79317.7	0.041484	0.08
187298	467817	2105.46	744.389	70.2104	70210.4	169.163	7754.49	7237.52	86850.3	0.0377228	0.08
202048	69172.1	10140.8	368.409	136.374	136374	262.036	6382.21	5956.73	71480.8	0.0460274	0.08
183723	5506.76	18926.7	56.8971	357.21	357210	288.836	4756	4438.94	53267.2	0.0594494	0.08
195014	277791	3798.59	609.768	81.0798	81079.8	188.955	7296.14	6809.73	81716.8	0.0402253	0.08
206282	78177.6	9550.77	390.299	129.468	129468	256.181	6457.49	6026.99	72323.9	0.0455053	0.08
209951	86962.7	9041.47	409.53	123.954	123954	250.894	6521.7	6086.92	73043	0.0450666	0.08
199009	63142.9	10582.3	352.254	141.964	141964	266.205	6324.78	5903.12	70837.5	0.0464314	0.08
212554	94125.3	8666.07	423.911	120.117	120117	246.873	6568.88	6130.95	73571.4	0.0447479	0.08
207741	81530.9	9349.38	397.864	127.242	127242	254.115	6482.93	6050.74	72608.9	0.0453307	0.08
187919	323910	3211.56	638.989	77.1834	77183.4	181.832	7427.73	6932.55	83190.6	0.0394809	0.08
198028	61240.1	10730.4	346.865	143.931	143931	267.56	6305.22	5884.87	70618.5	0.0465701	0.08
209375	214208	4901.1	567.356	88.7414	88741.4	202.547	7091.66	6618.89	79426.6	0.0414255	0.08
190290	46031.3	12094.5	297.294	164.659	164659	278.82	6115.5	5707.8	68493.6	0.0479451	0.08
215518	648715	1464.6	903.451	66.4956	66495.6	162.862	8031.57	7496.13	89953.5	0.0363279	0.08
171456	4399.44	20456.2	48.8629	394.961	394961	284.496	4448.36	4151.8	49821.6	0.062454	0.08
208803	216616	4851.88	569.135	88.3891	88389.1	201.939	7099.93	6626.6	79519.2	0.041376	0.08
186771	37235	13048.5	261.358	182.713	182713	285.136	5968.21	5570.33	66844	0.0490505	0.08
187710	39988.7	12736.5	273.35	176.427	176427	283.233	6018.02	5616.82	67401.8	0.0486729	0.08
190197	497017	1965.7	768.634	69.3733	69373.3	167.694	7807.29	7286.8	87441.6	0.0374504	0.08
196627	58545.1	10948.1	338.965	146.91	146910	269.507	6276.18	5857.77	70293.2	0.046777	0.08
208305	613362	1557.02	871.15	67.0091	67009.1	163.69	7985.28	7452.93	89435.2	0.036555	0.08
208306	82876.2	9271.09	400.819	126.393	126393	253.303	6492.8	6059.95	72719.4	0.0452633	0.08
203476	587387	1632.56	847.664	67.4352	67435.2	164.391	7949.3	7419.34	89032.1	0.0367332	0.08
186651	459887	2146.97	737.946	70.4614	70461.4	169.608	7739.46	7223.5	86682	0.0378009	0.08
195921	57188.9	11061.3	334.863	148.504	148504	270.499	6260.93	5843.53	70122.4	0.0468863	0.08
192237	293232	3584.84	619.463	79.6468	79646.8	186.345	7341.73	6852.28	82227.3	0.039965	0.08
200180	568214	1693.22	830.504	67.7814	67781.4	164.968	7921.5	7393.4	88720.8	0.0368718	0.08
198114	262546	4028.56	600.138	82.6399	82639.9	191.779	7249.62	6766.31	81195.7	0.0404937	0.08
192813	518568	1874.13	786.995	68.832	68832	166.755	7843.88	7320.96	87851.5	0.0372634	0.08
202083	579451	1657.13	840.541	67.575	67575	164.623	7937.93	7408.73	88904.8	0.0367898	0.08
211981	92459.2	8750.54	420.661	120.965	120965	247.787	6558.26	6121.04	73452.5	0.0448194	0.08
178467	4969.18	19582.1	53.0202	374.599	374599	287.011	4620.25	4312.24	51746.8	0.0607579	0.08
208841	616117	1549.41	873.655	66.9665	66966.5	163.621	7989	7456.4	89476.8	0.0365367	0.08
215048	646514	1470.04	901.431	66.5256	66525.6	162.91	8028.77	7493.52	89922.2	0.0363416	0.08
196227	543059	1780.17	808.271	68.283	68283	165.815	7883.26	7357.71	88292.6	0.0370639	0.08
213753	97818.9	8484.52	430.925	118.325	118325	244.894	6591.73	6152.28	73827.3	0.0445948	0.08
200280	568816	1691.25	831.04	67.77	67770	164.949	7922.39	7394.23	88730.8	0.0368674	0.08
198232	61634.8	10699.3	347.995	143.514	143514	267.277	6309.34	5888.72	70664.6	0.0465408	0.08
180271	5140.35	19357.7	54.2572	368.851	368851	287.645	4666.1	4355.02	52260.3	0.0603129	0.08
206189	227514	4637.12	576.941	86.8636	86863.6	199.287	7136.8	6661.02	79932.2	0.041156	0.08
175058	4675.63	20006.1	50.8879	384.875	384875	285.796	4535.52	4233.16	50797.9	0.0615886	0.08
195961	57266.3	11054.8	335.1	148.411	148411	270.442	6261.81	5844.36	70132.3	0.0468799	0.08
191537	508445	1916.03	778.325	69.0789	69078.9	167.182	7826.93	7305.14	87661.6	0.0373498	0.08
173927	4585.54	20147.1	50.2298	388.125	388125	285.389	4507.91	4207.38	50488.5	0.0618616	0.08
182251	5343.49	19110.9	55.7217	362.282	362282	288.332	4717.28	4402.8	52833.6	0.0598197	0.08
193878	526569	1842.33	793.901	68.6455	68645.5	166.434	7857	7333.2	87998.4	0.0371968	0.08
188399	41748.3	12543.4	280.639	172.729	172729	281.973	6048.02	5644.81	67737.8	0.0484474	0.08
183288	5457.33	18981.2	56.5414	358.725	358725	288.688	4744.5	4428.2	53138.4	0.0595591	0.08
214789	645295	1473.08	900.313	66.5423	66542.3	162.937	8027.21	7492.06	89904.8	0.0363492	0.08
200691	250869	4218.41	592.633	83.9424	83942.4	194.117	7212.94	6732.08	80784.9	0.0407072	0.08
193989	15501.3	15646.7	132.257	251.952	251952	293.699	5478.4	5113.17	61358.1	0.0529706	0.08
195095	55602.6	11196.9	329.952	150.455	150455	271.668	6242.5	5826.33	69916	0.0470187	0.08
175032	4673.52	20009.3	50.8725	384.951	384951	285.787	4534.89	4232.56	50790.7	0.0615949	0.08
216613	653796	1452.17	908.117	66.4272	66427.2	162.753	8037.99	7502.12	90025.5	0.0362966	0.08
201026	573266	1676.8	835.009	67.6873	67687.3	164.81	7928.94	7400.34	88804.1	0.0368347	0.08
198912	62952.6	10596.9	351.722	142.156	142156	266.34	6322.85	5901.33	70816	0.046445	0.08
184225	5565.28	18863.5	57.3182	355.438	355438	289.007	4769.38	4451.42	53417	0.059322	0.08
219507	159647	6222.31	518.887	98.6343	98634.3	218.708	6889.49	6430.19	77162.3	0.042666	0.08
207220	80314	9421.41	395.152	128.031	128031	254.857	6473.85	6042.26	72507.1	0.045393	0.08
192087	512889	1897.4	782.121	68.969	68969	166.992	7834.42	7312.13	87745.5	0.0373116	0.08
182830	5406.34	19038.5	56.1743	360.307	360307	288.531	4732.44	4416.94	53003.3	0.0596745	0.08
203018	584801	1640.48	845.339	67.4803	67480.3	164.466	7945.61	7415.9	88990.8	0.0367516	0.08
196299	271273	3894.51	605.666	81.7283	81728.3	190.131	7276.44	6791.34	81496.1	0.0403387	0.08
197004	59268.1	10888.8	341.116	146.087	146087	268.982	6284.13	5865.19	70382.3	0.0467202	0.08
210558	209175	5006.19	563.564	89.4972	89497.2	203.844	7074.23	6602.62	79231.4	0.0415304	0.08
204929	232769	4538.13	580.578	86.1667	86166.7	198.064	7154.27	6677.32	80127.8	0.0410524	0.08
198444	557505	1729.15	820.996	67.9879	67987.9	165.315	7905.48	7378.45	88541.4	0.0369521	0.08
210080	87296.3	9023.25	410.224	123.763	123763	250.701	6523.99	6089.05	73068.6	0.045051	0.08
216413	107484	8042.83	448.118	114.119	114119	239.991	6647.58	6204.41	74452.9	0.0442235	0.08
185711	347521	2965.24	654.561	75.5857	75585.7	178.9	7489.83	6990.51	83886.1	0.039137	0.08
198920	560488	1718.99	823.639	67.9294	67929.4	165.216	7909.98	7382.65	88591.8	0.0369295	0.08
196540	545157	1772.57	810.111	68.2389	68238.9	165.74	7886.54	7360.77	88329.2	0.0370474	0.08
187375	468712	2100.88	745.12	70.1828	70182.8	169.115	7756.16	7239.09	86869	0.0377141	0.08
218282	116576	7665.13	462.917	110.68	110680	235.707	6695.87	6249.48	74993.7	0.0439061	0.08
181855	5301.41	19160.4	55.4186	363.619	363619	288.195	4706.96	4393.16	52717.9	0.0599189	0.08
216083	183286	5596.98	542.153	93.8407	93840.7	211.105	6981.03	6515.62	78187.5	0.0420976	0.08
187187	330688	3137.46	643.4	76.7003	76700.3	180.946	7445.92	6949.53	83394.3	0.0393796	0.08
208503	83351.7	9243.74	401.853	126.099	126099	253.018	6496.25	6063.16	72758	0.0452398	0.08
250167	785761	1183.94	1030.07	64.999	64999	160.583	8190.08	7644.08	91728.9	0.0355674	0.08
197054	59363.8	10881	341.399	145.98	145980	268.912	6285.18	5866.16	70394	0.0467128	0.08
173088	4520.75	20251.9	49.7551	390.487	390487	285.086	4487.56	4188.39	50260.7	0.0620634	0.08
189188	43607.8	12344.8	288.049	169.071	169071	280.616	6078.24	5673.03	68076.3	0.0482216	0.08
198345	261468	4045.57	599.452	82.7561	82756.1	191.988	7246.27	6763.18	81158.2	0.0405131	0.08
200896	572499	1679.27	834.324	67.7015	67701.5	164.834	7927.81	7399.29	88791.5	0.0368403	0.08
192645	517273	1879.38	785.882	68.8629	68862.9	166.808	7841.74	7318.96	87827.5	0.0372743	0.08
221381	675178	1401.96	927.803	66.1529	66152.9	162.321	8064.47	7526.83	90322	0.0361679	0.08
209425	619090	1541.29	876.361	66.921	66921	163.547	7992.98	7460.12	89521.4	0.0365171	0.08
203327	239502	4415.43	585.139	85.3085	85308.5	196.548	7176.36	6697.93	80375.2	0.0409219	0.08
197385	550723	1752.72	815.007	68.124	68124	165.545	7895.14	7368.8	88425.6	0.0370041	0.08
203227	585984	1636.85	846.403	67.4596	67459.6	164.431	7947.3	7417.48	89009.8	0.0367432	0.08
171939	4434.75	20395.6	49.1231	393.652	393652	284.671	4459.92	4162.59	49951.1	0.0623386	0.08
214661	190573	5421.65	548.547	92.5342	92534.2	208.956	7007.91	6540.72	78488.6	0.0419328	0.08
211455	629236	1514.16	885.614	66.7698	66769.8	163.302	8006.42	7472.66	89671.9	0.036451	0.08
200954	572841	1678.17	834.629	67.6952	67695.2	164.824	7928.31	7399.76	88797.1	0.0368378	0.08
199021	63164.7	10580.6	352.315	141.942	141942	266.19	6325	5903.33	70840	0.0464299	0.08
203807	589244	1626.91	849.335	67.4032	67403.2	164.338	7951.93	7421.8	89061.6	0.0367201	0.08
192243	514126	1892.28	783.181	68.9388	68938.8	166.94	7836.5	7314.06	87768.8	0.037301	0.08
189491	44290.5	12273.3	290.699	167.789	167789	280.113	6088.98	5683.05	68196.5	0.0481417	0.08
186621	36728.9	13107.1	259.071	183.938	183938	285.475	5958.67	5561.42	66737.1	0.0491233	0.08
194546	280253	3763.24	611.315	80.8417	80841.7	188.523	7303.52	6816.62	81799.4	0.040183	0.08
207969	611619	1561.87	869.568	67.0363	67036.3	163.735	7982.93	7450.73	89408.8	0.0365667	0.08
219060	163863	6103.85	523.354	97.7091	97709.1	217.276	6906.37	6445.94	77351.3	0.0425604	0.08
216029	651094	1458.76	905.635	66.4634	66463.4	162.811	8034.58	7498.94	89987.3	0.0363132	0.08
177692	4899.31	19678.3	52.514	376.999	376999	286.736	4600.8	4294.08	51528.9	0.0609477	0.08
215869	650350	1460.58	904.952	66.4734	66473.4	162.827	8033.64	7498.06	89976.8	0.0363178	0.08
185670	445930	2224.15	726.765	70.9307	70930.7	170.443	7712.26	7198.11	86377.3	0.0379429	0.08
178858	5005.28	19533.4	53.2813	373.372	373372	287.149	4630.13	4321.46	51857.5	0.0606617	0.08
218897	664180	1427.38	917.668	66.2914	66291.4	162.538	8050.96	7514.23	90170.7	0.0362335	0.08
201747	577498	1663.29	838.792	67.6101	67610.1	164.682	7935.1	7406.09	88873.1	0.0368039	0.08
211559	629748	1512.82	886.081	66.7624	66762.4	163.29	8007.09	7473.29	89679.5	0.0364477	0.08
212250	633133	1503.99	889.175	66.7133	66713.3	163.211	8011.52	7477.42	89729	0.036426	0.08
192973	51486.5	11565.6	316.588	156.006	156006	274.733	6191.45	5778.69	69344.3	0.0473881	0.08
203326	586542	1635.14	846.904	67.4499	67449.9	164.415	7948.09	7418.22	89018.7	0.0367392	0.08
217039	655751	1447.45	909.914	66.4013	66401.3	162.712	8040.45	7504.42	90053	0.0362846	0.08
187476	327919	3167.4	641.592	76.8953	76895.3	181.304	7438.52	6942.62	83311.5	0.0394208	0.08
207702	81439.9	9354.73	397.662	127.301	127301	254.17	6482.26	6050.11	72601.3	0.0453353	0.08
190580	46645.3	12032.6	299.566	163.6	163600	278.362	6124.58	5716.27	68595.3	0.0478781	0.08
215179	102684	8256.52	439.78	116.127	116127	242.378	6620.5	6179.13	74149.6	0.044403	0.08
209273	214639	4892.24	567.676	88.678	88678	202.438	7093.15	6620.27	79443.3	0.0414166	0.08
185767	32881.6	13563.6	240.753	193.994	193994	287.9	5882.04	5489.9	65878.8	0.0497128	0.08
197190	266927	3960.46	602.919	82.176	82176	190.941	7263.14	6778.93	81347.2	0.0404154	0.08
204958	595598	1607.9	855.061	67.2955	67295.5	164.16	7960.87	7430.15	89161.8	0.0366758	0.08
190157	496661	1967.29	768.333	69.3828	69382.8	167.71	7806.67	7286.22	87434.7	0.0374536	0.08
192440	50434.4	11664	313.016	157.551	157551	275.522	6177.59	5765.75	69189	0.0474891	0.08
199394	563419	1709.12	826.239	67.8726	67872.6	165.121	7914.37	7386.75	88641	0.0369075	0.08
181861	5302.08	19159.6	55.4234	363.598	363598	288.198	4707.13	4393.32	52719.8	0.0599173	0.08
173137	4524.49	20245.8	49.7826	390.35	390350	285.104	4488.75	4189.5	50274	0.0620516	0.08
207630	81270.2	9364.71	397.286	127.41	127410	254.273	6481	6048.93	72587.2	0.045344	0.08
202507	70106.8	10075.9	370.798	135.585	135585	261.408	6390.56	5964.52	71574.3	0.0459691	0.08
180839	5196.88	19286.9	54.6651	366.995	366995	287.843	4680.69	4368.64	52423.7	0.0601719	0.08
210557	88545.8	8955.66	412.802	123.061	123061	249.984	6532.48	6096.98	73163.8	0.0449934	0.08
205680	599517	1596.39	858.601	67.2305	67230.5	164.053	7966.33	7435.24	89222.9	0.0366487	0.08
184132	408446	2461.16	697.839	72.3919	72391.9	173.071	7634.13	7125.19	85502.2	0.0383557	0.08
200344	569199	1689.99	831.381	67.7629	67762.9	164.937	7922.96	7394.76	88737.1	0.0368646	0.08
181471	5261.33	19208.3	55.1298	364.905	364905	288.062	4696.99	4383.86	52606.3	0.0600148	0.08
224027	686578	1376.47	938.324	66.0148	66014.8	162.105	8078.23	7539.69	90476.2	0.0361013	0.08
208292	82840.8	9273.13	400.742	126.415	126415	253.324	6492.54	6059.71	72716.5	0.045265	0.08
201595	576613	1666.09	838.001	67.6262	67626.2	164.708	7933.82	7404.89	88858.7	0.0368103	0.08
181429	5257	19213.5	55.0986	365.044	365044	288.048	4695.91	4382.85	52594.2	0.0600252	0.08
211136	627664	1518.31	884.178	66.7929	66792.9	163.339	8004.36	7470.73	89648.8	0.0364612	0.08
220079	669450	1415.1	922.522	66.2244	66224.4	162.433	8057.46	7520.29	90243.5	0.0362019	0.08
230071	711524	1323.45	961.387	65.73	65730	161.667	8107.61	7567.1	90805.3	0.0359598	0.08
219922	668753	1416.71	921.88	66.2332	66233.2	162.447	8056.6	7519.49	90233.9	0.036206	0.08
192840	16487.6	15533.8	139.606	248.351	248351	293.61	5502.39	5135.57	61626.8	0.0527697	0.08
198654	62452.5	10635.5	350.316	142.665	142665	266.695	6317.77	5896.58	70759	0.046481	0.08
