"# Values[S].InitialValue"	"[Z]"	"[mu2]"	"[mZ]"	"[mF]"	"[F]"	"[mP]"	"[PE]"	"[PG]"	"[PM]"	"[I]"	"(R21 - production I).PM0_5"
213258	639086	1486.57	894.217	70.6948	70694.8	178.866	8797.99	8211.46	98537.5	0.0378722	66000
176481	4799.25	19815.6	51.7744	429.768	429768	287.76	4595.91	4289.51	51474.2	0.065961	66000
201855	579468	1654.63	840.125	71.7889	71788.9	180.909	8725.75	8144.04	97728.5	0.0381904	66000
221106	674950	1400.51	927.201	70.1424	70142.4	177.844	8837.2	8248.05	98976.6	0.0377014	66000
208905	617600	1543.11	874.59	71.0607	71060.7	179.547	8773.08	8188.2	98258.5	0.0379814	66000
183633	5507.28	18919	56.8805	413.338	413338	290.857	4790.56	4471.19	53654.3	0.0641882	66000
227256	701001	1343.51	951.272	69.7798	69779.8	177.176	8864.08	8273.14	99277.7	0.037585	66000
192196	51495.2	11538.9	315.837	185.487	185487	297.153	6706.07	6258.99	75107.9	0.049215	66000
204859	596307	1603.45	855.278	71.4537	71453.7	180.281	8747.18	8164.03	97968.4	0.0380956	66000
212032	633166	1501.75	888.797	70.7928	70792.8	179.048	8791.24	8205.16	98461.9	0.0379017	66000
179585	5080.94	19427.6	53.8122	423.049	423049	289.086	4678.25	4366.37	52396.4	0.0652062	66000
194692	277168	3801.78	608.746	87.1088	87108.8	209.613	8091.39	7551.96	90623.6	0.0411919	66000
192759	520032	1865.4	787.795	73.1875	73187.5	183.546	8642.24	8066.09	96793	0.0385642	66000
186695	463779	2123.12	740.608	74.9329	74932.9	186.86	8549.09	7979.15	95749.8	0.0389884	66000
204532	76135.2	9658.14	384.692	149.013	149013	282.092	7065.63	6594.59	79135.1	0.046921	66000
197622	553780	1739.42	817.26	72.3482	72348.2	181.961	8691.28	8111.86	97342.3	0.0383439	66000
217585	659265	1436.98	912.748	70.3758	70375.8	178.275	8820.39	8232.36	98788.4	0.0377744	66000
220520	672381	1406.37	924.831	70.1799	70179.9	177.913	8834.48	8245.52	98946.2	0.0377132	66000
191500	50104.8	11668.9	311.114	188.608	188608	297.929	6678.29	6233.07	74796.9	0.0493987	66000
195569	540220	1787.87	805.334	72.6699	72669.9	182.568	8672.12	8093.98	97127.7	0.0384297	66000
198195	557422	1726.86	820.481	72.2651	72265.1	181.805	8696.31	8116.55	97398.6	0.0383215	66000
185148	441882	2244.09	723.058	75.7646	75764.6	188.443	8508.27	7941.06	95292.7	0.0391768	66000
193523	283435	3712.6	612.687	86.4273	86427.3	208.384	8111.4	7570.64	90847.7	0.0410913	66000
203380	588140	1627.87	847.914	71.6134	71613.4	180.58	8736.9	8154.44	97853.3	0.038141	66000
211294	629557	1511.15	885.497	70.8535	70853.5	179.161	8787.08	8201.28	98415.3	0.0379199	66000
207020	221777	4741.39	572.203	94.5615	94561.5	222.524	7897.74	7371.22	88454.6	0.0421866	66000
214889	186261	5516.07	544.092	101.144	101144	233.001	7755.11	7238.1	86857.2	0.0429441	66000
206376	604460	1579.8	862.654	71.2994	71299.4	179.992	8757.25	8173.43	98081.2	0.0380511	66000
201321	576368	1664.41	837.349	71.8532	71853.2	181.03	8721.71	8140.27	97683.2	0.0382084	66000
192054	51212.3	11565.1	314.886	186.109	186109	297.313	6700.5	6253.8	75045.6	0.0492517	66000
208103	84391.5	9166.39	403.246	141.583	141583	277.18	7150.13	6673.45	80081.4	0.0464044	66000
208022	613074	1555.56	870.472	71.1416	71141.6	179.698	8767.68	8183.17	98198	0.0380052	66000
187751	322096	3226.88	637.222	82.7859	82785.9	201.702	8226.97	7678.5	92142	0.0405181	66000
198152	557151	1727.79	820.241	72.2712	72271.2	181.816	8695.93	8116.2	97394.4	0.0383232	66000
181830	5307.69	19146.3	55.4456	417.809	417809	290.061	4739.75	4423.77	53085.2	0.064647	66000
189562	493585	1978.11	765.269	73.9463	73946.3	184.985	8600.39	8027.03	96324.3	0.0387538	66000
207414	82719.2	9261.67	399.627	142.97	142970	278.158	7133.96	6658.36	79900.4	0.0465026	66000
211568	630899	1507.64	886.724	70.8309	70830.9	179.119	8788.63	8202.72	98432.7	0.0379132	66000
224305	688700	1369.9	939.897	69.9474	69947.4	177.484	8851.54	8261.44	99137.3	0.0376392	66000
197242	61294.6	10702.6	346.19	167.434	167434	291.28	6874.7	6416.38	76996.6	0.0481196	66000
189185	310700	3359.21	629.905	83.7664	83766.4	203.519	8194.28	7648	91776	0.0406789	66000
189998	18783.7	15252.7	156.014	306.975	306975	302.947	5744.53	5361.56	64338.7	0.0561469	66000
191196	17610	15386.7	147.623	311.89	311890	302.628	5706.29	5325.87	63910.5	0.0564472	66000
167970	4161.34	20885.5	47.0872	445.624	445624	284.233	4382.98	4090.78	49089.4	0.0679446	66000
176030	4760.97	19871.9	51.4963	430.697	430697	287.57	4584.19	4278.57	51342.9	0.0660691	66000
202561	71927.8	9931.19	374.519	153.454	153454	284.668	7017.41	6549.59	78595	0.0472195	66000
209838	622320	1530.34	878.891	70.9778	70977.8	179.392	8778.65	8193.41	98320.9	0.0379569	66000
194184	279852	3763.2	610.435	86.8134	86813.4	209.081	8100.01	7560.01	90720.1	0.0411486	66000
180757	5196.58	19280.9	54.6457	420.357	420357	289.593	4710.13	4396.12	52753.5	0.0649158	66000
192069	51241.9	11562.3	314.986	186.043	186043	297.296	6701.09	6254.35	75052.2	0.0492478	66000
195265	57474.4	11012.8	334.918	173.742	173742	293.629	6814.06	6359.79	76317.5	0.0485095	66000
236704	738224	1268.69	985.735	69.3078	69307.8	176.314	8900.54	8307.17	99686	0.0374282	66000
215027	185533	5533.68	543.448	101.299	101299	233.237	7751.99	7235.19	86822.3	0.0429608	66000
193288	524005	1849.6	791.225	73.0817	73081.7	183.346	8648.25	8071.7	96860.4	0.038537	66000
185020	31592.7	13693.6	233.728	249.479	249479	304.494	6183.86	5771.6	69259.2	0.0528326	66000
209157	618880	1539.63	875.755	71.0381	71038.1	179.505	8774.59	8189.62	98275.4	0.0379748	66000
210753	626885	1518.17	883.057	70.899	70899	179.246	8783.99	8198.39	98380.6	0.0379335	66000
206921	607337	1571.62	865.263	71.2461	71246.1	179.893	8760.75	8176.7	98120.4	0.0380357	66000
202175	581312	1648.86	841.778	71.7511	71751.1	180.838	8728.14	8146.27	97755.2	0.0381798	66000
212388	96088.9	8552.55	426.837	133.191	133191	270.61	7252.42	6768.92	81227.1	0.0457902	66000
191081	506746	1920.32	776.41	73.5563	73556.3	184.245	8621.62	8046.84	96562.1	0.0386574	66000
216365	110776	7888.23	452.81	125.018	125018	263.027	7360.75	6870.03	82440.4	0.0451529	66000
210953	627873	1515.57	883.959	70.8822	70882.2	179.214	8785.13	8199.46	98393.5	0.0379285	66000
212337	95932.2	8560.22	426.54	133.291	133291	270.695	7251.16	6767.75	81212.9	0.0457977	66000
198420	63588.2	10525.3	352.657	164.016	164016	289.853	6908.46	6447.89	77374.7	0.0479045	66000
217291	657926	1440.17	911.515	70.3963	70396.3	178.313	8818.93	8231	98772	0.0377808	66000
189112	489416	1997.17	761.771	74.0753	74075.3	185.23	8593.49	8020.59	96247	0.0387852	66000
204356	75751.4	9682.38	383.785	149.398	149398	282.325	7061.39	6590.63	79087.6	0.0469471	66000
208621	616149	1547.08	873.27	71.0865	71086.5	179.595	8771.35	8186.6	98239.1	0.037989	66000
194803	534932	1807.53	800.714	72.8008	72800.8	182.815	8664.45	8086.82	97041.9	0.0384641	66000
224488	689472	1368.22	940.611	69.9367	69936.7	177.465	8852.34	8262.18	99146.2	0.0376358	66000
216573	654641	1448.07	908.494	70.447	70447	178.406	8815.34	8227.65	98731.8	0.0377964	66000
192104	51312.5	11555.8	315.223	185.888	185888	297.257	6702.48	6255.65	75067.8	0.0492387	66000
189128	489567	1996.47	761.897	74.0706	74070.6	185.221	8593.74	8020.82	96249.9	0.0387841	66000
182493	5379.14	19062.8	55.9594	416.193	416193	290.353	4758.29	4441.07	53292.9	0.0644793	66000
220450	672073	1407.07	924.547	70.1844	70184.4	177.921	8834.15	8245.21	98942.5	0.0377146	66000
198446	63640.2	10521.4	352.801	163.942	163942	289.821	6909.2	6448.59	77383	0.0478997	66000
198388	259084	4077.35	597.284	89.2416	89241.6	213.411	8031.57	7496.13	89953.5	0.0414951	66000
200789	573242	1674.4	834.553	71.9189	71918.9	181.153	8717.6	8136.43	97637.2	0.0382266	66000
237680	741903	1261.67	989.142	69.2638	69263.8	176.234	8904.03	8310.43	99725.1	0.0374133	66000
223786	686501	1374.72	937.865	69.978	69978	177.541	8849.27	8259.32	99111.8	0.037649	66000
219765	669047	1414.04	921.757	70.2289	70228.9	178.003	8830.93	8242.2	98906.4	0.0377286	66000
189575	46104.7	12060	296.836	198.56	198560	300.019	6591.93	6152.47	73829.6	0.0499763	66000
182521	5382.17	19059.3	55.9812	416.125	416125	290.365	4759.07	4441.8	53301.6	0.0644723	66000
202187	242199	4360.95	586.279	91.4809	91480.9	217.312	7972.8	7441.28	89295.4	0.0417965	66000
200742	68197.6	10187.7	365.04	157.854	157854	286.98	6971.11	6506.37	78076.4	0.0475089	66000
206261	603850	1581.55	862.101	71.3108	71310.8	180.014	8756.5	8172.73	98072.8	0.0380544	66000
199996	251789	4196.62	592.58	90.1777	90177.7	215.053	8006.53	7472.76	89673.1	0.0416231	66000
191266	508266	1913.87	777.705	73.5129	73512.9	184.163	8624.01	8049.08	96589	0.0386465	66000
204724	76556	9631.72	385.681	148.596	148596	281.837	7070.24	6598.89	79186.7	0.0468925	66000
193078	522443	1855.78	789.875	73.123	73123	183.424	8645.89	8069.5	96834	0.0385477	66000
182599	5390.74	19049.5	56.0428	415.932	415932	290.399	4761.26	4443.85	53326.1	0.0644524	66000
234029	727994	1288.55	976.26	69.4327	69432.7	176.541	8890.72	8298.01	99576.1	0.0374703	66000
202796	72418.1	9898.51	375.732	152.909	152909	284.365	7023.24	6555.02	78660.3	0.0471833	66000
219699	668757	1414.71	921.49	70.2332	70233.2	178.011	8830.62	8241.91	98903	0.0377299	66000
224914	691269	1364.32	942.272	69.9119	69911.9	177.419	8854.18	8263.9	99166.8	0.0376278	66000
205312	598763	1596.26	857.497	71.4067	71406.7	180.193	8750.23	8166.88	98002.6	0.0380821	66000
215181	184717	5553.47	542.722	101.473	101473	233.501	7748.5	7231.93	86783.2	0.0429797	66000
206168	603353	1582.98	861.65	71.32	71320	180.031	8755.89	8172.16	98066	0.0380571	66000
193354	53771.6	11332.4	323.327	180.712	180712	295.842	6749.26	6299.31	75591.8	0.048931	66000
221635	677258	1395.29	929.33	70.1091	70109.1	177.782	8839.63	8250.32	99003.9	0.0376908	66000
232857	723438	1297.56	972.041	69.4894	69489.4	176.645	8886.31	8293.89	99526.6	0.0374893	66000
187970	478105	2050.81	752.357	74.4395	74439.5	185.922	8574.33	8002.7	96032.4	0.0388727	66000
192938	521391	1859.96	788.967	73.151	73151	183.477	8644.3	8068.01	96816.2	0.0385548	66000
218696	664280	1425.13	917.364	70.2999	70299.9	178.134	8825.82	8237.43	98849.2	0.0377508	66000
194782	56541.8	11091.4	332.063	175.412	175412	294.194	6798.34	6345.11	76141.4	0.0486113	66000
224028	687527	1372.47	938.814	69.9637	69963.7	177.514	8850.33	8260.31	99123.7	0.0376444	66000
200558	67826.5	10214	364.071	158.318	158318	287.211	6966.3	6501.88	78022.6	0.0475391	66000
218485	663332	1427.36	916.492	70.3141	70314.1	178.161	8824.8	8236.48	98837.7	0.0377552	66000
186479	38450.1	12881.8	266.117	222.338	222338	303.145	6396.03	5969.63	71635.6	0.0513211	66000
195167	537459	1798.08	802.92	72.7378	72737.8	182.696	8668.13	8090.25	97083	0.0384476	66000
213934	191104	5400.95	548.295	100.137	100137	231.459	7775.59	7257.22	87086.6	0.0428339	66000
198802	257178	4108.05	596.061	89.4817	89481.7	213.834	8025.08	7490.07	89880.9	0.0415282	66000
203919	591144	1618.8	850.619	71.5541	71554.1	180.469	8740.7	8157.99	97895.9	0.0381242	66000
202231	581632	1647.87	842.065	71.7446	71744.6	180.826	8728.56	8146.65	97759.8	0.038178	66000
210859	627407	1516.8	883.534	70.8901	70890.1	179.229	8784.59	8198.95	98387.4	0.0379309	66000
187566	41452.8	12547.9	278.762	212.204	212204	302.088	6478.01	6046.15	72553.8	0.0507524	66000
201273	576086	1665.31	837.096	71.8591	71859.1	181.041	8721.34	8139.92	97679	0.03821	66000
210252	624393	1524.79	880.782	70.9419	70941.9	179.326	8781.08	8195.67	98348.1	0.0379463	66000
193019	521998	1857.55	789.49	73.1349	73134.9	183.447	8645.22	8068.87	96826.5	0.0385507	66000
204650	595168	1606.82	854.249	71.4757	71475.7	180.322	8745.76	8162.71	97952.5	0.0381018	66000
185894	36498.7	13106.3	257.431	229.51	229510	303.689	6339.09	5916.48	70997.8	0.0517211	66000
216993	174147	5818.97	532.926	103.847	103847	237.031	7702.15	7188.67	86264.1	0.0432308	66000
177865	4920.81	19642.6	52.6553	426.842	426842	288.348	4632.27	4323.45	51881.4	0.0656268	66000
199851	66411.1	10315.7	360.333	160.139	160139	288.093	6947.59	6484.42	77813	0.0476568	66000
200547	571808	1679.01	833.273	71.9493	71949.3	181.211	8715.71	8134.66	97616	0.038235	66000
206036	225906	4660.94	575.14	93.9025	93902.5	221.425	7913.29	7385.73	88628.8	0.0421053	66000
187054	328408	3157.17	641.323	82.2727	82272.7	200.747	8244.59	7694.95	92339.4	0.0404318	66000
205144	597858	1598.9	856.679	71.424	71424	180.225	8749.11	8165.84	97990	0.038087	66000
217836	118617	7571.69	465.273	121.403	121403	259.263	7412.01	6917.88	83014.5	0.044856	66000
222083	679197	1390.93	931.12	70.0813	70081.3	177.731	8841.67	8252.22	99026.7	0.037682	66000
211748	631780	1505.34	887.53	70.816	70816	179.091	8789.65	8203.67	98444.1	0.0379087	66000
206851	81385.1	9339.19	396.691	144.116	144116	278.944	7120.74	6646.02	79752.3	0.0465831	66000
184467	362397	2821.62	664.135	79.8349	79834.9	196.171	8333.76	7778.18	93338.1	0.04	66000
181301	5252.28	19212.6	55.0468	419.075	419075	289.83	4725.1	4410.1	52921.1	0.0647798	66000
211308	92879.8	8712.47	420.647	135.293	135293	272.365	7226.03	6744.3	80931.6	0.0459474	66000
210181	624035	1525.74	880.456	70.9481	70948.1	179.337	8780.66	8195.28	98343.4	0.0379481	66000
181812	5305.87	19148.4	55.4324	417.851	417851	290.054	4739.27	4423.32	53079.9	0.0646514	66000
186326	37973	12936.1	264.029	224.049	224049	303.289	6382.38	5956.89	71482.6	0.0514166	66000
196641	547409	1761.84	811.643	72.4969	72496.9	182.241	8682.36	8103.54	97242.5	0.0383838	66000
207533	610535	1562.63	868.165	71.1875	71187.5	179.784	8764.62	8180.32	98163.8	0.0380186	66000
191751	50608.1	11621.5	312.838	187.459	187459	297.651	6688.47	6242.57	74910.9	0.0493313	66000
207128	608424	1568.55	866.249	71.2261	71226.1	179.856	8762.07	8177.93	98135.2	0.0380298	66000
214109	101748	8284.28	437.282	129.787	129787	267.603	7296.36	6809.94	81719.3	0.04553	66000
209564	620941	1534.05	877.633	71.0019	71001.9	179.437	8777.03	8191.89	98302.7	0.0379641	66000
185997	339497	3040.56	648.623	81.4195	81419.5	199.152	8274.73	7723.08	92676.9	0.040285	66000
224358	688922	1369.42	940.103	69.9443	69944.3	177.479	8851.77	8261.65	99139.8	0.0376382	66000
228027	704159	1336.88	954.193	69.7377	69737.7	177.099	8867.26	8276.11	99313.3	0.0375713	66000
193575	283146	3716.65	612.505	86.4581	86458.1	208.44	8110.49	7569.79	90837.5	0.0410959	66000
199129	255690	4132.25	595.103	89.6715	89671.5	214.167	8019.98	7485.32	89823.8	0.0415543	66000
209868	622469	1529.93	879.027	70.9752	70975.2	179.388	8778.82	8193.57	98322.8	0.0379562	66000
193206	523397	1852	790.699	73.0978	73097.8	183.377	8647.33	8070.84	96850.1	0.0385412	66000
216596	111862	7842.99	454.589	124.491	124491	262.495	7368.08	6876.88	82522.5	0.0451103	66000
185505	447635	2211	727.618	75.5363	75536.3	188.009	8519.27	7951.32	95415.8	0.0391259	66000
175685	4732.01	19915.1	51.2858	431.403	431403	287.424	4575.24	4270.22	51242.6	0.0661516	66000
201868	243578	4336.78	587.195	91.2883	91288.3	216.98	7977.71	7445.86	89350.4	0.0417712	66000
173455	4553.04	20194.2	49.9804	435.802	435802	286.489	4518.23	4217.02	50604.2	0.0666795	66000
178945	5020.1	19507.6	53.3731	424.481	424481	288.811	4661.03	4350.3	52203.6	0.0653634	66000
196194	269551	3914.47	603.943	87.976	87976	211.166	8066.57	7528.8	90345.6	0.0413173	66000
185635	35475.5	13226.3	252.717	233.452	233452	303.926	6308.09	5887.55	70650.6	0.0519406	66000
181929	5318.24	19133.8	55.5215	417.57	417570	290.105	4742.52	4426.35	53116.2	0.064622	66000
226376	697368	1351.21	947.911	69.8286	69828.6	177.266	8860.4	8269.71	99236.5	0.0376009	66000
206759	606485	1574.04	864.49	71.2618	71261.8	179.922	8759.72	8175.74	98108.8	0.0380402	66000
188944	44718	12201.7	291.626	202.379	202379	300.683	6559.57	6122.26	73467.1	0.0501951	66000
213750	641437	1480.63	896.371	70.6565	70656.5	178.795	8800.65	8213.94	98567.2	0.0378606	66000
176757	4823.05	19781	51.947	429.192	429192	287.877	4603.13	4296.25	51555	0.0658946	66000
195136	274871	3835.27	607.3	87.3658	87365.8	210.075	8083.96	7545.03	90540.4	0.0412294	66000
170491	4333.67	20566.8	48.3673	441.277	441277	285.263	4444.3	4148.02	49776.2	0.0673689	66000
197721	62223.6	10630	348.835	166.019	166019	290.703	6888.59	6429.36	77152.3	0.0480309	66000
210619	626219	1519.94	882.448	70.9105	70910.5	179.267	8783.21	8197.66	98371.9	0.0379369	66000
210814	627185	1517.38	883.331	70.8939	70893.9	179.236	8784.33	8198.71	98384.5	0.037932	66000
170398	4327.1	20578.5	48.3187	441.442	441442	285.225	4442.02	4145.89	49750.6	0.0673903	66000
191028	506307	1922.19	776.036	73.5689	73568.9	184.269	8620.92	8046.19	96554.3	0.0386605	66000
206980	81688.6	9321.43	397.362	143.852	143852	278.765	7123.77	6648.86	79786.3	0.0465646	66000
217063	656886	1442.66	910.559	70.4123	70412.3	178.342	8817.8	8229.94	98759.3	0.0377857	66000
162414	3818.84	21596.2	44.4986	454.321	454321	282.004	4252.27	3968.78	47625.4	0.0691832	66000
189611	46182	12052.2	297.122	198.353	198353	299.981	6593.69	6154.11	73849.4	0.0499644	66000
180967	5217.93	19254.6	54.7995	419.864	419864	289.685	4715.9	4401.5	52818.1	0.0648634	66000
193767	527533	1835.8	794.279	72.9894	72989.4	183.172	8653.54	8076.63	96919.6	0.0385132	66000
200515	67739.7	10220.2	363.844	158.428	158428	287.265	6965.17	6500.83	78009.9	0.0475462	66000
176631	4812.15	19796.8	51.868	429.456	429456	287.824	4599.83	4293.17	51518.1	0.0659249	66000
188861	44530.4	12221.1	290.909	202.912	202912	300.77	6555.09	6118.08	73417	0.0502255	66000
219881	669563	1412.84	922.233	70.2212	70221.2	177.989	8831.48	8242.72	98912.6	0.0377262	66000
185467	34718.7	13316	249.155	236.448	236448	304.078	6284.67	5865.7	70388.3	0.0521072	66000
160757	3725.2	21810.5	43.7781	456.699	456699	281.351	4214.43	3933.46	47201.6	0.0695445	66000
216662	655048	1447.08	908.869	70.4407	70440.7	178.395	8815.78	8228.07	98736.8	0.0377945	66000
184212	422221	2364.91	707.756	76.6027	76602.7	190.039	8469.14	7904.54	94854.4	0.0393589	66000
205047	77269.3	9587.28	387.346	147.899	147899	281.405	7077.98	6606.12	79273.4	0.0468449	66000
189280	490983	1989.96	763.084	74.0265	74026.5	185.137	8596.09	8023.02	96276.2	0.0387733	66000
206732	606342	1574.44	864.36	71.2644	71264.4	179.927	8759.54	8175.57	98106.9	0.038041	66000
189364	491762	1986.4	763.738	74.0024	74002.4	185.091	8597.38	8024.22	96290.7	0.0387675	66000
212605	96762.2	8519.74	428.111	132.767	132767	270.247	7257.81	6773.96	81287.5	0.0457581	66000
210615	626199	1519.99	882.43	70.9108	70910.8	179.268	8783.19	8197.64	98371.7	0.037937	66000
232010	720117	1304.2	968.965	69.5312	69531.2	176.721	8883.07	8290.86	99490.3	0.0375032	66000
221712	677590	1394.54	929.636	70.1043	70104.3	177.773	8839.98	8250.65	99007.8	0.0376893	66000
197481	552872	1742.58	816.458	72.3691	72369.1	182.001	8690.02	8110.68	97328.2	0.0383496	66000
194550	7414.04	17433.8	70.684	378.21	378210	296.136	5147.98	4804.79	57657.4	0.0610444	66000
197137	550650	1750.36	814.497	72.4207	72420.7	182.098	8686.92	8107.79	97293.5	0.0383634	66000
195771	271656	3882.85	605.272	87.732	87732	210.731	8073.49	7535.25	90423	0.0412823	66000
151070	3238.09	23089	39.9081	468.92	468920	277.624	4002.55	3735.72	44828.6	0.0715872	66000
228642	706660	1331.66	956.508	69.7047	69704.7	177.039	8869.76	8278.44	99341.3	0.0375605	66000
192797	52681.2	11430.3	319.776	182.949	182949	296.476	6728.91	6280.32	75363.8	0.0490645	66000
199956	568272	1690.52	830.119	72.0251	72025.1	181.353	8711.01	8130.27	97563.3	0.038256	66000
203829	74611.1	9755.16	381.067	150.564	150564	283.02	7048.62	6578.71	78944.5	0.047026	66000
193987	55003.2	11223.9	327.26	178.291	178291	295.115	6771.53	6320.1	75841.2	0.0487856	66000
175915	4751.27	19886.3	51.4259	430.933	430933	287.521	4581.2	4275.78	51309.4	0.0660966	66000
177328	4872.94	19709.7	52.3087	427.99	427990	288.12	4618.1	4310.23	51722.8	0.0657568	66000
196280	269127	3920.88	603.675	88.0255	88025.5	211.255	8065.18	7527.5	90330	0.0413243	66000
225091	692011	1362.71	942.958	69.9016	69901.6	177.4	8854.94	8264.61	99175.4	0.0376245	66000
219782	669125	1413.86	921.829	70.2277	70227.7	178.001	8831.02	8242.28	98907.4	0.0377282	66000
227783	703160	1338.97	953.269	69.751	69751	177.124	8866.25	8275.17	99302	0.0375756	66000
183917	377509	2691.75	674.723	78.9057	78905.7	194.414	8370.44	7812.41	93749	0.0398246	66000
183277	5466.52	18963.9	56.5876	414.24	414240	290.699	4780.43	4461.74	53540.8	0.0642795	66000
219224	666644	1419.61	919.542	70.2645	70264.5	178.069	8828.36	8239.8	98877.6	0.0377397	66000
199723	66156.7	10334.2	359.653	160.475	160475	288.252	6944.17	6481.22	77774.7	0.0476784	66000
210564	206637	5052.68	560.921	97.1534	97153.4	226.759	7838.98	7316.38	87796.6	0.042496	66000
173522	4558.24	20185.8	50.0184	435.673	435673	286.517	4519.93	4218.6	50623.2	0.0666637	66000
203845	74645.2	9752.97	381.149	150.528	150528	282.999	7049	6579.07	78948.8	0.0470236	66000
213218	638895	1487.06	894.042	70.6979	70697.9	178.872	8797.77	8211.26	98535.1	0.0378731	66000
193890	54813.7	11240.5	326.66	178.656	178656	295.228	6768.15	6316.94	75803.3	0.0488076	66000
188581	484301	2021.07	757.499	74.2374	74237.4	185.538	8584.9	8012.58	96150.9	0.0388244	66000
184089	5560.57	18861.3	57.2634	412.168	412168	291.06	4803.62	4483.38	53800.6	0.0640707	66000
203929	74825.2	9741.41	381.58	150.342	150342	282.889	7051.04	6580.97	78971.6	0.047011	66000
185986	36831.7	13067.6	258.941	228.254	228254	303.605	6349.01	5925.74	71108.9	0.0516511	66000
178267	4957.25	19592.4	52.9189	425.972	425972	288.52	4642.92	4333.4	52000.8	0.0655291	66000
193513	525672	1843.05	792.667	73.0379	73037.9	183.263	8650.75	8074.04	96888.4	0.0385258	66000
175795	4741.21	19901.3	51.3527	431.178	431178	287.47	4578.09	4272.88	51274.6	0.0661253	66000
213200	638812	1487.27	893.966	70.6993	70699.3	178.874	8797.68	8211.17	98534	0.0378735	66000
173725	4574.05	20160.3	50.1341	435.282	435282	286.602	4525.08	4223.4	50680.9	0.066616	66000
205958	79316.9	9462.12	392.051	145.969	145969	280.174	7099.64	6626.33	79516	0.046712	66000
183271	5465.83	18964.7	56.5826	414.255	414255	290.696	4780.26	4461.57	53538.9	0.064281	66000
174759	4656.09	20030.9	50.733	433.261	433261	287.034	4551.41	4247.98	50975.8	0.0663719	66000
203361	588038	1628.18	847.822	71.6155	71615.5	180.584	8736.77	8154.32	97851.8	0.0381416	66000
211145	92414.4	8736.17	419.733	135.609	135609	272.623	7222.11	6740.64	80887.6	0.0459709	66000
196373	545633	1768.2	810.082	72.5391	72539.1	182.321	8679.85	8101.19	97214.3	0.0383951	66000
195716	58344.1	10940.5	337.542	172.233	172233	293.098	6828.38	6373.16	76477.9	0.0484169	66000
193022	53121.4	11390.6	321.217	182.036	182036	296.221	6737.2	6288.05	75456.7	0.0490101	66000
201968	70696.9	10014.3	371.442	154.854	154854	285.428	7002.53	6535.7	78428.3	0.0473122	66000
215125	185016	5546.21	542.988	101.409	101409	233.404	7749.78	7233.13	86797.5	0.0429728	66000
216089	652408	1453.48	906.442	70.4817	70481.7	178.471	8812.88	8225.36	98704.3	0.0378072	66000
206927	607366	1571.54	865.288	71.2455	71245.5	179.892	8760.79	8176.74	98120.8	0.0380355	66000
192037	514454	1888.06	782.999	73.3394	73339.4	183.834	8633.67	8058.1	96697.2	0.0386028	66000
209147	87017	9020.86	408.797	139.511	139511	275.664	7174.65	6696.34	80356.1	0.046256	66000
185453	26359.1	14341.6	205.004	273.033	273033	304.417	6004.21	5603.93	67247.2	0.0541577	66000
177476	4886.03	19691.2	52.4035	427.675	427675	288.183	4622	4313.86	51766.4	0.0657211	66000
213761	100540	8340.15	435.101	130.484	130484	268.236	7287.24	6801.42	81617.1	0.0455839	66000
202359	582365	1645.59	842.723	71.7296	71729.6	180.798	8729.5	8147.54	97770.4	0.0381738	66000
196483	59824.9	10819.7	341.931	169.765	169765	292.189	6852.06	6395.25	76743	0.0482646	66000
213723	641309	1480.95	896.254	70.6586	70658.6	178.799	8800.5	8213.8	98565.6	0.0378612	66000
207654	611165	1560.87	868.738	71.1761	71176.1	179.762	8765.38	8181.02	98172.3	0.0380153	66000
208144	84493.7	9160.63	403.465	141.5	141500	277.121	7151.1	6674.36	80092.3	0.0463985	66000
190689	503469	1934.39	773.622	73.651	73651	184.425	8616.41	8041.98	96503.7	0.038681	66000
194777	276726	3808.2	608.468	87.158	87158	209.702	8089.96	7550.63	90607.6	0.0411991	66000
183844	5531.83	18892.2	57.0569	412.798	412798	290.951	4796.61	4476.83	53722	0.0641338	66000
197362	61526.1	10684.4	346.853	167.078	167078	291.136	6878.19	6419.64	77035.7	0.0480973	66000
183084	5444.62	18988.4	56.4302	414.727	414727	290.613	4774.94	4456.61	53479.3	0.064329	66000
189094	45051.6	12167.3	292.892	201.442	201442	300.527	6567.47	6129.64	73555.7	0.0501416	66000
196937	549349	1754.95	813.351	72.4512	72451.2	182.155	8685.09	8106.09	97273	0.0383716	66000
191792	50690.8	11613.7	313.119	187.273	187273	297.605	6690.13	6244.12	74929.5	0.0493203	66000
186444	334533	3091.86	645.339	81.7941	81794.1	199.853	8261.36	7710.6	92527.3	0.04035	66000
189902	496637	1964.39	767.84	73.8535	73853.5	184.809	8605.38	8031.69	96380.3	0.0387311	66000
194439	532366	1817.23	798.478	72.8654	72865.4	182.937	8660.69	8083.31	96999.7	0.038481	66000
199894	567898	1691.75	829.786	72.0332	72033.2	181.368	8710.51	8129.81	97557.7	0.0382582	66000
224428	689222	1368.77	940.379	69.9401	69940.1	177.471	8852.08	8261.94	99143.3	0.0376369	66000
182859	5419.51	19016.7	56.2496	415.288	415288	290.514	4768.59	4450.69	53408.2	0.0643863	66000
203834	74621.1	9754.52	381.091	150.553	150553	283.014	7048.73	6578.82	78945.8	0.0470253	66000
199883	567831	1691.97	829.726	72.0347	72034.7	181.371	8710.42	8129.72	97556.7	0.0382586	66000
