"# Values[S].InitialValue"	"[Z]"	"[mu2]"	"[mZ]"	"[mF]"	"[F]"	"[mP]"	"[PE]"	"[PG]"	"[PM]"	"[I]"	"(R21 - production I).l_5"
214696	188907	5457.07	546.772	96.5048	96504.8	220.393	7370.36	6879	82548	0.0424201	0.12
212152	633251	1502.52	889.061	68.9353	68935.3	171.778	8433.53	7871.29	94455.5	0.0372998	0.12
204450	593491	1612.88	852.932	69.5968	69596.8	172.926	8381.15	7822.41	93868.9	0.037525	0.12
213237	638492	1489.06	893.859	68.8553	68855.3	171.641	8440.12	7877.44	94529.3	0.0372716	0.12
203205	586562	1633.78	846.691	69.7232	69723.2	173.148	8371.55	7813.44	93761.3	0.0375666	0.12
199774	65362.6	10404.9	357.981	148.55	148550	275.457	6609.63	6168.99	74027.9	0.0468894	0.12
231696	718479	1308.3	967.62	67.7967	67796.7	169.847	8533.31	7964.43	95573.1	0.0368778	0.12
203284	72490.4	9905.1	376.378	141.521	141521	270.858	6687.09	6241.28	74895.4	0.0463999	0.12
179636	5081.86	19429.9	53.8279	390.536	390536	288.162	4662.94	4352.07	52224.9	0.0620676	0.12
212765	636220	1494.87	891.778	68.8898	68889.8	171.7	8437.27	7874.78	94497.4	0.0372838	0.12
177240	4861.92	19728.5	52.2368	397.099	397099	287.229	4600.9	4294.17	51530.1	0.0626447	0.12
213834	641350	1481.82	896.477	68.8123	68812.3	171.567	8443.68	7880.77	94569.2	0.0372564	0.12
172282	4461.68	20348	49.3167	409.58	409580	285.306	4476.85	4178.39	50140.7	0.0638147	0.12
184649	361976	2827.54	664.115	77.3735	77373.5	187.056	7941.71	7412.26	88947.1	0.0395201	0.12
196317	544525	1773.43	809.317	70.5757	70575.7	174.652	8309.8	7755.81	93069.7	0.037836	0.12
205505	599239	1595.94	858.122	69.4947	69494.7	172.748	8389	7829.74	93956.8	0.0374911	0.12
203138	586183	1634.94	846.35	69.7302	69730.2	173.16	8371.02	7812.95	93755.4	0.0375689	0.12
221636	676817	1397.18	929.102	68.3134	68313.4	170.716	8486.36	7920.6	95047.3	0.0370752	0.12
182037	5324.7	19129.9	55.5781	383.569	383569	289.099	4726.71	4411.6	52939.2	0.0614802	0.12
206777	223959	4702.27	574.105	90.676	90676	210.821	7507.57	7007.07	84084.8	0.04169	0.12
211824	202402	5148.6	557.954	94.0841	94084.1	216.497	7424.79	6929.8	83157.6	0.0421278	0.12
183621	5499.95	18930.9	56.839	378.735	378735	289.719	4769.82	4451.83	53422	0.0610865	0.12
184537	5607.68	18815.3	57.6137	375.849	375849	290.077	4795.16	4475.48	53705.8	0.0608564	0.12
177938	4923.92	19641.6	52.686	395.226	395226	287.501	4618.81	4310.89	51730.7	0.0624775	0.12
217955	660481	1435.02	914.048	68.5356	68535.6	171.093	8467.05	7902.58	94830.9	0.037157	0.12
174135	4603.75	20115.9	50.3579	405.079	405079	286.023	4522.59	4221.08	50653	0.0633808	0.12
215978	182181	5620.1	540.811	97.8074	97807.4	222.442	7342.38	6852.88	82234.6	0.0425717	0.12
200600	67002.4	10285.1	362.369	146.809	146809	274.382	6628.39	6186.5	74238	0.0467701	0.12
213080	637740	1490.98	893.17	68.8667	68866.7	171.66	8439.18	7876.56	94518.8	0.0372757	0.12
213398	639266	1487.1	894.567	68.8436	68843.6	171.621	8441.08	7878.35	94540.1	0.0372675	0.12
225847	694749	1357.67	945.664	68.0828	68082.8	170.326	8506.95	7939.82	95277.9	0.0369884	0.12
216418	179707	5681.71	538.546	98.3041	98304.1	223.214	7331.93	6843.13	82117.6	0.0426285	0.12
192997	520975	1862.94	788.823	71.1293	71129.3	175.64	8272.25	7720.77	92649.2	0.0380016	0.12
193463	524463	1849.1	791.834	71.0434	71043.4	175.486	8277.96	7726.09	92713.1	0.0379763	0.12
201540	68894.1	10150.6	367.311	144.898	144898	273.155	6649.31	6206.02	74472.3	0.0466376	0.12
215373	104799	8154.23	443.123	120.837	120837	252.687	6948.24	6485.03	77820.3	0.0448086	0.12
227213	700408	1345.61	950.896	68.0127	68012.7	170.208	8513.33	7945.77	95349.2	0.0369616	0.12
168379	4186.85	20839.4	47.2827	418.467	418467	283.801	4382.8	4090.62	49087.4	0.0647159	0.12
199264	563394	1707.84	825.981	70.1736	70173.6	173.94	8338.29	7782.41	93388.9	0.0377112	0.12
194610	532776	1816.95	799.046	70.8442	70844.2	175.13	8291.35	7738.6	92863.1	0.0379172	0.12
188340	42389.7	12461.9	282.919	185.527	185527	290.583	6257.75	5840.56	70086.8	0.0492174	0.12
220102	670091	1412.54	922.899	68.4034	68403.4	170.868	8478.48	7913.24	94958.9	0.0371086	0.12
177393	4875.37	19709.5	52.3343	396.691	396691	287.289	4604.81	4297.82	51573.9	0.0626081	0.12
201615	69046.6	10139.9	367.704	144.748	144748	273.056	6650.96	6207.57	74490.8	0.0466272	0.12
203127	239278	4416.14	584.662	88.5449	88544.9	207.169	7563.65	7059.4	84712.8	0.0413979	0.12
210039	210197	4980.94	564.007	92.7914	92791.4	214.369	7455.28	6958.26	83499.1	0.0419656	0.12
187298	469431	2095.51	745.45	72.5908	72590.8	178.277	8181.22	7635.81	91629.7	0.0384088	0.12
202048	243893	4334.6	587.736	87.9448	87944.8	206.127	7580.12	7074.78	84897.3	0.0413128	0.12
183723	5511.63	18918.1	56.923	378.419	378419	289.758	4772.61	4454.44	53453.2	0.0610611	0.12
195014	276640	3812.35	608.729	84.1727	84172.7	199.457	7691.75	7178.97	86147.6	0.040744	0.12
206282	79025.6	9490.26	391.854	136.117	136117	266.823	6749.98	6299.98	75599.8	0.0460084	0.12
209951	87938.5	8980.42	411.168	129.938	129938	261.62	6826.1	6371.02	76452.3	0.0455417	0.12
199009	257327	4108.78	596.482	86.2989	86298.9	203.241	7627.02	7118.55	85422.6	0.0410722	0.12
212554	95247.1	8602.71	425.686	125.65	125650	257.607	6882	6423.2	77078.4	0.0452038	0.12
207741	82422.3	9288.94	399.441	133.62	133620	264.799	6780.16	6328.15	75937.8	0.0458225	0.12
187919	41355.2	12573.7	278.732	188.004	188004	291.195	6236.53	5820.77	69849.2	0.0493633	0.12
198028	61947.4	10664.4	348.512	152.451	152451	277.72	6568.49	6130.59	73567	0.0471527	0.12
209375	213036	4921.69	566.147	92.3382	92338.2	213.616	7466.22	6968.47	83621.7	0.0419077	0.12
190290	46747.1	12010.3	299.61	176.073	176073	287.869	6340.91	5918.18	71018.2	0.0486515	0.12
215518	649282	1462.07	903.754	68.6953	68695.3	171.366	8453.47	7889.91	94678.9	0.0372147	0.12
171456	4400.93	20451.6	48.8695	411.526	411526	284.986	4456.7	4159.59	49915	0.0640068	0.12
208803	616546	1547.02	873.822	69.2008	69200.8	172.237	8412.06	7851.25	94215.1	0.0373918	0.12
186771	38204.4	12924.8	265.384	196.157	196157	292.952	6168.19	5756.98	69083.7	0.0498379	0.12
187710	40821.9	12632	276.538	189.319	189319	291.504	6225.37	5810.34	69724.1	0.0494404	0.12
190197	498205	1958.82	769.384	71.728	71728	176.715	8233.64	7684.73	92216.7	0.0381733	0.12
196627	268543	3932.74	603.624	85.0317	85031.7	200.992	7664.99	7153.99	85847.9	0.0408791	0.12
208305	613994	1554.05	871.501	69.2429	69242.9	172.31	8408.71	7848.13	94177.6	0.0374062	0.12
208306	83786.7	9210.58	402.408	132.669	132669	264	6791.86	6339.07	76068.8	0.0457507	0.12
203476	588084	1629.15	848.06	69.6951	69695.1	173.098	8373.67	7815.43	93785.1	0.0375574	0.12
186651	461683	2135.69	739.139	72.8465	72846.5	178.742	8166.36	7621.93	91463.2	0.0384761	0.12
195921	57881.2	10992.3	336.602	157.653	157653	280.449	6515.41	6081.05	72972.6	0.0474958	0.12
192237	291976	3598.74	618.362	82.6639	82663.9	196.738	7740.96	7224.9	86698.8	0.0404977	0.12
200180	252057	4195.37	593.081	86.9273	86927.3	204.347	7608.81	7101.55	85218.6	0.0411653	0.12
198114	62115	10651.3	348.988	152.25	152250	277.608	6570.57	6132.54	73590.4	0.0471393	0.12
192813	519572	1868.57	787.613	71.1643	71164.3	175.702	8269.94	7718.61	92623.3	0.0380118	0.12
202083	580171	1653.55	840.954	69.843	69843	173.358	8362.56	7805.05	93660.6	0.0376056	0.12
211981	93542.7	8687.89	422.398	126.597	126597	258.523	6869.41	6411.45	76937.4	0.0452795	0.12
178467	4972	19575.7	53.034	393.785	393785	287.707	4632.47	4323.64	51883.7	0.0623503	0.12
208841	215297	4875.16	567.829	91.9837	91983.7	213.024	7474.88	6976.55	83718.7	0.041862	0.12
215048	647085	1467.49	901.737	68.7274	68727.4	171.421	8450.77	7887.39	94648.7	0.0372262	0.12
196227	543919	1775.62	808.785	70.5892	70589.2	174.676	8308.86	7754.94	93059.2	0.0378401	0.12
213753	99037.3	8419.12	432.801	123.645	123645	255.613	6909.11	6448.51	77382.1	0.0450414	0.12
200280	569571	1687.43	831.478	70.0491	70049.1	173.72	8347.34	7790.85	93490.2	0.0376717	0.12
198232	62344	10633.5	349.636	151.977	151977	277.456	6573.42	6135.19	73622.3	0.047121	0.12
180271	5143.72	19350.6	54.2742	388.732	388732	288.41	4679.64	4367.66	52412	0.0619132	0.12
206189	226413	4654.78	575.839	90.3195	90319.5	210.216	7516.7	7015.59	84187.1	0.0416422	0.12
175058	4677.67	20000.7	50.8974	402.766	402766	286.381	4545.63	4242.59	50911.1	0.0631633	0.12
195961	57958.9	10985.8	336.836	157.548	157548	280.397	6516.47	6082.04	72984.5	0.0474889	0.12
191537	509526	1909.91	778.999	71.4219	71421.9	176.164	8253.13	7702.92	92435.1	0.0380864	0.12
173927	4587.38	20142	50.2382	405.594	405594	285.943	4517.41	4216.25	50595	0.0634298	0.12
182251	5347.64	19103	55.7433	382.926	382926	289.183	4732.49	4416.99	53003.9	0.0614273	0.12
193878	527519	1837.14	794.48	70.9692	70969.2	175.353	8282.92	7730.72	92768.7	0.0379544	0.12
188399	42530.8	12446.8	283.483	185.197	185197	290.499	6260.6	5843.22	70118.7	0.0491978	0.12
183288	5461.98	18972.9	56.5659	379.768	379768	289.588	4760.68	4443.3	53319.6	0.0611698	0.12
214789	645868	1470.51	900.62	68.7453	68745.3	171.452	8449.28	7885.99	94631.9	0.0372326	0.12
200691	249798	4233.25	591.613	87.2033	87203.3	204.831	7600.93	7094.2	85130.4	0.0412057	0.12
193989	54155.5	11312.4	325.003	163.053	163053	282.962	6462.26	6031.44	72377.3	0.0478433	0.12
195095	56291.6	11126.5	331.738	159.876	159876	281.521	6493.3	6060.41	72725	0.0476399	0.12
175032	4675.56	20003.9	50.882	402.832	402832	286.371	4544.98	4241.98	50903.8	0.0631694	0.12
216613	654355	1449.7	908.414	68.6222	68622.2	171.241	8459.66	7895.68	94748.2	0.0371884	0.12
201026	574006	1673.09	835.436	69.9617	69961.7	173.566	8353.75	7796.84	93562	0.0376438	0.12
198912	63668.6	10531.9	353.342	150.436	150436	276.575	6589.59	6150.28	73803.4	0.0470174	0.12
184225	5570.44	18854.7	57.3459	376.839	376839	289.955	4786.5	4467.4	53608.8	0.0609349	0.12
219507	155810	6328.32	514.333	103.675	103675	231.229	7225.89	6744.17	80930	0.0432129	0.12
207220	81188.9	9360.98	396.72	134.504	134504	265.528	6769.38	6318.09	75817.1	0.0458888	0.12
192087	513934	1891.54	782.769	71.3073	71307.3	175.959	8260.56	7709.86	92518.3	0.0380534	0.12
182830	5410.75	19030.4	56.1974	381.174	381174	289.409	4748.18	4431.63	53179.6	0.0612839	0.12
203018	585505	1637.02	845.741	69.7428	69742.8	173.182	8370.07	7812.07	93744.8	0.037573	0.12
196299	270153	3908.37	604.641	84.8573	84857.3	200.681	7670.36	7159	85908	0.040852	0.12
197004	59967.1	10821.4	342.803	154.902	154902	279.046	6543.23	6107.02	73284.2	0.0473155	0.12
210558	207960	5028.3	562.297	93.155	93155	214.971	7446.6	6950.16	83401.9	0.0420117	0.12
204929	231684	4554.94	579.505	89.5737	89573.7	208.941	7536.12	7033.71	84404.6	0.0415409	0.12
198444	558302	1725.04	821.465	70.2788	70278.8	174.126	8330.74	7775.35	93304.2	0.0377442	0.12
210080	88277.9	8962.14	411.867	129.725	129725	261.428	6828.81	6373.56	76482.7	0.0455252	0.12
216413	109066	7968.11	450.408	118.92	118920	250.599	6975.79	6510.74	78128.8	0.0446459	0.12
185711	345130	2986.33	652.662	78.4427	78442.7	189.025	7896.88	7370.43	88445.1	0.0397346	0.12
198920	561273	1714.96	824.099	70.2171	70217.1	174.017	8335.16	7779.48	93353.8	0.0377249	0.12
196540	546007	1768.09	810.618	70.5429	70542.9	174.594	8312.08	7757.95	93095.3	0.0378259	0.12
187375	470307	2091.06	746.167	72.5625	72562.5	178.226	8182.88	7637.36	91648.3	0.0384013	0.12
218282	167541	5998.67	526.782	100.899	100899	227.163	7279.18	6793.9	81526.8	0.0429175	0.12
181855	5305.38	19152.7	55.4391	384.111	384111	289.028	4721.81	4407.03	52884.3	0.0615251	0.12
216083	651909	1455.64	906.166	68.6573	68657.3	171.301	8456.68	7892.9	94714.8	0.0372011	0.12
187187	328869	3154.57	641.912	79.587	79587	191.127	7851.55	7328.11	87937.4	0.0399538	0.12
208503	84269.3	9183.2	403.447	132.339	132339	263.72	6795.94	6342.88	76114.6	0.0457257	0.12
250167	786188	1182.34	1030.27	67.0781	67078.1	168.665	8603.99	8030.39	96364.7	0.0365845	0.12
197054	60063.1	10813.7	343.084	154.78	154780	278.981	6544.48	6108.18	73298.2	0.0473074	0.12
173088	4522.46	20247	49.7629	407.646	407646	285.618	4496.65	4196.87	50362.5	0.0636265	0.12
189188	44353.8	12254.5	290.624	181.077	181077	289.384	6296.44	5876.67	70520.1	0.0489529	0.12
198345	62564.3	10616.5	350.257	151.717	151717	277.309	6576.14	6137.73	73652.7	0.0471036	0.12
200896	573241	1675.55	834.753	69.9767	69976.7	173.593	8352.65	7795.81	93549.7	0.0376486	0.12
192645	518286	1873.76	786.506	71.1966	71196.6	175.76	8267.81	7716.62	92599.5	0.0380212	0.12
221381	675708	1399.69	928.079	68.3281	68328.1	170.741	8485.07	7919.4	95032.8	0.0370807	0.12
209425	619711	1538.39	876.702	69.1492	69149.2	172.148	8416.18	7855.1	94261.2	0.0373741	0.12
203327	72581.5	9899.05	376.602	141.439	141439	270.801	6688.02	6242.15	74905.8	0.0463941	0.12
197385	551548	1748.42	815.495	70.4221	70422.1	174.379	8320.56	7765.86	93190.3	0.0377888	0.12
203227	586685	1633.41	846.802	69.7209	69720.9	173.144	8371.72	7813.61	93763.3	0.0375658	0.12
171939	4436.3	20390.9	49.13	410.392	410392	285.173	4468.47	4170.58	50046.9	0.0638945	0.12
214661	189084	5452.86	546.925	96.4714	96471.4	220.34	7371.09	6879.68	82556.2	0.0424161	0.12
211455	204041	5112.73	559.249	93.8063	93806.3	216.042	7431.26	6935.84	83230.1	0.0420933	0.12
200954	573582	1674.45	835.058	69.97	69970	173.581	8353.14	7796.27	93555.2	0.0376465	0.12
199021	257276	4109.61	596.449	86.3049	86304.9	203.251	7626.84	7118.39	85420.6	0.0410731	0.12
203807	589936	1623.54	849.727	69.6612	69661.2	173.039	8376.24	7817.83	93813.9	0.0375462	0.12
192243	515162	1886.49	783.822	71.2758	71275.8	175.902	8262.62	7711.78	92541.3	0.0380443	0.12
189491	309873	3371.72	629.674	81.0811	81081.1	193.861	7795.97	7276.23	87314.8	0.0402255	0.12
186621	37735.6	12978.4	263.317	197.451	197451	293.198	6157.53	5747.03	68964.3	0.0499125	0.12
194546	279089	3776.99	610.268	83.9216	83921.6	199.006	7699.74	7186.43	86237.1	0.0407039	0.12
207969	612256	1558.87	869.921	69.2718	69271.8	172.36	8406.42	7845.99	94151.9	0.037416	0.12
219060	160838	6183.91	519.813	102.449	102449	229.453	7249.06	6765.79	81189.4	0.043084	0.12
216029	651658	1456.25	905.936	68.6609	68660.9	171.307	8456.38	7892.62	94711.4	0.0372024	0.12
177692	4901.92	19672.2	52.5267	395.889	395889	287.405	4612.49	4304.99	51659.9	0.0625364	0.12
215869	650915	1458.07	905.253	68.6716	68671.6	171.326	8455.47	7891.77	94701.3	0.0372062	0.12
185670	448178	2209.54	728.288	73.3187	73318.7	179.602	8139.64	7597	91164	0.0385976	0.12
178858	5008.2	19526.9	53.2958	392.708	392708	287.859	4642.62	4333.12	51997.4	0.062256	0.12
218897	664725	1425.01	917.955	68.4767	68476.7	170.993	8472.12	7907.31	94887.7	0.0371355	0.12
201747	245194	4311.98	588.595	87.7789	87778.9	205.837	7584.73	7079.08	84949	0.041289	0.12
211559	630348	1510.07	886.408	68.9802	68980.2	171.856	8429.85	7867.86	94414.3	0.0373155	0.12
212250	633727	1501.29	889.497	68.9279	68927.9	171.766	8434.13	7871.85	94462.3	0.0372972	0.12
192973	52174.9	11490.7	318.538	166.21	166210	284.293	6432.01	6003.21	72038.5	0.0480428	0.12
203326	587241	1631.71	847.302	69.7107	69710.7	173.126	8372.5	7814.33	93772	0.0375624	0.12
217039	656307	1444.99	910.209	68.5944	68594.4	171.194	8462.02	7897.89	94774.6	0.0371784	0.12
187476	326165	3184.08	640.151	79.7889	79788.9	191.498	7843.81	7320.89	87850.7	0.0399914	0.12
207702	82330	9294.29	399.239	133.685	133685	264.853	6779.36	6327.41	75928.9	0.0458274	0.12
190580	47355.7	11949.7	301.828	174.869	174869	287.476	6351.77	5928.32	71139.9	0.0485783	0.12
215179	104061	8187.29	441.832	121.182	121182	253.055	6943.36	6480.46	77765.6	0.0448376	0.12
209273	618940	1540.49	876	69.1617	69161.7	172.17	8415.18	7854.17	94250	0.0373784	0.12
185767	34494	13357.5	248.385	207.007	207007	294.761	6080.25	5674.9	68098.8	0.0504585	0.12
197190	265823	3974.44	601.901	85.3306	85330.6	201.525	7655.88	7145.49	85745.9	0.0409253	0.12
204958	596273	1604.64	855.442	69.5471	69547.1	172.84	8384.96	7825.97	93911.6	0.0375085	0.12
190157	497852	1960.39	769.087	71.7378	71737.8	176.733	8233.02	7684.15	92209.8	0.0381761	0.12
192440	290775	3614.82	617.607	82.7768	82776.8	196.942	7737.18	7221.36	86656.4	0.0405166	0.12
199394	564193	1705.17	826.691	70.1573	70157.3	173.911	8339.47	7783.51	93402.1	0.037706	0.12
181861	5306.06	19151.9	55.444	384.092	384092	289.031	4721.99	4407.19	52886.3	0.0615236	0.12
173137	4526.21	20240.8	49.7904	407.527	407527	285.637	4497.86	4198	50376.1	0.063615	0.12
207630	82158	9304.27	398.861	133.807	133807	264.955	6777.87	6326.01	75912.1	0.0458366	0.12
202507	70872.6	10013.9	372.351	143	143000	271.885	6670.4	6225.71	74708.5	0.0465047	0.12
180839	5200.45	19279.7	54.6832	387.095	387095	288.632	4694.68	4381.7	52580.4	0.0617745	0.12
210557	89550	8894.26	414.465	128.94	128940	260.716	6838.87	6382.95	76595.4	0.0454641	0.12
205680	600181	1593.2	858.974	69.4781	69478.1	172.719	8390.28	7830.93	93971.1	0.0374855	0.12
184132	415299	2412.3	702.727	74.6293	74629.3	182.003	8070	7532	90384	0.0389176	0.12
200344	569953	1686.19	831.819	70.0415	70041.5	173.707	8347.9	7791.37	93496.4	0.0376693	0.12
181471	5265.15	19200.7	55.1493	385.249	385249	288.878	4711.52	4397.41	52769	0.0616197	0.12
224027	687094	1374.29	938.589	68.1796	68179.6	170.489	8498.24	7931.69	95180.3	0.0370251	0.12
208292	217614	4828.09	569.534	91.6261	91626.1	212.425	7483.7	6984.79	83817.4	0.0418155	0.12
201595	577342	1662.46	838.42	69.8971	69897.1	173.453	8358.53	7801.3	93615.6	0.037623	0.12
181429	5260.8	19206	55.118	385.372	385372	288.862	4710.4	4396.37	52756.4	0.06163	0.12
211136	628268	1515.53	884.507	69.0127	69012.7	171.912	8427.2	7865.39	94384.6	0.0373269	0.12
220079	669987	1412.78	922.803	68.4048	68404.8	170.871	8478.35	7913.13	94957.6	0.0371091	0.12
230071	712012	1321.45	961.633	67.8726	67872.6	169.974	8526.22	7957.81	95493.7	0.0369075	0.12
219922	669291	1414.38	922.162	68.4143	68414.3	170.887	8477.53	7912.36	94948.4	0.0371126	0.12
192840	16324.3	15543.1	138.31	274.185	274185	297.76	5578.01	5206.14	62473.7	0.0542233	0.12
198654	63165.9	10570.2	351.943	151.014	151014	276.909	6583.5	6144.6	73735.2	0.0470563	0.12
