"# Values[S].InitialValue"	"[Z]"	"[mu2]"	"[mZ]"	"[mF]"	"[F]"	"[mP]"	"[PE]"	"[PG]"	"[PM]"	"[I]"	"(R21 - production I).l_5"
216137	651725	1456.96	906.164	66.9681	66968.1	164.762	8132.62	7590.44	91085.3	0.0365374	0.09
207705	610395	1565.01	868.404	67.5795	67579.5	165.768	8079.1	7540.5	90486	0.0367917	0.09
189588	491774	1989.01	764.164	70.0756	70075.6	170.06	7896.88	7370.42	88445.1	0.0376802	0.09
178841	5004.45	19533.8	53.2735	378.409	378409	287.339	4633.14	4324.27	51891.2	0.0610604	0.09
181903	5307.6	19152.2	55.4609	368.726	368726	288.444	4712.35	4398.19	52778.3	0.0603033	0.09
219328	666238	1422.31	919.513	66.7745	66774.5	164.449	8150.51	7607.14	91285.7	0.0364531	0.09
190615	46893.8	12004.7	300.396	166.044	166044	280.548	6181.4	5769.31	69231.7	0.0480324	0.09
223957	686397	1376.63	938.108	66.5214	66521.4	164.044	8174.68	7629.7	91556.4	0.0363397	0.09
211805	631093	1509.03	887.259	67.2613	67261.3	165.242	8106.41	7565.98	90791.8	0.0366616	0.09
187198	38784	12868.4	268.124	182.621	182621	286.229	6043	5640.14	67681.6	0.049045	0.09
189261	43958.8	12304.9	289.338	171.484	171484	282.661	6134.69	5725.71	68708.6	0.0483709	0.09
220097	669654	1414.38	922.661	66.7304	66730.4	164.378	8154.66	7611.02	91332.2	0.0364336	0.09
204092	590987	1621.36	850.85	67.9029	67902.9	166.309	8052.48	7515.65	90187.7	0.0369193	0.09
211629	630232	1511.28	886.473	67.274	67274	165.263	8105.29	7564.94	90779.3	0.0366669	0.09
190241	497689	1962.34	769.141	69.9147	69914.7	169.777	7907.24	7380.09	88561.1	0.0376287	0.09
200690	571443	1682.38	833.327	68.2562	68256.2	166.905	8024.56	7489.59	89875.1	0.0370539	0.09
201054	573608	1675.39	835.26	68.2155	68215.5	166.836	8027.71	7492.53	89910.4	0.0370386	0.09
200901	572699	1678.32	834.448	68.2325	68232.5	166.865	8026.39	7491.3	89895.6	0.037045	0.09
207934	611588	1561.67	869.487	67.5605	67560.5	165.736	8080.71	7541.99	90503.9	0.036784	0.09
217624	113462	7789.25	457.9	113.029	113029	239.852	6756.79	6306.34	75676	0.0441244	0.09
188426	480475	2042.08	754.743	70.397	70397	170.629	7876.65	7351.54	88218.5	0.037781	0.09
209823	86866.6	9044.8	409.237	125.533	125533	253.655	6592.12	6152.64	73831.7	0.0451944	0.09
203636	588447	1629.03	848.564	67.9471	67947.1	166.383	8048.91	7512.32	90147.8	0.0369364	0.09
224583	689050	1370.81	940.558	66.4893	66489.3	163.993	8177.81	7632.62	91591.4	0.0363251	0.09
225740	693914	1360.26	945.053	66.4312	66431.2	163.901	8183.51	7637.94	91655.3	0.0362984	0.09
201310	67863.6	10230.8	364.922	139.44	139440	265.561	6435.03	6006.03	72072.4	0.0462509	0.09
209393	619071	1541.06	876.292	67.443	67443	165.541	8090.68	7551.3	90615.6	0.0367364	0.09
195593	538948	1794.92	804.616	68.9159	68915.9	168.035	7975.39	7443.7	89324.4	0.037293	0.09
218978	121670	7465.76	470.598	110.088	110088	236.134	6799.96	6346.63	76159.5	0.0438501	0.09
217837	114577	7743.85	459.681	112.61	112610	239.333	6762.82	6311.96	75743.5	0.0440859	0.09
177302	4865.57	19725.2	52.2676	383.03	383030	286.779	4594.21	4287.93	51455.2	0.0614359	0.09
200210	568568	1691.75	830.764	68.3107	68310.7	166.998	8020.35	7485.66	89828	0.0370742	0.09
218677	119565	7546.44	467.431	110.812	110812	237.067	6789.14	6336.53	76038.4	0.0439186	0.09
230789	714509	1317.11	964.103	66.1951	66195.1	163.529	8207.22	7660.07	91920.8	0.036188	0.09
202859	584063	1642.45	844.624	68.0246	68024.6	166.514	8042.72	7506.54	90078.5	0.0369662	0.09
176894	4830	19775.9	52.0096	384.231	384231	286.63	4583.97	4278.37	51340.4	0.061535	0.09
204237	591790	1618.94	851.574	67.8889	67888.9	166.285	8053.6	7516.69	90200.3	0.0369139	0.09
203927	590072	1624.11	850.026	67.9188	67918.8	166.335	8051.2	7514.45	90173.4	0.0369254	0.09
201050	67341.6	10268.2	363.552	139.92	139920	265.915	6429.98	6001.32	72015.8	0.0462854	0.09
177841	4913.33	19658.1	52.6139	381.429	381429	286.976	4607.79	4300.61	51607.3	0.0613046	0.09
199199	562401	1712.22	825.281	68.4301	68430.1	167.201	8011.24	7477.16	89725.9	0.0371184	0.09
178693	4990.82	19552.1	53.1749	378.858	378858	287.286	4629.4	4320.77	51849.2	0.0610964	0.09
181752	5291.72	19171	55.3465	369.219	369219	288.39	4708.39	4394.5	52734	0.060341	0.09
190247	46116.7	12082.8	297.53	167.428	167428	281.111	6169.38	5758.09	69097.1	0.0481192	0.09
207756	610660	1564.27	868.644	67.5753	67575.3	165.761	8079.46	7540.83	90489.9	0.03679	0.09
192294	50313.1	11672.5	312.515	160.383	160383	278.052	6231.56	5816.13	69793.5	0.0476725	0.09
207057	80147.7	9429.28	394.686	129.781	129781	257.65	6541.71	6105.6	73267.2	0.0455296	0.09
204770	594726	1610.19	854.221	67.8385	67838.5	166.201	8057.69	7520.51	90246.1	0.0368942	0.09
206846	605891	1577.73	864.318	67.6523	67652.3	165.889	8073.02	7534.82	90417.8	0.0368208	0.09
174075	4597.61	20127.3	50.3167	392.24	392240	285.596	4514.13	4213.19	50558.3	0.0622152	0.09
198044	61443.9	10711.8	347.359	145.85	145850	270	6369.25	5944.64	71335.6	0.0467038	0.09
208215	82874.5	9269.17	400.722	127.985	127985	256.001	6562.74	6125.22	73502.7	0.0453893	0.09
171756	4421.72	20417.3	49.0259	398.47	398470	284.741	4457.86	4160.67	49928	0.0627683	0.09
214654	644793	1474.06	899.802	67.0641	67064.1	164.919	8123.92	7582.32	90987.9	0.0365786	0.09
171575	4408.52	20439.9	48.9286	398.943	398943	284.675	4453.51	4156.61	49879.4	0.0628112	0.09
213830	194232	5335.47	551.56	92.7504	92750.4	210.489	7108.84	6634.92	79619	0.0419604	0.09
213447	196028	5294.29	553.051	92.4428	92442.8	209.979	7115.49	6641.13	79693.5	0.0419211	0.09
202396	581418	1650.66	842.25	68.0721	68072.1	166.594	8038.96	7503.02	90036.3	0.0369844	0.09
215339	648007	1466.08	902.751	67.0193	67019.3	164.846	8127.97	7586.1	91033.2	0.0365594	0.09
203673	588655	1628.4	848.751	67.9435	67943.5	166.377	8049.21	7512.59	90151.1	0.036935	0.09
218897	664306	1426.83	917.735	66.7997	66799.7	164.49	8148.15	7604.94	91259.3	0.0364642	0.09
197358	550739	1752.34	814.966	68.6651	68665.1	167.604	7993.66	7460.75	89529	0.0372039	0.09
201359	575401	1669.65	836.862	68.1822	68182.2	166.78	8030.31	7494.96	89939.5	0.0370261	0.09
209794	621103	1535.55	878.142	67.4117	67411.7	165.49	8093.36	7553.81	90645.7	0.0367236	0.09
191295	506713	1923.03	776.791	69.6784	69678.4	169.362	7922.75	7394.56	88734.8	0.0375519	0.09
203877	589794	1624.95	849.776	67.9236	67923.6	166.343	8050.81	7514.09	90169	0.0369273	0.09
169730	4277.68	20671.8	47.9611	403.663	403663	283.993	4409.5	4115.54	49386.4	0.0632472	0.09
176691	4812.5	19801.2	51.8825	384.824	384824	286.556	4578.88	4273.62	51283.4	0.0615843	0.09
158751	3615.04	22077.7	42.9268	428.163	428163	279.941	4159.2	3881.92	46583.1	0.0657766	0.09
214696	190050	5433.04	548.018	93.4827	93482.7	211.695	7093.23	6620.35	79444.1	0.0420529	0.09
212152	632794	1504.6	888.814	67.2363	67236.3	165.201	8108.61	7568.03	90816.4	0.0366511	0.09
204450	592968	1615.42	852.636	67.8687	67868.7	166.251	8055.24	7518.23	90218.7	0.036906	0.09
213237	638042	1491.1	893.616	67.16	67160	165.076	8115.34	7574.32	90891.9	0.0366192	0.09
203205	586024	1636.43	846.385	67.9898	67989.8	166.455	8045.5	7509.13	90109.6	0.0369529	0.09
199774	64812.5	10453.4	356.772	142.344	142344	267.647	6404.79	5977.81	71733.7	0.0464583	0.09
231696	718109	1309.81	967.434	66.1553	66155.3	163.467	8211.29	7663.87	91966.5	0.0361691	0.09
203284	71898.4	9951.76	375.204	135.942	135942	262.875	6472.51	6041.01	72492.1	0.0459956	0.09
179636	5079.58	19434.8	53.8165	375.957	375957	287.627	4653.5	4343.26	52119.2	0.0608649	0.09
212765	635767	1496.92	891.533	67.1929	67192.9	165.129	8112.43	7571.6	90859.2	0.036633	0.09
177240	4860.11	19732.9	52.2281	383.214	383214	286.756	4592.65	4286.47	51437.6	0.061451	0.09
213834	640904	1483.83	896.236	67.1191	67119.1	165.009	8118.99	7577.72	90932.7	0.0366019	0.09
172282	4460.52	20351.4	49.3115	397.084	397084	284.935	4470.53	4172.5	50070	0.0626433	0.09
184649	364757	2804.46	666.261	75.181	75181	179.298	7630.39	7121.69	85460.3	0.0390455	0.09
196317	543867	1776.9	808.924	68.8095	68809.5	167.852	7983.07	7450.87	89410.4	0.0372554	0.09
205505	598727	1598.41	857.834	67.7708	67770.8	166.087	8063.22	7525.67	90308.1	0.0368677	0.09
203138	585644	1637.59	846.043	67.9965	67996.5	166.466	8044.96	7508.63	90103.6	0.0369554	0.09
221636	676411	1398.92	928.891	66.6446	66644.6	164.241	8162.8	7618.61	91423.4	0.0363954	0.09
182037	5321.77	19135.5	55.563	368.288	368288	288.492	4715.86	4401.47	52817.7	0.0602699	0.09
206777	224808	4688.42	574.96	88.0101	88010.1	202.45	7218.06	6736.85	80842.2	0.0413221	0.09
211824	631189	1508.78	887.347	67.2599	67259.9	165.239	8106.53	7566.1	90793.2	0.036661	0.09
183621	5496.47	18937	56.8205	362.991	362991	289.056	4757.9	4440.71	53288.5	0.0598722	0.09
184537	5603.81	18821.7	57.5929	359.837	359837	289.381	4782.56	4463.72	53564.7	0.0596401	0.09
177938	4921.98	19646.1	52.6766	381.14	381140	287.011	4610.23	4302.88	51634.6	0.0612811	0.09
217955	660058	1436.87	913.824	66.8557	66855.7	164.58	8142.94	7600.08	91201	0.0364887	0.09
174135	4602.39	20119.7	50.3516	392.072	392072	285.618	4515.62	4214.58	50574.9	0.0622006	0.09
215978	183459	5591.76	542.227	94.6846	94684.6	213.654	7068.24	6597.02	79164.2	0.0422017	0.09
200600	66444	10333.1	361.173	140.761	140761	266.526	6421.18	5993.1	71917.2	0.0463457	0.09
213080	637289	1493.02	892.926	67.1709	67170.9	165.093	8114.38	7573.42	90881.1	0.0366237	0.09
213398	638817	1489.12	894.325	67.1489	67148.9	165.057	8116.33	7575.24	90902.9	0.0366145	0.09
225847	694359	1359.3	945.465	66.4259	66425.9	163.892	8184.03	7638.43	91661.1	0.036296	0.09
216418	653026	1453.78	907.359	66.9503	66950.3	164.734	8134.24	7591.96	91103.5	0.0365298	0.09
192997	520214	1867.14	788.355	69.3443	69344.3	168.778	7945.3	7415.61	88987.4	0.0374406	0.09
193463	523719	1853.18	791.379	69.2612	69261.2	168.633	7951.04	7420.97	89051.6	0.0374124	0.09
201540	68325.1	10198.1	366.126	139.021	139021	265.25	6439.46	6010.16	72121.9	0.0462206	0.09
215373	103727	8207.53	441.534	116.988	116988	244.567	6701.61	6254.84	75058.1	0.0444787	0.09
227213	700023	1347.21	950.7	66.3596	66359.6	163.788	8190.61	7644.57	91734.8	0.0362653	0.09
168379	4186.02	20842.3	47.2792	407.003	407003	283.493	4377.64	4085.79	49029.5	0.0635646	0.09
199264	562798	1710.88	825.633	68.4223	68422.3	167.188	8011.83	7477.71	89732.5	0.0371155	0.09
194610	532072	1820.75	798.62	69.0687	69068.7	168.299	7964.5	7433.54	89202.4	0.0373463	0.09
188340	41801.3	12534.6	280.778	175.872	175872	284.18	6097.99	5691.45	68297.4	0.0486392	0.09
220102	669678	1414.32	922.683	66.7301	66730.1	164.378	8154.69	7611.04	91332.5	0.0364334	0.09
177393	4873.53	19713.9	52.3254	382.762	382762	286.812	4596.49	4290.06	51480.7	0.0614138	0.09
201615	68476.8	10187.3	366.52	138.884	138884	265.147	6440.9	6011.51	72138.1	0.0462107	0.09
203127	240097	4404.03	585.461	85.9855	85985.5	198.907	7269.79	6785.14	81421.6	0.0410251	0.09
210039	211111	4964.55	564.955	90.0093	90009.3	205.887	7170.14	6692.13	80305.6	0.0416003	0.09
187298	468198	2103.11	744.639	70.7689	70768.9	171.29	7853.99	7330.39	87964.6	0.0378946	0.09
202048	69355	10125.7	368.786	138.104	138104	264.559	6449.2	6019.26	72231.1	0.0461541	0.09
183723	5508.11	18924.3	56.9043	362.645	362645	289.092	4760.62	4443.24	53318.9	0.0598466	0.09
195014	277519	3801.82	609.523	81.805	81805	191.424	7389.24	6896.62	82759.5	0.0403519	0.09
206282	78381	9536.18	390.673	131.004	131004	258.739	6527.64	6092.46	73109.5	0.0456238	0.09
209951	87195.7	9026.81	409.922	125.34	125340	253.465	6594.47	6154.84	73858.1	0.0451788	0.09
199009	63316.7	10566.5	352.648	143.859	143859	268.685	6389.31	5963.35	71560.2	0.0465651	0.09
212554	94391.9	8650.92	424.335	121.402	121402	249.442	6643.58	6200.68	74408.1	0.0448559	0.09
207741	81744.3	9334.83	398.243	128.716	128716	256.68	6554.12	6117.18	73406.2	0.0454467	0.09
187919	323516	3215.36	638.663	77.8647	77864.7	184.228	7522.78	7021.26	84255.1	0.0396199	0.09
198028	61411.8	10714.3	347.267	145.885	145885	270.023	6368.9	5944.31	71331.7	0.0467063	0.09
209375	213932	4905.93	567.072	89.5821	89582.1	205.158	7180.14	6701.46	80417.6	0.041542	0.09
190290	46208.9	12073.5	297.872	167.262	167262	281.045	6170.82	5759.43	69113.2	0.0481088	0.09
215518	648846	1464.01	903.521	67.0076	67007.6	164.827	8129.02	7587.08	91045	0.0365544	0.09
171456	4399.85	20454.9	48.8647	399.253	399253	284.631	4450.65	4153.94	49847.3	0.0628395	0.09
208803	216344	4856.56	568.856	89.2234	89223.4	204.543	7188.63	6709.39	80512.7	0.0414926	0.09
186771	37485	13016.5	262.408	185.764	185764	287.074	6017.95	5616.76	67401.1	0.0492313	0.09
187710	40199.5	12710	274.165	179.361	179361	285.28	6069.35	5664.72	67976.7	0.04885	0.09
190197	497295	1964.09	768.81	69.9252	69925.2	169.795	7906.56	7379.45	88553.4	0.0376321	0.09
196627	58714.6	10931.5	339.382	148.957	148957	271.943	6338.59	5916.02	70992.3	0.0469171	0.09
208305	613508	1556.33	871.232	67.53	67530	165.686	8083.28	7544.39	90532.7	0.0367717	0.09
208306	83094	9256.53	401.2	127.844	127844	255.87	6564.4	6126.77	73521.2	0.0453783	0.09
203476	587549	1631.77	847.756	67.9629	67962.9	166.41	8047.65	7511.14	90133.7	0.0369425	0.09
186651	460311	2144.3	738.228	71.0211	71021.1	171.74	7839.04	7316.43	87797.2	0.0379698	0.09
195921	57357.7	11044.4	335.289	150.6	150600	272.918	6322.67	5901.16	70813.9	0.0470284	0.09
192237	292936	3588.11	619.203	80.3544	80354.4	188.786	7435.61	6939.9	83278.8	0.0400953	0.09
200180	568390	1692.33	830.606	68.3141	68314.1	167.004	8020.09	7485.42	89825.1	0.0370755	0.09
198114	262289	4031.88	599.899	83.3856	83385.6	194.277	7341.82	6852.36	82228.4	0.040617	0.09
192813	518803	1872.83	787.14	69.3782	69378.2	168.837	7942.98	7413.45	88961.4	0.037452	0.09
202083	579618	1656.3	840.637	68.1048	68104.8	166.649	8036.38	7500.62	90007.5	0.0369968	0.09
211981	92717	8735.54	421.075	122.272	122272	250.357	6632.53	6190.36	74284.3	0.0449283	0.09
178467	4969.96	19580.3	53.024	379.546	379546	287.203	4623.63	4315.39	51784.7	0.0611519	0.09
208841	616262	1548.73	873.735	67.4867	67486.7	165.614	8086.95	7547.82	90573.9	0.0367542	0.09
215048	646646	1469.45	901.502	67.0382	67038.2	164.877	8126.25	7584.5	91014.1	0.0365675	0.09
196227	543260	1779.11	808.391	68.8225	68822.5	167.874	7982.13	7449.99	89399.8	0.0372601	0.09
213753	98107.7	8468.91	431.371	119.561	119561	247.457	6667.37	6222.88	74674.6	0.0447007	0.09
200280	568992	1690.36	831.142	68.3026	68302.6	166.984	8020.98	7486.25	89834.9	0.0370712	0.09
198232	61806.9	10683.3	348.395	145.456	145456	269.744	6373.2	5948.32	71379.9	0.0466765	0.09
180271	5141.28	19355.7	54.2619	373.968	373968	287.857	4669.85	4358.53	52302.3	0.0607083	0.09
206189	227255	4641.27	576.682	87.6721	87672.1	201.863	7226.46	6744.69	80936.3	0.0412737	0.09
175058	4676.2	20004.6	50.8905	389.501	389501	285.957	4538.31	4235.76	50829.1	0.0619789	0.09
195961	57435.1	11037.9	335.525	150.504	150504	272.862	6323.59	5902.02	70824.2	0.047022	0.09
191537	508698	1914.59	778.483	69.6278	69627.8	169.273	7926.11	7397.7	88772.4	0.0375352	0.09
173927	4586.04	20145.7	50.2321	392.645	392645	285.542	4510.53	4209.82	50517.9	0.0622505	0.09
182251	5344.65	19108.7	55.7277	367.583	367583	288.568	4721.51	4406.74	52880.9	0.0602164	0.09
193878	526790	1841.12	794.036	69.1895	69189.5	168.509	7956.02	7425.62	89107.4	0.0373879	0.09
188399	41944.9	12519	281.359	175.569	175569	284.08	6100.49	5693.8	68325.5	0.0486208	0.09
183288	5458.62	18978.9	56.5482	364.121	364121	288.938	4749	4432.4	53188.8	0.0599562	0.09
214789	645427	1472.48	900.384	67.0552	67055.2	164.904	8124.72	7583.07	90996.9	0.0365748	0.09
200691	250617	4221.9	592.393	84.7063	84706.3	196.639	7304.37	6817.42	81809	0.0408284	0.09
193989	15459.4	15649.1	131.92	258.177	258177	294.782	5498.06	5131.52	61578.3	0.0533189	0.09
195095	55770.9	11179.6	330.391	152.612	152612	274.067	6303.43	5883.2	70598.4	0.0471634	0.09
175032	4674.08	20007.8	50.8751	389.574	389574	285.948	4537.67	4235.16	50821.9	0.0619851	0.09
216613	653925	1451.6	908.186	66.9381	66938.1	164.714	8135.36	7593	91116	0.0365245	0.09
201026	573438	1675.93	835.109	68.2187	68218.7	166.842	8027.47	7492.3	89907.6	0.0370398	0.09
198912	63126.1	10581.1	352.117	144.057	144057	268.819	6387.3	5961.48	71537.8	0.0465789	0.09
184225	5566.71	18861	57.3259	360.918	360918	289.271	4774.14	4455.86	53470.3	0.0597193	0.09
219507	158814	6245.01	517.903	99.781	99781	221.642	6969.93	6505.27	78063.2	0.0427946	0.09
207220	80523.6	9406.86	395.529	129.527	129527	257.421	6544.66	6108.35	73300.2	0.0455099	0.09
192087	513133	1896.03	782.273	69.5167	69516.7	169.079	7933.57	7404.66	88855.9	0.0374984	0.09
182830	5407.57	19036.3	56.1807	365.661	365661	288.775	4736.81	4421.02	53052.3	0.0600714	0.09
203018	584964	1639.68	845.433	68.0086	68008.6	166.487	8044	7507.73	90092.8	0.0369601	0.09
196299	271009	3897.77	605.424	82.4618	82461.8	192.612	7369.17	6877.89	82534.7	0.0404638	0.09
197004	59438.1	10872.3	341.529	148.108	148108	271.425	6346.9	5923.77	71085.2	0.0468592	0.09
210558	208889	5011.37	563.266	90.3517	90351.7	206.469	7162.22	6684.74	80216.9	0.0416465	0.09
204929	232513	4542.08	580.326	86.9641	86964.1	200.627	7244.35	6761.39	81136.7	0.0411707	0.09
198444	557691	1728.19	821.105	68.5235	68523.5	167.361	8004.19	7470.58	89647	0.0371526	0.09
210080	87530.6	9008.58	410.617	125.144	125144	253.273	6596.86	6157.06	73884.8	0.0451631	0.09
216413	107855	8025.14	448.658	115.239	115239	242.524	6725.6	6277.23	75326.7	0.0443241	0.09
185711	346951	2970.25	654.109	76.2559	76255.9	181.272	7585.31	7079.62	84955.4	0.0392845	0.09
198920	560671	1718.05	823.746	68.4642	68464.2	167.26	8008.66	7474.75	89697	0.0371309	0.09
196540	545355	1771.52	810.23	68.7779	68777.9	167.797	7985.38	7453.02	89436.2	0.0372442	0.09
187375	469087	2098.57	745.367	70.7411	70741.1	171.24	7855.65	7331.94	87983.3	0.0378862	0.09
218282	169368	5952.88	528.885	97.4707	97470.7	218.086	7013.06	6545.53	78546.3	0.0425329	0.09
181855	5302.51	19158.2	55.4243	368.884	368884	288.427	4711.08	4397.01	52764.1	0.0603154	0.09
216083	651476	1457.56	905.936	66.9715	66971.5	164.768	8132.31	7590.15	91081.9	0.0365389	0.09
187187	330258	3141.5	643.048	77.3775	77377.5	183.333	7541.14	7038.4	84460.8	0.0395209	0.09
208503	83571.2	9229.18	402.235	127.542	127542	255.586	6567.98	6130.12	73561.4	0.0453544	0.09
250167	785859	1183.57	1030.12	65.4792	65479.2	162.434	8284.9	7732.57	92790.8	0.0358302	0.09
197054	59533.9	10864.5	341.811	147.997	147997	271.357	6347.98	5924.79	71097.4	0.0468516	0.09
173088	4521.22	20250.5	49.7572	394.929	394929	285.233	4490.06	4190.73	50288.7	0.0624512	0.09
189188	43794	12322.2	288.697	171.807	171807	282.778	6131.96	5723.16	68678	0.0483908	0.09
198345	261212	4048.91	599.213	83.5033	83503.3	194.488	7338.4	6849.18	82190.1	0.0406362	0.09
200896	572671	1678.41	834.424	68.2331	68233.1	166.866	8026.35	7491.26	89895.1	0.0370452	0.09
192645	517510	1878.07	786.028	69.4094	69409.4	168.892	7940.84	7411.45	88937.5	0.0374625	0.09
221381	675301	1401.44	927.866	66.6586	66658.6	164.263	8161.47	7617.37	91408.5	0.0364016	0.09
209425	619234	1540.61	876.44	67.4405	67440.5	165.537	8090.89	7551.5	90618	0.0367354	0.09
203327	239249	4419.17	584.893	86.0925	86092.5	199.096	7266.97	6782.5	81390	0.0410412	0.09
197385	550915	1751.72	815.12	68.6614	68661.4	167.597	7993.93	7461	89532	0.0372025	0.09
203227	586147	1636.05	846.495	67.9876	67987.6	166.451	8045.67	7509.29	90111.5	0.036952	0.09
171939	4435.17	20394.3	49.125	397.989	397989	284.809	4462.27	4164.79	49977.4	0.0627248	0.09
214661	190224	5428.93	548.167	93.4518	93451.8	211.644	7093.88	6620.96	79451.5	0.0420491	0.09
211455	629375	1513.53	885.69	67.2868	67286.8	165.284	8104.18	7563.9	90766.9	0.0366721	0.09
200954	573013	1677.3	834.729	68.2267	68226.7	166.855	8026.85	7491.72	89900.7	0.0370428	0.09
199021	63338.5	10564.8	352.709	143.837	143837	268.67	6389.54	5963.57	71562.8	0.0465635	0.09
203807	589405	1626.13	849.426	67.9304	67930.4	166.355	8050.26	7513.58	90162.9	0.0369299	0.09
192243	514368	1890.93	783.331	69.4862	69486.2	169.026	7935.63	7406.59	88879	0.0374882	0.09
189491	44473.9	12251.2	291.326	170.487	170487	282.293	6143.15	5733.61	68803.3	0.0483094	0.09
186621	36989.8	13073.6	260.185	187.001	187001	287.39	6008.18	5607.64	67291.6	0.0493043	0.09
194546	54713.7	11271.7	327.056	154.01	154010	274.835	6290.22	5870.87	70450.5	0.0472564	0.09
207969	611767	1561.17	869.649	67.5576	67557.6	165.732	8080.95	7542.22	90506.6	0.0367829	0.09
219060	163183	6121.65	522.561	98.799	98799	220.144	6987.99	6522.13	78265.5	0.0426847	0.09
216029	651225	1458.18	905.705	66.9749	66974.9	164.774	8131.99	7589.86	91078.3	0.0365404	0.09
177692	4900.03	19676.6	52.5175	381.873	381873	286.921	4604.03	4297.1	51565.2	0.0613409	0.09
215869	650481	1460	905.022	66.9851	66985.1	164.79	8131.07	7588.99	91067.9	0.0365448	0.09
185670	446464	2220.67	727.128	71.4913	71491.3	172.582	7812.01	7291.21	87494.5	0.0381063	0.09
178858	5006.09	19531.6	53.2853	378.355	378355	287.345	4633.59	4324.69	51896.2	0.061056	0.09
218897	664306	1426.83	917.734	66.7997	66799.7	164.49	8148.15	7604.94	91259.3	0.0364642	0.09
201747	246011	4300.33	589.382	85.2555	85255.5	197.616	7289.33	6803.38	81640.5	0.0409137	0.09
211559	629887	1512.18	886.157	67.2792	67279.2	165.271	8104.85	7564.52	90774.3	0.036669	0.09
212250	633270	1503.37	889.249	67.2293	67229.3	165.189	8109.22	7568.61	90823.3	0.0366482	0.09
192973	51655.6	11547.1	317.07	158.338	158338	277.069	6250.12	5833.44	70001.3	0.0475403	0.09
203326	586704	1634.34	846.996	67.9778	67977.8	166.435	8046.46	7510.03	90120.3	0.0369482	0.09
217039	655880	1446.88	909.982	66.9116	66911.6	164.671	8137.78	7595.27	91143.2	0.036513	0.09
187476	327504	3171.33	641.252	77.5741	77574.1	183.694	7533.68	7031.43	84377.2	0.0395611	0.09
207702	81653	9340.18	398.041	128.776	128776	256.735	6553.42	6116.53	73398.3	0.0454514	0.09
190580	46821.3	12012	300.13	166.171	166171	280.601	6180.29	5768.27	69219.3	0.0480404	0.09
215179	103009	8240.06	440.266	117.304	117304	244.929	6697.35	6250.86	75010.3	0.0445063	0.09
209273	214364	4897.05	567.393	89.5174	89517.4	205.047	7181.66	6702.89	80434.6	0.0415331	0.09
185767	33346.6	13504.3	242.997	196.8	196800	289.569	5932.42	5536.92	66443	0.049875	0.09
197190	266667	3963.74	602.679	82.9153	82915.3	193.431	7355.61	6865.24	82382.9	0.0405396	0.09
204958	595755	1607.14	855.15	67.821	67821	166.171	8059.12	7521.84	90262.1	0.0368874	0.09
190157	496940	1965.67	768.51	69.9348	69934.8	169.812	7905.94	7378.88	88546.5	0.0376352	0.09
192440	50604.3	11645.1	313.513	159.931	159931	277.839	6235.64	5819.93	69839.2	0.0476434	0.09
199394	563599	1708.2	826.344	68.4066	68406.6	167.161	8013.02	7478.82	89745.8	0.0371098	0.09
181861	5303.19	19157.4	55.4291	368.863	368863	288.429	4711.25	4397.17	52766	0.0603138	0.09
173137	4524.97	20244.4	49.7847	394.797	394797	285.251	4491.26	4191.84	50302.1	0.0624395	0.09
207630	81482.8	9350.16	397.665	128.888	128888	256.838	6552.11	6115.3	73383.6	0.0454601	0.09
202507	70291.5	10060.9	371.174	137.292	137292	263.935	6457.91	6027.38	72328.5	0.0460948	0.09
180839	5197.87	19284.9	54.6701	372.165	372165	288.062	4684.57	4372.26	52467.2	0.0605678	0.09
210557	88785.3	8940.93	413.2	124.423	124423	252.556	6605.7	6165.32	73983.8	0.0451047	0.09
205680	599671	1595.65	858.687	67.755	67755	166.061	8064.52	7526.89	90322.6	0.0368615	0.09
184132	410339	2447.57	699.194	72.9064	72906.4	175.141	7736.6	7220.83	86649.9	0.0384917	0.09
200344	569375	1689.11	831.483	68.2953	68295.3	166.972	8021.54	7486.77	89841.2	0.0370685	0.09
181471	5262.39	19206.2	55.1352	370.133	370133	288.289	4701.02	4387.62	52651.5	0.060411	0.09
224027	686697	1375.97	938.385	66.5177	66517.7	164.038	8175.04	7630.03	91560.4	0.036338	0.09
208292	83058.5	9258.57	401.123	127.867	127867	255.892	6564.13	6126.52	73518.2	0.0453801	0.09
201595	576783	1665.25	838.098	68.1567	68156.7	166.737	8032.3	7496.82	89961.8	0.0370165	0.09
181429	5258.06	19211.4	55.104	370.269	370269	288.274	4699.93	4386.6	52639.2	0.0604214	0.09
211136	627804	1517.66	884.254	67.3102	67310.2	165.322	8102.14	7562	90744	0.0366819	0.09
220079	669574	1414.56	922.587	66.7314	66731.4	164.38	8154.56	7610.92	91331.1	0.036434	0.09
230071	711636	1322.99	961.444	66.2271	66227.1	163.579	8203.95	7657.02	91884.2	0.0362032	0.09
219922	668877	1416.17	921.945	66.7404	66740.4	164.394	8153.72	7610.14	91321.6	0.036438	0.09
192840	16443	15536.3	139.253	254.503	254503	294.741	5523	5154.8	61857.5	0.0531132	0.09
198654	62625.5	10619.6	350.713	144.581	144581	269.169	6382	5956.53	71478.3	0.0466156	0.09
207006	80030.4	9436.29	394.422	129.861	129861	257.722	6540.79	6104.74	73256.9	0.0455357	0.09
179109	5029.5	19500.5	53.4546	377.588	377588	287.436	4639.98	4330.65	51967.8	0.0609946	0.09
