"# Values[S].InitialValue"	"[Z]"	"[mu2]"	"[mZ]"	"[mF]"	"[F]"	"[mP]"	"[PE]"	"[PG]"	"[PM]"	"[I]"	"(R21 - production I).n_5"
230798	717521	1304.93	965.626	78.9723	78972.3	214.914	10801.9	10081.8	120981	0.0398374	1
201762	240618	4378.46	584.19	102.64	102640	251.348	9207.21	8593.4	103121	0.0431043	1
185146	341696	3009.43	648.997	91.4443	91444.3	235.33	9808.55	9154.65	109856	0.0417917	1
206937	82802.1	9245.42	399.28	156.127	156127	293.534	7535.73	7033.35	84400.2	0.0473961	1
232152	722857	1294.27	970.57	78.8994	78899.4	214.789	10809.5	10088.9	121066	0.0398233	1
204090	76150.3	9646.37	384.264	161.949	161949	295.52	7407.11	6913.31	82959.7	0.0477729	1
195464	543176	1771	806.904	82.2255	82225.5	220.422	10490.4	9791.04	117492	0.0404238	1
184923	5641.74	18787.5	57.8815	330.668	330668	287.952	4764.7	4447.06	53364.7	0.0576339	1
184622	348665	2940.75	653.671	90.9116	90911.6	234.506	9842.16	9186.02	110232	0.0417214	1
213755	102830	8222.56	438.541	142.447	142447	287.294	7864.71	7340.39	88084.7	0.0464656	1
170735	4343.07	20561.3	48.4605	356.405	356405	282.66	4404.54	4110.91	49330.9	0.0593914	1
186498	38373.6	12892.2	265.824	218.768	218768	301.956	6367.75	5943.24	71318.8	0.0511213	1
205495	224770	4672.25	573.321	105.2	105200	254.636	9091.34	8485.25	101823	0.0433698	1
202554	586516	1627.2	845.453	81.2086	81208.6	218.71	10582.5	9877	118524	0.040248	1
167595	4129.91	20957.4	46.8743	361.543	361543	281.521	4331.19	4042.45	48509.4	0.0597653	1
194644	273550	3844.77	605.402	98.1391	98139.1	245.221	9428.11	8799.57	105595	0.0426097	1
212026	196260	5270.82	551.653	110.614	110614	261.117	8865.4	8274.38	99292.5	0.0438999	1
215339	651433	1450.84	904.578	79.9773	79977.3	216.624	10700.2	9986.86	119842	0.0400263	1
209739	206624	5042.03	559.924	108.512	108512	258.677	8950.31	8353.62	100243	0.0436987	1
201681	240969	4372.25	584.424	102.587	102587	251.278	9209.7	8595.72	103149	0.0430986	1
166329	4048.91	21117.9	46.2661	363.566	363566	281.064	4302.15	4015.34	48184.1	0.0599149	1
203266	74325.4	9762.98	379.936	163.692	163692	296.048	7369.7	6878.39	82540.6	0.0478839	1
208396	212457	4919.05	564.365	107.399	107399	257.346	8996.66	8396.88	100763	0.0435899	1
189654	499326	1945.88	769.07	83.4776	83477.6	222.516	10382.7	9690.49	116286	0.0406321	1
199337	66061.1	10332	359.049	172.536	172536	298.296	7187.03	6707.9	80494.8	0.0484356	1
195961	546489	1759.09	809.816	82.1409	82140.9	220.28	10497.9	9798.04	117576	0.0404094	1
205408	602161	1580.94	859.579	80.8839	80883.9	218.161	10612.9	9905.33	118864	0.0401905	1
195703	268240	3924.35	602.051	98.7986	98798.6	246.146	9394.23	8767.95	105215	0.0426846	1
190104	47408.8	11926.7	301.528	200.223	200223	301.744	6674.84	6229.85	74758.2	0.0500718	1
186182	464453	2112.56	740.1	84.6863	84686.3	224.521	10284	9598.43	115181	0.0408252	1
197279	260667	4041.98	597.241	99.7808	99780.8	247.506	9344.77	8721.79	104661	0.0427946	1
189488	303550	3437.22	624.279	94.8222	94822.2	240.432	9607.66	8967.15	107606	0.0422185	1
213187	190659	5400.22	546.956	111.822	111822	262.476	8818.09	8230.22	98762.7	0.044013	1
182794	5395.46	19055.8	56.1096	334.855	334855	287.136	4706.73	4392.95	52715.4	0.0579083	1
192636	52678.4	11425.4	319.606	191.079	191079	301.1	6835.65	6379.94	76559.3	0.0495433	1
215055	108016	7993.19	447.499	139.595	139595	285.673	7938.93	7409.67	88916	0.046262	1
197059	61482.1	10679.8	346.439	178.216	178216	299.402	7075.29	6603.6	79243.3	0.0487811	1
207383	83904.9	9182.34	401.662	155.236	155236	293.197	7555.97	7052.24	84626.9	0.0473375	1
195032	271582	3873.99	604.162	98.3808	98380.8	245.561	9415.63	8787.92	105455	0.0426373	1
193040	526205	1834.7	792.101	82.6797	82679.7	221.184	10450.6	9753.92	117047	0.0405004	1
191010	293747	3562.9	618.093	95.8344	95834.4	241.918	9551.17	8914.42	106973	0.0423405	1
205009	600020	1587.11	857.641	80.9272	80927.2	218.234	10608.8	9901.53	118818	0.0401982	1
196181	59738.4	10819	341.414	180.548	180548	299.788	7030.53	6561.83	78741.9	0.0489212	1
186385	328289	3149.38	640.158	92.5381	92538.1	237.006	9741.28	9091.86	109102	0.0419333	1
216736	116364	7647.96	461.041	135.44	135440	283.087	8051.21	7514.47	90173.6	0.0459584	1
208114	616301	1541.33	872.422	80.6069	80606.9	217.692	10639.1	9929.86	119158	0.0401409	1
204517	77110.7	9586.19	386.504	161.058	161058	295.239	7426.42	6931.32	83175.9	0.0477159	1
205873	80244.1	9395.33	393.64	158.273	158273	294.308	7487.64	6988.46	83861.6	0.0475361	1
197005	261962	4021.51	598.067	99.6092	99609.2	247.27	9353.33	8729.77	104757	0.0427755	1
221862	680597	1383.02	931.458	79.5086	79508.6	215.827	10747	10030.5	120366	0.0399391	1
176703	4807.11	19815.6	51.8592	346.138	346138	284.852	4549.45	4246.16	50953.9	0.0586689	1
213940	103522	8191.21	439.762	142.053	142053	287.077	7874.84	7349.85	88198.2	0.0464377	1
235251	734838	1270.85	981.671	78.7394	78739.4	214.517	10826.2	10104.5	121254	0.0397925	1
219397	669823	1407.38	921.513	79.6767	79676.7	216.113	10730.1	10014.7	120177	0.0399706	1
222033	681336	1381.38	932.14	79.4973	79497.3	215.808	10748.1	10031.6	120379	0.039937	1
216183	655328	1441.43	908.16	79.9121	79912.1	216.513	10706.6	9992.87	119914	0.0400143	1
201588	241368	4365.19	584.69	102.526	102526	251.198	9212.54	8598.37	103180	0.0430922	1
189056	45078.6	12162.7	292.946	204.653	204653	301.916	6599.36	6159.4	73912.8	0.0503248	1
214180	646018	1464.12	899.602	80.0694	80069.4	216.78	10691.2	9978.41	119741	0.0400432	1
196317	60007.7	10797.3	342.198	180.181	180181	299.73	7037.53	6568.36	78820.3	0.0488992	1
201790	240496	4380.62	584.108	102.659	102659	251.372	9206.35	8592.59	103111	0.0431063	1
203144	589818	1617.21	848.426	81.1384	81138.4	218.591	10589	9883.09	118597	0.0402357	1
182314	5343.42	19115.9	55.7349	335.778	335778	286.954	4693.92	4380.99	52571.9	0.0579694	1
203551	74952.6	9722.56	381.434	163.085	163085	295.867	7382.67	6890.49	82685.9	0.0478454	1
190518	18465.3	15299.5	153.867	267.363	267363	298.107	5641.64	5265.53	63186.4	0.053836	1
220129	673049	1400.01	924.489	79.6258	79625.8	216.026	10735.2	10019.5	120234	0.0399611	1
220185	673298	1399.44	924.719	79.6218	79621.8	216.02	10735.6	10019.9	120238	0.0399603	1
192896	525144	1838.84	791.181	82.7092	82709.2	221.233	10448.1	9751.53	117018	0.0405053	1
207269	611950	1553.31	868.463	80.6906	80690.6	217.834	10631.2	9922.41	119069	0.040156	1
203331	74468.3	9753.74	380.278	163.553	163553	296.007	7372.66	6881.15	82573.8	0.0478751	1
202072	71746.7	9933.09	373.654	166.278	166278	296.777	7315.11	6827.44	81929.3	0.0480471	1
205400	602117	1581.07	859.54	80.8848	80884.8	218.162	10612.8	9905.25	118863	0.0401907	1
199005	565768	1692.94	826.88	81.6721	81672.1	219.491	10540	9837.32	118048	0.0403289	1
178945	5007.21	19536.4	53.3095	342.089	342089	285.686	4606.09	4299.01	51588.2	0.0583922	1
179143	5025.69	19511.8	53.443	341.727	341727	285.76	4611.15	4303.74	51644.8	0.0583677	1
205569	224461	4678.23	573.103	105.253	105253	254.702	9089.01	8483.08	101797	0.0433752	1
193230	280993	3737.16	610.082	97.2536	97253.6	243.965	9474.52	8842.88	106115	0.0425077	1
216695	170494	5903.26	528.442	116.657	116657	267.598	8638.45	8062.55	96750.6	0.0444496	1
204816	77791.4	9544.02	388.076	160.437	160437	295.038	7439.94	6943.95	83327.4	0.047676	1
201486	580441	1645.91	839.995	81.3402	81340.2	218.932	10570.3	9865.64	118388	0.0402711	1
195712	544839	1765	808.364	82.1829	82182.9	220.351	10494.2	9794.56	117535	0.0404166	1
179290	5039.51	19493.5	53.543	341.457	341457	285.815	4614.91	4307.25	51687	0.0583494	1
223850	689088	1364.35	939.306	79.3801	79380.1	215.608	10760	10042.7	120512	0.0399149	1
198258	561183	1708.21	822.803	81.78	81780	219.673	10530.2	9828.19	117938	0.0403476	1
198863	564902	1695.8	826.109	81.6923	81692.3	219.525	10538.1	9835.6	118027	0.0403324	1
193541	279319	3760.98	609.03	97.449	97449	244.243	9464.19	8833.24	105999	0.0425303	1
224534	691971	1358.11	941.972	79.3372	79337.2	215.535	10764.4	10046.7	120561	0.0399068	1
217364	660716	1428.6	913.119	79.8233	79823.3	216.362	10715.5	10001.1	120013	0.0399978	1
200131	572528	1670.93	832.909	81.5166	81516.6	219.229	10554.1	9850.53	118206	0.040302	1
218970	667928	1411.75	919.765	79.7068	79706.8	216.164	10727.1	10011.9	120143	0.0399762	1
183845	427868	2321.38	711.034	86.2215	86221.5	227.039	10165.5	9487.82	113854	0.0410606	1
232573	724502	1291.01	972.094	78.8771	78877.1	214.751	10811.8	10091	121092	0.0398191	1
186356	466512	2101.92	741.779	84.6087	84608.7	224.393	10290.2	9604.21	115250	0.040813	1
200187	572860	1669.87	833.206	81.5091	81509.1	219.217	10554.8	9851.17	118214	0.0403006	1
184293	353706	2892.74	657.086	90.5406	90540.6	233.929	9865.9	9208.18	110498	0.0416719	1
182682	5383.18	19069.9	56.0212	335.071	335071	287.094	4703.73	4390.14	52681.7	0.0579226	1
194337	535472	1799.34	800.161	82.4273	82427.3	220.761	10472.6	9774.45	117293	0.040458	1
187524	41335.8	12560.8	278.289	212.283	212283	302.026	6472.6	6041.09	72493.1	0.0507568	1
225280	695095	1351.41	944.862	79.2911	79291.1	215.457	10769.1	10051.1	120613	0.0398981	1
199854	67117.3	10255.3	361.846	171.311	171311	298.024	7211.68	6730.9	80770.8	0.0483602	1
192478	522041	1851.06	788.497	82.7967	82796.7	221.38	10440.5	9744.48	116934	0.0405199	1
198707	563947	1698.97	825.259	81.7147	81714.7	219.563	10536.1	9833.71	118005	0.0403363	1
181328	5239.97	19239.3	54.9897	337.656	337656	286.581	4667.83	4356.65	52279.7	0.0580942	1
195628	268607	3918.76	602.283	98.7522	98752.2	246.081	9396.59	8770.15	105242	0.0426794	1
205146	600756	1584.99	858.307	80.9122	80912.2	218.209	10610.2	9902.84	118834	0.0401956	1
189590	46282	12039.7	297.427	202.335	202335	301.837	6638.67	6196.09	74353.1	0.0501926	1
144931	2969.88	23940.6	37.6766	394.004	394004	273.586	3849.41	3592.78	43113.4	0.0623695	1
195727	544936	1764.65	808.45	82.1804	82180.4	220.346	10494.4	9794.77	117537	0.0404162	1
209529	623461	1522.02	878.949	80.4721	80472.1	217.463	10652	9941.91	119303	0.0401166	1
208812	210666	4956.37	563.017	107.735	107735	257.751	8982.54	8383.7	100604	0.043623	1
211885	96442	8523.16	426.873	146.3	146300	289.298	7767.77	7249.91	86999	0.046735	1
216019	175022	5784.91	532.84	115.499	115499	266.417	8680.15	8101.47	97217.7	0.0443473	1
218537	665996	1416.23	917.984	79.7378	79737.8	216.217	10724	10009	120108	0.0399819	1
201355	70230.9	10036.1	369.865	167.868	167868	297.195	7282.04	6796.57	81558.9	0.0481467	1
216268	655721	1440.48	908.521	79.9056	79905.6	216.502	10707.3	9993.48	119922	0.0400131	1
203725	75336.5	9698	382.346	162.718	162718	295.756	7390.55	6897.85	82774.1	0.047822	1
197353	555502	1727.52	817.768	81.9168	81916.8	219.903	10517.9	9816.71	117800	0.0403711	1
205901	80308.8	9391.48	393.785	158.217	158217	294.288	7488.88	6989.62	83875.4	0.0475325	1
207062	83109.2	9227.77	399.946	155.877	155877	293.44	7541.39	7038.64	84463.6	0.0473797	1
208408	86515.7	9036.54	407.189	153.2	153200	292.395	7602.76	7095.91	85150.9	0.0472027	1
197007	261950	4021.71	598.059	99.6109	99610.9	247.272	9353.24	8729.69	104756	0.0427757	1
201659	241061	4370.61	584.485	102.572	102572	251.259	9210.36	8596.34	103156	0.0430971	1
211627	633812	1494.91	888.411	80.2833	80283.3	217.143	10670.3	9958.93	119507	0.0400824	1
199331	66048.7	10332.9	359.016	172.551	172551	298.299	7186.74	6707.63	80491.5	0.0484365	1
186819	471794	2075.1	746.103	84.4134	84413.4	224.07	10305.9	9618.82	115426	0.0407822	1
209170	88533.6	8927.11	411.357	151.695	151695	291.77	7637.89	7128.7	85544.4	0.0471021	1
209255	88763.5	8914.82	411.826	151.527	151527	291.698	7641.84	7132.38	85588.6	0.0470908	1
196218	13486.9	15885.5	116.909	278.971	278971	296.582	5478.23	5113.01	61356.2	0.0544971	1
202790	587842	1623.17	846.646	81.1803	81180.3	218.662	10585.1	9879.46	118553	0.040243	1
221644	679654	1385.12	930.587	79.5231	79523.1	215.852	10745.5	10029.1	120350	0.0399418	1
200463	246261	4279.94	587.925	101.795	101795	250.231	9246.93	8630.46	103566	0.0430143	1
197709	557753	1719.81	819.761	81.8622	81862.2	219.812	10522.8	9821.28	117855	0.0403617	1
229974	714243	1311.55	962.589	79.0176	79017.6	214.991	10797.2	10077.4	120928	0.039846	1
193666	54747	11240.3	326.257	187.801	187801	300.763	6895.11	6435.44	77225.2	0.0493514	1
202621	236934	4444.47	581.717	103.21	103210	252.092	9180.85	8568.8	102826	0.0431643	1
194652	56708.7	11070.6	332.357	184.844	184844	300.405	6949.66	6486.35	77836.2	0.0491769	1
210487	628225	1509.42	883.301	80.3843	80384.3	217.315	10660.5	9949.8	119398	0.0401007	1
199306	65998.7	10336.6	358.883	172.61	172610	298.311	7185.56	6706.53	80478.3	0.0484401	1
213817	644309	1468.35	898.034	80.0988	80098.8	216.83	10688.3	9975.72	119709	0.0400486	1
170733	4342.91	20561.6	48.4593	356.409	356409	282.659	4404.49	4110.86	49330.3	0.0593916	1
199581	66558.8	10295.7	360.372	171.955	171955	298.168	7198.7	6718.78	80625.4	0.0483999	1
170599	4333.48	20578.4	48.3896	356.63	356630	282.611	4401.34	4107.92	49295	0.0594076	1
199446	250760	4203.56	590.865	101.144	101144	249.36	9278.03	8659.49	103914	0.0429441	1
205991	605259	1572.09	862.387	80.8219	80821.9	218.056	10618.7	9910.79	118929	0.0401795	1
211807	634683	1492.67	889.208	80.2677	80267.7	217.117	10671.8	9960.34	119524	0.0400795	1
169057	4226.88	20772.6	47.5984	359.172	359172	282.05	4365.11	4074.11	48889.3	0.0595917	1
172618	4480.29	20325.2	49.4721	353.239	353239	283.348	4449.45	4152.82	49833.8	0.0591652	1
229989	714302	1311.43	962.644	79.0168	79016.8	214.99	10797.3	10077.5	120929	0.0398459	1
193910	277357	3789.18	607.797	97.6807	97680.7	244.573	9452	8821.87	105862	0.0425571	1
204173	595490	1600.34	853.544	81.0199	81019.9	218.391	10600.1	9893.41	118721	0.0402147	1
211801	197315	5246.91	552.519	110.393	110393	260.864	8874.2	8282.58	99391	0.0438789	1
219491	670237	1406.43	921.895	79.6701	79670.1	216.102	10730.7	10015.3	120184	0.0399693	1
203667	75209.7	9706.09	382.045	162.839	162839	295.793	7387.95	6895.42	82745.1	0.0478297	1
194669	56741.4	11067.8	332.457	184.796	184796	300.399	6950.56	6487.19	77846.2	0.0491741	1
205421	79184.3	9458.97	391.255	159.194	159194	294.625	7467.23	6969.41	83632.9	0.0475958	1
192767	52942.4	11401.4	320.468	190.651	190651	301.06	6843.35	6387.13	76645.5	0.0495183	1
229658	712980	1314.12	961.42	79.0352	79035.2	215.021	10795.4	10075.7	120908	0.0398494	1
197613	557151	1721.87	819.227	81.8768	81876.8	219.836	10521.5	9820.06	117841	0.0403642	1
188640	490212	1986.8	761.393	83.7729	83772.9	223.008	10358.1	9667.57	116011	0.0406799	1
174548	4629.25	20084.1	50.5635	349.926	349926	284.056	4496.22	4196.47	50357.7	0.0589318	1
207502	84203.2	9165.43	402.302	154.998	154998	293.106	7561.4	7057.3	84687.6	0.0473218	1
188839	20304	15086.4	166.692	263.084	263084	298.622	5702.56	5322.39	63868.7	0.0535946	1
197340	260382	4046.51	597.059	99.8188	99818.8	247.558	9342.88	8720.03	104640	0.0427988	1
179969	5104.47	19408.8	54.0122	340.202	340202	286.07	4632.41	4323.59	51883	0.0582647	1
210040	626007	1515.26	881.274	80.425	80425	217.384	10656.6	9946.14	119354	0.0401081	1
197200	61764.1	10657.6	347.24	177.848	177848	299.338	7082.41	6610.25	79323	0.0487589	1
235904	737324	1266.07	983.974	78.7068	78706.8	214.461	10829.7	10107.7	121292	0.0397862	1
188111	485166	2010.22	757.173	83.9424	83942.4	223.289	10344.2	9654.54	115854	0.0407072	1
211568	633525	1495.65	888.148	80.2885	80288.5	217.152	10669.8	9958.47	119502	0.0400833	1
192472	521992	1851.25	788.456	82.798	82798	221.382	10440.4	9744.37	116932	0.0405201	1
213564	643109	1471.34	896.932	80.1195	80119.5	216.865	10686.2	9973.83	119686	0.0400524	1
207380	83897.4	9182.77	401.646	155.242	155242	293.2	7555.83	7052.11	84625.3	0.0473379	1
216472	114873	7707.64	458.696	136.147	136147	283.547	8031.75	7496.3	89955.6	0.0460107	1
198593	563252	1701.28	824.641	81.7311	81731.1	219.591	10534.6	9832.33	117988	0.0403391	1
187616	41576.1	12534.5	279.265	211.774	211774	302.026	6480.93	6048.87	72586.5	0.0507281	1
181944	5304.04	19162.3	55.4513	336.487	336487	286.814	4684.08	4371.81	52461.7	0.0580163	1
174039	4589.12	20147.6	50.2701	350.806	350806	283.869	4483.82	4184.9	50218.7	0.0589935	1
209130	88425.5	8932.91	411.135	151.774	151774	291.803	7636.03	7126.96	85523.6	0.0471074	1
194500	536605	1795.11	801.151	82.3972	82397.2	220.71	10475.3	9776.92	117323	0.0404529	1
212799	99440	8379.45	432.439	144.441	144441	288.357	7814.07	7293.13	87517.6	0.0466058	1
195765	267933	3929.02	601.857	98.8375	98837.5	246.2	9392.25	8766.1	105193	0.042689	1
200357	573863	1666.66	834.102	81.4865	81486.5	219.179	10556.9	9853.1	118237	0.0402967	1
195673	268385	3922.14	602.143	98.7802	98780.2	246.12	9395.16	8768.82	105226	0.0426825	1
187655	41679.8	12523.2	279.684	211.555	211555	302.025	6484.52	6052.22	72626.7	0.0507158	1
195635	544321	1766.87	807.91	82.1961	82196.1	220.373	10493	9793.46	117522	0.0404188	1
176732	4809.63	19811.9	51.8775	346.085	346085	284.863	4550.19	4246.84	50962.1	0.0586653	1
192211	520027	1859.08	786.759	82.8541	82854.1	221.476	10435.6	9739.87	116878	0.0405294	1
184478	5588.04	18843.8	57.4952	331.556	331556	287.781	4752.43	4435.6	53227.2	0.0576917	1
189271	495958	1960.8	766.225	83.5852	83585.2	222.696	10373.7	9682.11	116185	0.0406495	1
214650	106316	8067.01	444.611	140.505	140505	286.203	7915.02	7387.35	88648.2	0.0463274	1
211346	632443	1498.44	887.158	80.3079	80307.9	217.185	10667.9	9956.71	119480	0.0400868	1
195768	13877.5	15835	119.895	277.98	277980	296.719	5492.08	5125.95	61511.4	0.0544403	1
189199	495320	1963.65	765.687	83.6058	83605.8	222.73	10372	9680.51	116166	0.0406529	1
197230	554720	1730.21	817.076	81.9359	81935.9	219.936	10516.2	9815.11	117781	0.0403744	1
198771	253797	4153.09	592.832	100.717	100717	248.783	9298.73	8678.82	104146	0.0428976	1
173246	4527.75	20246.7	49.8206	352.169	352169	283.578	4464.57	4166.93	50003.2	0.0590895	1
196307	548765	1751.01	811.819	82.0835	82083.5	220.184	10503	9802.8	117634	0.0403996	1
208393	617721	1537.47	873.716	80.5799	80579.9	217.646	10641.7	9932.27	119187	0.0401361	1
202973	73685.8	9804.58	378.396	164.32	164320	296.23	7356.35	6865.93	82391.1	0.0479237	1
179730	5081.43	19438.6	53.8459	340.644	340644	285.98	4626.25	4317.83	51814	0.0582945	1
205514	602728	1579.31	860.093	80.8725	80872.5	218.141	10613.9	9906.33	118876	0.0401885	1
182908	5408	19041.5	56.1998	334.634	334634	287.18	4709.79	4395.8	52749.7	0.0578937	1
202670	587166	1625.22	846.038	81.1947	81194.7	218.686	10583.8	9878.21	118538	0.0402456	1
221399	678592	1387.5	929.606	79.5395	79539.5	215.88	10743.9	10027.6	120331	0.0399449	1
203934	594181	1604.2	852.362	81.047	81047	218.437	10597.5	9891.04	118693	0.0402195	1
192552	284731	3684.78	612.429	96.8251	96825.1	243.351	9497.36	8864.2	106370	0.0424577	1
177983	4919.29	19656.2	52.673	343.841	343841	285.327	4581.62	4276.18	51314.1	0.0585114	1
194851	539023	1786.16	803.265	82.3334	82333.4	220.603	10480.9	9782.15	117386	0.0404421	1
185026	5654.31	18774.5	57.9719	330.463	330463	287.992	4767.54	4449.71	53396.5	0.0576205	1
215835	111585	7842.17	453.416	137.757	137757	284.563	7987.96	7455.43	89465.1	0.0461288	1
196590	60550.7	10753.7	343.771	179.449	179449	299.611	7051.54	6581.44	78977.3	0.0488553	1
167712	4137.56	20942.5	46.9316	361.354	361354	281.563	4333.91	4044.98	48539.7	0.0597514	1
215604	652664	1447.85	905.709	79.9566	79956.6	216.589	10702.3	9988.77	119865	0.0400225	1
188223	486253	2005.13	758.08	83.9055	83905.5	223.228	10347.2	9657.37	115888	0.0407013	1
206839	219095	4783.88	569.259	106.189	106189	255.868	9048.23	8445.01	101340	0.0434697	1
189857	301076	3468.29	622.713	95.0715	95071.5	240.8	9593.6	8954.02	107448	0.0422488	1
198555	254777	4136.98	593.464	100.58	100580	248.598	9305.37	8685.01	104220	0.0428827	1
211860	96360.1	8527.16	426.718	146.352	146352	289.324	7766.48	7248.71	86984.6	0.0467386	1
197585	62531	10597.9	349.401	176.859	176859	299.16	7101.62	6628.17	79538.1	0.0486991	1
188209	486115	2005.77	757.965	83.9102	83910.2	223.236	10346.8	9657.01	115884	0.040702	1
207020	83005.9	9233.7	399.722	155.961	155961	293.472	7539.49	7036.86	84442.3	0.0473852	1
172514	4472.45	20338.3	49.4145	353.416	353416	283.309	4446.93	4150.47	49805.6	0.0591778	1
194856	57113.1	11036.3	333.591	184.252	184252	300.327	6960.69	6496.64	77959.7	0.0491419	1
210643	628996	1507.4	884.006	80.3703	80370.3	217.291	10661.9	9951.07	119413	0.0400982	1
206891	218875	4788.28	569.1	106.228	106228	255.916	9046.54	8443.44	101321	0.0434736	1
208817	619875	1531.63	875.679	80.5392	80539.2	217.577	10645.6	9935.9	119231	0.0401287	1
208683	619199	1533.46	875.062	80.5519	80551.9	217.599	10644.4	9934.76	119217	0.040131	1
222821	684715	1373.91	935.263	79.4459	79445.9	215.72	10753.3	10036.4	120437	0.0399273	1
203956	594305	1603.83	852.474	81.0444	81044.4	218.432	10597.8	9891.27	118695	0.040219	1
187531	41352.9	12558.9	278.358	212.246	212246	302.026	6473.19	6041.65	72499.8	0.0507548	1
181758	5284.49	19185.5	55.3105	336.841	336841	286.743	4679.16	4367.22	52406.6	0.0580399	1
197269	260717	4041.19	597.273	99.7742	99774.2	247.497	9345.1	8722.1	104665	0.0427938	1
192111	519266	1862.13	786.103	82.8759	82875.9	221.512	10433.7	9738.12	116857	0.0405331	1
186663	325674	3177.94	638.456	92.7625	92762.5	237.348	9727.75	9079.23	108951	0.041962	1
198226	256275	4112.52	594.428	100.374	100374	248.318	9315.47	8694.44	104333	0.0428601	1
149653	3171.32	23298.7	39.3722	387.869	387869	275.193	3943.46	3680.57	44166.8	0.0618399	1
194402	274795	3826.47	606.186	97.988	97988	245.008	9435.96	8806.89	105683	0.0425924	1
190028	18966.1	15241.9	157.411	266.21	266210	298.248	5658.01	5280.81	63369.7	0.0537709	1
222812	684677	1373.99	935.229	79.4464	79446.4	215.721	10753.3	10036.4	120436	0.0399274	1
187153	475419	2057.1	749.088	84.2825	84282.5	223.853	10316.4	9628.68	115544	0.0407615	1
220012	672538	1401.17	924.018	79.6338	79633.8	216.04	10734.4	10018.7	120225	0.0399626	1
187055	474367	2062.29	748.22	84.3202	84320.2	223.916	10313.4	9625.83	115510	0.0407675	1
202149	584228	1634.19	843.396	81.2578	81257.8	218.793	10577.9	9872.75	118473	0.0402567	1
179494	5058.88	19468	53.683	341.08	341080	285.892	4620.17	4312.16	51745.9	0.0583239	1
196753	60874.2	10727.9	344.702	179.017	179017	299.539	7059.83	6589.18	79070.1	0.0488293	1
214970	107653	8008.84	446.887	139.787	139787	285.786	7933.86	7404.94	88859.2	0.0462759	1
188440	43634.9	12313.5	287.427	207.52	207520	301.984	6551.25	6114.5	73374	0.0504876	1
201782	71130.4	9974.7	372.122	166.918	166918	296.948	7301.76	6814.98	81779.7	0.0480873	1
209338	622502	1524.58	878.075	80.4899	80489.9	217.494	10650.3	9940.31	119284	0.0401199	1
187911	483207	2019.46	755.541	84.0094	84009.4	223.401	10338.7	9649.42	115793	0.0407179	1
206610	608516	1562.89	865.343	80.7576	80757.6	217.947	10624.8	9916.48	118998	0.040168	1
185682	35325.5	13247.5	252.088	225.829	225829	301.731	6256.29	5839.21	70070.5	0.051516	1
222111	681668	1380.64	932.448	79.4922	79492.2	215.799	10748.6	10032	120385	0.039936	1
193509	54433.4	11267.9	325.263	188.287	188287	300.817	6886.23	6427.14	77125.7	0.0493799	1
192772	52953.3	11400.4	320.503	190.634	190634	301.058	6843.67	6387.42	76649.1	0.0495173	1
213491	101862	8266.77	436.819	143.005	143005	287.597	7850.43	7327.07	87924.8	0.046505	1
189165	45326.5	12137.2	293.878	204.17	204170	301.901	6607.51	6167.01	74004.1	0.0502973	1
197548	259412	4061.96	596.44	99.9485	99948.5	247.736	9336.45	8714.02	104568	0.0428131	1
161002	3733.99	21800.7	43.8646	371.795	371795	279.159	4182.84	3903.99	46847.9	0.0605391	1
203202	590139	1616.25	848.715	81.1316	81131.6	218.58	10589.7	9883.68	118604	0.0402345	1
202591	586726	1626.56	845.642	81.2041	81204.1	218.702	10582.9	9877.39	118529	0.0402472	1
194161	276045	3808.2	606.972	97.8374	97837.4	244.795	9443.81	8814.22	105771	0.0425751	1
193960	55333.5	11189	328.101	186.902	186902	300.66	6911.6	6450.83	77410	0.0492985	1
203185	590044	1616.53	848.63	81.1336	81133.6	218.583	10589.5	9883.51	118602	0.0402348	1
190388	505567	1918.84	774.368	83.2829	83282.9	222.192	10399	9705.77	116469	0.0406002	1
217437	120896	7471.62	467.969	133.379	133379	281.701	8108.89	7568.3	90819.6	0.0458044	1
208489	86725.7	9025.02	407.627	153.041	153041	292.33	7606.46	7099.36	85192.3	0.047192	1
194861	272447	3861.12	604.707	98.2742	98274.2	245.411	9421.12	8793.05	105517	0.0426251	1
196453	60278.8	10775.4	342.985	179.814	179814	299.671	7044.54	6574.9	78898.8	0.0488772	1
194766	272927	3853.99	605.009	98.2153	98215.3	245.328	9424.17	8795.89	105551	0.0426184	1
192312	52022.3	11485.4	317.447	192.154	192154	301.198	6816.36	6361.94	76343.3	0.0496059	1
203572	592192	1610.11	850.567	81.0885	81088.5	218.507	10593.7	9887.43	118649	0.0402268	1
211500	633195	1496.5	887.846	80.2944	80294.4	217.162	10669.2	9957.93	119495	0.0400844	1
194782	538548	1787.92	802.849	82.3459	82345.9	220.624	10479.8	9781.12	117373	0.0404442	1
172295	4456.19	20365.7	49.2949	353.787	353787	283.229	4441.69	4145.58	49746.9	0.0592041	1
182424	5355.2	19102.2	55.8197	335.568	335568	286.996	4696.84	4383.71	52604.6	0.0579554	1
213374	642208	1473.6	896.105	80.1352	80135.2	216.892	10684.7	9972.4	119669	0.0400553	1
200597	575275	1662.16	835.365	81.4548	81454.8	219.125	10559.8	9855.82	118270	0.0402912	1
214229	104633	8141.42	441.705	141.429	141429	286.729	7890.94	7364.87	88378.5	0.0463934	1
