"# Values[S].InitialValue"	"[Z]"	"[mu2]"	"[mZ]"	"[mF]"	"[F]"	"[mP]"	"[PE]"	"[PG]"	"[PM]"	"[I]"	"(R21 - production I).n_5"
195477	269358	3907.39	602.758	98.6577	98657.7	245.949	9401.42	8774.66	105296	0.0426687	1
189187	495204	1964.17	765.59	83.6095	83609.5	222.736	10371.7	9680.22	116163	0.0406535	1
171946	4430.39	20409.4	49.105	354.377	354377	283.102	4433.32	4137.77	49653.2	0.0592462	1
194205	15186.1	15675.5	129.818	274.842	274842	297.145	5536.08	5167.01	62004.1	0.0542608	1
194018	55448.9	11178.9	328.462	186.727	186727	300.639	6914.83	6453.84	77446.1	0.0492881	1
224013	689776	1362.86	939.942	79.3698	79369.8	215.591	10761	10043.6	120524	0.039913	1
200111	247811	4253.41	588.941	101.569	101569	249.929	9257.69	8640.52	103686	0.04299	1
228455	708137	1324.04	956.934	79.1032	79103.2	215.137	10788.3	10069.1	120829	0.0398624	1
230991	718286	1303.39	966.334	78.9618	78961.8	214.896	10803	10082.8	120993	0.0398353	1
174390	4616.71	20103.9	50.4719	350.2	350200	283.998	4492.36	4192.87	50314.4	0.058951	1
180472	5153.7	19346.1	54.3676	339.265	339265	286.258	4645.45	4335.75	52029.1	0.0582018	1
193034	53481.5	11352.8	322.216	189.787	189787	300.974	6858.97	6401.71	76820.5	0.0494678	1
203445	74718.2	9737.62	380.876	163.311	163311	295.935	7377.84	6885.98	82631.8	0.0478597	1
197526	259513	4060.34	596.504	99.9349	99934.9	247.718	9337.12	8714.65	104576	0.0428116	1
228629	708840	1322.59	957.585	79.0933	79093.3	215.12	10789.4	10070.1	120841	0.0398605	1
207078	610958	1556.07	867.562	80.7098	80709.8	217.866	10629.3	9920.7	119048	0.0401594	1
181694	5277.78	19193.6	55.2621	336.964	336964	286.719	4677.46	4365.63	52387.6	0.058048	1
218298	128581	7188.14	479.097	130.149	130149	279.383	8202.19	7655.38	91864.5	0.045558	1
214080	645551	1465.27	899.173	80.0774	80077.4	216.794	10690.4	9977.68	119732	0.0400447	1
196527	60425.6	10763.7	343.41	179.617	179617	299.639	7048.32	6578.43	78941.2	0.0488654	1
203817	593539	1606.1	851.783	81.0603	81060.3	218.459	10596.3	9889.88	118679	0.0402219	1
207572	84378.5	9155.53	402.677	154.859	154859	293.052	7564.57	7060.27	84723.2	0.0473126	1
190362	505349	1919.78	774.182	83.2897	83289.7	222.203	10398.5	9705.24	116463	0.0406013	1
204361	229556	4580.79	576.672	104.396	104396	253.619	9127.02	8518.55	102223	0.0432876	1
223815	688940	1364.67	939.169	79.3823	79382.3	215.612	10759.8	10042.4	120509	0.0399153	1
217720	162257	6127.38	520.036	118.886	118886	269.795	8560.31	7989.62	95875.4	0.044643	1
207237	611785	1553.77	868.313	80.6938	80693.8	217.839	10630.9	9922.13	119066	0.0401566	1
200179	247511	4258.54	588.745	101.612	101612	249.987	9255.61	8638.57	103663	0.0429947	1
217196	659954	1430.4	912.417	79.8358	79835.8	216.383	10714.2	9999.93	119999	0.0400001	1
186129	463817	2115.87	739.582	84.7105	84710.5	224.561	10282.1	9596.64	115160	0.040829	1
197727	557865	1719.43	819.86	81.8595	81859.5	219.807	10523	9821.51	117858	0.0403613	1
213875	644584	1467.67	898.286	80.094	80094	216.822	10688.7	9976.16	119714	0.0400478	1
194346	56099.9	11122.7	330.485	185.746	185746	300.52	6932.92	6470.73	77648.7	0.0492303	1
207277	83640.3	9197.39	401.093	155.448	155448	293.278	7551.14	7047.73	84572.8	0.0473514	1
173885	4577.05	20166.9	50.1818	351.072	351072	283.812	4480.06	4181.39	50176.7	0.0590122	1
212355	97955.1	8450.03	429.703	145.35	145350	288.823	7791.32	7271.9	87262.8	0.0466691	1
185143	29284.7	13984.8	221.649	240.723	240723	300.828	6028.92	5626.99	67523.9	0.052345	1
189935	300557	3474.86	622.386	95.1243	95124.3	240.878	9590.63	8951.26	107415	0.0422552	1
219080	668414	1410.63	920.214	79.6991	79699.1	216.151	10727.8	10012.6	120152	0.0399747	1
191323	513146	1887.03	780.843	83.0544	83054.4	221.811	10418.4	9723.86	116686	0.0405626	1
193645	54703.9	11244.1	326.121	187.868	187868	300.77	6893.89	6434.3	77211.6	0.0493553	1
221866	680611	1382.99	931.471	79.5084	79508.4	215.827	10747	10030.5	120366	0.0399391	1
184074	5540.4	18894.7	57.1525	332.355	332355	287.626	4741.37	4425.28	53103.4	0.0577439	1
198591	64550.3	10444	354.979	174.342	174342	298.674	7151.06	6674.32	80091.9	0.0485461	1
175190	4680.89	20004.1	50.9405	348.807	348807	284.292	4511.96	4211.17	50534	0.0588538	1
191208	292546	3578.78	617.338	95.963	95963	242.105	9544.1	8907.83	106894	0.0423559	1
215716	176908	5736.57	534.629	115.03	115030	265.93	8697.28	8117.46	97409.5	0.0443054	1
205783	604159	1575.22	861.39	80.8439	80843.9	218.093	10616.6	9908.86	118906	0.0401834	1
176181	4762.85	19880.5	51.5374	347.063	347063	284.659	4536.47	4234.04	50808.4	0.0587328	1
209088	621244	1527.95	876.927	80.5134	80513.4	217.534	10648.1	9938.2	119258	0.0401241	1
183087	5427.84	19019	56.3426	334.287	334287	287.248	4714.6	4400.3	52803.6	0.0578708	1
204050	594820	1602.31	852.939	81.0337	81033.7	218.414	10598.8	9892.2	118706	0.0402172	1
191563	17466	15413.6	146.685	269.643	269643	297.822	5609.35	5235.4	62824.7	0.0539651	1
184750	346855	2958.34	652.451	91.0477	91047.7	234.717	9833.52	9177.95	110135	0.0417394	1
217681	662152	1425.21	914.442	79.7999	79799.9	216.322	10717.8	10003.3	120039	0.0399935	1
217422	164907	6053.98	522.8	118.151	118151	269.081	8585.78	8013.4	96160.8	0.0445797	1
187496	318416	3259.44	633.763	93.4059	93405.9	238.32	9689.46	9043.5	108522	0.0420433	1
193121	53655.9	11337.1	322.778	189.509	189509	300.946	6864	6406.4	76876.8	0.0494515	1
174524	4627.35	20087.1	50.5496	349.967	349967	284.047	4495.63	4195.93	50351.1	0.0589347	1
189632	46375.7	12030.2	297.771	202.157	202157	301.83	6641.7	6198.92	74387.1	0.0501824	1
216119	655036	1442.13	907.891	79.917	79917	216.521	10706.2	9992.42	119909	0.0400152	1
184363	438330	2257.62	719.193	85.7503	85750.3	226.269	10201.1	9521.07	114253	0.0409895	1
179914	5099.06	19415.8	53.9732	340.305	340305	286.049	4630.97	4322.24	51866.9	0.0582717	1
161164	3742.99	21779.8	43.9341	371.552	371552	279.216	4186.4	3907.31	46887.7	0.0605203	1
212234	636749	1487.39	891.101	80.231	80231	217.055	10675.4	9963.68	119564	0.0400728	1
175086	4672.48	20017	50.8791	348.988	348988	284.254	4509.42	4208.79	50505.4	0.0588664	1
209275	208656	4998.73	561.487	108.119	108119	258.21	8966.57	8368.8	100426	0.0436605	1
195228	57850.3	10974.3	335.82	183.187	183187	300.182	6980.6	6515.23	78182.8	0.0490787	1
222351	682700	1378.35	933.402	79.4765	79476.5	215.772	10750.2	10033.5	120402	0.0399331	1
202200	584517	1633.31	843.655	81.2515	81251.5	218.782	10578.5	9873.29	118479	0.0402556	1
181152	5221.99	19261.2	54.86	337.989	337989	286.515	4663.22	4352.33	52228	0.0581163	1
193850	55114.3	11208.1	327.414	187.237	187237	300.699	6905.46	6445.1	77341.1	0.0493182	1
193661	278674	3770.21	608.625	97.5247	97524.7	244.351	9460.2	8829.52	105954	0.0425391	1
199260	567313	1687.86	828.256	81.6362	81636.2	219.431	10543.2	9840.36	118084	0.0403227	1
188782	491522	1980.81	762.492	83.7297	83729.7	222.936	10361.7	9670.91	116051	0.0406729	1
227796	705463	1329.57	954.458	79.1412	79141.2	215.201	10784.4	10065.5	120786	0.0398696	1
216606	657266	1436.79	909.943	79.88	79880	216.459	10709.8	9995.84	119950	0.0400083	1
186045	331659	3113.2	642.363	92.2542	92254.2	236.574	9758.52	9107.95	109295	0.0418969	1
206732	219549	4774.82	569.588	106.108	106108	255.768	9051.71	8448.26	101379	0.0434616	1
174834	4652.12	20048.5	50.7306	349.428	349428	284.161	4503.22	4203.01	50436.1	0.0588971	1
217443	661073	1427.75	913.448	79.8174	79817.4	216.352	10716	10001.6	120020	0.0399967	1
198742	564163	1698.25	825.452	81.7096	81709.6	219.555	10536.6	9834.14	118010	0.0403354	1
204605	597839	1593.46	855.667	80.9716	80971.6	218.309	10604.6	9897.63	118772	0.0402061	1
207398	83941.9	9180.24	401.742	155.206	155206	293.186	7556.64	7052.87	84634.4	0.0473355	1
236542	739737	1261.47	986.21	78.6754	78675.4	214.407	10833	10110.8	121329	0.0397801	1
205302	78908.6	9475.68	390.63	159.438	159438	294.707	7461.87	6964.41	83572.9	0.0476116	1
212039	635810	1489.78	890.241	80.2477	80247.7	217.083	10673.7	9962.16	119546	0.0400759	1
216381	172659	5846.27	530.564	116.098	116098	267.031	8658.49	8081.26	96975.1	0.0444004	1
203115	589656	1617.7	848.28	81.1418	81141.8	218.597	10588.7	9882.79	118594	0.0402363	1
201252	70013.5	10051.1	369.316	168.101	168101	297.254	7277.24	6792.09	81505.1	0.0481612	1
193839	531962	1812.57	797.101	82.5216	82521.6	220.919	10464.4	9766.75	117201	0.0404739	1
186625	38775.2	12846.5	267.562	217.867	217867	301.974	6382.18	5956.7	71480.4	0.0510707	1
185324	33357.1	13483.7	242.67	230.573	230573	301.502	6182.81	5770.63	69247.5	0.0517803	1
194667	273434	3846.49	605.329	98.1533	98153.3	245.241	9427.38	8798.88	105587	0.0426113	1
206919	82759.1	9247.9	399.186	156.163	156163	293.547	7534.93	7032.61	84391.3	0.0473984	1
199033	65443.4	10377.5	357.395	173.267	173267	298.452	7172.43	6694.27	80331.2	0.0484804	1
210827	629902	1505.04	884.833	80.3538	80353.8	217.263	10663.5	9952.56	119431	0.0400952	1
204360	76757	9608.26	385.682	161.384	161384	295.343	7419.34	6924.72	83096.6	0.0477367	1
180812	5187.58	19303.7	54.612	338.629	338629	286.386	4654.31	4344.02	52128.3	0.0581591	1
188656	44147.4	12259.6	289.404	206.492	206492	301.963	6568.44	6130.55	73566.6	0.0504293	1
203803	75511	9686.87	382.758	162.552	162552	295.706	7394.12	6901.18	82814.1	0.0478114	1
204349	596450	1597.52	854.412	81.0001	81000.1	218.357	10601.9	9895.14	118742	0.0402112	1
228391	707879	1324.57	956.695	79.1069	79106.9	215.143	10788	10068.8	120825	0.0398631	1
193452	54318.6	11278.1	324.898	188.466	188466	300.836	6882.96	6424.1	77089.2	0.0493904	1
203516	74876.4	9727.45	381.253	163.159	163159	295.889	7381.1	6889.03	82668.3	0.04785	1
213792	644189	1468.65	897.924	80.1008	80100.8	216.834	10688.1	9975.53	119706	0.040049	1
185910	36292.8	13133.3	256.554	223.549	223549	301.82	6292.01	5872.54	70470.5	0.0513887	1
216247	655623	1440.72	908.43	79.9072	79907.2	216.505	10707.1	9993.32	119920	0.0400134	1
222975	685370	1372.47	935.868	79.4359	79435.9	215.703	10754.3	10037.4	120448	0.0399255	1
178581	4973.57	19581.7	53.0661	342.754	342754	285.55	4596.8	4290.35	51484.2	0.0584374	1
201691	240925	4373.02	584.394	102.593	102593	251.286	9209.4	8595.44	103145	0.0430993	1
218408	154512	6349.34	511.614	121.143	121143	271.914	8483.91	7918.32	95019.8	0.0448343	1
187222	40519.9	12650.7	274.936	214.03	214030	302.021	6444.1	6014.49	72173.9	0.0508553	1
207826	614825	1545.38	871.079	80.6351	80635.1	217.74	10636.4	9927.34	119128	0.040146	1
196743	60854.8	10729.4	344.646	179.043	179043	299.543	7059.33	6588.71	79064.5	0.0488309	1
187790	481997	2025.22	754.534	84.0511	84051.1	223.47	10335.3	9646.23	115755	0.0407246	1
230710	717175	1305.63	965.305	78.9771	78977.1	214.922	10801.4	10081.3	120976	0.0398383	1
212569	638366	1483.28	892.582	80.2024	80202.4	217.006	10678.1	9966.27	119595	0.0400676	1
202283	584988	1631.87	844.078	81.2414	81241.4	218.765	10579.5	9874.17	118490	0.0402538	1
202342	585322	1630.84	844.379	81.2342	81234.2	218.753	10580.1	9874.79	118497	0.0402525	1
190148	18841.4	15256.3	156.532	266.499	266499	298.213	5653.92	5276.99	63323.9	0.0537871	1
227803	705491	1329.52	954.484	79.1408	79140.8	215.201	10784.5	10065.5	120786	0.0398696	1
198183	560718	1709.77	822.39	81.7911	81791.1	219.692	10529.2	9827.26	117927	0.0403495	1
216108	654988	1442.25	907.846	79.9178	79917.8	216.523	10706.1	9992.35	119908	0.0400153	1
191139	292963	3573.25	617.6	95.9182	95918.2	242.04	9546.56	8910.12	106921	0.0423505	1
232279	723355	1293.28	971.031	78.8926	78892.6	214.778	10810.2	10089.5	121074	0.039822	1
211683	634081	1494.22	888.658	80.2785	80278.5	217.135	10670.8	9959.37	119512	0.0400815	1
195103	540740	1779.86	804.768	82.2886	82288.6	220.528	10484.8	9785.84	117430	0.0404345	1
186817	471775	2075.2	746.088	84.4141	84414.1	224.071	10305.8	9618.77	115425	0.0407824	1
177012	4833.77	19777	52.0528	345.585	345585	284.967	4557.2	4253.38	51040.6	0.0586309	1
192609	523020	1847.19	789.344	82.7689	82768.9	221.333	10442.9	9746.72	116961	0.0405153	1
220487	674623	1396.44	925.942	79.6011	79601.1	215.984	10737.6	10021.8	120262	0.0399565	1
207283	612023	1553.11	868.53	80.6891	80689.1	217.831	10631.3	9922.54	119070	0.0401557	1
198795	64962.8	10413.1	356.098	173.843	173843	298.572	7160.97	6683.57	80202.8	0.0485156	1
199689	249679	4221.74	590.161	101.299	101299	249.568	9270.6	8652.56	103831	0.0429609	1
170585	4332.44	20580.2	48.3819	356.655	356655	282.605	4400.99	4107.59	49291.1	0.0594093	1
186334	466262	2103.2	741.575	84.6181	84618.1	224.408	10289.5	9603.51	115242	0.0408145	1
198897	253226	4162.5	592.463	100.796	100796	248.891	9294.86	8675.2	104102	0.0429063	1
189272	495973	1960.73	766.238	83.5847	83584.7	222.695	10373.7	9682.15	116186	0.0406495	1
188053	313956	3311.23	630.9	93.8165	93816.5	238.937	9665.4	9021.04	108252	0.0420946	1
196757	263135	4003.09	598.814	99.4551	99455.1	247.057	9361.04	8736.97	104844	0.0427583	1
215817	176284	5752.52	534.039	115.184	115184	266.091	8691.62	8112.18	97346.2	0.0443192	1
222420	682997	1377.7	933.675	79.4719	79471.9	215.765	10750.7	10034	120408	0.0399322	1
205688	79808	9421.41	392.662	158.65	158650	294.438	7479.27	6980.66	83767.9	0.0475605	1
178111	4930.82	19640.3	52.7566	343.609	343609	285.375	4584.86	4279.2	51350.5	0.0584955	1
203262	590475	1615.24	849.019	81.1245	81124.5	218.568	10590.3	9884.3	118612	0.0402332	1
192450	16672.2	15503.9	140.884	271.443	271443	297.592	5583.93	5211.67	62540	0.0540672	1
189393	45841.3	12084.5	295.798	203.176	203176	301.868	6624.35	6182.73	74192.8	0.0502406	1
200144	67713.5	10212.5	363.407	170.633	170633	297.869	7225.42	6743.72	80924.7	0.0483183	1
193840	55093.9	11209.9	327.35	187.268	187268	300.702	6904.89	6444.56	77334.7	0.04932	1
193444	54302.2	11279.6	324.846	188.492	188492	300.839	6882.49	6423.66	77083.9	0.0493919	1
221634	679613	1385.22	930.549	79.5237	79523.7	215.853	10745.4	10029.1	120349	0.039942	1
183254	409559	2441.79	697.069	87.1173	87117.3	228.492	10099.5	9426.23	113115	0.0411932	1
196674	60717.1	10740.4	344.251	179.227	179227	299.574	7055.81	6585.42	79025.1	0.0488419	1
200014	248237	4246.16	589.22	101.507	101507	249.846	9260.65	8643.27	103719	0.0429833	1
216374	656206	1439.32	908.967	79.8975	79897.5	216.488	10708.1	9994.22	119931	0.0400116	1
204389	229438	4583.01	576.59	104.416	104416	253.644	9126.15	8517.74	102213	0.0432896	1
182855	5402.19	19048.1	56.158	334.736	334736	287.16	4708.37	4394.48	52733.8	0.0579005	1
210312	91707.8	8760.4	417.735	149.438	149438	290.781	7691.45	7178.69	86144.3	0.0469498	1
190086	503035	1929.72	772.215	83.3612	83361.2	222.323	10392.4	9699.61	116395	0.0406131	1
210458	92129.3	8738.73	418.567	149.147	149147	290.649	7698.41	7185.19	86222.2	0.0469301	1
186373	37968.2	12938.7	264.053	219.686	219686	301.936	6353.12	5929.58	71155	0.0511727	1
211470	633047	1496.88	887.711	80.297	80297	217.167	10669	9957.69	119492	0.0400849	1
194727	538167	1789.32	802.516	82.3559	82355.9	220.641	10478.9	9780.3	117364	0.0404459	1
194105	276336	3803.97	607.155	97.8025	97802.5	244.745	9445.63	8815.92	105791	0.0425711	1
215267	108947	7953.28	449.062	139.106	139106	285.383	7951.88	7421.75	89061	0.0462268	1
197533	556648	1723.59	818.782	81.889	81889	219.857	10520.4	9819.04	117828	0.0403663	1
208631	618932	1534.18	874.819	80.5569	80556.9	217.607	10643.9	9934.31	119212	0.0401319	1
205945	80413.6	9385.24	394.019	158.127	158127	294.257	7490.88	6991.48	83897.8	0.0475266	1
207010	610603	1557.06	867.239	80.7167	80716.7	217.878	10628.7	9920.09	119041	0.0401607	1
195657	544472	1766.32	808.043	82.1923	82192.3	220.366	10493.3	9793.79	117525	0.0404182	1
192200	51794	11506.5	316.69	192.532	192532	301.231	6809.61	6355.63	76267.6	0.0496279	1
228803	709544	1321.15	958.237	79.0834	79083.4	215.103	10790.4	10071	120852	0.0398586	1
176719	4808.5	19813.6	51.8693	346.109	346109	284.858	4549.86	4246.53	50958.4	0.0586669	1
216166	655253	1441.61	908.09	79.9134	79913.4	216.515	10706.5	9992.76	119913	0.0400145	1
206963	82867	9241.68	399.421	156.074	156074	293.514	7536.93	7034.47	84413.6	0.0473926	1
207744	215249	4861.59	566.443	106.883	106883	256.72	9018.5	8417.27	101007	0.0435389	1
183442	5467.71	18974.4	56.6295	333.595	333595	287.384	4724.19	4409.24	52910.9	0.0578253	1
180529	5159.34	19339	54.4083	339.159	339159	286.28	4646.93	4337.14	52045.6	0.0581946	1
182577	5371.82	19083	55.9394	335.273	335273	287.054	4700.93	4387.54	52650.5	0.0579359	1
203791	75484.2	9688.58	382.695	162.577	162577	295.714	7393.57	6900.67	82808	0.047813	1
209757	624601	1518.98	879.991	80.4509	80450.9	217.428	10654.1	9943.81	119326	0.0401128	1
213399	101532	8281.96	436.228	143.198	143198	287.701	7845.53	7322.49	87869.9	0.0465186	1
199468	568568	1683.75	829.375	81.6071	81607.1	219.382	10545.9	9842.82	118114	0.0403177	1
212576	98685.7	8415.16	431.054	144.9	144900	288.594	7802.56	7282.39	87388.7	0.0466378	1
210976	630630	1503.14	885.5	80.3406	80340.6	217.24	10664.7	9953.75	119445	0.0400928	1
221498	679024	1386.53	930.005	79.5328	79532.8	215.868	10744.5	10028.2	120339	0.0399437	1
169841	4280.51	20673.7	47.997	357.885	357885	282.335	4383.48	4091.24	49094.9	0.0594982	1
183208	381235	2653.12	676.295	88.7081	88708.1	231.043	9987.53	9321.7	111860	0.0414209	1
209652	207009	5033.78	560.222	108.437	108437	258.588	8953.4	8356.51	100278	0.0436914	1
148958	3140.62	23392.5	39.1173	388.793	388793	274.955	3929.41	3667.45	44009.4	0.0619184	1
177767	4900.05	19683	52.5336	344.23	344230	285.247	4576.18	4271.1	51253.2	0.0585379	1
214507	183831	5563.81	540.984	113.37	113370	264.17	8758.96	8175.03	98100.4	0.0441555	1
193973	277026	3793.95	607.589	97.72	97720	244.629	9449.94	8819.95	105839	0.0425616	1
204003	75955.7	9658.66	383.807	162.131	162131	295.577	7403.17	6909.62	82915.5	0.0477846	1
216402	172520	5849.9	530.429	116.133	116133	267.067	8657.21	8080.06	96960.8	0.0444035	1
199587	66570.6	10294.8	360.403	171.941	171941	298.165	7198.97	6719.04	80628.5	0.048399	1
224406	691431	1359.28	941.473	79.3452	79345.2	215.549	10763.5	10046	120552	0.0399083	1
201821	240363	4383	584.019	102.679	102679	251.399	9205.4	8591.7	103100	0.0431084	1
179576	5066.69	19457.8	53.7394	340.929	340929	285.922	4622.28	4314.13	51769.5	0.0583137	1
197048	61460.3	10681.5	346.377	178.244	178244	299.407	7074.74	6603.09	79237.1	0.0487828	1
194297	56003	11131	330.185	185.891	185891	300.538	6930.24	6468.22	77618.7	0.0492389	1
192412	521543	1853.04	788.068	82.8108	82810.8	221.403	10439.3	9743.35	116920	0.0405222	1
186687	325449	3180.42	638.309	92.7821	92782.1	237.377	9726.57	9078.14	108938	0.0419645	1
205000	226858	4632.04	574.791	104.846	104846	254.19	9106.98	8499.85	101998	0.0433337	1
214102	104142	8163.36	440.849	141.703	141703	286.883	7883.84	7358.25	88299	0.0464129	1
186625	23688.1	14679.9	188.897	254.862	254862	299.534	5820.84	5432.78	65193.4	0.0531333	1
182007	5310.66	19154.4	55.499	336.367	336367	286.837	4685.74	4373.36	52480.3	0.0580084	1
186250	37548.9	12987	262.203	220.642	220642	301.911	6337.92	5915.39	70984.7	0.0512262	1
212415	637621	1485.17	891.9	80.2156	80215.6	217.028	10676.9	9965.08	119581	0.04007	1
201931	71448.1	9953.21	372.913	166.587	166587	296.86	7308.66	6821.41	81857	0.0480665	1
188267	486675	2003.16	758.433	83.8913	83891.3	223.204	10348.4	9658.46	115902	0.040699	1
224242	690744	1360.76	940.837	79.3554	79355.4	215.566	10762.5	10045	120540	0.0399103	1
174372	4615.33	20106	50.4618	350.23	350230	283.991	4491.93	4192.47	50309.7	0.0589531	1
205252	601325	1583.35	858.822	80.9008	80900.8	218.189	10611.3	9903.85	118846	0.0401935	1
197770	258381	4078.49	595.78	100.087	100087	247.927	9329.58	8707.61	104491	0.0428285	1
210073	205153	5073.7	558.78	108.8	108800	259.017	8938.46	8342.56	100111	0.0437267	1
215208	650829	1452.31	904.022	79.9875	79987.5	216.641	10699.2	9985.93	119831	0.0400282	1
200451	574417	1664.89	834.598	81.474	81474	219.158	10558	9854.17	118250	0.0402945	1
216157	113197	7775.69	456.025	136.958	136958	284.064	8009.58	7475.61	89707.3	0.0460704	1
228464	708173	1323.97	956.967	79.1027	79102.7	215.136	10788.4	10069.2	120830	0.0398623	1
204036	76029.1	9654.02	383.979	162.062	162062	295.555	7404.66	6911.01	82932.2	0.0477802	1
215108	180493	5646.21	537.96	114.158	114158	265.013	8729.45	8147.48	97769.8	0.0442271	1
197011	553320	1735.06	815.838	81.9703	81970.3	219.993	10513.1	9812.24	117747	0.0403803	1
226654	700785	1339.35	950.127	79.2083	79208.3	215.316	10777.5	10059	120708	0.0398824	1
214475	647405	1460.69	900.876	80.0456	80045.6	216.74	10693.5	9980.59	119767	0.0400389	1
200826	244672	4307.36	586.879	102.03	102030	250.543	9235.83	8620.1	103441	0.0430394	1
166390	4052.76	21110.1	46.295	363.469	363469	281.086	4303.54	4016.64	48199.7	0.0599077	1
209030	620949	1528.74	876.658	80.519	80519	217.543	10647.5	9937.71	119253	0.0401251	1
184662	348098	2946.25	653.288	90.9541	90954.1	234.572	9839.46	9183.5	110202	0.041727	1
185765	35696.6	13203.5	253.813	224.95	224950	301.767	6270.03	5852.02	70224.3	0.0514669	1
195983	546637	1758.56	809.946	82.1371	82137.1	220.274	10498.2	9798.35	117580	0.0404088	1
191695	50760.4	11602.8	313.224	194.272	194272	301.373	6778.69	6326.78	75921.3	0.0497289	1
198121	256757	4104.7	594.738	100.308	100308	248.228	9318.71	8697.46	104370	0.0428528	1
227703	705081	1330.37	954.104	79.1466	79146.6	215.211	10783.9	10064.9	120779	0.0398707	1
202720	236513	4452.1	581.433	103.276	103276	252.178	9177.82	8565.97	102792	0.0431712	1
204796	77745.3	9546.87	387.97	160.479	160479	295.052	7439.03	6943.1	83317.1	0.0476787	1
198238	256222	4113.39	594.394	100.381	100381	248.328	9315.11	8694.11	104329	0.0428609	1
217288	119849	7511.72	466.393	133.844	133844	282.02	8095.75	7556.04	90672.4	0.0458393	1
217480	164409	6067.67	522.286	118.288	118288	269.215	8581.02	8008.95	96107.5	0.0445916	1
168581	4194.94	20832.6	47.3603	359.947	359947	281.878	4354.04	4063.77	48765.3	0.0596482	1
187958	314698	3302.52	631.376	93.7473	93747.3	238.833	9669.43	9024.81	108298	0.042086	1
192538	522485	1849.3	788.881	82.7841	82784.1	221.359	10441.6	9745.5	116946	0.0405178	1
184761	5622.03	18808	57.7397	330.992	330992	287.89	4760.22	4442.87	53314.5	0.057655	1
202850	235958	4462.18	581.057	103.363	103363	252.292	9173.82	8562.23	102747	0.0431804	1
192647	523298	1846.09	789.584	82.7611	82761.1	221.32	10443.6	9747.35	116968	0.040514	1
205837	223331	4700.22	572.301	105.447	105447	254.946	9080.49	8475.12	101701	0.0433949	1
211658	633960	1494.53	888.546	80.2807	80280.7	217.139	10670.5	9959.17	119510	0.0400819	1
206131	222088	4724.56	571.415	105.662	105662	255.215	9071.07	8466.34	101596	0.0434167	1
190755	295317	3542.3	619.081	95.6679	95667.9	241.675	9560.35	8923	107076	0.0423206	1
206042	80643.2	9371.6	394.531	157.931	157931	294.188	7495.25	6995.57	83946.8	0.0475139	1
181918	5301.32	19165.5	55.4317	336.536	336536	286.804	4683.4	4371.17	52454.1	0.0580196	1
205361	601910	1581.66	859.352	80.889	80889	218.169	10612.4	9904.89	118859	0.0401914	1
244287	768090	1209.26	1012.47	78.3203	78320.3	213.801	10870.8	10146.1	121753	0.0397106	1
191353	17660.3	15391.4	148.093	269.201	269201	297.878	5615.6	5241.22	62894.7	0.0539401	1
202965	588822	1620.21	847.529	81.1595	81159.5	218.627	10587.1	9881.26	118575	0.0402394	1
190326	298024	3507.22	620.787	95.3848	95384.8	241.261	9576.07	8937.66	107252	0.0422866	1
193989	55389.9	11184.1	328.278	186.816	186816	300.65	6913.18	6452.31	77427.7	0.0492934	1
202918	588559	1621	847.293	81.165	81165	218.636	10586.5	9880.78	118569	0.0402404	1
211877	196958	5254.97	552.227	110.467	110467	260.95	8871.23	8279.82	99357.8	0.043886	1
212811	99479.5	8377.59	432.512	144.417	144417	288.345	7814.67	7293.69	87524.3	0.0466041	1
196673	551148	1742.62	813.921	82.0239	82023.9	220.084	10508.3	9807.76	117693	0.0403895	1
206644	608697	1562.39	865.508	80.754	80754	217.941	10625.1	9916.79	119001	0.0401673	1
189199	495317	1963.67	765.685	83.6059	83605.9	222.73	10372	9680.5	116166	0.0406529	1
218045	663791	1421.37	915.952	79.7733	79773.3	216.277	10720.4	10005.7	120069	0.0399885	1
198319	64003.2	10485.2	353.483	175.012	175012	298.808	7137.82	6661.97	79943.6	0.048587	1
200423	68288.9	10171.6	364.902	169.986	169986	297.717	7238.55	6755.98	81071.8	0.0482784	1
196512	264309	3984.79	599.56	99.3022	99302.2	246.846	9368.72	8744.14	104930	0.0427412	1
197990	559514	1713.83	821.322	81.8199	81819.9	219.74	10526.6	9824.84	117898	0.0403545	1
174889	4656.57	20041.6	50.763	349.332	349332	284.182	4504.58	4204.27	50451.3	0.0588903	1
174975	4663.48	20030.9	50.8134	349.183	349183	284.213	4506.68	4206.23	50474.8	0.0588799	1
205618	79645.4	9431.17	392.296	158.791	158791	294.487	7476.14	6977.73	83732.8	0.0475697	1
201560	580862	1644.6	840.372	81.331	81331	218.916	10571.2	9866.44	118397	0.0402695	1
214870	107228	8027.26	446.166	140.014	140014	285.919	7927.89	7399.37	88792.4	0.0462922	1
188237	43143.9	12365.6	285.512	208.517	208517	302	6534.66	6099.02	73188.2	0.0505441	1
206017	605399	1571.69	862.515	80.8191	80819.1	218.051	10619	9911.03	118932	0.040179	1
200344	573789	1666.9	834.036	81.4881	81488.1	219.181	10556.7	9852.96	118236	0.040297	1
207969	85383.4	9099.17	404.812	154.07	154070	292.744	7582.66	7077.15	84925.8	0.0472605	1
169481	4255.77	20719	47.8133	358.477	358477	282.204	4375.04	4083.37	49000.4	0.0595411	1
193208	53830.1	11321.5	323.337	189.234	189234	300.918	6869	6411.07	76932.8	0.0494354	1
