"# Values[S].InitialValue"	"[Z]"	"[mu2]"	"[mZ]"	"[mF]"	"[F]"	"[mP]"	"[PE]"	"[PG]"	"[PM]"	"[I]"	"(R21 - production I).PM0_5"
184089	5564.66	18854.3	57.2853	443.319	443319	291.813	4817.24	4496.09	53953	0.0676361	72000
203929	76090.7	9646.86	383.984	166.573	166573	299.589	7508.88	7008.29	84099.5	0.0480656	72000
185986	38002	12918.6	263.839	268.105	268105	312.934	6590.91	6151.52	73818.2	0.053878	72000
178267	4959.62	19587	52.9305	453.476	453476	289.109	4653.26	4343.04	52116.5	0.0690573	72000
193513	527018	1835.69	793.488	76.2575	76257.5	195.93	9256.4	8639.31	103672	0.0392848	72000
175795	4743.13	19896.4	51.3618	457.278	457278	288.004	4587.35	4281.53	51378.3	0.0696339	72000
213200	639632	1483.56	894.408	73.7277	73727.7	190.939	9395.15	8768.8	105226	0.0387	72000
173725	4575.68	20155.8	50.1415	460.266	460266	287.095	4533.55	4231.32	50775.8	0.0701068	72000
205958	224534	4682.16	573.663	99.5108	99510.8	238.182	8496.6	7930.16	95161.9	0.0427645	72000
183271	5469.59	18958	56.6025	444.864	444864	291.423	4793.33	4473.78	53685.3	0.067842	72000
174759	4657.86	20026.2	50.7412	458.795	458795	287.548	4560.27	4256.25	51075	0.0698718	72000
203361	235532	4475.35	581.299	97.6259	97625.9	235.142	8540.35	7971	95652	0.0425508	72000
211145	94133.5	8637.36	422.479	147.612	147612	289.795	7724.93	7209.93	86519.2	0.0468252	72000
196373	546827	1761.92	810.793	75.721	75721	194.872	9284.03	8665.1	103981	0.0391671	72000
195716	59375.8	10840.1	340.063	195.677	195677	308.142	7218.14	6736.93	80843.2	0.0498102	72000
193022	54106.7	11286.5	323.895	208.901	208901	310.31	7096.56	6623.46	79481.5	0.0505658	72000
201968	71891.2	9919.03	373.834	172.489	172489	301.861	7446.48	6950.05	83400.6	0.0484327	72000
215125	182427	5603.14	540.128	108.424	108424	251.448	8311.03	7756.96	93083.6	0.0436902	72000
216089	653198	1449.98	906.862	73.4906	73490.6	190.472	9409.36	8782.07	105385	0.0386409	72000
206927	608274	1567.24	865.794	74.3216	74321.6	192.11	9360.52	8736.49	104838	0.0388446	72000
192037	515910	1879.93	783.898	76.5807	76580.7	196.568	9240.16	8624.15	103490	0.0393542	72000
209147	210932	4956.04	563.697	102.068	102068	242.177	8440	7877.34	94528	0.0430435	72000
185453	25654.9	14419.3	200.689	328.338	328338	309.479	6083.14	5677.6	68131.2	0.0574829	72000
177476	4888.25	19685.9	52.4142	454.721	454721	288.753	4631.97	4323.18	51878.1	0.0692432	72000
213761	102614	8233.6	438.225	141.115	141115	285.36	7806.15	7285.74	87428.9	0.046371	72000
202359	583365	1640.65	843.295	74.8465	74846.5	193.146	9331.04	8708.97	104508	0.0389684	72000
196483	60872.4	10720.2	344.421	192.355	192355	307.457	7249.53	6766.23	81194.7	0.0496176	72000
213723	642123	1477.29	896.692	73.6833	73683.3	190.851	9397.79	8771.27	105255	0.038689	72000
207654	612062	1556.64	869.235	74.2461	74246.1	191.961	9364.84	8740.52	104886	0.0388265	72000
208144	85971	9065.39	405.994	155.131	155131	294.191	7635.93	7126.86	85522.4	0.0473305	72000
190689	505053	1925.34	774.615	76.9137	76913.7	197.224	9223.74	8608.82	103306	0.0394246	72000
194777	275002	3828.93	606.909	91.964	91964	225.543	8684.31	8105.35	97264.2	0.0418594	72000
183844	5535.82	18885.4	57.0782	443.786	443786	291.696	4810.05	4489.38	53872.6	0.0676979	72000
197362	62593	10585.8	349.313	188.747	188747	306.641	7284.07	6798.46	81581.6	0.0494069	72000
183084	5448.32	18981.7	56.4496	445.212	445212	291.334	4787.89	4468.7	53624.4	0.0678889	72000
189094	309213	3373.2	628.504	88.1577	88157.7	218.719	8794.32	8208.03	98496.4	0.0413432	72000
196937	550519	1748.83	814.045	75.6262	75626.2	194.685	9289.01	8669.74	104037	0.039146	72000
191792	291518	3597.96	617.304	90.0173	90017.3	222.088	8739.02	8156.42	97877.1	0.0416014	72000
186444	331702	3118.13	643.039	86.0869	86086.9	214.894	8859.89	8269.23	99230.8	0.0410404	72000
189902	498316	1954.67	768.901	77.1295	77129.5	197.649	9213.26	8599.04	103188	0.0394697	72000
194439	533656	1810.27	799.258	76.0722	76072.2	195.565	9265.84	8648.12	103777	0.0392445	72000
199894	568964	1686.35	830.405	75.175	75175	193.795	9313.08	8692.21	104307	0.0390441	72000
224428	689942	1365.73	940.749	72.8994	72899.4	189.307	9445.88	8816.16	105794	0.0384899	72000
182859	5423.12	19010.1	56.2686	445.626	445626	291.228	4781.4	4462.64	53551.7	0.0679449	72000
203834	591638	1615.51	850.741	74.6664	74666.4	192.791	9341.04	8718.31	104620	0.0389263	72000
199883	568898	1686.57	830.345	75.1766	75176.6	193.798	9313	8692.13	104306	0.0390445	72000
187813	319166	3256.3	634.884	87.2036	87203.6	216.966	8823.97	8235.71	98828.5	0.0412058	72000
205464	600517	1589.38	858.762	74.4796	74479.6	192.422	9351.54	8728.11	104737	0.0388822	72000
201385	577765	1658.12	838.27	74.9719	74971.9	193.394	9324.14	8702.53	104430	0.0389974	72000
215508	650511	1456.52	904.391	73.5367	73536.7	190.562	9406.58	8779.47	105354	0.0386525	72000
194673	275543	3821.03	607.25	91.8968	91896.8	225.425	8686.15	8107.07	97284.9	0.0418507	72000
198194	258343	4084.58	596.324	94.164	94164	229.354	8625.91	8050.85	96610.2	0.0421377	72000
209217	620056	1534.74	876.512	74.0904	74090.4	191.654	9373.84	8748.91	104987	0.0387889	72000
207504	611285	1558.8	868.529	74.2615	74261.5	191.992	9363.96	8739.7	104876	0.0388302	72000
192254	52585.8	11422.8	318.965	213.214	213214	310.848	7057.92	6587.39	79048.7	0.0508093	72000
176412	4795.37	19819.2	51.7411	456.353	456353	288.278	4603.62	4296.71	51560.6	0.0694913	72000
188540	20232.4	15077.1	165.996	352.456	352456	307.059	5865.98	5474.92	65699	0.0591097	72000
205480	226551	4643.28	575.088	99.1535	99153.5	237.612	8504.75	7937.77	95253.2	0.0427246	72000
188172	43912.4	12269.9	288.13	242.805	242805	312.867	6802.14	6348.67	76184	0.0524609	72000
221332	676680	1395.09	928.498	73.1048	73104.8	189.712	9433.01	8804.15	105650	0.038543	72000
220362	672436	1404.72	924.581	73.1724	73172.4	189.845	9428.83	8800.24	105603	0.0385603	72000
203470	75089.9	9710.24	381.612	167.917	167917	300.134	7494.53	6994.9	83938.8	0.0481497	72000
195156	538635	1791.67	803.606	75.937	75937	195.298	9272.8	8654.62	103855	0.0392149	72000
224509	690280	1365	941.062	72.8942	72894.2	189.297	9446.21	8816.46	105798	0.0384885	72000
198071	557764	1723.73	820.449	75.4447	75444.7	194.327	9298.61	8678.7	104144	0.0391053	72000
199120	254095	4153.66	593.586	94.7669	94766.9	230.381	8610.48	8036.45	96437.4	0.0422117	72000
194285	56585.4	11071.6	331.669	202.365	202365	309.343	7156.02	6678.95	80147.4	0.0501943	72000
202476	239323	4406.94	583.861	97.0106	97010.6	234.133	8555.05	7984.71	95816.5	0.0424794	72000
204429	594911	1605.78	853.694	74.5968	74596.8	192.653	9344.94	8721.94	104663	0.0389099	72000
177121	4856.86	19730.4	52.1869	455.271	455271	288.594	4622.48	4314.31	51771.7	0.0693262	72000
198979	254736	4143.12	594.001	94.6747	94674.7	230.224	8612.83	8038.64	96463.7	0.0422005	72000
225684	695203	1354.39	945.615	72.8201	72820.1	189.152	9450.9	8820.84	105850	0.0384692	72000
190942	507148	1916.4	776.399	76.8481	76848.1	197.094	9226.95	8611.82	103342	0.0394108	72000
198528	560620	1714.04	822.982	75.3746	75374.6	194.189	9302.35	8682.19	104186	0.0390895	72000
190240	301262	3471.42	623.454	88.9662	88966.2	220.191	8769.89	8185.23	98222.8	0.0414569	72000
177469	4887.59	19686.9	52.4095	454.732	454732	288.75	4631.78	4322.99	51875.9	0.0692449	72000
188243	44080.5	12252.3	288.777	242.146	242146	312.848	6807.71	6353.86	76246.3	0.0524242	72000
200716	69299.8	10095.5	367.3	176.538	176538	303.238	7404.88	6911.22	82934.7	0.0486796	72000
199477	66788.9	10273.1	360.757	180.793	180793	304.545	7362.03	6871.23	82454.7	0.0489359	72000
185348	448372	2204.25	727.828	78.9856	78985.6	201.292	9127.88	8519.36	102232	0.0398399	72000
196450	60806.8	10725.4	344.232	192.497	192497	307.488	7248.18	6764.97	81179.6	0.0496259	72000
198454	560161	1715.59	822.574	75.3859	75385.9	194.211	9301.75	8681.63	104180	0.039092	72000
200503	68865.1	10125.8	366.183	177.25	177250	303.466	7397.65	6904.47	82853.7	0.0487228	72000
190837	297395	3520.81	621.009	89.3752	89375.2	220.932	8757.76	8173.91	98087	0.0415136	72000
192545	519810	1864.15	787.255	76.4653	76465.3	196.34	9245.92	8629.53	103554	0.0393296	72000
214846	106749	8049.72	445.444	138.325	138325	283.256	7842.43	7319.6	87835.2	0.0461702	72000
223790	687240	1371.62	938.252	72.9406	72940.6	189.389	9443.29	8813.74	105765	0.0385006	72000
205117	598649	1594.81	857.072	74.5184	74518.4	192.498	9349.35	8726.06	104713	0.0388914	72000
200815	574438	1668.68	835.292	75.0478	75047.8	193.543	9319.99	8698.66	104384	0.0390149	72000
184922	350107	2932.18	655.304	84.6026	84602.6	212.108	8909.85	8315.86	99790.4	0.0408121	72000
208454	616178	1545.29	872.979	74.1654	74165.4	191.802	9369.5	8744.86	104938	0.038807	72000
192579	53231.7	11364.5	321.074	211.353	211353	310.625	7074.54	6602.9	79234.8	0.0507044	72000
184405	431917	2301.08	714.86	79.7154	79715.4	202.717	9096.43	8490	101880	0.0399778	72000
185298	26163.2	14356.1	203.7	325.909	325909	309.693	6104.37	5697.41	68368.9	0.0573266	72000
199563	66961.9	10260.7	361.215	180.489	180489	304.456	7365.07	6874.06	82488.8	0.0489176	72000
218540	129007	7176.24	479.904	126.296	126296	272.633	8010.71	7476.67	89720	0.0452555	72000
196028	544541	1770.12	808.783	75.7805	75780.5	194.989	9280.92	8662.2	103946	0.0391803	72000
200441	68737.7	10134.7	365.854	177.461	177461	303.533	7395.52	6902.48	82829.8	0.0487355	72000
199133	564346	1701.56	826.292	75.2846	75284.6	194.011	9307.17	8686.69	104240	0.0390691	72000
179835	5107.87	19390.5	54.0005	450.919	450919	289.822	4696.12	4383.04	52596.5	0.0686839	72000
185690	339970	3032.2	648.503	85.3984	85398.4	213.606	8882.74	8290.56	99486.7	0.0409357	72000
179674	5092.19	19410.7	53.8874	451.187	451187	289.748	4691.67	4378.89	52546.7	0.0687226	72000
211403	94901	8599.21	423.959	146.975	146975	289.387	7732.7	7217.19	86606.3	0.0467815	72000
206989	83117.8	9225.56	399.886	158.132	158132	295.748	7601.7	7094.92	85139.1	0.0475269	72000
183689	377014	2692.67	673.959	82.7208	82720.8	208.528	8977.29	8378.8	100546	0.0405072	72000
178741	5003.48	19527.6	53.2473	452.715	452715	289.323	4666.13	4355.05	52260.6	0.068945	72000
215058	648413	1461.66	902.464	73.573	73573	190.634	9404.4	8777.44	105329	0.0386616	72000
220971	675107	1398.65	927.045	73.1298	73129.8	189.761	9431.47	8802.7	105632	0.0385494	72000
193711	55461.1	11168	328.181	205.256	205256	309.794	7129.57	6654.27	79851.2	0.0503591	72000
202238	72457.6	9881.35	375.233	171.647	171647	301.557	7455.24	6958.23	83498.7	0.0483809	72000
192566	286996	3659.09	614.458	90.5288	90528.8	223.003	8724.35	8142.72	97712.7	0.0416703	72000
191961	16791.9	15472.8	141.596	365.783	365783	305.485	5739.47	5356.84	64282.1	0.0600806	72000
208752	87528	8980.41	409.248	153.582	153582	293.345	7653.87	7143.61	85723.3	0.047228	72000
196181	545554	1766.47	809.673	75.754	75754	194.937	9282.3	8663.48	103962	0.0391745	72000
215744	651602	1453.86	905.395	73.5179	73517.9	190.525	9407.71	8780.53	105366	0.0386478	72000
202886	237565	4438.49	582.676	97.2939	97293.9	234.599	8548.25	7978.37	95740.4	0.0425124	72000
192022	52121.5	11465.1	317.434	214.578	214578	311.004	7045.77	6576.06	78912.7	0.0508861	72000
176470	4800.39	19811.8	51.7776	456.265	456265	288.304	4605.18	4298.16	51578	0.0694777	72000
210811	93158.5	8686.31	420.583	148.437	148437	290.314	7714.91	7200.59	86407	0.0468817	72000
188194	316061	3292.07	632.886	87.4946	87494.6	217.502	8814.83	8227.18	98726.1	0.0412481	72000
215207	649109	1459.95	903.103	73.5609	73560.9	190.61	9405.12	8778.11	105337	0.0386585	72000
202271	72528.2	9876.68	375.407	171.543	171543	301.519	7456.33	6959.24	83510.9	0.0483745	72000
203003	587009	1629.49	846.57	74.7664	74766.4	192.988	9335.47	8713.1	104557	0.0389497	72000
189393	46669.7	11987.3	298.483	232.426	232426	312.447	6890.34	6430.98	77171.8	0.0518834	72000
186933	468937	2094.06	744.446	78.1617	78161.7	199.678	9164.77	8553.79	102645	0.0396792	72000
197805	260156	4055.6	597.487	93.912	93912	228.923	8632.43	8056.93	96683.2	0.0421065	72000
187466	42195.6	12452.3	281.387	249.738	249738	313.008	6743.86	6294.27	75531.2	0.0528471	72000
211737	632567	1501.65	887.937	73.8557	73855.7	191.191	9387.57	8761.73	105141	0.0387316	72000
207223	609825	1562.88	867.202	74.2906	74290.6	192.049	9362.3	8738.14	104858	0.0388371	72000
200083	68010.5	10185.9	363.968	178.679	178679	303.913	7383.21	6890.99	82691.9	0.048809	72000
208413	615968	1545.86	872.788	74.1695	74169.5	191.81	9369.26	8744.64	104936	0.038808	72000
183586	5505.73	18918.1	56.862	444.274	444274	291.573	4802.5	4482.33	53788	0.067763	72000
201592	243140	4339.49	586.41	96.4079	96407.9	233.136	8569.64	7998.33	95980	0.0424086	72000
190137	301948	3462.77	623.888	88.8948	88894.8	220.062	8772.02	8187.22	98246.7	0.041447	72000
217881	661380	1430.41	914.39	73.3528	73352.8	190.2	9417.74	8789.89	105479	0.0386062	72000
210778	627860	1513.94	883.634	73.9427	73942.7	191.363	9382.45	8756.95	105083	0.0387529	72000
220784	674288	1400.51	926.29	73.1428	73142.8	189.787	9430.66	8801.95	105623	0.0385527	72000
194299	14818.4	15701.8	126.897	373.056	373056	304.551	5667.92	5290.06	63480.7	0.0606371	72000
205124	598686	1594.7	857.106	74.5176	74517.6	192.497	9349.4	8726.1	104713	0.0388912	72000
225427	694133	1356.68	944.625	72.8362	72836.2	189.183	9449.88	8819.89	105839	0.0384734	72000
215289	649488	1459.02	903.452	73.5543	73554.3	190.597	9405.52	8778.48	105342	0.0386569	72000
208881	618355	1539.35	874.962	74.1231	74123.1	191.719	9371.94	8747.14	104966	0.0387968	72000
194714	57423.1	11001	334.227	200.286	200286	308.994	7175.19	6696.84	80362.1	0.0500754	72000
176483	4801.44	19810.3	51.7852	456.246	456246	288.31	4605.5	4298.47	51581.6	0.0694748	72000
163563	3886.72	21444.9	45.0143	472.832	472832	282.805	4284.47	3998.84	47986.1	0.0723188	72000
200900	574936	1667.09	835.738	75.0364	75036.4	193.521	9320.61	8699.24	104391	0.0390123	72000
203447	589491	1621.96	848.805	74.7126	74712.6	192.882	9338.47	8715.9	104591	0.0389371	72000
189629	495908	1965.38	766.867	77.2084	77208.4	197.804	9209.46	8595.49	103146	0.039486	72000
220963	675072	1398.73	927.013	73.1303	73130.3	189.762	9431.43	8802.67	105632	0.0385495	72000
214266	644694	1470.86	899.05	73.6379	73637.9	190.762	9400.5	8773.8	105286	0.0386778	72000
191192	50445.9	11620.5	311.807	219.7	219700	311.524	7000.57	6533.87	78406.4	0.0511735	72000
187655	476853	2054.55	750.957	77.8679	77867.9	199.101	9178.3	8566.42	102797	0.0396206	72000
185989	336530	3067.46	646.221	85.6804	85680.4	214.134	8873.31	8281.76	99381.1	0.0409788	72000
199012	563607	1704.02	825.635	75.3024	75302.4	194.046	9306.22	8685.8	104230	0.0390731	72000
183630	5510.89	18912.5	56.8991	444.19	444190	291.594	4803.8	4483.54	53802.5	0.0677518	72000
236875	739523	1264.88	986.655	72.1983	72198.3	187.93	9491.31	8858.56	106303	0.0383034	72000
223910	687750	1370.51	938.723	72.9328	72932.8	189.373	9443.78	8814.19	105770	0.0384985	72000
206856	607903	1568.28	865.457	74.329	74329	192.125	9360.1	8736.09	104833	0.0388463	72000
197208	552273	1742.69	815.593	75.5817	75581.7	194.597	9291.35	8671.93	104063	0.0391361	72000
211673	632254	1502.46	887.651	73.8614	73861.4	191.202	9387.23	8761.41	105137	0.038733	72000
212692	98940	8403.87	431.564	143.79	143790	287.262	7772.18	7254.03	87048.4	0.0465602	72000
187900	479400	2042.15	753.065	77.776	77776	198.92	9182.58	8570.41	102845	0.039602	72000
210202	206315	5053.84	560.153	103	103000	243.594	8420.12	7858.78	94305.4	0.0431422	72000
184360	5597.13	18819.8	57.5185	442.797	442797	291.944	4825.25	4503.57	54042.8	0.0675671	72000
205295	599608	1592.02	857.94	74.4984	74498.4	192.459	9350.48	8727.11	104725	0.0388867	72000
236795	739218	1265.46	986.372	72.2023	72202.3	187.938	9491.05	8858.31	106300	0.0383044	72000
195770	542807	1776.39	807.261	75.826	75826	195.079	9278.56	8659.98	103920	0.0391904	72000
192967	15927.7	15571.8	135.212	368.966	368966	305.083	5708.39	5327.83	63934	0.0603217	72000
209649	208745	5002.05	562.029	102.505	102505	242.844	8430.63	7868.59	94423.1	0.04309	72000
220517	673120	1403.16	925.212	73.1614	73161.4	189.823	9429.5	8800.87	105610	0.0385575	72000
217394	659174	1435.64	912.359	73.3896	73389.6	190.273	9415.49	8787.79	105454	0.0386155	72000
198524	64887.7	10412.3	355.654	184.258	184258	305.511	7327.75	6839.23	82070.8	0.0491422	72000
203007	587032	1629.41	846.592	74.7659	74765.9	192.987	9335.5	8713.13	104558	0.0389496	72000
183315	5474.6	18952.4	56.6385	444.782	444782	291.444	4794.61	4474.97	53699.6	0.067831	72000
202083	241015	4376.86	584.994	96.7414	96741.4	233.689	8561.54	7990.77	95889.2	0.0424479	72000
198182	64209.8	10462.9	353.802	185.548	185548	305.849	7315.12	6827.44	81929.3	0.0492186	72000
193767	55572.4	11158.4	328.529	204.965	204965	309.751	7132.23	6656.75	79881	0.0503425	72000
196051	544693	1769.57	808.916	75.7765	75776.5	194.982	9281.13	8662.39	103949	0.0391795	72000
179490	5074.42	19433.8	53.7593	451.492	451492	289.664	4686.6	4374.16	52490	0.0687667	72000
202745	585553	1633.93	845.261	74.7983	74798.3	193.051	9333.7	8711.46	104537	0.0389571	72000
208065	85771.7	9076.39	405.573	155.334	155334	294.299	7633.59	7124.69	85496.2	0.0473439	72000
174028	4599.45	20117.8	50.3152	459.84	459840	287.227	4541.34	4238.59	50863	0.0700382	72000
200242	68333.1	10163.1	364.807	178.135	178135	303.745	7388.69	6896.11	82753.4	0.0487762	72000
216158	653519	1449.2	907.156	73.4851	73485.1	190.461	9409.69	8782.38	105389	0.0386396	72000
211294	630400	1507.28	885.955	73.8955	73895.5	191.27	9385.22	8759.54	105114	0.0387414	72000
211087	93963.2	8645.87	422.149	147.755	147755	289.885	7723.19	7208.31	86499.7	0.046835	72000
223404	685600	1375.22	936.736	72.9657	72965.7	189.438	9441.71	8812.26	105747	0.0385071	72000
207334	83956	9177.89	401.7	157.227	157227	295.29	7611.95	7104.48	85253.8	0.047468	72000
207521	84415.8	9151.96	402.688	156.74	156740	295.039	7617.5	7109.66	85316	0.0474362	72000
252494	794998	1165.42	1037.98	71.5144	71514.4	186.592	9538.1	8902.23	106827	0.0381129	72000
209939	623687	1524.99	879.824	74.0211	74021.1	191.517	9377.86	8752.67	105032	0.0387721	72000
191514	293192	3575.72	618.358	89.8318	89831.8	221.754	8744.4	8161.44	97937.3	0.0415761	72000
209961	207378	5031.1	560.977	102.782	102782	243.265	8424.73	7863.08	94357	0.0431193	72000
210986	202813	5129.74	557.402	103.729	103729	244.69	8404.8	7844.48	94133.8	0.0432185	72000
206128	81070.4	9344.22	395.384	160.426	160426	296.867	7575.99	7070.92	84851.1	0.0476753	72000
209187	210758	4959.68	563.565	102.103	102103	242.229	8439.26	7876.64	94519.7	0.0430472	72000
212431	98089.8	8444.26	429.989	144.438	144438	287.706	7764.06	7246.46	86957.5	0.0466056	72000
202353	72701	9865.26	375.832	171.29	171290	301.426	7458.97	6961.71	83540.5	0.0483589	72000
215123	107891	8000.33	447.388	137.593	137593	282.682	7852.11	7328.64	87943.6	0.0461168	72000
219095	139852	6807.23	494.378	121.727	121727	267.873	8080.71	7541.99	90503.9	0.0448831	72000
209793	208116	5015.38	561.546	102.632	102632	243.037	8427.92	7866.06	94392.7	0.0431035	72000
193696	528345	1830.55	794.639	76.22	76220	195.856	9258.3	8641.08	103693	0.0392767	72000
164574	3947.3	21315.1	45.4746	471.719	471719	283.22	4308.25	4021.03	48252.4	0.0721062	72000
212493	98290.9	8434.67	430.363	144.283	144283	287.601	7765.99	7248.26	86979.1	0.0465948	72000
166455	4064.13	21074.6	46.356	469.573	469573	284	4353.05	4062.85	48754.2	0.0717064	72000
212651	98804.6	8410.28	431.314	143.892	143892	287.333	7770.89	7252.83	87034	0.0465674	72000
183620	408862	2451.56	697.226	80.86	80860	204.942	9049.2	8445.92	101351	0.0401863	72000
195975	544184	1771.41	808.469	75.7898	75789.8	195.008	9280.44	8661.74	103941	0.0391824	72000
179232	5049.8	19466.1	53.5817	451.916	451916	289.547	4679.54	4367.57	52410.9	0.0688281	72000
197816	63487.6	10517.4	351.81	186.955	186955	306.205	7301.41	6814.65	81775.8	0.0493016	72000
174304	4621.35	20083.2	50.475	459.447	459447	287.348	4548.47	4245.24	50942.9	0.0699755	72000
194803	536197	1800.73	801.475	76.0028	76002.8	195.428	9269.41	8651.45	103817	0.0392293	72000
195261	58489	10912.5	337.435	197.73	197730	308.535	7198.93	6719	80628	0.0499286	72000
211660	95676.5	8561.01	425.443	146.342	146342	288.976	7740.47	7224.44	86693.2	0.0467378	72000
200506	68871.3	10125.3	366.199	177.24	177240	303.463	7397.75	6904.57	82854.8	0.0487221	72000
208863	87816.1	8964.86	409.844	153.302	153302	293.189	7657.14	7146.66	85759.9	0.0472094	72000
182822	5418.99	19014.8	56.2389	445.694	445694	291.21	4780.34	4461.65	53539.8	0.0679541	72000
207001	220119	4768.79	570.499	100.312	100312	239.449	8478.54	7913.3	94959.7	0.0428532	72000
174881	4667.76	20010.9	50.8134	458.618	458618	287.601	4563.45	4259.22	51110.6	0.0698438	72000
204038	76331	9631.77	384.55	166.256	166256	299.458	7512.28	7011.47	84137.6	0.0480457	72000
184266	361380	2827.44	663.01	83.7756	83775.6	210.541	8938.89	8342.96	100116	0.0406804	72000
194240	532246	1815.61	798.03	76.1111	76111.1	195.642	9263.85	8646.26	103755	0.039253	72000
224140	688722	1368.39	939.622	72.9179	72917.9	189.344	9444.71	8815.07	105781	0.0384947	72000
198391	64623.6	10431.9	354.935	184.757	184757	305.643	7322.85	6834.66	82016	0.0491718	72000
200756	69382.5	10089.8	367.512	176.403	176403	303.194	7406.25	6912.5	82950	0.0486715	72000
198831	65496.6	10367.3	357.303	183.124	183124	305.204	7338.91	6849.65	82195.8	0.0490749	72000
167763	4148.7	20908.1	46.9895	468.022	468022	284.546	4384.63	4092.32	49107.9	0.0714252	72000
179444	5070.08	19439.5	53.728	451.567	451567	289.643	4685.36	4373	52476	0.0687775	72000
196385	60680.5	10735.4	343.867	192.771	192771	307.547	7245.58	6762.54	81150.4	0.0496418	72000
194391	56792.7	11054.1	332.305	201.844	201844	309.257	7160.81	6683.42	80201.1	0.0501646	72000
216326	654291	1447.34	907.867	73.472	73472	190.435	9410.49	8783.12	105397	0.0386363	72000
192807	521794	1856.23	788.967	76.4073	76407.3	196.226	9248.83	8632.24	103587	0.0393171	72000
197892	63636.9	10506.1	352.223	186.661	186661	306.132	7304.27	6817.31	81807.8	0.0492843	72000
217431	119717	7519.52	466.36	130.803	130803	276.924	7945.19	7415.51	88986.1	0.0456084	72000
202362	583382	1640.6	843.31	74.8461	74846.1	193.145	9331.06	8708.99	104508	0.0389683	72000
185906	37733.2	12949.4	262.657	269.345	269345	312.909	6580.62	6141.91	73703	0.0539482	72000
185547	36431	13100.4	256.828	275.447	275447	312.75	6530.04	6094.7	73136.4	0.0542954	72000
188738	45217	12134.6	293.099	237.778	237778	312.697	6844.7	6388.39	76660.7	0.0521812	72000
191382	293999	3565.08	618.867	89.7431	89743.1	221.595	8746.98	8163.85	97966.2	0.041564	72000
195380	540171	1786.01	804.951	75.8958	75895.8	195.217	9274.93	8656.6	103879	0.0392058	72000
203874	591862	1614.84	850.943	74.6616	74661.6	192.781	9341.31	8718.56	104623	0.0389252	72000
213149	639387	1484.18	894.183	73.7321	73732.1	190.947	9394.88	8768.56	105223	0.0387011	72000
193007	523285	1850.32	790.255	76.3642	76364.2	196.141	9251	8634.27	103611	0.0393078	72000
185715	453679	2174.72	732.074	78.7641	78764.1	200.858	9137.65	8528.47	102342	0.0397973	72000
184375	431275	2305.02	714.361	79.7452	79745.2	202.775	9095.16	8488.82	101866	0.0399833	72000
196600	61101	10702.1	345.078	191.863	191863	307.351	7254.21	6770.6	81247.2	0.049589	72000
192327	52730.5	11409.7	319.439	212.793	212793	310.799	7061.67	6590.89	79090.7	0.0507856	72000
193562	55169.7	11193.3	327.267	206.025	206025	309.908	7122.58	6647.74	79772.9	0.0504028	72000
218920	134567	6983.14	487.494	123.872	123872	270.16	8047.37	7510.88	90130.6	0.0450599	72000
213950	103301	8202.51	439.443	140.636	140636	285.007	7812.31	7291.49	87497.9	0.0463368	72000
209772	622850	1527.23	879.06	74.037	74037	191.549	9376.94	8751.81	105022	0.0387759	72000
200360	571743	1677.34	832.884	75.1101	75110.1	193.666	9316.6	8695.49	104346	0.0390292	72000
233710	727426	1288.31	975.448	72.3605	72360.5	188.249	9480.58	8848.55	106183	0.0383473	72000
211287	630364	1507.37	885.923	73.8962	73896.2	191.271	9385.18	8759.5	105114	0.0387415	72000
193031	54124.9	11284.9	323.953	208.85	208850	310.303	7097.01	6623.88	79486.5	0.050563	72000
207964	613662	1552.21	870.689	74.2146	74214.6	191.899	9366.66	8742.21	104907	0.0388189	72000
193122	54305.6	11268.9	324.53	208.354	208354	310.236	7101.49	6628.06	79536.7	0.0505349	72000
176014	4761.54	19869	51.4955	456.952	456952	288.101	4593.11	4286.9	51442.8	0.0695834	72000
208464	616229	1545.15	873.026	74.1644	74164.4	191.8	9369.55	8744.92	104939	0.0388068	72000
205649	601510	1586.51	859.661	74.4591	74459.1	192.382	9352.7	8729.19	104750	0.0388773	72000
189240	492383	1981.27	763.9	77.3256	77325.6	198.035	9203.84	8590.25	103083	0.0395102	72000
164588	3948.18	21313.3	45.4813	471.703	471703	283.226	4308.59	4021.35	48256.2	0.0721032	72000
224691	691049	1363.33	941.773	72.8826	72882.6	189.274	9446.94	8817.15	105806	0.0384855	72000
212625	636870	1490.58	891.877	73.7773	73777.3	191.037	9392.2	8766.05	105193	0.0387123	72000
226581	698925	1346.47	949.057	72.7649	72764.9	189.043	9454.41	8824.12	105889	0.0384547	72000
216138	176466	5752.63	534.601	109.962	109962	253.551	8281.95	7729.82	92757.9	0.0438381	72000
186816	40487.5	12638.7	274.433	256.983	256983	313.051	6683.33	6237.78	74853.3	0.053252	72000
193922	55874.6	11132.3	329.471	204.179	204179	309.631	7139.4	6663.44	79961.3	0.0502978	72000
198213	558652	1720.71	821.236	75.4228	75422.8	194.284	9299.78	8679.79	104157	0.0391004	72000
188119	481631	2031.42	754.916	77.6964	77696.4	198.764	9186.3	8573.88	102887	0.039586	72000
192698	53466.4	11343.4	321.835	210.687	210687	310.542	7080.5	6608.46	79301.6	0.0506668	72000
206730	607244	1570.14	864.859	74.3423	74342.3	192.151	9359.34	8735.38	104825	0.0388495	72000
