"# Values[S].InitialValue"	"[Z]"	"[mu2]"	"[mZ]"	"[mF]"	"[F]"	"[mP]"	"[PE]"	"[PG]"	"[PM]"	"[I]"	"(R21 - production I).l_5"
180850	5200.7	19280	54.6867	382.189	382189	288.459	4691.82	4379.03	52548.4	0.0613668	0.11
213600	640075	1485.35	895.367	68.2378	68237.8	169.295	8328.42	7773.19	93278.3	0.037047	0.11
204103	235437	4486.5	582.157	88.1968	88196.8	205.249	7447.35	6950.86	83410.3	0.0413487	0.11
202148	580349	1653.35	841.176	69.2304	69230.4	170.998	8248.91	7698.98	92387.8	0.0374019	0.11
216585	109398	7955.69	451.061	117.317	117317	247.462	6894.15	6434.54	77214.5	0.0445074	0.11
208234	613456	1555.87	871.072	68.6515	68651.5	170	8294.2	7741.25	92895	0.037199	0.11
200778	572340	1678.81	834.011	69.3828	69382.8	171.263	8237.44	7688.28	92259.4	0.0374536	0.11
181498	5267.09	19199.1	55.1651	380.229	380229	288.706	4708.98	4395.05	52740.6	0.0612071	0.11
215290	648065	1465.37	902.695	68.1214	68121.4	169.098	8338.35	7782.46	93389.5	0.0370031	0.11
216934	655680	1446.8	909.691	68.0135	68013.5	168.917	8347.68	7791.17	93494	0.036962	0.11
193639	284289	3704.28	613.617	82.6193	82619.3	195.351	7610.06	7102.72	85232.7	0.0404903	0.11
183114	5441.39	18996.6	56.4198	375.203	375203	289.321	4752.35	4435.53	53226.3	0.0608054	0.11
213511	195039	5314.96	552.062	94.4122	94412.2	215.707	7297.26	6810.78	81729.3	0.0421683	0.11
199609	64851.4	10445.5	356.689	146.705	146705	273.015	6536.18	6100.43	73205.2	0.0467629	0.11
199491	255428	4140.52	595.345	85.6978	85697.8	200.865	7516.24	7015.16	84181.9	0.0409815	0.11
202163	69969.5	10078.3	370.165	141.636	141636	269.63	6590.69	6151.31	73815.8	0.0464081	0.11
201564	68749.8	10163.2	367.037	142.781	142781	270.427	6578.18	6139.63	73675.6	0.0464892	0.11
207621	81904.6	9321.23	398.404	132.096	132096	262.19	6700.3	6253.61	75043.4	0.0457072	0.11
194483	531628	1821.71	798.112	70.2472	70247.2	172.78	8175.66	7630.62	91567.4	0.0377343	0.11
199908	567121	1695.83	829.359	69.485	69485	171.441	8229.86	7681.2	92174.4	0.0374878	0.11
206716	79794.2	9446.14	393.697	133.593	133593	263.458	6682.41	6236.92	74843	0.0458205	0.11
204398	593021	1614.63	852.569	68.9995	68999.5	170.598	8266.63	7715.52	92586.2	0.0373222	0.11
187610	40356.6	12686.4	274.675	186.419	186419	289.579	6167.89	5756.69	69080.3	0.04927	0.11
190487	500430	1949.43	771.333	71.0315	71031.5	174.175	8123.83	7582.24	90986.9	0.0379728	0.11
195650	539777	1791.14	805.221	70.061	70061	172.451	8188.53	7642.63	91711.5	0.0376755	0.11
208574	216731	4846.9	568.975	90.8583	90858.3	209.81	7379.79	6887.8	82653.6	0.0417143	0.11
204787	232565	4539.42	580.197	88.5838	88583.8	205.919	7437.18	6941.37	83296.4	0.0414034	0.11
162564	3826.29	21582.1	44.5603	427.097	427097	281.507	4246.62	3963.51	47562.2	0.0656556	0.11
204744	594923	1608.97	854.285	68.9659	68965.9	170.54	8269.25	7717.96	92615.6	0.0373105	0.11
187607	325436	3192.78	639.757	79.1074	79107.4	188.947	7732.7	7217.19	86606.2	0.0398632	0.11
189987	496025	1968.96	767.613	71.1524	71152.4	174.392	8116.16	7575.09	90901	0.0380084	0.11
189447	310579	3363.92	630.205	80.2709	80270.9	191.079	7689.9	7177.24	86126.9	0.0400801	0.11
214086	99824.8	8383.79	434.346	121.667	121667	252.238	6833.39	6377.83	76533.9	0.0448781	0.11
228334	704860	1336.52	955.071	67.3798	67379.8	167.862	8405.11	7844.77	94137.2	0.0367105	0.11
196582	58975.3	10904.7	339.974	153.521	153521	277.017	6466.26	6035.18	72422.2	0.047224	0.11
173428	4548.15	20205.5	49.9522	402.653	402653	285.627	4502.95	4202.76	50433.1	0.0631527	0.11
201937	69506	10110.4	368.982	142.067	142067	269.932	6585.97	6146.91	73762.9	0.0464387	0.11
197004	267011	3956.95	602.738	84.3927	84392.7	198.542	7554.68	7051.04	84612.5	0.040779	0.11
186136	35776.4	13208.9	254.494	198.51	198510	292.188	6069.45	5664.82	67977.8	0.0499734	0.11
213181	638067	1490.46	893.529	68.2676	68267.6	169.346	8325.9	7770.84	93250	0.0370582	0.11
186506	336290	3076.52	646.862	78.3237	78323.7	187.508	7762.92	7245.4	86944.7	0.0397113	0.11
199708	65046.4	10430.9	357.22	146.499	146499	272.884	6538.36	6102.47	73229.6	0.0467487	0.11
214101	642462	1479.33	897.555	68.2027	68202.7	169.236	8331.4	7775.97	93311.7	0.0370338	0.11
215069	647030	1467.93	901.745	68.1363	68136.3	169.124	8337.07	7781.27	93375.2	0.0370088	0.11
219930	133812	7025.01	487.571	108.572	108572	236.662	7028.56	6559.99	78719.8	0.0437045	0.11
195421	56744.1	11090.7	333.228	156.448	156448	278.559	6437.29	6008.14	72097.7	0.0474171	0.11
206714	224517	4692.33	574.588	89.7093	89709.3	207.856	7408.29	6914.4	82972.8	0.0415594	0.11
230835	714934	1315.75	964.394	67.2618	67261.8	167.668	8416.34	7855.25	94263	0.0366618	0.11
216183	652217	1455.19	906.508	68.0622	68062.2	168.999	8343.45	7787.22	93446.7	0.0369806	0.11
203330	238701	4427.36	584.362	87.7658	87765.8	204.5	7458.83	6961.57	83538.8	0.0412872	0.11
215853	650690	1458.92	905.105	68.0839	68083.9	169.035	8341.58	7785.47	93425.7	0.0369889	0.11
209415	619494	1539.31	876.565	68.554	68554	169.833	8302.12	7748.64	92983.7	0.0371637	0.11
182444	5367.54	19080.6	55.8884	377.311	377311	289.066	4734.27	4418.65	53023.8	0.0609725	0.11
216422	653324	1452.5	907.524	68.0466	68046.6	168.972	8344.81	7788.49	93461.8	0.0369746	0.11
196688	268541	3933.58	603.706	84.2276	84227.6	198.246	7559.68	7055.7	84668.4	0.0407528	0.11
211074	627798	1517.09	884.138	68.4235	68423.5	169.61	8312.86	7758.67	93104	0.037116	0.11
191107	505699	1926.58	775.804	70.8904	70890.4	173.923	8132.89	7590.7	91088.3	0.037931	0.11
203292	238864	4424.43	584.471	87.7445	87744.5	204.462	7459.4	6962.1	83545.2	0.0412841	0.11
195698	273451	3859.91	606.805	83.7086	83708.6	197.315	7575.6	7070.56	84846.7	0.0406695	0.11
235642	733676	1278.51	981.745	67.0513	67051.3	167.325	8436.81	7874.35	94492.2	0.0365731	0.11
166014	4033.72	21140.4	46.1358	419.961	419961	282.808	4325.75	4037.37	48448.4	0.0648737	0.11
211309	91345.7	8802.23	418.173	126.156	126156	256.772	6774.13	6322.52	75870.2	0.0452443	0.11
198111	61927.2	10668.7	348.551	149.948	149948	274.994	6502.47	6068.97	72827.6	0.0469844	0.11
189438	491006	1991.72	763.394	71.2935	71293.5	174.645	8107.31	7566.82	90801.9	0.0380494	0.11
178648	4988.01	19554.6	53.1513	388.63	388630	287.619	4634.38	4325.43	51905.1	0.0619045	0.11
184417	422994	2362.18	708.668	73.6317	73631.7	178.884	7974.33	7442.71	89312.5	0.0386762	0.11
194810	55567	11191.6	329.572	158.078	158078	279.375	6421.4	5993.31	71919.7	0.0475235	0.11
196160	543239	1778.47	808.253	69.9841	69984.1	172.316	8193.92	7647.66	91771.9	0.037651	0.11
194236	54459.9	11288.3	326.068	159.67	159670	280.144	6406.05	5978.98	71747.8	0.0476266	0.11
169761	4280.44	20665.8	47.9797	411.567	411567	284.23	4414.04	4119.77	49437.2	0.0640109	0.11
183409	5474.68	18959.5	56.6593	374.263	374263	289.433	4760.36	4443.01	53316.1	0.0607314	0.11
210811	626495	1520.53	882.949	68.4437	68443.7	169.645	8311.18	7757.11	93085.3	0.0371234	0.11
203821	589824	1624.22	849.688	69.0566	69056.6	170.697	8262.21	7711.39	92536.7	0.0373421	0.11
174349	4620.25	20090.4	50.4796	400.296	400296	285.979	4525.72	4224	50688	0.0629348	0.11
203868	73520.1	9839.55	378.998	138.503	138503	267.348	6625.6	6183.9	74206.8	0.0461831	0.11
218949	664813	1425.1	918.094	67.8879	67887.9	168.706	8358.7	7801.46	93617.5	0.0369135	0.11
218730	663828	1427.41	917.187	67.9012	67901.2	168.728	8357.52	7800.36	93604.3	0.0369186	0.11
187642	40438.4	12677.3	275.017	186.221	186221	289.529	6169.54	5758.24	69098.8	0.0492583	0.11
197518	60780.2	10759	345.263	151.298	151298	275.777	6488.67	6056.1	72673.1	0.0470754	0.11
214515	644423	1474.42	899.353	68.1741	68174.1	169.187	8333.84	7778.25	93339	0.037023	0.11
187340	469484	2095.69	745.562	71.9422	71942.2	175.812	8067.95	7530.08	90361	0.0382331	0.11
215763	183792	5581.53	542.355	96.49	96490	219.043	7252.44	6768.94	81227.3	0.0424183	0.11
182956	5423.77	19016.4	56.293	375.703	375703	289.261	4748.07	4431.54	53178.4	0.0608449	0.11
222407	680017	1390.27	932.112	67.6871	67687.1	168.371	8376.68	7818.23	93818.8	0.0368346	0.11
185022	5665.54	18756	58.032	369	369000	290.046	4804.69	4484.38	53812.6	0.0603242	0.11
216780	110273	7918.61	452.514	116.951	116951	247.042	6899.43	6439.47	77273.6	0.0444754	0.11
208403	83785.4	9212.81	402.505	130.818	130818	261.078	6715.78	6268.06	75216.8	0.0456095	0.11
187752	40726.8	12645.5	276.218	185.527	185527	289.353	6175.34	5763.65	69163.8	0.0492174	0.11
209449	86391.6	9066.87	408.05	129.129	129129	259.565	6736.57	6287.46	75449.5	0.0454789	0.11
193393	52821.8	11434.7	320.764	162.137	162137	281.281	6382.58	5957.08	71484.9	0.0477849	0.11
178532	4977.39	19568.9	53.0745	388.957	388957	287.575	4631.42	4322.66	51871.9	0.0619324	0.11
203466	238125	4437.72	583.974	87.8413	87841.3	204.631	7456.81	6959.68	83516.2	0.041298	0.11
187004	38672.8	12874.7	267.499	190.633	190633	290.583	6133.06	5724.19	68690.3	0.0495173	0.11
207255	81043.5	9371.77	396.497	132.698	132698	262.705	6693.07	6246.87	74962.4	0.045753	0.11
205103	596878	1603.2	856.05	68.9316	68931.6	170.481	8271.93	7720.46	92645.6	0.0372985	0.11
209717	87078.9	9029.18	409.487	128.699	128699	259.171	6741.92	6292.46	75509.5	0.0454454	0.11
175010	4673.31	20007.9	50.8668	398.575	398575	286.231	4542.16	4239.35	50872.1	0.0627778	0.11
195270	537164	1800.83	802.936	70.1199	70119.9	172.555	8184.43	7638.8	91665.6	0.0376942	0.11
207378	221741	4746.67	572.61	90.1119	90111.9	208.543	7398.19	6904.98	82859.7	0.0416142	0.11
218163	661274	1433.44	914.836	67.9361	67936.1	168.787	8354.45	7797.49	93569.9	0.0369321	0.11
196839	547757	1762.2	812.221	69.8854	69885.4	172.142	8200.88	7654.15	91849.8	0.0376193	0.11
200080	252789	4184.02	593.641	86.0091	86009.1	201.416	7507.34	7006.85	84082.2	0.0410286	0.11
220538	671870	1408.74	924.596	67.7934	67793.4	168.548	8367.1	7809.3	93711.6	0.0368766	0.11
191201	506482	1923.23	776.47	70.8698	70869.8	173.886	8134.22	7591.94	91103.3	0.0379248	0.11
195926	13743.8	15852.2	118.874	277.949	277949	296.626	5486.49	5120.73	61448.7	0.0544385	0.11
189101	313150	3333.27	631.846	80.0617	80061.7	190.696	7697.43	7184.26	86211.2	0.0400418	0.11
218149	169171	5955.97	528.513	99.4813	99481.3	223.693	7191.67	6712.22	80546.7	0.0427612	0.11
202399	242671	4356.86	587.012	87.2542	87254.2	203.606	7472.66	6974.48	83693.8	0.0412132	0.11
215666	184313	5568.79	542.821	96.3897	96389.7	218.884	7254.55	6770.91	81250.9	0.0424065	0.11
191702	49474.8	11746.4	309.444	167.628	167628	283.594	6331.58	5909.47	70913.7	0.0481317	0.11
195458	538464	1795.99	804.072	70.0905	70090.5	172.504	8186.47	7640.71	91688.5	0.0376849	0.11
183353	5468.3	18966.5	56.6134	374.442	374442	289.412	4758.83	4441.58	53298.9	0.0607456	0.11
216143	107495	8037.46	447.858	118.131	118131	248.384	6882.51	6423.68	77084.2	0.044578	0.11
161932	3790.04	21663.7	44.2821	428.348	428348	281.269	4232.32	3950.17	47402	0.0657978	0.11
187001	38663	12875.8	267.456	190.659	190659	290.588	6132.85	5723.99	68687.9	0.0495187	0.11
185072	5671.74	18749.6	58.0766	368.833	368833	290.065	4806.09	4485.68	53828.2	0.0603115	0.11
201759	578099	1660.42	839.16	69.2727	69272.7	171.071	8245.71	7696	92351.9	0.0374163	0.11
216855	177633	5735.2	536.707	97.707	97707	220.957	7227.21	6745.39	80944.7	0.0425601	0.11
205114	596942	1603.01	856.108	68.9305	68930.5	170.479	8272.01	7720.55	92646.5	0.0372981	0.11
197567	552502	1745.45	816.402	69.7841	69784.1	171.964	8208.11	7660.9	91930.8	0.0375864	0.11
185492	348731	2951.75	655.159	77.4885	77488.5	185.971	7796.49	7276.73	87320.7	0.0395437	0.11
198555	259697	4071.48	598.085	85.2053	85205.3	199.991	7530.54	7028.5	84342	0.040906	0.11
172113	4448.82	20370.1	49.2232	405.932	405932	285.126	4470.78	4172.73	50072.7	0.063462	0.11
201174	67963.1	10218.8	364.992	143.539	143539	270.944	6569.95	6131.96	73583.5	0.0465426	0.11
153384	3345.46	22783.5	40.7845	443.647	443647	278.095	4045.39	3775.69	45308.3	0.0676794	0.11
199907	567116	1695.85	829.354	69.4851	69485.1	171.441	8229.85	7681.19	92174.3	0.0374879	0.11
231250	716582	1312.4	965.919	67.2428	67242.8	167.637	8418.16	7856.95	94283.4	0.0366539	0.11
205278	76564.1	9644.38	386.267	136.03	136030	265.438	6653.88	6210.29	74523.5	0.046002	0.11
167559	4132.54	20944.1	46.8778	416.583	416583	283.394	4361.86	4071.07	48852.8	0.0645196	0.11
212976	96240	8555.76	427.676	123.482	123482	254.118	6809.04	6355.1	76261.2	0.045028	0.11
217403	657824	1441.65	911.662	67.9837	67983.7	168.866	8350.28	7793.6	93523.2	0.0369505	0.11
211201	205490	5082.27	560.474	92.631	92631	212.781	7337.63	6848.45	82181.4	0.0419452	0.11
214500	190281	5425.6	548.046	95.2696	95269.6	217.094	7278.48	6793.25	81519	0.0422727	0.11
190550	500972	1947.05	771.792	71.0168	71016.8	174.149	8124.77	7583.12	90997.4	0.0379685	0.11
185168	439261	2261.65	721.303	72.99	72990	177.713	8008.51	7474.61	89695.3	0.0385134	0.11
168417	4189.12	20835.5	47.3005	414.658	414658	283.719	4382.08	4089.94	49079.3	0.064322	0.11
186429	337134	3067.78	647.419	78.265	78265	187.4	7765.24	7247.55	86970.6	0.0396997	0.11
203101	71905.3	9946.59	375.03	139.893	139893	268.379	6610	6169.33	74032	0.0462835	0.11
204041	591047	1620.54	850.79	69.0347	69034.7	170.659	8263.9	7712.98	92555.7	0.0373345	0.11
189341	44507.8	12241.6	291.296	177.083	177083	286.942	6247.34	5830.85	69970.2	0.0487126	0.11
211967	632184	1505.6	888.146	68.3562	68356.2	169.496	8318.46	7763.89	93166.7	0.0370911	0.11
183920	5533.46	18895.1	57.0821	372.619	372619	289.627	4774.31	4456.02	53472.2	0.0606031	0.11
205833	228191	4621.68	577.171	89.1879	89187.9	206.961	7421.55	6926.78	83121.3	0.0414877	0.11
182490	5372.54	19074.9	55.9243	377.167	377167	289.084	4735.5	4419.8	53037.7	0.0609611	0.11
216665	654444	1449.79	908.554	68.0309	68030.9	168.946	8346.17	7789.76	93477.1	0.0369686	0.11
201363	575791	1667.74	837.094	69.3165	69316.5	171.147	8242.41	7692.92	92315	0.0374312	0.11
190034	496444	1967.09	767.966	71.1408	71140.8	174.371	8116.9	7575.77	90909.2	0.038005	0.11
186216	455497	2169.37	734.215	72.4055	72405.5	176.651	8041.07	7505	90060	0.0383594	0.11
188710	43071.1	12392.3	285.706	180.153	180153	287.877	6220.83	5806.11	69673.3	0.0488975	0.11
184030	381301	2663.42	677.765	75.5833	75583.3	182.464	7879.11	7353.84	88246.1	0.0391364	0.11
219654	129631	7170.82	481.869	109.885	109885	238.388	7007.17	6540.03	78480.3	0.0438307	0.11
206278	603207	1584.79	861.773	68.8225	68822.5	170.293	8280.52	7728.49	92741.8	0.03726	0.11
207951	611992	1559.93	869.741	68.6755	68675.5	170.041	8292.26	7739.44	92873.3	0.0372076	0.11
199817	65260.8	10415	357.802	146.273	146273	272.741	6540.74	6104.69	73256.3	0.0467331	0.11
199769	254180	4161.01	594.541	85.8443	85844.3	201.125	7512.04	7011.24	84134.8	0.0410037	0.11
191752	49576.5	11736.6	309.798	167.452	167452	283.524	6333.19	5910.98	70931.8	0.0481207	0.11
201360	247157	4279.03	589.972	86.6919	86691.9	202.62	7488.14	6988.93	83867.2	0.0411306	0.11
194903	534606	1810.42	800.705	70.1783	70178.3	172.658	8180.4	7635.04	91620.4	0.0377127	0.11
218064	116876	7648.66	463.111	114.332	114332	243.958	6938.02	6475.49	77705.8	0.0442427	0.11
190024	496351	1967.51	767.888	71.1434	71143.4	174.375	8116.73	7575.62	90907.4	0.0380057	0.11
210610	625493	1523.19	882.034	68.4593	68459.3	169.671	8309.89	7755.9	93070.8	0.0371291	0.11
184403	5590.41	18834.2	57.4916	371.046	371046	289.811	4787.57	4468.39	53620.7	0.0604812	0.11
210243	209643	4993.58	563.674	91.9597	91959.7	211.662	7353.35	6863.12	82357.5	0.0418589	0.11
193716	53450.1	11378.1	322.816	161.175	161175	280.845	6391.69	5965.58	71587	0.0477234	0.11
195662	539863	1790.82	805.295	70.0591	70059.1	172.448	8188.66	7642.75	91713	0.0376749	0.11
198033	61774.8	10680.6	348.117	150.124	150124	275.097	6500.65	6067.28	72807.3	0.0469963	0.11
205838	600853	1591.59	859.643	68.8628	68862.8	170.362	8277.34	7725.51	92706.2	0.0372743	0.11
203697	237150	4455.33	583.317	87.9695	87969.5	204.854	7453.38	6956.49	83477.9	0.0413163	0.11
193112	52273.4	11484.6	318.954	162.994	162994	281.662	6374.51	5949.54	71394.5	0.0478395	0.11
213002	96319.3	8551.89	427.826	123.441	123441	254.076	6809.58	6355.61	76267.3	0.0450246	0.11
182271	5348.84	19102.3	55.7538	377.85	377850	289	4729.62	4414.31	52971.8	0.0610156	0.11
170680	4344.84	20550.1	48.4565	409.402	409402	284.58	4436.07	4140.33	49684	0.0637972	0.11
164869	3963	21286.4	45.6016	422.388	422388	282.376	4299.28	4012.66	48151.9	0.0651343	0.11
191951	512578	1897.57	781.674	70.7118	70711.8	173.605	8144.52	7601.55	91218.6	0.0378773	0.11
188458	42476.5	12455.7	283.344	181.472	181472	288.258	6209.56	5795.59	69547.1	0.0489765	0.11
212233	633485	1502.23	889.335	68.3364	68336.4	169.462	8320.11	7765.44	93185.2	0.0370838	0.11
179298	5048.84	19473.6	53.5909	386.763	386763	287.867	4651.2	4341.12	52093.5	0.0617466	0.11
215741	650166	1460.21	904.624	68.0914	68091.4	169.048	8340.94	7784.87	93418.5	0.0369917	0.11
206326	603460	1584.07	862.002	68.8182	68818.2	170.286	8280.86	7728.8	92745.6	0.0372585	0.11
211147	628159	1516.13	884.468	68.4179	68417.9	169.601	8313.32	7759.1	93109.2	0.0371139	0.11
192674	518240	1874.35	786.533	70.5691	70569.1	173.351	8153.94	7610.34	91324.1	0.037834	0.11
208422	614424	1553.19	871.952	68.6357	68635.7	169.973	8295.47	7742.44	92909.3	0.0371933	0.11
209125	85571.9	9112.24	406.323	129.651	129651	260.037	6730.11	6281.44	75377.2	0.0455194	0.11
187667	40504.8	12670	275.294	186.061	186061	289.489	6170.88	5759.48	69113.8	0.0492489	0.11
202023	244284	4328.64	588.081	87.05	87050	203.249	7478.25	6979.7	83756.4	0.0411833	0.11
198320	557301	1728.84	820.643	69.6837	69683.7	171.788	8215.33	7667.64	92011.7	0.0375536	0.11
219884	668980	1415.4	921.932	67.8318	67831.8	168.612	8363.68	7806.1	93673.2	0.0368916	0.11
217009	111338	7873.91	454.267	116.512	116512	246.535	6905.8	6445.41	77345	0.0444368	0.11
189081	487636	2007.3	760.574	71.3903	71390.3	174.818	8101.3	7561.21	90734.6	0.0380774	0.11
215745	183890	5579.13	542.443	96.4711	96471.1	219.013	7252.83	6769.31	81231.7	0.0424161	0.11
202620	241723	4373.55	586.382	87.3751	87375.1	203.818	7469.37	6971.41	83656.9	0.0412307	0.11
214180	191847	5388.85	549.382	94.984	94984	216.633	7284.69	6799.05	81588.6	0.0422381	0.11
204515	233705	4518.31	580.978	88.4293	88429.3	205.652	7441.22	6945.14	83341.7	0.0413816	0.11
230315	712858	1319.99	962.472	67.2858	67285.8	167.708	8414.04	7853.1	94237.2	0.0366717	0.11
217722	659275	1438.19	912.996	67.9636	67963.6	168.833	8352.04	7795.24	93542.9	0.0369428	0.11
209262	85916.7	9093.1	407.052	129.43	129430	259.838	6732.83	6283.98	75407.7	0.0455023	0.11
195101	56127.2	11143.4	331.321	157.294	157294	278.987	6429.02	6000.42	72005	0.0474724	0.11
197535	552296	1746.17	816.22	69.7884	69788.4	171.972	8207.79	7660.61	91927.3	0.0375878	0.11
215350	648343	1464.69	902.95	68.1174	68117.4	169.092	8338.69	7782.78	93393.4	0.0370016	0.11
208898	616862	1546.48	874.17	68.5962	68596.2	169.905	8298.68	7745.43	92945.2	0.037179	0.11
209123	214414	4894.22	567.263	91.2124	91212.4	210.408	7371.2	6879.78	82557.4	0.0417612	0.11
194014	282244	3732.92	612.333	82.8191	82819.1	195.712	7603.63	7096.72	85160.6	0.0405236	0.11
208066	82967.7	9259.62	400.733	131.367	131367	261.56	6709.1	6261.83	75142	0.0456516	0.11
179734	5090.55	19419.2	53.8921	385.495	385495	288.034	4662.55	4351.72	52220.6	0.0616402	0.11
203551	72849	9883.73	377.358	139.074	139074	267.775	6619.17	6177.89	74134.7	0.0462244	0.11
218387	662288	1431.04	915.769	67.9222	67922.2	168.763	8355.67	7798.63	93583.5	0.0369268	0.11
229515	709646	1326.59	959.499	67.3233	67323.3	167.769	8410.46	7849.77	94197.2	0.0366873	0.11
195275	537200	1800.69	802.968	70.1191	70119.1	172.554	8184.49	7638.86	91666.3	0.037694	0.11
209574	620301	1537.12	877.3	68.5411	68541.1	169.811	8303.17	7749.63	92995.5	0.037159	0.11
205324	230317	4581.45	578.648	88.892	88892	206.452	7429.17	6933.89	83206.7	0.0414466	0.11
200703	571894	1680.25	833.614	69.3914	69391.4	171.278	8236.8	7687.68	92252.2	0.0374565	0.11
177502	4884.4	19697.3	52.4012	391.852	391852	287.182	4605	4298	51576	0.0621814	0.11
211746	631106	1508.41	887.16	68.3726	68372.6	169.524	8317.09	7762.61	93151.4	0.0370972	0.11
198556	10463.5	16385.1	93.6612	296.061	296061	295.965	5358.01	5000.81	60009.8	0.0554928	0.11
201579	68780.8	10161	367.117	142.751	142751	270.407	6578.5	6139.93	73679.2	0.0464871	0.11
213636	640245	1484.92	895.523	68.2353	68235.3	169.291	8328.63	7773.39	93280.6	0.0370461	0.11
210563	89302.5	8909.43	414.062	127.347	127347	257.91	6758.93	6308.33	75700	0.045339	0.11
207016	80486.3	9404.79	395.253	133.094	133094	263.04	6688.34	6242.45	74909.4	0.0457829	0.11
195135	56192.4	11137.8	331.523	157.204	157204	278.941	6429.9	6001.24	72014.9	0.0474665	0.11
206098	602245	1587.56	860.902	68.8389	68838.9	170.321	8279.22	7727.27	92727.3	0.0372659	0.11
189196	44185.4	12275.1	290.056	177.758	177758	287.154	6241.48	5825.38	69904.5	0.0487534	0.11
190330	499057	1955.48	770.172	71.0689	71068.9	174.242	8121.45	7580.02	90960.3	0.0379839	0.11
219655	129643	7170.4	481.885	109.881	109881	238.383	7007.23	6540.08	78481	0.0438303	0.11
194070	54138.4	11316.8	325.039	160.144	160144	280.367	6401.52	5974.75	71697	0.0476571	0.11
202853	584383	1640.82	844.795	69.1555	69155.5	170.868	8254.6	7704.3	92451.6	0.0373762	0.11
217221	175403	5792.26	534.598	98.1626	98162.6	221.666	7217.95	6736.75	80841	0.0426124	0.11
189704	493467	1980.49	765.46	71.2239	71223.9	174.52	8111.67	7570.89	90850.7	0.0380292	0.11
223955	686647	1375.56	938.233	67.6027	67602.7	168.23	8384.37	7825.42	93905	0.036801	0.11
188644	316691	3291.77	634.114	79.779	79779	190.179	7707.71	7193.86	86326.3	0.0399896	0.11
193694	525910	1843.81	793.152	70.3822	70382.2	173.019	8166.48	7622.05	91464.5	0.0377764	0.11
183366	5469.77	18964.9	56.624	374.401	374401	289.417	4759.19	4441.91	53302.9	0.0607423	0.11
181244	5240.83	19230.8	54.9759	381.002	381002	288.609	4702.24	4388.75	52665	0.0612698	0.11
180702	5185.78	19298.5	54.5792	382.633	382633	288.403	4687.92	4375.39	52504.7	0.0614032	0.11
215682	649893	1460.87	904.373	68.0953	68095.3	169.054	8340.6	7784.56	93414.7	0.0369932	0.11
197951	554963	1736.89	818.575	69.7323	69732.3	171.874	8211.82	7664.37	91972.4	0.0375695	0.11
211193	205522	5081.59	560.498	92.6258	92625.8	212.772	7337.75	6848.56	82182.8	0.0419445	0.11
228067	703774	1338.8	954.066	67.3927	67392.7	167.883	8403.89	7843.63	94123.6	0.0367158	0.11
191354	507745	1917.86	777.546	70.8366	70836.6	173.827	8136.37	7593.95	91127.3	0.0379149	0.11
183671	5504.64	18926.5	56.8748	373.422	373422	289.533	4767.5	4449.67	53396	0.0606657	0.11
177617	4894.63	19682.9	52.4752	391.531	391531	287.226	4607.94	4300.74	51608.9	0.0621537	0.11
233367	724902	1295.72	973.621	67.1484	67148.4	167.483	8427.29	7865.47	94385.6	0.0366143	0.11
196637	546423	1766.98	811.048	69.9144	69914.4	172.193	8198.83	7652.24	91826.9	0.0376286	0.11
191010	48066.3	11882.7	304.471	170.139	170139	284.557	6308.79	5888.2	70658.4	0.0482878	0.11
188176	320498	3248.07	636.563	79.482	79482	189.635	7718.66	7204.08	86449	0.0399341	0.11
205493	77037.4	9614.78	387.373	135.661	135661	265.144	6658.16	6214.28	74571.4	0.0459748	0.11
213239	638348	1489.74	893.785	68.2635	68263.5	169.339	8326.25	7771.17	93254	0.0370566	0.11
192726	6917.99	17733.1	67.0836	339.894	339894	292.978	5036.39	4700.63	56407.5	0.058244	0.11
208242	613500	1555.74	871.111	68.6508	68650.8	169.998	8294.25	7741.3	92895.6	0.0371987	0.11
200468	570496	1684.78	832.366	69.4186	69418.6	171.325	8234.77	7685.79	92229.5	0.0374656	0.11
210439	88972.3	8927.01	413.389	127.544	127544	258.096	6756.43	6306	75672.1	0.0453546	0.11
216134	651992	1455.74	906.301	68.0654	68065.4	169.004	8343.18	7786.96	93443.6	0.0369818	0.11
211729	631020	1508.63	887.082	68.3739	68373.9	169.526	8316.98	7762.51	93150.1	0.0370977	0.11
176144	4767.12	19866.5	51.5498	395.562	395562	286.664	4570.58	4265.88	51190.5	0.0625074	0.11
210746	626169	1521.4	882.651	68.4488	68448.8	169.653	8310.76	7756.71	93080.6	0.0371253	0.11
206131	78462.7	9526.8	390.668	134.576	134576	264.268	6670.83	6226.11	74713.3	0.0458941	0.11
201364	247137	4279.37	589.959	86.6944	86694.4	202.624	7488.07	6988.87	83866.4	0.041131	0.11
179404	5058.92	19460.4	53.6637	386.456	386456	287.908	4653.96	4343.69	52124.3	0.0617207	0.11
179129	5032.94	19494.6	53.476	387.249	387249	287.803	4646.84	4337.05	52044.6	0.0617875	0.11
183684	5506.11	18924.9	56.8853	373.381	373381	289.538	4767.85	4449.99	53399.9	0.0606625	0.11
175583	4720.24	19936.4	51.2087	397.063	397063	286.45	4556.48	4252.71	51032.5	0.0626414	0.11
186335	36522	13121.7	257.925	196.404	196404	291.791	6086.28	5680.52	68166.3	0.0498522	0.11
213229	638298	1489.87	893.74	68.2642	68264.2	169.34	8326.19	7771.11	93253.3	0.0370569	0.11
