"# Values[S].InitialValue"	"[Z]"	"[mu2]"	"[mZ]"	"[mF]"	"[F]"	"[mP]"	"[PE]"	"[PG]"	"[PM]"	"[I]"	"(R21 - production I).PM0_5"
193815	50550.1	11697.1	314.714	127.363	127363	238.124	5329.93	4974.61	59695.3	0.0453403	48000
201284	573305	1679.35	835.513	62.9531	62953.1	147.234	7081.27	6609.19	79310.3	0.0341281	48000
238312	742623	1263.65	990.526	61.5707	61570.7	146.798	7415.03	6920.69	83048.3	0.0325366	48000
177163	4817.47	19830.4	52.0069	262.401	262401	277.229	4425.5	4130.47	49565.6	0.0535561	48000
206171	600854	1594.96	860.257	62.6399	62639.9	147.021	7140.44	6664.41	79972.9	0.0338354	48000
206964	605091	1582.74	864.089	62.5957	62595.7	146.994	7149.34	6672.71	80072.6	0.0337918	48000
203078	68674	10209	368.426	114.808	114808	225.179	5463.26	5099.04	61188.5	0.0442856	48000
197996	552996	1747.6	817.497	63.217	63217	147.447	7036.14	6567.06	78804.8	0.0343546	48000
180146	5082.47	19470.5	53.9399	253.104	253104	277.065	4477.13	4178.66	50143.9	0.053035	48000
214995	645179	1475.52	900.62	62.2232	62223.2	146.82	7231.14	6749.07	80988.8	0.0333956	48000
186903	459110	2154.99	737.894	64.9531	64953.1	149.335	6808.38	6354.49	76253.9	0.0355412	48000
193591	522403	1861.88	790.812	63.678	63678	147.877	6965.51	6501.14	78013.7	0.0347147	48000
203802	240333	4409.33	586.562	76.8404	76840.4	168.39	6151.55	5741.45	68897.4	0.0394092	48000
199407	561921	1716.92	825.387	63.0973	63097.3	147.347	7056.14	6585.73	79028.7	0.0342539	48000
213230	200984	5194.18	558.092	81.3693	81369.3	176.176	6019.3	5618.01	67416.2	0.0402762	48000
184023	5476.47	19002.8	56.8013	241.353	241353	276.632	4542.94	4240.07	50880.9	0.0523801	48000
179766	5047.06	19516.4	53.6822	254.277	254277	277.094	4470.6	4172.56	50070.7	0.0531005	48000
222471	678941	1395.42	931.664	61.9627	61962.7	146.759	7297	6810.54	81726.4	0.0330831	48000
224128	686059	1379.53	938.231	61.913	61913	146.754	7310.57	6823.2	81878.4	0.0330194	48000
219881	667566	1421.49	921.185	62.0457	62045.7	146.772	7275.1	6790.09	81481.1	0.0331864	48000
199906	62373.2	10678.2	351.406	118.575	118575	229.376	5420.93	5059.54	60714.5	0.0446163	48000
208635	80719.7	9425.37	397.327	108.846	108846	217.962	5535.32	5166.3	61995.6	0.0437311	48000
214383	642278	1482.81	897.963	62.2476	62247.6	146.829	7225.36	6743.67	80924.1	0.0334234	48000
180244	5091.64	19458.8	54.0067	252.803	252803	277.057	4478.81	4180.22	50162.6	0.0530182	48000
212538	633396	1505.55	889.838	62.3248	62324.8	146.859	7207.53	6727.03	80724.3	0.0335091	48000
196325	541939	1787.2	807.784	63.3741	63374.1	147.586	7010.99	6543.59	78523	0.0344821	48000
207052	605557	1581.4	864.511	62.5909	62590.9	146.992	7150.31	6673.63	80083.5	0.033787	48000
179308	5005.12	19571.5	53.3767	255.693	255693	277.125	4462.72	4165.21	49982.5	0.0531798	48000
183190	5386.19	19103.5	56.1464	243.846	243846	276.747	4528.91	4226.98	50723.8	0.0525188	48000
195233	53336.4	11438.9	324.02	125.049	125049	235.958	5352.96	4996.1	59953.1	0.0451554	48000
207212	606400	1578.99	865.274	62.5823	62582.3	146.987	7152.08	6675.27	80103.2	0.0337784	48000
170621	4319.05	20627	48.331	283.443	283443	277.127	4309.13	4021.85	48262.3	0.0547548	48000
157314	3532.32	22305	42.3088	327.015	327015	275.363	4063.14	3792.27	45507.2	0.0573976	48000
198524	59694.7	10892.2	343.689	120.347	120347	231.256	5401.76	5041.65	60499.7	0.0447673	48000
196529	543318	1782.16	808.992	63.354	63354	147.568	7014.15	6546.54	78558.4	0.034466	48000
176500	4762.19	19910.6	51.6021	264.498	264498	277.246	4413.89	4119.64	49435.6	0.0536742	48000
218409	660958	1437.05	915.105	62.0961	62096.1	146.783	7262.24	6778.09	81337.1	0.0332474	48000
204838	593596	1616.36	853.707	62.7179	62717.9	147.069	7125.07	6650.07	79800.8	0.033911	48000
172760	4471.48	20365	49.4626	276.483	276483	277.226	4347.63	4057.79	48693.5	0.0543546	48000
184361	5514.11	18961.9	57.0743	240.347	240347	276.582	4548.61	4245.37	50944.5	0.0523241	48000
216535	652374	1457.74	907.22	62.164	62164	146.801	7245.4	6762.37	81148.5	0.0333275	48000
206693	228365	4630.09	578.421	78.1001	78100.1	170.559	6111.73	5704.28	68451.4	0.039667	48000
196580	55945	11207.7	332.337	123.029	123029	233.988	5373.58	5015.34	60184.1	0.0449908	48000
184963	5582.67	18888.9	57.5715	238.56	238560	276.487	4558.7	4254.79	51057.5	0.0522247	48000
223070	681530	1389.6	934.052	61.9445	61944.5	146.757	7301.95	6815.15	81781.8	0.0330598	48000
184693	5551.68	18921.6	57.3468	239.36	239360	276.531	4554.18	4250.57	51006.8	0.0522692	48000
192255	47384.5	12005.2	303.553	130.21	130210	240.661	5302.42	4948.92	59387.1	0.0455627	48000
196309	541826	1787.61	807.686	63.3758	63375.8	147.588	7010.73	6543.35	78520.2	0.0344834	48000
193996	286242	3686.53	615.871	72.8009	72800.9	161.488	6301.41	5881.32	70575.8	0.0384642	48000
190860	305245	3437.64	627.812	71.4451	71445.1	159.216	6361.99	5937.86	71254.3	0.0380931	48000
196195	541049	1790.47	807.006	63.3872	63387.2	147.598	7008.94	6541.68	78500.2	0.0344925	48000
225312	691070	1368.54	942.856	61.879	61879	146.753	7320.06	6832.06	81984.7	0.0329749	48000
170806	4331.84	20604.4	48.4262	282.841	282841	277.138	4312.46	4024.97	48299.6	0.05472	48000
222553	679297	1394.61	931.993	61.9602	61960.2	146.759	7297.68	6811.17	81734.1	0.0330799	48000
186754	457119	2165.74	736.29	65.002	65002	149.397	6803.19	6349.64	76195.7	0.0355691	48000
213227	200997	5193.88	558.103	81.3675	81367.5	176.173	6019.35	5618.06	67416.7	0.0402759	48000
188202	37583.4	13062.3	264.108	140.789	140789	248.927	5206.89	4859.76	58317.2	0.0463478	48000
204996	72645.3	9935.54	378.435	112.683	112683	222.688	5488.17	5122.29	61467.5	0.0440926	48000
187135	26994.5	14348.7	210.057	155.768	155768	257.931	5085.74	4746.69	56960.2	0.0473725	48000
185628	439718	2264.42	722.455	65.4575	65457.5	149.988	6757.09	6306.62	75679.5	0.0358187	48000
197238	548052	1765.08	813.145	63.286	63286	147.507	7024.94	6556.61	78679.4	0.0344113	48000
209171	81987.7	9350.28	400.134	108.294	108294	217.258	5542.35	5172.86	62074.3	0.0436775	48000
219471	167976	6003.92	528.567	86.1898	86189.8	184.333	5904.35	5510.73	66128.7	0.0410558	48000
198677	557345	1732.51	821.336	63.1579	63157.9	147.397	7045.92	6576.19	78914.3	0.0343053	48000
178990	4976.39	19609.9	53.1673	256.681	256681	277.145	4457.24	4160.09	49921	0.053235	48000
214929	644868	1476.3	900.336	62.2258	62225.8	146.821	7230.53	6748.49	80981.9	0.0333986	48000
177817	4873.22	19751.4	52.4144	260.344	260344	277.205	4436.91	4141.11	49693.4	0.0534405	48000
189138	40264.1	12757.8	275.736	137.602	137602	246.619	5234.66	4885.68	58628.2	0.0461175	48000
226237	694943	1360.15	946.433	61.8533	61853.3	146.752	7327.36	6838.87	82066.5	0.0329408	48000
182540	5318.01	19182	55.6516	245.804	245804	276.829	4517.92	4216.72	50600.7	0.0526278	48000
174327	4589.22	20174.1	50.3317	271.43	271430	277.259	4375.56	4083.86	49006.3	0.0540665	48000
203659	240933	4398.63	586.962	76.7796	76779.6	168.285	6153.54	5743.31	68919.7	0.0393964	48000
181521	5214.97	19304.8	54.9033	248.893	248893	276.941	4500.63	4200.59	50407	0.0527999	48000
217572	179903	5692.71	540.042	84.3186	84318.6	181.192	5946.48	5550.05	66600.6	0.0407672	48000
204242	71066.8	10042.3	374.518	113.507	113507	223.665	5478.42	5113.19	61358.3	0.044168	48000
209284	217710	4839.37	570.84	79.3046	79304.6	172.633	6076	5670.93	68051.2	0.0399007	48000
187377	465098	2123.3	742.742	64.8096	64809.6	149.156	6823.92	6368.99	76427.9	0.0354579	48000
170601	4317.62	20629.6	48.3203	283.511	283511	277.126	4308.75	4021.5	48258	0.0547587	48000
185206	5610.87	18859.4	57.776	237.843	237843	276.447	4562.76	4258.58	51103	0.0521848	48000
202944	582968	1648.74	844.155	62.8378	62837.8	147.15	7102.29	6628.8	79545.6	0.0340236	48000
201361	573763	1677.87	835.921	62.9475	62947.5	147.23	7082.28	6610.12	79321.5	0.0341231	48000
194342	51592.9	11599.1	318.251	126.477	126477	237.306	5338.68	4982.77	59793.2	0.0452699	48000
237088	738013	1272.48	986.261	61.5955	61595.5	146.789	7406.72	6912.94	82955.3	0.0325745	48000
207663	78477.5	9561.34	392.261	109.853	109853	219.231	5522.65	5154.48	61853.7	0.0438277	48000
198422	59497.1	10908.4	343.108	120.482	120482	231.397	5400.32	5040.3	60483.6	0.0447788	48000
212942	635359	1500.46	891.632	62.3074	62307.4	146.852	7211.49	6730.72	80768.7	0.03349	48000
201003	64524.6	10512.8	357.387	117.229	117229	227.908	5435.8	5073.42	60881	0.0444997	48000
208354	612379	1562.13	870.696	62.5221	62522.1	146.953	7164.53	6686.89	80242.7	0.0337175	48000
193286	520090	1871.15	788.82	63.7164	63716.4	147.915	6960.03	6496.03	77952.4	0.0347429	48000
195924	54678	11318.8	328.343	123.993	123993	234.938	5363.67	5006.09	60073.1	0.0450698	48000
196580	14400	15840.5	124.455	177.034	177034	266.587	4933.23	4604.35	55252.2	0.0487097	48000
213756	639283	1490.4	895.221	62.2733	62273.3	146.838	7219.37	6738.08	80857	0.0334521	48000
199962	62484.1	10669.6	351.719	118.504	118504	229.299	5421.71	5060.27	60723.2	0.0446102	48000
208689	80847.1	9417.77	397.611	108.79	108790	217.891	5536.03	5166.96	62003.5	0.0437256	48000
197161	57066.3	11111.4	335.803	122.201	122201	233.159	5382.18	5023.37	60280.4	0.0449224	48000
204550	592009	1621.11	852.278	62.7354	62735.4	147.081	7121.69	6646.91	79762.9	0.0339277	48000
205409	73522.4	9877.26	380.578	112.237	112237	222.154	5493.51	5127.27	61527.3	0.0440515	48000
181507	5213.61	19306.5	54.8935	248.934	248934	276.942	4500.4	4200.37	50404.4	0.0528022	48000
217640	657459	1445.42	911.89	62.1234	62123.4	146.79	7255.4	6771.7	81260.5	0.0332799	48000
210974	625690	1525.82	882.805	62.3946	62394.6	146.889	7191.9	6712.44	80549.3	0.0335846	48000
200527	254396	4167.98	595.763	75.4764	75476.4	166.046	6197.95	5784.75	69417	0.0391125	48000
214995	645180	1475.52	900.621	62.2231	62223.1	146.82	7231.15	6749.07	80988.8	0.0333956	48000
176293	4745.23	19935.6	51.4779	265.152	265152	277.251	4410.27	4116.26	49395.1	0.0537111	48000
193479	521561	1865.25	790.086	63.6919	63691.9	147.891	6963.52	6499.28	77991.4	0.034725	48000
258230	811824	1141.47	1054.42	61.2504	61250.4	147	7536.27	7033.86	84406.3	0.0319931	48000
179654	5036.75	19529.8	53.6071	254.622	254622	277.102	4468.68	4170.77	50049.2	0.0531198	48000
161816	3772.52	21727.3	44.1889	312.395	312395	276.152	4147.16	3870.69	46448.2	0.0564783	48000
182555	5319.58	19180.2	55.6631	245.758	245758	276.827	4518.18	4216.96	50603.6	0.0526253	48000
192330	47539.5	11989.8	304.115	130.065	130065	240.535	5303.8	4950.21	59402.6	0.0455515	48000
162495	3810.79	21641	44.4845	310.167	310167	276.256	4159.8	3882.48	46589.8	0.0563415	48000
214862	644551	1477.1	900.045	62.2284	62228.4	146.822	7229.89	6747.9	80974.8	0.0334016	48000
198786	60200.2	10851.1	345.17	120.004	120004	230.897	5405.44	5045.08	60540.9	0.0447383	48000
196111	55039.7	11286.8	329.492	123.715	123715	234.665	5366.52	5008.75	60105	0.0450471	48000
215810	649005	1466.02	904.128	62.1914	62191.4	146.81	7238.74	6756.16	81073.9	0.0333593	48000
186435	343811	3007.62	652.791	69.1583	69158.3	155.485	6481.79	6049.67	72596.1	0.0373772	48000
183528	5422.41	19062.7	56.4092	242.832	242832	276.702	4534.61	4232.3	50787.6	0.0524624	48000
203589	586635	1637.42	847.445	62.7957	62795.7	147.121	7110.19	6636.17	79634.1	0.0339845	48000
213542	93502.8	8721.38	423.923	103.789	103789	211.284	5602.36	5228.87	62746.5	0.0432248	48000
190864	44399.8	12310.5	292.388	133.13	133130	243.12	5275.05	4923.38	59080.5	0.0457856	48000
193066	49046.5	11841.5	309.495	128.685	128685	239.319	5317.05	4962.58	59551	0.0454442	48000
204122	589628	1628.3	850.136	62.7618	62761.8	147.098	7116.6	6642.16	79706	0.0339528	48000
208223	79761	9483	395.177	109.272	109272	218.501	5529.94	5161.28	61935.3	0.0437721	48000
188969	319106	3272.2	636.639	70.5561	70556.1	157.747	6405.56	5978.53	71742.3	0.03783	48000
186892	31066.2	13843.3	232.559	149.566	149566	254.546	5134.21	4791.93	57503.1	0.0469585	48000
191442	45665.5	12179.3	297.203	131.862	131862	242.07	5286.83	4934.37	59212.5	0.0456895	48000
198811	60247.7	10847.3	345.308	119.972	119972	230.863	5405.78	5045.4	60544.8	0.0447356	48000
206869	604587	1584.18	863.633	62.6009	62600.9	146.997	7148.28	6671.73	80060.7	0.0337969	48000
240244	749805	1250.08	997.17	61.533	61533	146.812	7427.91	6932.72	83192.6	0.032478	48000
202562	580775	1655.59	842.189	62.8635	62863.5	147.168	7097.54	6624.37	79492.5	0.0340472	48000
214190	641357	1485.14	897.12	62.2555	62255.5	146.832	7223.52	6741.95	80903.5	0.0334322	48000
212277	89911.3	8907.98	416.814	105.105	105105	213.07	5584.32	5212.04	62544.4	0.0433601	48000
199593	563074	1713.04	826.41	63.0823	63082.3	147.335	7058.7	6588.12	79057.5	0.034241	48000
206179	230476	4590.08	579.883	77.8709	77870.9	170.164	6118.78	5710.86	68530.3	0.0396212	48000
239355	746514	1256.27	994.126	61.5502	61550.2	146.805	7422.02	6927.22	83126.6	0.0325048	48000
197147	57038.9	11113.7	335.719	122.221	122221	233.179	5381.97	5023.17	60278.1	0.0449241	48000
192626	48150.9	11929.2	306.317	129.498	129498	240.04	5309.22	4955.27	59463.2	0.0455076	48000
208672	220236	4788.63	572.67	79.0116	79011.6	172.128	6084.49	5678.86	68146.3	0.0398449	48000
194371	51649.9	11593.8	318.442	126.429	126429	237.262	5339.15	4983.21	59798.5	0.0452661	48000
168221	4158.19	20923.3	47.1273	291.314	291314	276.947	4265.47	3981.1	47773.3	0.0552131	48000
198258	59179.5	10934.4	342.169	120.701	120701	231.625	5397.99	5038.12	60457.4	0.0447972	48000
184091	5483.98	18994.6	56.8558	241.151	241151	276.622	4544.08	4241.14	50893.7	0.0523688	48000
195207	53286.2	11443.5	323.857	125.089	125089	235.997	5352.55	4995.72	59948.6	0.0451587	48000
218485	661302	1436.23	915.422	62.0934	62093.4	146.783	7262.92	6778.72	81344.6	0.0332442	48000
185982	445768	2229.12	727.227	65.2933	65293.3	149.772	6773.26	6321.71	75860.5	0.0357308	48000
168251	4160.14	20919.6	47.142	291.216	291216	276.95	4266.02	3981.62	47779.4	0.0552073	48000
205607	597807	1603.88	857.505	62.6723	62672.3	147.04	7134	6658.4	79900.8	0.033867	48000
204580	592172	1620.62	852.425	62.7336	62733.6	147.08	7122.04	6647.23	79766.8	0.0339259	48000
215823	100804	8365.21	437.6	101.324	101324	207.844	5637.44	5261.61	63139.3	0.0429636	48000
199999	565566	1704.7	828.622	63.0501	63050.1	147.309	7064.23	6593.28	79119.4	0.0342133	48000
202891	582667	1649.68	843.885	62.8413	62841.3	147.153	7101.64	6628.2	79538.3	0.0340268	48000
186783	5803.05	18667.1	59.1696	233.212	233212	276.16	4589.07	4283.13	51397.6	0.0519272	48000
191856	298790	3519.21	623.742	71.8872	71887.2	159.953	6341.52	5918.75	71025	0.0382178	48000
201909	576985	1667.56	838.798	62.9085	62908.5	147.201	7089.31	6616.69	79400.3	0.0340881	48000
207925	79076.7	9524.6	393.628	109.58	109580	218.889	5526.07	5157.66	61892	0.0438016	48000
223246	682288	1387.91	934.751	61.9392	61939.2	146.757	7303.4	6816.5	81798	0.033053	48000
199665	61905.3	10715	350.08	118.876	118876	229.7	5417.64	5056.46	60677.6	0.0446422	48000
198880	60381.8	10836.4	345.699	119.882	119882	230.768	5406.75	5046.3	60555.6	0.0447279	48000
220929	154297	6391.26	514.022	88.5531	88553.1	188.241	5854.86	5464.54	65574.5	0.0413991	48000
227660	700838	1347.56	951.879	61.815	61815	146.752	7338.42	6849.19	82190.3	0.0328893	48000
202707	581612	1652.97	842.94	62.8536	62853.6	147.161	7099.36	6626.07	79512.8	0.0340382	48000
198934	60486.4	10828	346.003	119.811	119811	230.694	5407.51	5047.01	60564.1	0.044722	48000
221486	674652	1405.14	927.711	61.9935	61993.5	146.763	7288.78	6802.86	81634.3	0.0331218	48000
175911	4714.12	19981.9	51.2498	266.367	266367	277.257	4403.55	4109.98	49319.8	0.0537797	48000
220003	120480	7530.65	470.027	95.758	95758	199.649	5723.75	5342.17	64106	0.0423314	48000
185108	5599.48	18871.3	57.6934	238.132	238132	276.464	4561.13	4257.06	51084.7	0.0522009	48000
194691	52277.7	11535.7	320.538	125.908	125908	236.774	5344.34	4988.05	59856.6	0.0452245	48000
181220	5185.3	19341.2	54.6877	249.812	249812	276.971	4495.49	4195.79	50349.5	0.0528512	48000
201149	572504	1681.94	834.798	62.963	62963	147.242	7079.52	6607.55	79290.6	0.0341369	48000
200669	569631	1691.29	832.238	62.9987	62998.7	147.269	7073.21	6601.66	79219.9	0.0341684	48000
235299	731193	1285.73	979.951	61.6331	61633.1	146.779	7394.36	6901.41	82816.9	0.032631	48000
199320	61235.3	10768	348.165	119.314	119314	230.168	5412.88	5052.02	60624.3	0.0446796	48000
190164	42800.8	12480.1	286.122	134.798	134798	244.462	5259.78	4909.13	58909.5	0.0459106	48000
194794	52480.6	11517	321.21	125.742	125742	236.617	5346	4989.6	59875.2	0.0452112	48000
220351	123150	7428.93	473.992	95.0976	95097.6	198.639	5734.75	5352.43	64229.2	0.0422519	48000
218947	663385	1431.3	917.337	62.0774	62077.4	146.779	7266.98	6782.51	81390.1	0.0332249	48000
191288	45331	12213.7	295.943	132.193	132193	242.346	5283.74	4931.49	59177.9	0.0457146	48000
207500	225049	4693.89	576.1	78.4662	78466.2	171.19	6100.64	5693.93	68327.2	0.0397393	48000
206755	603977	1585.93	863.081	62.6072	62607.2	147.001	7147	6670.54	80046.4	0.0338032	48000
220402	669882	1416.11	923.317	62.0285	62028.5	146.769	7279.58	6794.27	81531.3	0.0331652	48000
194760	52413.7	11523.1	320.989	125.797	125797	236.669	5345.45	4989.09	59869.1	0.0452156	48000
178791	4958.52	19633.9	53.037	257.302	257302	277.157	4453.79	4156.87	49882.4	0.0532698	48000
182272	5290.48	19214.3	55.4518	246.614	246614	276.86	4513.38	4212.49	50549.9	0.0526729	48000
219495	167801	6008.68	528.39	86.2186	86218.6	184.381	5903.72	5510.14	66121.7	0.0410601	48000
219678	118283	7616.2	466.691	96.3162	96316.2	200.497	5714.59	5333.62	64003.4	0.0423978	48000
230416	712029	1324.19	962.224	61.745	61745	146.758	7359.24	6868.62	82423.4	0.0327928	48000
205932	599566	1598.72	859.093	62.6535	62653.5	147.029	7137.72	6661.87	79942.5	0.0338487	48000
197637	550667	1755.79	815.446	63.2493	63249.3	147.475	7030.88	6562.15	78745.8	0.0343812	48000
174921	4635.36	20101.9	50.6713	269.524	269524	277.262	4386.09	4093.69	49124.3	0.0539583	48000
211655	88233.9	8997.96	413.401	105.745	105745	213.928	5575.7	5203.99	62447.8	0.043425	48000
218818	172454	5884.38	532.996	85.4683	85468.3	183.127	5920.26	5525.58	66306.9	0.0409464	48000
218723	662378	1433.68	916.411	62.0851	62085.1	146.781	7265.01	6780.68	81368.1	0.0332342	48000
194230	51370.8	11619.8	317.503	126.664	126664	237.48	5336.83	4981.04	59772.5	0.0452848	48000
187923	471503	2090.42	747.968	64.6621	64662.1	148.975	6840.37	6384.35	76612.2	0.03537	48000
232977	722183	1303.58	971.616	61.6846	61684.6	146.767	7377.93	6886.07	82632.8	0.0327065	48000
205556	597526	1604.7	857.252	62.6753	62675.3	147.042	7133.41	6657.85	79894.2	0.0338699	48000
201340	65190.5	10462.8	359.202	116.825	116825	227.461	5440.31	5077.63	60931.5	0.0444644	48000
207037	605473	1581.64	864.435	62.5918	62591.8	146.992	7150.14	6673.46	80081.5	0.0337879	48000
200526	568769	1694.12	831.47	63.0095	63009.5	147.277	7071.31	6599.89	79198.6	0.0341779	48000
191633	300198	3501.17	624.628	71.7892	71789.2	159.789	6345.99	5922.93	71075.1	0.0381905	48000
223889	685038	1381.79	937.288	61.9201	61920.1	146.755	7308.63	6821.39	81856.7	0.0330285	48000
193392	49704.2	11777.9	311.796	128.1	128100	238.795	5322.73	4967.88	59614.5	0.0453984	48000
210102	621317	1537.57	878.821	62.4355	62435.5	146.909	7182.96	6704.09	80449.1	0.0336279	48000
174818	4627.25	20114.5	50.6117	269.856	269856	277.262	4384.26	4091.98	49103.7	0.0539772	48000
205674	598169	1602.81	857.832	62.6684	62668.4	147.038	7134.77	6659.12	79909.4	0.0338632	48000
204361	590958	1624.28	851.332	62.747	62747	147.088	7119.45	6644.82	79737.8	0.0339387	48000
200582	569106	1693.01	831.77	63.0052	63005.2	147.274	7072.05	6600.58	79207	0.0341742	48000
216480	652123	1458.36	906.989	62.166	62166	146.802	7244.9	6761.91	81142.9	0.0333299	48000
193066	518402	1877.98	787.368	63.7447	63744.7	147.944	6956.02	6492.29	77907.5	0.0347636	48000
196403	55603.5	11237.4	331.269	123.286	123286	234.243	5370.93	5012.87	60154.4	0.0450119	48000
204955	235531	4496.15	583.336	77.3345	77334.5	169.241	6135.61	5726.57	68718.8	0.0395121	48000
202885	244199	4341.08	589.125	76.4533	76453.3	167.724	6164.35	5753.39	69040.7	0.039327	48000
220805	127441	7270.35	480.169	94.0753	94075.3	197.061	5752.13	5368.66	64423.9	0.0421267	48000
187077	461363	2142.96	739.713	64.8985	64898.5	149.266	6814.24	6359.96	76319.5	0.0355097	48000
191269	6461.33	18106.2	63.9562	220.252	220252	275.054	4663.83	4352.9	52234.8	0.0512043	48000
182252	5288.47	19216.7	55.4372	246.673	246673	276.862	4513.05	4212.18	50546.1	0.0526762	48000
201993	577475	1666	839.236	62.9026	62902.6	147.197	7090.38	6617.69	79412.2	0.0340828	48000
195434	53726.8	11403.7	325.288	124.738	124738	235.66	5356.1	4999.03	59988.3	0.0451303	48000
185520	437703	2276.43	720.875	65.5137	65513.7	150.063	6751.68	6301.57	75618.8	0.0358483	48000
202759	68027	10255.1	366.746	115.171	115171	225.596	5459.08	5095.14	61141.6	0.0443181	48000
198383	59422	10914.5	342.886	120.534	120534	231.451	5399.77	5039.78	60477.4	0.0447831	48000
195322	53509.2	11423.3	324.583	124.911	124911	235.826	5354.35	4997.4	59968.7	0.0451443	48000
211323	87357.7	9045.7	411.594	106.087	106087	214.381	5571.14	5199.73	62396.8	0.0434594	48000
169654	4253.01	20746.1	47.8381	286.609	286609	277.063	4291.59	4005.48	48065.8	0.0549384	48000
199449	61484.9	10748.2	348.881	119.15	119150	229.993	5414.66	5053.68	60644.2	0.0446656	48000
197320	548592	1763.16	813.62	63.2784	63278.4	147.5	7026.17	6557.76	78693.1	0.034405	48000
193081	49076.5	11838.6	309.601	128.658	128658	239.295	5317.31	4962.82	59553.9	0.0454421	48000
220126	668658	1418.95	922.191	62.0376	62037.6	146.771	7277.21	6792.07	81504.8	0.0331764	48000
176433	4756.67	19918.7	51.5617	264.71	264710	277.248	4412.72	4118.54	49422.5	0.0536862	48000
188876	39559.3	12836.7	272.747	138.417	138417	247.223	5227.48	4878.98	58547.8	0.0461768	48000
209493	618227	1545.97	876.009	62.465	62465	146.923	7176.61	6698.17	80378.1	0.0336587	48000
215028	645336	1475.13	900.764	62.2218	62221.8	146.82	7231.46	6749.36	80992.3	0.0333942	48000
208522	80456.4	9441.12	396.739	108.962	108962	218.109	5533.85	5164.92	61979.1	0.0437423	48000
225397	691427	1367.77	943.186	61.8766	61876.6	146.752	7320.74	6832.69	81992.3	0.0329718	48000
165021	3958.29	21322.4	45.6148	301.856	301856	276.603	4206.63	3926.19	47114.2	0.0558381	48000
192566	48026.9	11941.4	305.872	129.612	129612	240.14	5308.12	4954.25	59451	0.0455165	48000
212812	634729	1502.09	891.056	62.313	62313	146.854	7210.22	6729.54	80754.5	0.0334961	48000
203061	583637	1646.67	844.754	62.8301	62830.1	147.145	7103.73	6630.15	79561.8	0.0340165	48000
196826	56420.6	11166.6	333.815	122.675	122675	233.635	5377.25	5018.76	60225.1	0.0449617	48000
191913	46668.7	12077.1	300.935	130.888	130888	241.245	5295.98	4942.92	59315	0.045615	48000
171928	4411.05	20466.8	49.0149	279.185	279185	277.195	4332.69	4043.85	48526.1	0.0545094	48000
213600	638536	1492.31	894.537	62.2797	62279.7	146.841	7217.87	6736.68	80840.2	0.0334593	48000
208360	221517	4763.16	573.59	78.8649	78864.9	171.876	6088.8	5682.88	68194.5	0.0398167	48000
180175	5085.19	19467	53.9597	253.014	253014	277.063	4477.63	4179.12	50149.5	0.05303	48000
198239	264797	4001.23	602.399	74.5426	74542.6	164.447	6231.99	5816.52	69798.3	0.0388971	48000
216977	654418	1452.77	909.096	62.1476	62147.6	146.797	7249.42	6766.13	81193.5	0.0333083	48000
190019	42459.4	12516.9	284.757	135.164	135164	244.75	5256.46	4906.03	58872.4	0.0459379	48000
206152	600750	1595.27	860.163	62.641	62641	147.021	7140.22	6664.2	79970.4	0.0338365	48000
199239	560876	1720.45	824.461	63.111	63111	147.358	7053.81	6583.56	79002.7	0.0342656	48000
201176	572666	1681.41	834.942	62.961	62961	147.24	7079.87	6607.88	79294.6	0.0341351	48000
188941	39738.5	12816.6	273.511	138.208	138208	247.07	5229.32	4880.7	58568.3	0.0461617	48000
224453	687442	1376.48	939.507	61.9036	61903.6	146.754	7313.2	6825.65	81907.8	0.0330071	48000
185057	5593.54	18877.5	57.6503	238.283	238283	276.472	4560.27	4256.26	51075.1	0.0522093	48000
190306	495418	1976.29	767.824	64.1611	64161.1	148.39	6900.4	6440.37	77284.5	0.0350529	48000
201928	66357.3	10376.3	362.34	116.132	116132	226.686	5448.12	5084.91	61018.9	0.0444034	48000
200196	62939.2	10634.2	352.997	118.214	118214	228.986	5424.89	5063.23	60758.8	0.0445852	48000
203552	586428	1638.06	847.259	62.798	62798	147.123	7109.74	6635.76	79629.1	0.0339867	48000
209498	216827	4857.27	570.195	79.4081	79408.1	172.811	6073.02	5668.16	68017.9	0.0399202	48000
201157	572552	1681.78	834.841	62.9624	62962.4	147.241	7079.62	6607.65	79291.8	0.0341364	48000
202430	580014	1657.98	841.509	62.8724	62872.4	147.175	7095.89	6622.83	79474	0.0340554	48000
201401	573999	1677.11	836.132	62.9447	62944.7	147.228	7082.79	6610.61	79327.3	0.0341206	48000
206222	75276.3	9762.91	384.793	111.367	111367	221.1	5504.01	5137.08	61645	0.0439706	48000
205564	597574	1604.56	857.295	62.6747	62674.7	147.042	7133.51	6657.94	79895.3	0.0338694	48000
178437	4927.19	19676.6	52.8084	258.404	258404	277.176	4447.66	4151.15	49813.8	0.0533316	48000
192908	292427	3602.59	619.746	72.3414	72341.4	160.714	6321.23	5899.81	70797.8	0.0383421	48000
199999	62556.1	10664	351.921	118.458	118458	229.25	5422.22	5060.74	60728.8	0.0446062	48000
213258	636887	1496.53	893.029	62.294	62294	146.846	7214.56	6733.59	80803.1	0.0334752	48000
176481	4760.62	19912.9	51.5907	264.558	264558	277.247	4413.56	4119.32	49431.9	0.0536776	48000
