"# Values[S].InitialValue"	"[Z]"	"[mu2]"	"[mZ]"	"[mF]"	"[F]"	"[mP]"	"[PE]"	"[PG]"	"[PM]"	"[I]"	"(R21 - production I).n_5"
195712	538329	1799.57	804.467	65.0617	65061.7	153.581	7285.5	6799.8	81597.6	0.0356028	3
179290	5051.59	19466.9	53.6029	413.436	413436	288.692	4665.6	4354.56	52254.7	0.0641981	3
223850	685101	1381.19	937.254	62.9186	62918.6	150.42	7491.67	6992.23	83906.7	0.0340972	3
198258	555200	1739.03	819.289	64.733	64733	153.053	7310.83	6823.44	81881.3	0.0354125	3
198863	559023	1725.89	822.671	64.6623	64662.3	152.941	7316.5	6828.73	81944.8	0.0353701	3
193541	522714	1859.6	790.909	65.3924	65392.4	154.122	7261.56	6777.46	81329.5	0.0357841	3
224534	688008	1374.79	939.938	62.8886	62888.6	150.382	7495.51	6995.81	83949.7	0.0340701	3
217364	656461	1447.29	910.87	63.234	63234	150.831	7453.49	6956.59	83479.1	0.0343687	3
200131	566849	1699.61	829.617	64.5218	64521.8	152.721	7328.02	6839.48	82073.8	0.0352842	3
218970	167419	6011.19	527.384	92.825	92825	204.132	6534.87	6099.21	73190.6	0.0419699	3
183845	5529.13	18896.9	57.0426	395.699	395699	290.437	4787.34	4468.19	53618.2	0.0625196	3
232573	720783	1306.01	970.241	62.5736	62573.6	150.003	7538.38	7035.82	84429.9	0.0337696	3
186356	453262	2185.36	732.973	67.2556	67255.6	157.316	7148.45	6671.89	80062.7	0.0366592	3
200187	254397	4163.54	595.308	79.8149	79814.9	180.763	6750	6300	75600	0.0399963	3
184293	385792	2631.99	681.572	69.9442	69944.2	162.186	7026.45	6558.02	78696.3	0.0376382	3
182682	5397.65	19043.1	56.0968	400.504	400504	289.996	4755.7	4438.66	53263.9	0.0629539	3
194337	528598	1836.5	795.999	65.2646	65264.6	153.912	7270.64	6785.93	81431.2	0.0357152	3
187524	39055.5	12847.1	269.51	172.199	172199	279.654	5910.28	5516.26	66195.2	0.0484149	3
225280	691158	1367.91	942.847	62.8566	62856.6	150.342	7499.66	6999.68	83996.2	0.0340408	3
199854	64249.5	10505.9	355.606	134.957	134957	257.322	6139.74	5730.42	68765.1	0.0459225	3
192478	514541	1892.69	783.88	65.5766	65576.6	154.428	7248.83	6765.57	81186.9	0.0358811	3
198707	558042	1729.24	821.803	64.6803	64680.3	152.97	7315.05	6827.38	81928.5	0.035381	3
181328	5253.42	19212.6	55.0585	405.851	405851	289.479	4719.38	4404.76	52857.1	0.0634542	3
195628	56149.6	11157.4	331.911	143.58	143580	264.088	6081.12	5675.71	68108.5	0.0465455	3
205146	595676	1609.45	855.452	64.0481	64048.1	151.994	7369.58	6878.28	82539.3	0.0349769	3
189590	44091.3	12301	290.11	161.722	161722	274.994	5969.45	5571.49	66857.8	0.0477584	3
144931	2972.41	23921.2	37.6847	486.377	486377	275.506	3878.55	3619.98	43439.7	0.0752412	3
195727	538430	1799.19	804.556	65.0596	65059.6	153.578	7285.65	6799.94	81599.3	0.0356017	3
209529	618747	1543.91	876.363	63.7127	63712.7	151.5	7401.97	6908.5	82902	0.0347402	3
208812	83318.7	9252.76	402.111	120.794	120794	243.451	6247.21	5830.73	69968.7	0.044805	3
211885	91247.6	8819.83	418.602	116.467	116467	238.444	6283.69	5864.77	70377.3	0.0444329	3
216019	185427	5549.18	544.446	89.4393	89439.3	198.295	6582.49	6143.65	73723.8	0.0415224	3
218537	661795	1434.55	915.774	63.1724	63172.4	150.749	7460.66	6963.28	83559.4	0.0343175	3
201355	67199.9	10288.4	363.564	132.294	132294	254.99	6158.77	5748.18	68978.2	0.0457223	3
216268	651413	1459.55	906.232	63.2936	63293.6	150.912	7446.68	6950.24	83402.9	0.0344174	3
203725	72005.3	9954.37	375.869	128.385	128385	251.342	6187.61	5775.11	69301.3	0.0454207	3
197353	549349	1759.55	814.13	64.8438	64843.8	153.23	7302.11	6815.3	81783.6	0.0354779	3
205901	76641.1	9653.53	387.05	125.034	125034	247.995	6213.29	5799.07	69588.8	0.0451543	3
207062	79229.6	9493.88	393.026	123.316	123316	246.196	6226.83	5811.71	69740.5	0.0450144	3
208408	82352.8	9308.54	400.002	121.37	121370	244.089	6242.5	5826.33	69916	0.0448533	3
197007	269170	3929.89	604.729	78.2582	78258.2	177.836	6783.68	6331.44	75977.3	0.0396983	3
201659	247924	4272.12	591.102	80.5443	80544.3	182.129	6735.02	6286.02	75432.2	0.0401297	3
211627	629241	1515.8	885.929	63.5714	63571.4	151.298	7416.47	6922.04	83064.4	0.0346351	3
199331	63233.7	10583	352.788	135.926	135926	258.141	6132.93	5724.07	68688.8	0.0459944	3
186819	36935.2	13088.8	260.13	177.314	177314	281.58	5882.48	5490.32	65883.8	0.0487266	3
209170	84188	9203.15	403.988	120.286	120286	242.882	6251.39	5834.63	70015.6	0.0447622	3
209255	216055	4867.43	569.109	84.6145	84614.5	189.655	6659.23	6215.28	74583.3	0.040814	3
196218	57273.6	11061.9	335.379	142.249	142249	263.118	6089.89	5683.9	68206.8	0.0464516	3
202790	582511	1649.39	843.608	64.2563	64256.3	152.31	7350.76	6860.71	82328.6	0.0351156	3
221644	675583	1402.54	928.474	63.0193	63019.3	150.548	7479.06	6980.46	83765.5	0.0341865	3
200463	253169	4183.83	594.515	79.9509	79950.9	181.018	6747.17	6297.36	75568.3	0.0400214	3
197709	551669	1751.35	816.174	64.7995	64799.5	153.159	7305.57	6818.54	81822.4	0.0354519	3
229974	710452	1327.04	960.683	62.6685	62668.5	150.113	7524.94	7023.28	84279.3	0.0338634	3
193666	286514	3679.1	615.634	76.6066	76606.6	174.717	6822.38	6367.56	76410.7	0.0393597	3
202621	581544	1652.41	842.741	64.2721	64272.1	152.334	7349.37	6859.41	82313	0.0351258	3
194652	7415.71	17438.6	70.7193	338.282	338282	294.209	5113.56	4772.66	57271.9	0.058136	3
210487	623579	1530.84	880.764	63.6468	63646.8	151.406	7408.66	6914.75	82977	0.0346916	3
199306	63186.1	10586.7	352.656	135.973	135973	258.18	6132.61	5723.76	68685.2	0.0459978	3
213817	639870	1488.33	895.648	63.4349	63434.9	151.106	7431.02	6935.62	83227.4	0.03453	3
170733	4350.81	20536.5	48.494	440.04	440040	285.345	4449.98	4153.31	49839.8	0.0672098	3
199581	63718.8	10546	354.139	135.46	135460	257.749	6136.2	5727.12	68725.4	0.0459599	3
170599	4341.33	20553.3	48.424	440.396	440396	285.293	4446.74	4150.29	49803.4	0.0672553	3
199446	257731	4109.11	597.453	79.4507	79450.7	180.08	6757.66	6307.15	75685.8	0.0399282	3
205991	600258	1595.99	859.591	63.9786	63978.6	151.891	7376.07	6884.34	82612	0.0349293	3
211807	630124	1513.49	886.735	63.5598	63559.8	151.282	7417.68	6923.17	83078	0.0346263	3
169057	4234.18	20747.8	47.6298	444.399	444399	284.688	4409.45	4115.49	49385.9	0.0677797	3
172618	4488.94	20299.7	49.5111	434.83	434830	286.085	4496.2	4196.46	50357.5	0.0665609	3
229989	710512	1326.92	960.738	62.668	62668	150.113	7525.02	7023.35	84280.2	0.0338629	3
193910	285159	3697.82	614.784	76.7292	76729.2	174.948	6819.4	6364.77	76377.2	0.0393858	3
204173	590312	1625.49	850.618	64.1313	64131.3	152.12	7361.95	6871.15	82453.8	0.0350331	3
211801	630095	1513.56	886.709	63.5602	63560.2	151.282	7417.64	6923.13	83077.6	0.0346266	3
219491	666078	1424.46	919.716	63.1239	63123.9	150.685	7466.39	6968.63	83623.6	0.0342766	3
203667	71886.5	9962.34	375.574	128.476	128476	251.43	6186.93	5774.47	69293.6	0.0454279	3
194669	54317	11317	326.12	145.859	145859	265.69	6066.31	5661.88	67942.6	0.0467044	3
205421	75597	9719.58	384.586	125.757	125757	248.735	6207.67	5793.83	69525.9	0.0452124	3
192767	50636.9	11652.4	313.932	150.893	150893	268.977	6034.45	5632.16	67585.9	0.0470482	3
229658	709181	1329.67	959.507	62.6805	62680.5	150.127	7523.28	7021.73	84260.8	0.033875	3
197613	551049	1753.54	815.627	64.8113	64811.3	153.178	7304.65	6817.67	81812.1	0.0354588	3
188640	480400	2045.12	755.093	66.4409	66440.9	155.894	7194.03	6714.43	80573.1	0.0363029	3
174548	4638.76	20058.3	50.6076	429.139	429139	286.842	4544.22	4241.27	50895.3	0.0658885	3
207502	80235.9	9433.31	395.301	122.675	122675	245.51	6231.96	5816.49	69797.9	0.0449617	3
188839	42382.3	12481.8	283.365	165.037	165037	276.581	5950.37	5553.68	66644.2	0.047969	3
197340	549268	1759.83	814.059	64.8453	64845.3	153.232	7301.99	6815.19	81782.2	0.0354788	3
179969	5116.99	19382.2	54.075	410.968	410968	288.955	4683.41	4371.18	52454.2	0.0639514	3
210040	621330	1536.9	878.714	63.6773	63677.3	151.449	7405.55	6911.84	82942.1	0.0347142	3
197200	268234	3944.13	604.137	78.3526	78352.6	178.014	6781.57	6329.47	75953.6	0.0397169	3
235904	733688	1280.5	982.184	62.4601	62460.1	149.875	7555.09	7051.42	84617	0.0336536	3
188111	474808	2072.52	750.476	66.5986	66598.6	156.167	7184.79	6705.8	80469.6	0.0363747	3
211568	628950	1516.57	885.663	63.5752	63575.2	151.304	7416.07	6921.66	83059.9	0.034638	3
192472	514490	1892.9	783.837	65.5778	65577.8	154.43	7248.75	6765.5	81186	0.0358817	3
213564	638656	1491.42	894.536	63.4501	63450.1	151.128	7429.36	6934.07	83208.9	0.0345419	3
207380	79954.8	9450.14	394.668	122.853	122853	245.701	6230.53	5815.16	69782	0.0449763	3
216472	106297	8100.98	446.445	109.772	109772	229.93	6344.58	5921.6	71059.3	0.04382	3
198593	557327	1731.69	821.17	64.6935	64693.5	152.991	7313.99	6826.39	81916.7	0.0353889	3
187616	39307.4	12818.8	270.595	171.621	171621	279.423	5913.46	5519.23	66230.8	0.0483793	3
181944	5317.94	19135.5	55.5231	403.45	403450	289.714	4735.84	4420.12	53041.4	0.0632272	3
174039	4598.39	20121.8	50.3127	430.675	430675	286.643	4531.5	4229.4	50752.8	0.0660665	3
209130	84089.9	9208.72	403.777	120.343	120343	242.946	6250.92	5834.19	70010.3	0.044767	3
194500	529779	1831.93	797.023	65.2394	65239.4	153.871	7272.45	6787.62	81451.5	0.0357015	3
212799	93855.2	8686.38	423.731	115.18	115180	236.881	6294.94	5875.28	70503.3	0.0443189	3
195765	56410.8	11135.1	332.723	143.266	143266	263.862	6083.18	5677.63	68131.6	0.0465234	3
200357	568216	1695.1	830.834	64.4978	64497.8	152.683	7330.02	6841.35	82096.2	0.0352694	3
195673	538060	1800.57	804.233	65.0671	65067.1	153.59	7285.09	6799.42	81593	0.0356059	3
187655	39415.7	12806.7	271.06	171.374	171374	279.324	5914.83	5520.5	66246	0.0483641	3
195635	537792	1801.56	803.999	65.0726	65072.6	153.599	7284.69	6799.04	81588.5	0.035609	3
176732	4820.23	19785.7	51.9282	422.225	422225	287.697	4599.51	4292.88	51514.5	0.0651166	3
192211	512420	1901.48	782.064	65.6258	65625.8	154.51	7245.5	6762.47	81149.6	0.0359065	3
184478	5604.02	18817	57.5811	392.997	392997	290.675	4804.75	4484.43	53813.2	0.0622812	3
189271	486690	2015.18	760.321	66.2692	66269.2	155.599	7204.33	6724.04	80688.5	0.036223	3
214650	99640.6	8404.23	434.639	112.528	112528	233.549	6318.79	5897.53	70770.4	0.0440784	3
211346	627854	1519.46	884.663	63.5897	63589.7	151.324	7414.56	6920.25	83043	0.0346489	3
195768	56416.4	11134.6	332.74	143.26	143260	263.857	6083.22	5677.68	68132.1	0.0465229	3
189199	485995	2018.45	759.742	66.2879	66287.9	155.631	7203.2	6722.98	80675.8	0.0362318	3
197230	548542	1762.41	813.42	64.8593	64859.3	153.255	7300.9	6814.17	81770.1	0.035487	3
198771	558444	1727.87	822.158	64.6729	64672.9	152.958	7315.64	6827.93	81935.2	0.0353765	3
173246	4536.67	20221.1	49.8612	433.02	433020	286.332	4511.74	4210.96	50531.5	0.0663431	3
196307	542393	1784.59	808.022	64.9799	64979.9	153.449	7291.65	6805.54	81666.5	0.0355565	3
208393	612923	1559.95	871.067	63.794	63794	151.618	7393.86	6900.93	82811.2	0.0347993	3
202973	70456.3	10059.5	371.986	129.592	129592	252.498	6178.58	5766.68	69200.1	0.0455149	3
179730	5093.79	19412	53.9076	411.842	411842	288.863	4677.13	4365.32	52383.9	0.0640383	3
205514	597683	1603.53	857.264	64.0174	64017.4	151.949	7372.43	6880.94	82571.2	0.034956	3
182908	5422.65	19014.7	56.2767	399.585	399585	290.082	4761.83	4444.37	53332.5	0.0628697	3
202670	581821	1651.54	842.99	64.2676	64267.6	152.327	7349.77	6859.79	82317.4	0.0351229	3
221399	674512	1404.98	927.486	63.0309	63030.9	150.563	7477.64	6979.13	83749.6	0.0341966	3
203934	588978	1629.53	849.417	64.1524	64152.4	152.152	7360.04	6869.37	82432.5	0.0350471	3
192552	50214.5	11692.2	312.481	151.514	151514	269.36	6030.6	5628.56	67542.7	0.04709	3
177983	4930.58	19629.9	52.728	418.025	418025	288.185	4631.64	4322.86	51874.3	0.0646696	3
194851	532294	1822.29	799.208	65.1863	65186.3	153.784	7276.31	6791.22	81494.6	0.0356723	3
185026	5670.79	18747.8	58.0613	390.61	390610	290.88	4819.9	4498.58	53982.9	0.062074	3
215835	103828	8210.95	442.155	110.761	110761	231.247	6335.2	5912.85	70954.2	0.0439137	3
196590	57981.9	11002.5	337.532	141.435	141435	262.512	6095.31	5688.95	68267.5	0.0463938	3
167712	4144.41	20918	46.9606	447.721	447721	284.161	4377.32	4085.5	49025.9	0.0682322	3
215604	648322	1467.15	903.395	63.3307	63330.7	150.963	7442.5	6946.34	83356	0.0344474	3
188223	476019	2066.52	751.473	66.5641	66564.1	156.107	7186.8	6707.68	80492.1	0.0363591	3
206839	604789	1582.91	863.69	63.9113	63911.3	151.791	7382.46	6890.3	82683.6	0.0348825	3
189857	44675.9	12240.3	292.363	160.639	160639	274.452	5975.76	5577.37	66928.5	0.047689	3
198555	557082	1732.54	820.953	64.698	64698	152.998	7313.62	6826.05	81912.6	0.0353916	3
211860	91175.7	8823.57	418.459	116.503	116503	238.487	6283.37	5864.48	70373.8	0.0444361	3
197585	550863	1754.19	815.463	64.8148	64814.8	153.184	7304.37	6817.41	81808.9	0.0354609	3
188209	475866	2067.28	751.346	66.5684	66568.4	156.114	7186.54	6707.44	80489.3	0.036361	3
207020	79134.4	9499.65	392.809	123.378	123378	246.261	6226.34	5811.25	69735	0.0450195	3
172514	4481.06	20312.8	49.4533	435.128	435128	286.044	4493.62	4194.04	50328.5	0.0665972	3
194856	532328	1822.16	799.238	65.1856	65185.6	153.782	7276.36	6791.27	81495.2	0.0356719	3
210643	624361	1528.75	881.476	63.6363	63636.3	151.391	7409.74	6915.76	82989.1	0.0346838	3
206891	225889	4672.37	576.188	83.2672	83267.2	187.184	6683	6237.47	74849.6	0.0405977	3
208817	615109	1553.89	873.054	63.7632	63763.2	151.574	7396.91	6903.78	82845.4	0.0347771	3
208683	614423	1555.79	872.43	63.7729	63772.9	151.588	7395.95	6902.89	82834.7	0.034784	3
222821	680689	1391.01	933.183	62.9648	62964.8	150.478	7485.84	6986.78	83841.4	0.0341385	3
203956	589104	1629.14	849.531	64.1504	64150.4	152.149	7360.22	6869.54	82434.5	0.0350458	3
187531	39073.5	12845	269.588	172.157	172157	279.638	5910.51	5516.48	66197.7	0.0484123	3
181758	5298.25	19158.8	55.3814	404.181	404181	289.643	4730.86	4415.47	52985.6	0.0632959	3
197269	267903	3949.19	603.928	78.3861	78386.1	178.077	6780.82	6328.77	75945.2	0.0397235	3
192111	511618	1904.83	781.378	65.6445	65644.5	154.541	7244.24	6761.29	81135.5	0.0359161	3
186663	338696	3056.64	649.057	72.5965	72596.5	167.138	6933.36	6471.14	77653.7	0.0384103	3
198226	554997	1739.73	819.111	64.7368	64736.8	153.059	7310.53	6823.16	81877.9	0.0354148	3
149653	3174.4	23278.2	39.3826	480.522	480522	277.243	3975.19	3710.17	44522.1	0.0738943	3
194402	529064	1834.69	796.403	65.2546	65254.6	153.895	7271.36	6786.6	81439.2	0.0357098	3
190028	45046.9	12202.1	293.78	159.965	159965	274.107	5979.7	5581.06	66972.7	0.0476456	3
222812	680652	1391.1	933.148	62.9652	62965.2	150.479	7485.79	6986.74	83840.8	0.0341388	3
187153	463764	2128.86	741.445	66.9253	66925.3	156.736	7166.31	6688.56	80262.7	0.036519	3
220012	668402	1419.05	921.855	63.0979	63097.9	150.651	7469.5	6971.53	83658.4	0.0342545	3
187055	462547	2135.25	740.458	66.9625	66962.5	156.801	7164.26	6686.64	80239.7	0.036535	3
202149	578821	1660.95	840.302	64.317	64317	152.403	7345.44	6855.74	82268.9	0.0351549	3
179494	5071.09	19441.4	53.7438	412.699	412699	288.772	4670.95	4359.55	52314.6	0.0641239	3
196753	58292.1	10976.8	338.467	141.084	141084	262.247	6097.65	5691.14	68293.7	0.0463688	3
214970	100726	8353.27	436.618	112.059	112059	232.944	6323.11	5901.57	70818.8	0.044035	3
188440	41428.4	12584.7	279.494	166.99	166990	277.466	5939.29	5543.34	66520.1	0.0480918	3
201782	68049.5	10227.6	365.796	131.567	131567	254.331	6164.05	5753.11	69037.4	0.0456669	3
209338	617775	1546.56	875.478	63.7261	63726.1	151.52	7400.62	6907.24	82886.9	0.0347501	3
187911	472617	2083.45	748.674	66.6618	66661.8	156.276	7181.15	6702.41	80428.9	0.0364031	3
206610	603571	1586.41	862.587	63.9293	63929.3	151.817	7380.75	6888.7	82664.4	0.034895	3
185682	31265.7	13764.3	232.604	193.467	193467	286.44	5798.41	5411.85	64942.2	0.0496822	3
222111	677616	1397.93	930.348	62.9975	62997.5	150.52	7481.76	6982.98	83795.7	0.0341674	3
193509	52084.6	11518.1	318.82	148.834	148834	267.674	6047.34	5644.18	67730.2	0.0469088	3
192772	50647.5	11651.4	313.968	150.877	150877	268.967	6034.55	5632.25	67586.9	0.0470471	3
213491	95927.2	8583.19	427.711	114.2	114200	235.667	6303.65	5883.4	70600.9	0.0442309	3
189165	43136.2	12401.5	286.37	163.546	163546	275.881	5958.91	5561.65	66739.8	0.0478746	3
197548	59807.9	10852.7	342.974	139.418	139418	260.967	6108.87	5701.62	68419.4	0.0462493	3
161002	3739.03	21777.7	43.8841	462.231	462231	281.549	4221.65	3940.21	47282.5	0.0704278	3
203202	584855	1642.14	845.712	64.2183	64218.3	152.252	7354.13	6863.86	82366.3	0.0350907	3
202591	581372	1652.94	842.587	64.2749	64274.9	152.338	7349.12	6859.18	82310.2	0.0351277	3
194161	283786	3716.94	613.922	76.8546	76854.6	175.185	6816.36	6361.93	76343.2	0.0394122	3
193960	52956.4	11438.7	321.704	147.645	147645	266.895	6054.87	5651.21	67814.6	0.0468275	3
203185	584759	1642.43	845.625	64.2198	64219.8	152.254	7354	6863.73	82364.8	0.0350917	3
190388	497062	1967.71	769.02	65.9989	65998.9	155.138	7221.11	6739.7	80876.4	0.0360935	3
217437	110432	7922.81	453.411	108.195	108195	227.785	6359.84	5935.85	71230.2	0.0436679	3
208489	82544.3	9297.42	400.422	121.255	121255	243.962	6243.44	5827.21	69926.5	0.0448437	3
194861	280031	3770	611.565	77.2029	77202.9	175.844	6808.03	6354.16	76249.9	0.0394849	3
196453	57721.1	11024.3	336.742	141.733	141733	262.734	6093.32	5687.1	68245.2	0.046415	3
194766	54503.5	11300.6	326.717	145.62	145620	265.526	6067.84	5663.32	67959.8	0.0466879	3
192312	49741	11737.2	310.842	152.222	152222	269.79	6026.23	5624.48	67493.8	0.0471374	3
203572	586950	1635.7	847.593	64.1846	64184.6	152.201	7357.14	6866.66	82400	0.0350685	3
211500	628616	1517.45	885.358	63.5796	63579.6	151.31	7415.61	6921.23	83054.8	0.0346413	3
194782	531799	1824.18	798.778	65.1967	65196.7	153.801	7275.55	6790.51	81486.2	0.035678	3
172295	4464.7	20340.2	49.3332	435.747	435747	285.959	4488.23	4189.02	50268.2	0.0666727	3
182424	5369.46	19075.5	55.894	401.543	401543	289.898	4748.74	4432.16	53185.9	0.0630497	3
213374	198213	5249.99	555.307	87.2986	87298.6	194.505	6615.08	6174.07	74088.8	0.0412196	3
200597	569662	1690.36	832.122	64.4726	64472.6	152.644	7332.13	6843.33	82119.9	0.0352536	3
214229	194255	5340.25	552.042	87.9404	87940.4	195.649	6605.08	6164.74	73976.9	0.0413122	3
178624	4989.16	19550	53.1518	415.801	415801	288.434	4648.24	4338.36	52060.3	0.0644389	3
189960	493195	1985.14	765.765	66.0979	66097.9	155.306	7214.88	6733.89	80806.7	0.0361415	3
177595	4895.82	19678.2	52.4763	419.347	419347	288.034	4621.64	4313.53	51762.3	0.0648086	3
186536	35953.9	13202.9	255.63	179.842	179842	282.457	5868.97	5477.71	65732.5	0.0488789	3
216279	105529	8134.9	445.121	110.076	110076	230.336	6341.68	5918.9	71026.8	0.0438489	3
192368	294025	3577.83	620.351	75.9454	75945.4	173.466	6838.86	6382.94	76595.3	0.0392167	3
168795	4216.46	20780.9	47.4979	445.057	445057	284.585	4403.18	4109.63	49315.6	0.067868	3
201974	577800	1664.18	839.388	64.334	64334	152.429	7343.96	6854.37	82252.4	0.0351659	3
194379	282600	3733.57	613.178	76.9636	76963.6	175.392	6813.73	6359.48	76313.8	0.0394351	3
185520	5732.79	18685	58.5072	388.413	388413	291.064	4833.67	4511.43	54137.1	0.0618861	3
200053	566375	1701.18	829.195	64.5302	64530.2	152.734	7327.32	6838.84	82066	0.0352894	3
206417	602545	1589.36	861.659	63.9444	63944.4	151.84	7379.3	6887.35	82648.2	0.0349056	3
192497	50106	11702.5	312.107	151.675	151675	269.458	6029.6	5627.63	67531.6	0.0471008	3
208627	82875.3	9278.27	401.146	121.057	121057	243.743	6245.05	5828.72	69944.6	0.0448271	3
205412	75578.3	9720.77	384.542	125.77	125770	248.748	6207.57	5793.73	69524.8	0.0452134	3
190538	46132.6	12091.4	297.865	158.048	158048	273.102	5991.02	5591.61	67099.4	0.0475215	3
197087	268782	3935.79	604.483	78.2973	78297.3	177.909	6782.81	6330.62	75967.5	0.039706	3
202779	243106	4355.5	587.93	81.1071	81107.1	183.18	6723.79	6275.53	75306.4	0.0402301	3
201632	67749.5	10249	365.011	131.822	131822	254.563	6162.19	5751.38	69016.6	0.0456864	3
220512	670613	1413.92	923.893	63.0735	63073.5	150.619	7472.45	6974.29	83691.4	0.0342335	3
225526	692190	1365.67	943.8	62.8461	62846.1	150.329	7501.02	7000.95	84011.4	0.0340313	3
182337	5360.06	19086.3	55.8263	401.89	401890	289.865	4746.4	4429.98	53159.7	0.0630818	3
205671	76139.5	9685.14	385.87	125.379	125379	248.349	6210.6	5796.56	69558.8	0.0451821	3
186216	34677.9	13353.2	249.621	183.29	183290	283.579	5850.77	5460.72	65528.7	0.0490848	3
196425	543191	1781.68	808.722	64.964	64964	153.423	7292.86	6806.67	81680	0.0355474	3
209017	217051	4847.18	569.841	84.474	84474	189.398	6661.65	6217.54	74610.5	0.0407918	3
201667	67821.1	10243.9	365.199	131.761	131761	254.508	6162.64	5751.8	69021.5	0.0456817	3
190291	496196	1971.58	768.29	66.0209	66020.9	155.175	7219.72	6738.4	80860.8	0.0361042	3
210411	623197	1531.87	880.415	63.652	63652	151.413	7408.13	6914.26	82971.1	0.0346955	3
191530	48174.9	11888.4	305.318	154.653	154653	271.221	6011.37	5610.62	67327.4	0.047299	3
194608	281372	3750.93	612.407	77.0776	77077.6	175.607	6811.01	6356.94	76283.3	0.0394589	3
183544	5494.42	18934.8	56.793	396.961	396961	290.323	4779.12	4460.52	53526.2	0.0626322	3
214231	641844	1483.33	897.456	63.4102	63410.2	151.072	7433.71	6938.13	83257.5	0.0345106	3
196708	58206.9	10983.8	338.211	141.18	141180	262.32	6097.01	5690.54	68286.5	0.0463757	3
183465	5485.4	18944.7	56.7281	397.289	397289	290.293	4776.97	4458.51	53502.1	0.0626617	3
218416	661246	1435.85	915.269	63.1786	63178.6	150.757	7459.92	6962.59	83551.1	0.0343227	3
204583	592587	1618.64	852.667	64.0958	64095.8	152.066	7365.19	6874.18	82490.1	0.0350092	3
202047	578227	1662.83	839.77	64.3269	64326.9	152.418	7344.58	6854.94	82259.3	0.0351613	3
206491	602936	1588.23	862.013	63.9386	63938.6	151.831	7379.85	6887.86	82654.4	0.0349016	3
197435	549888	1757.63	814.605	64.8334	64833.4	153.213	7302.91	6816.05	81792.6	0.0354718	3
198052	553882	1743.61	818.126	64.7577	64757.7	153.093	7308.87	6821.61	81859.4	0.0354272	3
200041	566304	1701.41	829.132	64.5314	64531.4	152.736	7327.22	6838.74	82064.9	0.0352902	3
195050	279037	3784.23	610.941	77.2965	77296.5	176.021	6805.81	6352.09	76225.1	0.0395042	3
218817	663056	1431.56	916.935	63.158	63158	150.73	7462.35	6964.86	83578.3	0.0343054	3
195850	539278	1796.05	805.297	65.0424	65042.4	153.55	7286.94	6801.14	81613.7	0.035592	3
180917	5211.31	19263.9	54.7551	407.424	407424	289.321	4708.45	4394.55	52734.6	0.0636051	3
206725	78469.9	9540.15	391.291	123.81	123810	246.719	6222.91	5808.05	69696.6	0.0450549	3
196390	542955	1782.54	808.515	64.9687	64968.7	153.431	7292.5	6806.33	81676	0.0355501	3
196281	57392.1	11051.9	335.74	142.112	142112	263.016	6090.81	5684.75	68217	0.0464419	3
201431	248916	4255.23	591.751	80.4306	80430.6	181.916	6737.32	6288.17	75458	0.0401091	3
157935	3573.49	22177.2	42.5953	467.859	467859	280.369	4153	3876.14	46513.6	0.071396	3
187864	472089	2086.11	748.241	66.6772	66677.2	156.303	7180.27	6701.58	80419	0.0364099	3
194099	53223.8	11414.6	322.58	147.287	147287	266.657	6057.15	5653.34	67840.1	0.0468029	3
190278	45582.2	12147.2	295.805	159.009	159009	273.611	5985.33	5586.3	67035.6	0.0475839	3
230259	711599	1324.68	961.743	62.6578	62657.8	150.101	7526.44	7024.67	84296.1	0.033853	3
216190	651049	1460.44	905.898	63.2979	63297.9	150.918	7446.19	6949.78	83397.4	0.0344209	3
204811	593841	1614.9	853.797	64.0763	64076.3	152.037	7366.98	6875.84	82510.1	0.0349961	3
210091	621587	1536.2	878.949	63.6738	63673.8	151.444	7405.9	6912.18	82946.1	0.0347116	3
203636	587310	1634.6	847.917	64.1789	64178.9	152.192	7357.65	6867.14	82405.7	0.0350647	3
205144	595665	1609.48	855.442	64.0482	64048.2	151.995	7369.57	6878.26	82539.2	0.034977	3
175565	4721.57	19931.3	51.2111	425.985	425985	287.241	4569.84	4265.18	51182.2	0.0655305	3
202356	69204.3	10146.2	368.791	130.604	130604	253.446	6171.1	5759.7	69116.3	0.0455931	3
209311	215821	4872.21	568.936	84.6477	84647.7	189.715	6658.66	6214.75	74577	0.0408192	3
207911	610424	1566.93	868.798	63.8296	63829.6	151.67	7390.37	6897.68	82772.1	0.0348247	3
191720	48559.5	11850.9	306.69	154.043	154043	270.868	6015.08	5614.08	67368.9	0.0472586	3
198922	559395	1724.62	823.001	64.6555	64655.5	152.931	7317.05	6829.25	81950.9	0.035366	3
166206	4047.56	21109.4	46.2341	451.267	451267	283.572	4341.7	4052.26	48627.1	0.0687341	3
218307	660754	1437.02	914.816	63.1843	63184.3	150.765	7459.26	6961.98	83543.7	0.0343274	3
205324	596651	1606.57	856.332	64.0332	64033.2	151.972	7370.97	6879.57	82554.8	0.0349667	3
198299	555460	1738.13	819.52	64.7281	64728.1	153.046	7311.22	6823.8	81885.6	0.0354096	3
179855	5105.85	19396.5	53.9947	411.387	411387	288.911	4680.4	4368.37	52420.5	0.063993	3
195791	56460.3	11130.8	332.876	143.207	143207	263.819	6083.57	5678	68136	0.0465193	3
188186	323731	3216.82	639.261	73.6157	73615.7	169.059	6902.38	6442.22	77306.6	0.0386722	3
