"# Values[S].InitialValue"	"[Z]"	"[mu2]"	"[mZ]"	"[mF]"	"[F]"	"[mP]"	"[PE]"	"[PG]"	"[PM]"	"[I]"	"(R21 - production I).l_5"
213448	639200	1487.87	894.623	67.6842	67684.2	167.128	8219.37	7671.41	92056.9	0.0368335	0.1
193539	52933.2	11427.5	321.218	159.137	159137	278.653	6325.33	5903.64	70843.7	0.0475921	0.1
174976	4670.02	20013.5	50.8441	394.251	394251	286.077	4538.87	4236.28	50835.3	0.0623913	0.1
213342	638692	1489.16	894.157	67.6916	67691.6	167.14	8218.73	7670.81	92049.7	0.0368364	0.1
202368	581431	1650.3	842.205	68.6283	68628.3	168.724	8142.1	7599.29	91191.5	0.0371906	0.1
178437	4967.93	19582.4	53.0076	384.484	384484	287.372	4626.02	4317.61	51811.4	0.0615561	0.1
206865	606151	1576.69	864.499	68.1976	68197.6	167.991	8176.27	7631.19	91574.3	0.0370319	0.1
204593	74865.9	9754.53	382.342	135.434	135434	263.693	6567.53	6129.69	73556.3	0.0459579	0.1
186087	341610	3022.71	650.464	77.2664	77266.4	184.321	7672.23	7160.74	85928.9	0.039498	0.1
225383	692543	1362.97	943.735	66.9753	66975.3	165.962	8283.74	7731.49	92777.9	0.0365405	0.1
229347	708843	1328.5	958.809	66.7825	66782.5	165.651	8302.35	7748.86	92986.4	0.0364566	0.1
217139	176401	5767.72	535.634	96.978	96978	218.539	7129.86	6654.53	79854.4	0.0424756	0.1
213569	195121	5314.07	552.217	93.4779	93477.9	212.909	7203.13	6722.92	80675.1	0.0420523	0.1
213896	641337	1482.46	896.58	67.6532	67653.2	167.076	8222.06	7673.92	92087.1	0.0368211	0.1
201278	67982.9	10219.9	365.14	141.365	141365	268.177	6502.44	6068.94	72827.3	0.0463889	0.1
192020	49939.2	11705	311.141	163.808	163808	280.788	6282.3	5863.48	70361.8	0.0478913	0.1
235959	734768	1276.64	982.807	66.495	66495	165.192	8331.1	7775.69	93308.3	0.0363277	0.1
185816	449259	2204.38	729.288	71.9957	71995.7	174.674	7920.75	7392.7	88712.4	0.0382479	0.1
209855	621557	1534.03	878.502	67.9501	67950.1	167.573	8196.71	7650.26	91803.1	0.0369376	0.1
172850	4503.57	20279.1	49.6265	399.889	399889	285.28	4486.59	4187.49	50249.9	0.0628975	0.1
222960	682266	1385.52	934.242	67.1021	67102.1	166.168	8271.77	7720.32	92643.9	0.0365947	0.1
218537	662821	1430.06	916.315	67.3541	67354.1	166.581	8248.59	7698.68	92384.2	0.0367	0.1
193867	53571.1	11370.1	323.298	158.201	158201	278.198	6334.1	5911.83	70941.9	0.0475314	0.1
200439	570128	1686.32	832.097	68.8407	68840.7	169.089	8125.85	7584.12	91009.5	0.0372665	0.1
218558	662914	1429.84	916.4	67.3529	67352.9	166.579	8248.7	7698.79	92385.4	0.0366995	0.1
209759	86939.9	9038.81	409.295	127.094	127094	256.393	6665.73	6221.35	74656.1	0.045319	0.1
223172	683175	1383.5	935.081	67.0907	67090.7	166.15	8272.84	7721.32	92655.8	0.0365899	0.1
166350	4054.68	21098.5	46.2944	415.584	415584	282.842	4332.03	4043.22	48518.7	0.0644166	0.1
202985	584950	1639.41	845.363	68.5642	68564.2	168.615	8147.07	7603.93	91247.2	0.0371674	0.1
196261	58182.5	10972.8	337.696	151.991	151991	274.922	6393.75	5967.5	71610	0.0471219	0.1
239960	749764	1248.12	996.691	66.3383	66338.3	164.944	8347.3	7790.81	93489.8	0.0362554	0.1
189465	44598.5	12235.2	291.724	173.468	173468	284.538	6196.96	5783.83	69405.9	0.0484927	0.1
213706	640430	1484.75	895.749	67.6663	67666.3	167.098	8220.92	7672.86	92074.3	0.0368263	0.1
208379	83494.9	9231.49	401.975	129.255	129255	258.403	6639.44	6196.81	74361.8	0.0454887	0.1
212416	94255.2	8655.92	423.976	122.965	122965	252.309	6717.81	6269.95	75239.4	0.0449855	0.1
200990	573406	1675.71	835.023	68.778	68778	168.981	8130.6	7588.56	91062.7	0.0372442	0.1
239899	749537	1248.54	996.481	66.3406	66340.6	164.948	8347.06	7790.59	93487	0.0362564	0.1
169971	4294.69	20640.4	48.0863	407.117	407117	284.2	4417.19	4122.71	49472.6	0.0635755	0.1
187404	469806	2094.49	745.891	71.3125	71312.5	173.444	7960.35	7429.66	89155.9	0.0380549	0.1
199342	563473	1708.29	826.175	68.9707	68970.7	169.313	8116.08	7575.01	90900.1	0.0373122	0.1
206600	604746	1580.7	863.225	68.2209	68220.9	168.03	8174.38	7629.42	91553	0.0370407	0.1
201519	68467.8	10185.5	366.403	140.912	140912	267.853	6507.29	6073.47	72881.7	0.0463565	0.1
198651	559185	1722.76	822.371	69.0565	69056.5	169.462	8109.71	7569.07	90828.8	0.0373421	0.1
196694	59015.2	10904.2	340.185	150.963	150963	274.336	6403.87	5976.95	71723.4	0.047053	0.1
200300	66030.5	10360.8	359.973	143.252	143252	269.489	6482.45	6050.29	72603.5	0.0465224	0.1
193337	52539.6	11463.2	319.923	159.724	159724	278.934	6319.85	5898.53	70782.4	0.04763	0.1
201087	67600.3	10247.2	364.138	141.727	141727	268.432	6498.58	6065.34	72784.1	0.0464146	0.1
203179	586046	1636.04	846.349	68.5445	68544.5	168.581	8148.61	7605.37	91264.5	0.0371602	0.1
209315	85808.8	9101.14	406.922	127.786	127786	257.047	6657.23	6213.42	74561	0.0453737	0.1
224063	686972	1375.11	938.588	67.0435	67043.5	166.073	8277.28	7725.46	92705.5	0.0365698	0.1
206553	604500	1581.4	863.003	68.225	68225	168.037	8174.05	7629.11	91549.3	0.0370422	0.1
208285	83265.6	9244.62	401.478	129.404	129404	258.539	6637.65	6195.14	74341.7	0.0455003	0.1
237559	740822	1265	988.413	66.4309	66430.9	165.09	8337.68	7781.83	93382	0.0362983	0.1
213797	98549.1	8446.02	432.096	120.787	120787	250.022	6746.34	6296.58	75559	0.0448044	0.1
202632	70739	10027.9	372.21	138.865	138865	266.354	6529.45	6094.15	73129.9	0.0462093	0.1
208060	612393	1559.13	870.163	68.0955	68095.5	167.818	8184.63	7638.99	91667.8	0.0369933	0.1
203417	72369.7	9917.92	376.276	137.467	137467	265.292	6544.82	6108.5	73302	0.0461076	0.1
183076	5436.03	19003.3	56.3833	370.127	370127	289.093	4747.48	4430.98	53171.7	0.0604105	0.1
241836	756631	1235.39	1003.05	66.2686	66268.6	164.835	8354.62	7797.65	93571.8	0.0362228	0.1
194022	528072	1835.77	795.087	69.7325	69732.5	170.639	8061.5	7524.07	90288.8	0.0375696	0.1
208917	616800	1546.96	874.17	68.0249	68024.9	167.699	8190.46	7644.43	91733.2	0.0369663	0.1
173216	4531.46	20233.2	49.8311	398.937	398937	285.418	4495.54	4195.84	50350	0.0628107	0.1
221182	674560	1402.86	927.132	67.2	67200	166.328	8262.67	7711.83	92541.9	0.036636	0.1
198198	556329	1732.53	819.843	69.1146	69114.6	169.562	8105.44	7565.07	90780.9	0.0373622	0.1
194260	7291.95	17509.4	69.8214	326.638	326638	293.153	5081.67	4742.89	56914.7	0.0573734	0.1
197315	550660	1752.28	814.838	69.2322	69232.2	169.766	8096.86	7557.07	90684.8	0.0374025	0.1
208695	84265.5	9187.65	403.636	128.758	128758	257.949	6645.43	6202.4	74428.8	0.0454499	0.1
224192	687523	1373.9	939.097	67.0367	67036.7	166.062	8277.92	7726.06	92712.7	0.0365669	0.1
202475	70414.7	10050.1	371.391	139.15	139150	266.566	6526.34	6091.25	73095	0.0462299	0.1
204435	593054	1614.85	852.657	68.4203	68420.3	168.369	8158.39	7614.5	91374	0.0371148	0.1
191145	505734	1926.83	775.897	70.2837	70283.7	171.611	8024.53	7489.56	89874.7	0.0377458	0.1
206269	602989	1585.74	861.634	68.2503	68250.3	168.08	8172	7627.2	91526.4	0.0370517	0.1
183736	5510.9	18920.4	56.922	367.953	367953	289.336	4765.27	4447.59	53371	0.0602445	0.1
195293	56323.1	11129.4	332.02	154.385	154385	276.239	6370.46	5945.76	71349.1	0.0472813	0.1
165995	4032.32	21143.7	46.1261	416.379	416379	282.709	4323.79	4035.53	48426.4	0.0644985	0.1
197229	550101	1754.25	814.345	69.244	69244	169.787	8096.01	7556.27	90675.3	0.0374065	0.1
209230	618397	1542.6	875.623	67.9997	67999.7	167.656	8192.57	7646.4	91756.7	0.0369566	0.1
192797	51481.1	11560.4	316.397	161.342	161342	279.689	6304.86	5884.53	70614.4	0.0477341	0.1
177416	4876.21	19709.4	52.3433	387.443	387443	286.991	4600.04	4293.37	51520.4	0.0618039	0.1
189469	490979	1992.26	763.436	70.6832	70683.2	172.32	7998.91	7465.65	89587.8	0.0378686	0.1
199339	256391	4125.59	596.047	84.7967	84796.7	198.007	7419.3	6924.68	83096.2	0.0408425	0.1
214747	645369	1472.35	900.277	67.5953	67595.3	166.98	8227.12	7678.64	92143.7	0.036798	0.1
178769	4998.59	19541	53.2294	383.505	383505	287.496	4634.54	4325.57	51906.8	0.061475	0.1
172686	4491.22	20299.5	49.5359	400.312	400312	285.219	4482.61	4183.77	50205.2	0.0629363	0.1
218397	662192	1431.55	915.736	67.3626	67362.6	166.595	8247.82	7697.97	92375.6	0.0367035	0.1
164919	3965.79	21281	45.6234	418.751	418751	282.306	4298.96	4012.37	48148.4	0.0647457	0.1
183817	5520.28	18910.2	56.9895	367.683	367683	289.366	4767.47	4449.64	53395.6	0.060224	0.1
219898	668905	1415.85	921.919	67.2735	67273.5	166.449	8255.92	7705.53	92466.3	0.0366666	0.1
219121	161892	6156.6	521.115	100.076	100076	223.317	7069.86	6598.54	79182.5	0.0428272	0.1
197145	59883.2	10833.6	342.746	149.92	149920	273.727	6414.23	5986.62	71839.4	0.0469825	0.1
224123	687229	1374.54	938.825	67.0403	67040.3	166.068	8277.58	7725.74	92708.9	0.0365684	0.1
211264	628583	1515.32	884.912	67.8421	67842.1	167.392	8205.82	7658.77	91905.2	0.0368956	0.1
212184	93571.5	8690.3	422.651	123.327	123327	252.68	6713.13	6265.59	75187.1	0.0450153	0.1
217183	656677	1444.69	910.663	67.4373	67437.3	166.718	8241.1	7691.7	92300.3	0.0367341	0.1
176773	4820.12	19789.6	51.9363	389.274	389274	286.75	4583.78	4278.2	51338.4	0.0619595	0.1
194963	534791	1810.09	800.929	69.5781	69578.1	170.369	8072.22	7534.08	90408.9	0.0375188	0.1
193665	53178.1	11405.4	322.019	158.775	158775	278.478	6328.72	5906.8	70881.6	0.0475687	0.1
210116	87867.2	8988.37	411.219	126.537	126537	255.862	6672.6	6227.76	74733.1	0.0452748	0.1
190447	499784	1952.68	770.851	70.4412	70441.2	171.89	8014.31	7480.03	89760.3	0.0377947	0.1
178402	4964.75	19586.7	52.9846	384.586	384586	287.359	4625.13	4316.79	51801.4	0.0615645	0.1
219206	665823	1423.01	919.08	67.3141	67314.1	166.515	8252.21	7702.07	92424.8	0.0366835	0.1
206956	606627	1575.34	864.93	68.1897	68189.7	167.977	8176.91	7631.79	91581.4	0.0370289	0.1
183583	5493.37	18939.6	56.7959	368.459	368459	289.28	4761.14	4443.73	53324.8	0.060283	0.1
199584	255284	4143.67	595.335	84.9242	84924.2	198.234	7415.67	6921.29	83055.5	0.0408624	0.1
198189	61898.9	10673.5	348.565	147.6	147600	272.321	6437.56	6008.39	72100.6	0.0468244	0.1
199513	255605	4138.42	595.541	84.8871	84887.1	198.168	7416.72	6922.27	83067.3	0.0408566	0.1
162853	3842.84	21545.7	44.6877	423.149	423149	281.535	4251.86	3968.41	47620.9	0.0652171	0.1
186684	334895	3091.7	646.018	77.7237	77723.7	185.161	7654.19	7143.91	85726.9	0.0395915	0.1
208747	615933	1549.34	873.382	68.0387	68038.7	167.722	8189.32	7643.37	91720.4	0.0369716	0.1
199496	64446	10478.4	355.676	144.859	144859	270.567	6465.67	6034.63	72415.5	0.046635	0.1
200601	250751	4218.86	592.402	85.4554	85455.4	199.178	7400.69	6907.31	82887.7	0.0409445	0.1
200169	65771.5	10379.9	359.277	143.51	143510	269.665	6479.75	6047.76	72573.2	0.0465405	0.1
196609	546024	1768.77	810.759	69.3306	69330.6	169.937	8089.76	7550.44	90605.3	0.0374359	0.1
204593	233655	4520.09	581.027	87.6076	87607.6	202.962	7342.76	6853.24	82238.9	0.0412644	0.1
205156	596999	1603.16	856.218	68.3519	68351.9	168.252	8163.83	7619.57	91434.9	0.0370895	0.1
194584	279490	3772.76	610.684	82.3365	82336.5	193.588	7493.07	6993.53	83922.4	0.0404426	0.1
199795	254335	4159.26	594.723	85.0341	85034.1	198.429	7412.55	6918.38	83020.5	0.0408795	0.1
206638	79397.3	9472.23	392.896	132.04	132040	260.869	6606.46	6166.03	73992.4	0.045703	0.1
176321	4781.51	19845.8	51.6558	390.544	390544	286.581	4572.43	4267.6	51211.2	0.0620684	0.1
221545	676144	1399.27	928.593	67.1797	67179.7	166.295	8264.55	7713.58	92563	0.0366274	0.1
205588	229493	4597.87	578.161	88.1696	88169.6	203.939	7328.3	6839.74	82076.9	0.0413449	0.1
170094	4303.3	20624.8	48.1501	406.816	406816	284.246	4420.14	4125.46	49505.6	0.0635466	0.1
192162	50222.8	11678.2	312.119	163.345	163345	280.586	6286.52	5867.42	70409	0.0478618	0.1
199556	64564.2	10469.5	356	144.737	144737	270.486	6466.94	6035.81	72429.8	0.0466264	0.1
202698	70874.9	10018.6	372.552	138.746	138746	266.265	6530.75	6095.37	73144.4	0.0462007	0.1
213371	97178.8	8511.9	429.542	121.464	121464	250.743	6737.38	6288.22	75458.7	0.0448612	0.1
200874	572720	1677.92	834.411	68.791	68791	169.004	8129.61	7587.64	91051.6	0.0372489	0.1
181574	5274.12	19191.3	55.2177	374.946	374946	288.538	4707.5	4393.67	52724	0.0607851	0.1
218641	119917	7531.37	467.873	111.916	111916	239.702	6871.7	6413.59	76963.1	0.0440218	0.1
193374	523294	1854.5	790.952	69.8454	69845.4	170.838	8053.77	7516.85	90202.2	0.0376063	0.1
225380	692529	1363	943.722	66.9755	66975.5	165.962	8283.73	7731.48	92777.7	0.0365406	0.1
201861	578509	1659.46	839.587	68.6822	68682.2	168.817	8137.93	7595.41	91144.9	0.03721	0.1
192905	51692.7	11540.8	317.108	161.014	161014	279.538	6307.89	5887.36	70648.3	0.0477131	0.1
187863	40807.2	12639.8	276.626	181.56	181560	287.086	6128.66	5720.09	68641	0.0489817	0.1
220718	672526	1407.51	925.256	67.2263	67226.3	166.371	8260.25	7709.57	92514.8	0.0366469	0.1
222423	679954	1390.68	932.108	67.1312	67131.2	166.216	8269.05	7717.78	92613.4	0.036607	0.1
206550	79197.6	9484.3	392.443	132.182	132182	260.991	6604.81	6164.49	73973.8	0.0457138	0.1
196392	58435.6	10951.8	338.456	151.676	151676	274.744	6396.85	5970.39	71644.7	0.0471008	0.1
187219	39071	12832.9	269.292	185.661	185661	288.198	6095.01	5688.67	68264.1	0.0492253	0.1
196231	543496	1777.9	808.54	69.3852	69385.2	170.032	8085.85	7546.8	90561.6	0.0374544	0.1
201863	69165.7	10136.5	368.206	140.27	140270	267.39	6514.2	6079.92	72959	0.0463106	0.1
228689	706179	1334.03	956.345	66.8134	66813.4	165.7	8299.34	7746.05	92952.6	0.0364702	0.1
212755	635864	1496.39	891.569	67.7331	67733.1	167.21	8215.14	7667.47	92009.6	0.0368528	0.1
198243	62004.2	10665.3	348.864	147.483	147483	272.248	6438.75	6009.5	72114	0.0468164	0.1
189037	43636.3	12335.7	288.004	175.416	175416	285.197	6180.27	5768.25	69219	0.0486115	0.1
192017	512833	1896.9	781.955	70.1019	70101.9	171.289	8036.51	7500.74	90008.9	0.0376885	0.1
175848	4741.7	19904.8	51.3663	391.861	391861	286.404	4560.58	4256.54	51078.5	0.0621822	0.1
242775	760030	1229.17	1006.19	66.2347	66234.7	164.782	8358.23	7801.01	93612.1	0.0362067	0.1
214330	643400	1477.27	898.471	67.6235	67623.5	167.027	8224.65	7676.34	92116.1	0.0368093	0.1
182756	5400.55	19043.5	56.128	371.169	371169	288.975	4738.9	4422.97	53075.6	0.0604907	0.1
175317	4697.82	19971	51.0467	393.321	393321	286.205	4547.34	4244.19	50930.2	0.0623096	0.1
192335	50567.5	11645.7	313.301	162.787	162787	280.34	6291.6	5872.16	70465.9	0.0478264	0.1
196325	544130	1775.6	809.096	69.3715	69371.5	170.008	8086.84	7547.71	90572.6	0.0374497	0.1
184493	5599.96	18824.9	57.5627	365.413	365413	289.614	4785.88	4466.82	53601.9	0.0600528	0.1
186982	464859	2119.93	741.854	71.4701	71470.1	173.727	7951.02	7420.95	89051.4	0.0381002	0.1
211298	628751	1514.88	885.065	67.8396	67839.6	167.388	8206.04	7658.97	91907.6	0.0368946	0.1
228968	707310	1331.68	957.39	66.8002	66800.2	165.679	8300.62	7747.25	92967	0.0364644	0.1
198504	558262	1725.9	821.554	69.0752	69075.2	169.494	8108.34	7567.78	90813.4	0.0373485	0.1
185482	31655	13706.4	234.426	206.32	206320	292.325	5933.25	5537.7	66452.4	0.0504195	0.1
194695	278905	3781.15	610.316	82.3944	82394.4	193.693	7491.25	6991.83	83902	0.0404524	0.1
187238	467894	2104.25	744.328	71.3729	71372.9	173.553	7956.76	7426.31	89115.7	0.0380724	0.1
187768	40561.5	12666.9	275.605	182.125	182125	287.245	6123.99	5715.73	68588.7	0.0490154	0.1
191457	48805	11813.8	307.18	165.708	165708	281.593	6265.15	5847.47	70169.6	0.0480113	0.1
182623	5385.97	19060.2	56.0231	371.599	371599	288.925	4735.34	4419.65	53035.8	0.060524	0.1
240334	751142	1245.55	997.967	66.3242	66324.2	164.922	8348.77	7792.19	93506.3	0.0362488	0.1
186005	342603	3012.72	651.126	77.2004	77200.4	184.199	7674.87	7163.21	85958.5	0.0394844	0.1
178463	4970.29	19579.2	53.0246	384.409	384409	287.381	4626.68	4318.23	51818.8	0.0615498	0.1
186279	36042.6	13180.8	255.792	193.464	193464	290.024	6032.5	5630.34	67564.1	0.049682	0.1
177073	4846.14	19752.2	52.1251	388.423	388423	286.862	4591.36	4285.27	51423.2	0.0618869	0.1
197505	60577.4	10777.9	344.77	149.105	149105	273.241	6422.38	5994.22	71930.6	0.0469272	0.1
189749	45224.4	12170.7	294.104	172.237	172237	284.106	6207.58	5793.74	69524.9	0.0484172	0.1
191871	49640.3	11733.5	310.106	164.302	164302	281	6277.83	5859.31	70311.7	0.0479225	0.1
210316	623872	1527.82	880.613	67.9142	67914.2	167.513	8199.72	7653.08	91836.9	0.0369237	0.1
192896	51675.7	11542.4	317.051	161.04	161040	279.55	6307.65	5887.14	70645.6	0.0477147	0.1
206051	601824	1589.1	860.579	68.2698	68269.8	168.113	8170.42	7625.72	91508.7	0.037059	0.1
172691	4491.58	20298.9	49.5385	400.3	400300	285.221	4482.73	4183.88	50206.5	0.0629351	0.1
205270	597617	1601.35	856.776	68.3413	68341.3	168.234	8164.68	7620.36	91444.4	0.0370856	0.1
201982	69406.8	10119.7	368.825	140.051	140051	267.23	6516.56	6082.13	72985.5	0.0462949	0.1
203548	238052	4439.88	584.008	87.0307	87030.7	201.954	7357.87	6867.35	82408.2	0.0411805	0.1
178313	4956.59	19597.8	52.9255	384.848	384848	287.325	4622.85	4314.66	51775.9	0.0615863	0.1
208208	218559	4810.9	570.396	89.7229	89722.9	206.614	7289.64	6803.66	81644	0.0415613	0.1
214106	99574.1	8397.4	433.983	120.291	120291	249.487	6752.95	6302.76	75633.1	0.0447626	0.1
211328	91132.7	8815.24	417.846	124.657	124657	254.022	6696.15	6249.74	74996.9	0.0451237	0.1
212376	634027	1501.12	889.888	67.7604	67760.4	167.255	8212.8	7665.28	91983.4	0.0368636	0.1
196564	545724	1769.85	810.495	69.3371	69337.1	169.948	8089.3	7550.01	90600.1	0.0374381	0.1
200796	67018.1	10289	362.604	142.285	142285	268.823	6492.66	6059.81	72717.8	0.0464542	0.1
182055	5324.69	19131.3	55.5819	373.423	373423	288.715	4720.21	4405.53	52866.4	0.0606658	0.1
163857	3901.83	21416.8	45.1378	421.037	421037	281.91	4274.66	3989.69	47876.2	0.0649886	0.1
210478	88822.2	8937.01	413.181	125.975	125975	255.319	6679.59	6234.28	74811.4	0.0452299	0.1
211796	631196	1508.47	887.299	67.8027	67802.7	167.326	8209.18	7661.9	91942.8	0.0368802	0.1
202642	582999	1645.43	843.612	68.5996	68599.6	168.675	8144.32	7601.36	91216.4	0.0371802	0.1
203433	72402.3	9915.74	376.357	137.439	137439	265.271	6545.12	6108.78	73305.4	0.0461056	0.1
206169	602456	1587.28	861.152	68.2592	68259.2	168.095	8171.28	7626.52	91518.3	0.037055	0.1
206342	78724.4	9513.04	391.364	132.521	132521	261.282	6600.86	6160.8	73929.6	0.0457396	0.1
202405	70270.8	10060	371.027	139.277	139277	266.661	6524.96	6089.96	73079.5	0.0462391	0.1
228000	703370	1339.9	953.746	66.8461	66846.1	165.753	8296.15	7743.08	92916.9	0.0364845	0.1
184955	5655.95	18766.6	57.9654	363.843	363843	289.783	4798.53	4478.63	53743.6	0.0599355	0.1
189050	486999	2010.69	760.106	70.7962	70796.2	172.521	7991.82	7459.04	89508.4	0.0379027	0.1
202057	69559.3	10109.1	369.215	139.913	139913	267.13	6518.06	6083.52	73002.2	0.0462849	0.1
181619	5278.83	19185.7	55.2516	374.803	374803	288.554	4708.69	4394.78	52737.4	0.0607739	0.1
206684	605195	1579.42	863.633	68.2134	68213.4	168.017	8174.98	7629.99	91559.8	0.0370378	0.1
193060	51996.8	11512.8	318.124	160.546	160546	279.321	6312.21	5891.4	70696.8	0.047683	0.1
179564	5073.49	19442	53.7707	381.135	381135	287.792	4655.01	4344.67	52136.1	0.0612807	0.1
203364	238830	4425.88	584.531	86.9304	86930.4	201.779	7360.53	6869.83	82438	0.0411658	0.1
181763	5293.86	19167.7	55.3599	374.35	374350	288.608	4712.49	4398.32	52779.9	0.0607383	0.1
210583	208484	5019.08	562.873	91.2613	91261.3	209.223	7253.09	6769.55	81234.6	0.0417676	0.1
202076	579752	1655.56	840.7	68.6592	68659.2	168.777	8139.71	7597.06	91164.7	0.0372017	0.1
199593	64636.6	10464.1	356.198	144.662	144662	270.437	6467.72	6036.54	72438.5	0.0466212	0.1
203171	586005	1636.17	846.312	68.5452	68545.2	168.582	8148.56	7605.32	91263.8	0.0371605	0.1
223001	682440	1385.13	934.402	67.0999	67099.9	166.165	8271.98	7720.51	92646.1	0.0365938	0.1
203626	588561	1628.37	848.611	68.4995	68499.5	168.504	8152.14	7608.66	91304	0.0371438	0.1
207800	220266	4776.79	571.633	89.4728	89472.8	206.186	7295.74	6809.36	81712.3	0.041527	0.1
201749	577855	1661.53	839.001	68.6943	68694.3	168.837	8137	7594.53	91134.4	0.0372144	0.1
210450	88747.8	8940.99	413.028	126.019	126019	255.361	6679.05	6233.78	74805.3	0.0452333	0.1
207236	80776.8	9389.71	396	131.074	131074	260.03	6617.79	6176.6	74119.2	0.0456292	0.1
230068	711742	1322.53	961.492	66.7492	66749.2	165.597	8305.62	7751.91	93022.9	0.0364419	0.1
201356	575565	1668.8	836.952	68.7372	68737.2	168.911	8133.71	7591.47	91097.6	0.0372297	0.1
201789	69014.9	10147.1	367.817	140.408	140408	267.49	6512.71	6078.53	72942.4	0.0463205	0.1
196809	547345	1764.04	811.92	69.3024	69302.4	169.888	8091.79	7552.34	90628.1	0.0374264	0.1
201558	68547.2	10179.9	366.609	140.839	140839	267.8	6508.08	6074.21	72890.5	0.0463513	0.1
207659	81768.9	9331.3	398.202	130.398	130398	259.432	6625.79	6184.07	74208.9	0.0455772	0.1
196584	545855	1769.38	810.61	69.3343	69334.3	169.944	8089.5	7550.2	90602.4	0.0374372	0.1
219530	667266	1419.65	920.409	67.295	67295	166.484	8253.95	7703.69	92444.3	0.0366756	0.1
199805	254289	4160.01	594.693	85.0394	85039.4	198.439	7412.39	6918.23	83018.8	0.0408803	0.1
166227	4046.9	21114.2	46.2358	415.861	415861	282.796	4329.16	4040.55	48486.6	0.0644451	0.1
202289	70034.4	10076.2	370.427	139.487	139487	266.816	6522.67	6087.83	73053.9	0.0462543	0.1
222879	681915	1386.3	933.918	67.1065	67106.5	166.175	8271.36	7719.94	92639.3	0.0365966	0.1
200081	567973	1693.37	830.177	68.8823	68882.3	169.161	8122.7	7581.19	90974.3	0.0372812	0.1
198536	260063	4066.42	598.401	84.3807	84380.7	197.265	7431.29	6935.88	83230.5	0.0407771	0.1
200668	66761.8	10307.6	361.924	142.533	142533	268.996	6490.03	6057.36	72688.3	0.0464717	0.1
205692	229060	4606.06	577.86	88.229	88229	204.042	7326.79	6838.33	82060	0.0413533	0.1
229198	708241	1329.75	958.252	66.7895	66789.5	165.662	8301.67	7748.23	92978.7	0.0364597	0.1
201493	246851	4285.09	589.854	85.9254	85925.4	200.01	7387.67	6895.16	82741.9	0.041016	0.1
227027	699376	1348.33	950.052	66.8933	66893.3	165.829	8291.6	7738.82	92865.9	0.0365051	0.1
226141	695708	1356.16	946.66	66.9371	66937.1	165.9	8287.39	7734.9	92818.8	0.0365241	0.1
196206	7930.24	17186.7	74.5284	316.202	316202	293.88	5156.85	4813.06	57756.7	0.0567139	0.1
191242	506540	1923.38	776.583	70.2628	70262.8	171.574	8025.9	7490.84	89890.1	0.0377392	0.1
181954	5313.99	19143.9	55.5048	373.744	373744	288.678	4717.54	4403.04	52836.4	0.0606908	0.1
210571	89069.4	8923.82	413.685	125.831	125831	255.179	6681.38	6235.96	74831.5	0.0452183	0.1
206132	227223	4641.03	576.579	88.4826	88482.6	204.481	7320.36	6832.33	81988	0.0413892	0.1
212397	634129	1500.86	889.981	67.7588	67758.8	167.253	8212.93	7665.4	91984.8	0.036863	0.1
191706	510338	1907.31	779.821	70.1651	70165.1	171.401	8032.32	7496.83	89962	0.0377085	0.1
187837	40739.5	12647.3	276.345	181.715	181715	287.13	6127.38	5718.89	68626.6	0.048991	0.1
198598	259777	4070.98	598.218	84.4127	84412.7	197.322	7430.37	6935.01	83220.1	0.0407821	0.1
168917	4222.41	20773.3	47.5494	409.651	409651	283.804	4392.17	4099.36	49192.3	0.0638217	0.1
216795	654897	1448.98	909.026	67.4618	67461.8	166.759	8238.92	7689.66	92275.9	0.0367441	0.1
218137	661016	1434.33	914.654	67.3784	67378.4	166.621	8246.4	7696.64	92359.6	0.03671	0.1
203411	72356.4	9918.8	376.243	137.478	137478	265.301	6544.69	6108.38	73300.6	0.0461084	0.1
208523	83844.9	9211.52	402.731	129.028	129028	258.196	6642.17	6199.36	74392.3	0.045471	0.1
193690	525642	1845.25	792.982	69.7896	69789.6	170.74	8057.58	7520.41	90244.9	0.0375882	0.1
210843	89802.5	8884.93	415.174	125.409	125409	254.766	6686.67	6240.9	74890.7	0.0451844	0.1
201672	577411	1662.93	838.604	68.7026	68702.6	168.852	8136.36	7593.94	91127.3	0.0372173	0.1
187415	22537.2	14828	181.656	238.106	238106	295.286	5701.6	5321.49	63857.9	0.0521994	0.1
209403	619273	1540.22	876.421	67.9859	67985.9	167.633	8193.72	7647.47	91769.6	0.0369513	0.1
203357	238860	4425.34	584.552	86.9265	86926.5	201.772	7360.64	6869.93	82439.1	0.0411652	0.1
248077	778775	1195.67	1023.52	66.0526	66052.6	164.499	8377.86	7819.34	93832.1	0.0361196	0.1
187468	39763.3	12755.3	272.25	183.994	183994	287.759	6108.61	5701.37	68416.5	0.0491266	0.1
198902	63284.9	10566.4	352.467	146.084	146084	271.363	6453.04	6022.83	72274	0.04672	0.1
207874	82279.5	9301.54	399.326	130.055	130055	259.126	6629.86	6187.87	74254.5	0.0455508	0.1
207917	611654	1561.19	869.492	68.1075	68107.5	167.838	8183.64	7638.07	91656.8	0.0369978	0.1
207616	610091	1565.56	868.072	68.1329	68132.9	167.881	8181.56	7636.12	91633.5	0.0370074	0.1
