"# (R23 - production T).gT"	"[Z]"	"[mu2]"	"[mZ]"	"[mF]"	"[F]"	"[mP]"	"[PE]"	"[PG]"	"[PM]"	"[I]"	"[T]"	"[mS]"	"[S]"	"(R21 - production I).n_6"
0.0492182	5493.06	18927.6	56.7583	533.213	533213	292.786	4820.88	4499.49	53993.9	0.0994539	0.0492182	17910.1	183417	3
0.118376	200323	5144.85	551.892	169.286	169286	360.017	12350.7	11527.3	138327	0.0482349	0.118376	20365.8	208565	3
0.0820942	242993	4278.65	579.995	484.255	484255	441.78	16327.2	15238.7	182865	0.0747365	0.0820942	19225.8	196891	3
0.123756	87203	9026.2	409.927	125.505	125505	253.76	6602.38	6162.22	73946.6	0.0451922	0.123756	20500.4	209943	3
0.175576	100690	8440.26	441.171	60.0806	60080.6	96.5893	2607.23	2433.42	29201	0.0264386	0.175576	21440.5	219572	3
0.0697277	53997.8	11265	322.568	514.668	514668	338.569	7751.66	7234.88	86818.6	0.084935	0.0697277	18748.5	192003	3
0.0148069	4453.91	20352.4	49.2405	539.114	539114	287.372	4508.62	4208.04	50496.5	0.10968	0.0148069	16803.8	172088	3
0.140924	84766.4	9264.72	409.661	68.2774	68277.4	114.53	2936.84	2741.05	32892.6	0.0370618	0.140924	20877.4	213805	3
0.0660298	50711.4	11566.9	311.861	519.984	519984	336.024	7572.19	7067.38	84808.6	0.0878702	0.0660298	18599.5	190477	3
0.0891782	69984.3	10007.7	367.437	452.554	452554	349.471	8576.96	8005.16	96061.9	0.0689214	0.0891782	19480.7	199501	3
0.14408	85772.5	9212.14	412.019	65.4334	65433.4	107.368	2761.96	2577.83	30933.9	0.0358059	0.14408	20938.8	214434	3
0.0726262	554936	1683.46	809.439	509.532	509532	522.677	25126.4	23451.3	281415	0.0825798	0.0726262	18863.6	193181	3
0.084048	65894.4	10299.4	356.916	476.857	476857	347.014	8376.21	7817.79	93813.5	0.0731188	0.084048	19297.6	197626	3
0.11718	88313.1	8920.99	410.036	180.954	180954	317.543	8315.71	7761.33	93136	0.0489455	0.11718	20334.7	208247	3
0.0115062	4413.34	20421.6	48.9423	539.185	539185	287.122	4494.51	4194.87	50338.5	0.109849	0.0115062	16750.2	171538	3
0.0440289	5260.19	19196.3	55.0854	535.176	535176	291.723	4758.65	4441.41	53296.9	0.102215	0.0440289	17702.6	181292	3
0.123017	87498	9003.8	410.234	130.634	130634	262.546	6840.41	6384.39	76612.6	0.0455954	0.123017	20482.4	209759	3
0.121855	200661	5150.52	553.325	139.274	139274	321.918	11038.5	10302.6	123631	0.0462389	0.121855	20453.8	209466	3
0.174959	100373	8455.47	440.605	60.0872	60087.2	96.5546	2603.76	2430.17	29162.1	0.0265767	0.174959	21432.4	219488	3
0.0521198	33777.3	13399.9	244.065	531.802	531802	322.113	6631.3	6189.22	74270.6	0.0977218	0.0521198	18028.5	184629	3
0.000594287	4351.57	20529.3	48.4873	539.247	539247	286.737	4472.72	4174.54	50094.5	0.11	0.000594287	16666.9	170685	3
0.157149	91479.8	8904.54	423.912	60.919	60919	97.1182	2545.9	2376.17	28514.1	0.031283	0.157149	21169.8	216799	3
0.0440292	5260.21	19196.3	55.0855	535.175	535175	291.723	4758.65	4441.41	53296.9	0.102214	0.0440292	17702.6	181292	3
0.0317619	4822.28	19775.8	51.9261	537.857	537857	289.497	4629.83	4321.17	51854.1	0.106926	0.0317619	17251.9	176677	3
0.0724342	7062.47	17627.9	68.0806	509.902	509902	298.134	5145.13	4802.13	57625.5	0.082737	0.0724342	18856	193104	3
0.00469413	4361.72	20511.4	48.5621	539.243	539243	286.801	4476.33	4177.91	50134.9	0.10999	0.00469413	16680.7	170827	3
0.0368631	4986.18	19546.6	53.1116	537.003	537003	290.366	4679.91	4367.92	52415	0.105277	0.0368631	17430.4	178504	3
0.00190329	4353.1	20526.6	48.4986	539.247	539247	286.746	4473.27	4175.05	50100.6	0.109999	0.00190329	16669	170706	3
0.10055	78811.1	9436.71	388.431	365.948	365948	352.547	8947.15	8350.67	100208	0.060093	0.10055	19857.4	203359	3
0.134762	83839.1	9298.54	406.756	78.356	78356	141.463	3620.05	3378.71	40544.5	0.0397176	0.134762	20750.8	212508	3
0.103893	81292.7	9289.55	393.995	331.184	331184	351.972	9011.9	8411.11	100933	0.0576675	0.103893	19960.3	204413	3
0.0686451	267207	3881.37	595.205	516.356	516356	452.45	17336.6	16180.8	194170	0.0858036	0.0686451	18705.1	191558	3
0.17409	99927.4	8476.94	439.805	60.0974	60097.4	96.5081	2598.93	2425.67	29108	0.0267738	0.17409	21420.8	219370	3
0.074168	57793.2	10936.3	334.216	506.385	506385	341.412	7955.76	7425.38	89104.5	0.081313	0.074168	18924	193800	3
0.081985	243171	4275.53	580.109	484.643	484643	441.864	16334.9	15245.9	182951	0.0748271	0.081985	19221.8	196849	3
0.0943335	74033.2	9736.35	377.331	419.457	419457	351.445	8762.4	8178.24	98138.8	0.0648202	0.0943335	19656.6	201302	3
0.0446361	333956	3030.58	636.836	534.978	534978	476.827	19831.9	18509.8	222118	0.101915	0.0446361	17726.5	181537	3
0.0706634	54809.1	11193	325.119	513.113	513113	339.186	7795.6	7275.89	87310.7	0.0841791	0.0706634	18785.8	192385	3
0.0404127	356952	2804.95	652.067	536.205	536205	483.865	20590.8	19218.1	230617	0.10387	0.0404127	17562.6	179858	3
0.0720006	55957.1	11092.7	328.671	510.722	510722	340.051	7857.49	7333.66	88003.9	0.0830914	0.0720006	18838.9	192928	3
0.0866742	67995.8	10147.2	362.393	465.372	465372	348.32	8480.64	7915.26	94983.1	0.0709589	0.0866742	19392.3	198596	3
0.0616433	282270	3660.22	604.463	524.87	524870	458.505	17935.8	16740.1	200881	0.0912115	0.0616433	18420.4	188642	3
0.133129	83929.1	9284.84	406.552	82.4925	82492.5	152.795	3913.28	3652.39	43828.7	0.040469	0.133129	20715.6	212148	3
0.092726	599205	1546.43	849.138	430.822	430822	525.69	25676.4	23964.7	287576	0.0660836	0.092726	19602.6	200750	3
0.170832	98267.1	8557.87	436.796	60.1481	60148.1	96.3645	2581.72	2409.6	28915.2	0.0275401	0.170832	21376.3	218914	3
0.0933128	226031	4591.05	568.791	426.787	426787	432.785	15560.8	14523.4	174281	0.0656206	0.0933128	19622.4	200952	3
0.0863001	67697.6	10168.5	361.625	467.124	467124	348.139	8465.97	7901.57	94818.8	0.0712652	0.0863001	19378.9	198459	3
0.0652765	50022.7	11632.4	309.537	520.923	520923	335.482	7534.31	7032.02	84384.2	0.088456	0.0652765	18568.9	190163	3
0.111644	86346	9010.42	405.148	241.622	241622	342.229	8912.84	8318.65	99823.8	0.052395	0.111644	20185.3	206717	3
0.147816	87226.5	9133.53	415.206	63.2796	63279.6	102.196	2641.54	2465.44	29585.2	0.034406	0.147816	21008.5	215148	3
0.0736838	7189.98	17551.6	69.0108	507.407	507407	298.452	5165.35	4820.99	57851.9	0.0817117	0.0736838	18905.1	193606	3
0.0984581	219015	4729.49	563.967	385.655	385655	427.894	15202.2	14188.7	170264	0.0616536	0.0984581	19791.2	202681	3
0.0459308	5342	19099	55.6734	534.53	534530	292.106	4780.99	4462.26	53547.1	0.101255	0.0459308	17777.9	182063	3
0.0859874	236829	4388.7	575.993	468.558	468558	438.759	16057.8	14987.2	179847	0.0715217	0.0859874	19367.7	198344	3
0.0871352	68363	10121.2	363.334	463.156	463156	348.539	8498.62	7932.05	95184.6	0.0705819	0.0871352	19408.7	198764	3
0.15619	91019.8	8928.95	423	61.0472	61047.2	97.3526	2548.19	2378.31	28539.7	0.0315809	0.15619	21154.1	216638	3
0.0442565	5269.77	19184.8	55.1543	535.102	535102	291.769	4761.29	4443.87	53326.5	0.102103	0.0442565	17711.6	181384	3
0.0882746	233351	4452.52	573.701	457.405	457405	436.955	15902	14841.9	178103	0.0696537	0.0882746	19449	199177	3
0.119981	200284	5151.29	552.352	154.684	154684	343.895	11791.3	11005.2	132063	0.0473011	0.119981	20406.8	208985	3
0.208354	120112	7598.24	472.791	60.002	60002	99.3742	2835.85	2646.79	31761.5	0.0208557	0.208354	21801	223263	3
0.108568	84524.9	9107.17	401.114	277.742	277742	348.214	9015.03	8414.02	100968	0.0544266	0.108568	20098.3	205826	3
0.0298767	4768.02	19855.2	51.5326	538.102	538102	289.199	4612.74	4305.22	51662.6	0.107428	0.0298767	17190.1	176044	3
0.0777999	60814.8	10688.9	343.001	497.621	497621	343.587	8115.33	7574.31	90891.7	0.0783053	0.0777999	19064.3	195237	3
0.120207	88278.9	8940.1	410.803	152.732	152732	292.801	7658.73	7148.15	85777.8	0.0471715	0.120207	20412.5	209044	3
0.0837472	65652.5	10317.3	356.276	478.056	478056	346.859	8364.03	7806.43	93677.2	0.0733674	0.0837472	19286.6	197513	3
0.127821	85390.5	9162.84	407.852	102.181	102181	204.441	5274.89	4923.23	59078.7	0.0430556	0.127821	20596.6	210930	3
0.104116	81454.8	9280.14	394.354	328.736	328736	351.887	9014.83	8413.84	100966	0.0575086	0.104116	19967.1	204482	3
0.0320303	4830.28	19764.3	51.9841	537.82	537820	289.54	4632.32	4323.5	51882	0.10685	0.0320303	17260.9	176769	3
0.0714977	55526.8	11130.1	327.347	511.645	511645	339.728	7834.33	7312.04	87744.5	0.0835014	0.0714977	18819	192724	3
0.0572091	41857.6	12467.2	279.498	528.612	528612	328.862	7080.25	6608.23	79298.8	0.0943868	0.0572091	18237.8	186773	3
0.125231	86552.8	9075	409.2	116.104	116104	235.733	6115	5707.33	68488	0.0444009	0.125231	20535.8	210307	3
0.00894536	4388.85	20463.9	48.7621	539.218	539218	286.97	4485.91	4186.85	50242.2	0.109929	0.00894536	16717.4	171203	3
0.0763444	7492.42	17383.6	71.2252	501.38	501380	299.154	5210.3	4862.95	58355.3	0.0795135	0.0763444	19008.5	194665	3
0.0903753	230244	4510.62	571.632	445.714	445714	435.26	15759.8	14709.2	176510	0.0679569	0.0903753	19522.3	199927	3
0.11511	201456	5111.24	552.032	202.534	202534	384.965	13243.4	12360.5	148326	0.050204	0.11511	20279.9	207686	3
0.145392	200895	5214.8	559.681	64.5534	64553.4	123.285	4205.06	3924.73	47096.7	0.0353038	0.145392	20963.7	214688	3
0.131933	636618	1484.59	890.386	86.0339	86033.9	240.407	11827.8	11039.3	132472	0.0410324	0.131933	20689.5	211880	3
0.071341	55392.4	11141.8	326.932	511.927	511927	339.627	7827.09	7305.28	87663.4	0.0836289	0.071341	18812.8	192661	3
0.0383184	5037.6	19477.9	53.4826	536.698	536698	290.63	4695.16	4382.15	52585.8	0.104727	0.0383184	17483.9	179052	3
0.127716	85434.8	9159.44	407.903	102.685	102685	205.665	5307.58	4953.74	59444.9	0.0431091	0.127716	20594.2	210905	3
0.00910324	4390.18	20461.6	48.7719	539.216	539216	286.979	4486.38	4187.29	50247.5	0.109925	0.00910324	16719.2	171221	3
0.0615902	46517.1	11977.2	297.233	524.921	524921	332.679	7340.26	6850.9	82210.9	0.0912508	0.0615902	18418.2	188620	3
0.089178	69984.1	10007.7	367.437	452.556	452556	349.471	8576.95	8005.15	96061.8	0.0689216	0.089178	19480.7	199501	3
0.0049193	4362.73	20509.6	48.5696	539.242	539242	286.807	4476.69	4178.24	50138.9	0.109988	0.0049193	16682.1	170841	3
0.0120883	4419.75	20410.5	48.9895	539.175	539175	287.162	4496.75	4196.97	50363.6	0.109825	0.0120883	16758.8	171626	3
0.101506	215087	4809.66	561.218	356.387	356387	424.363	14973.7	13975.5	167706	0.0593901	0.101506	19887.2	203664	3
0.092184	72352.5	9846.98	373.283	434.434	434434	350.701	8687.54	8108.37	97300.4	0.0665129	0.092184	19584.2	200562	3
0.0590432	21256.3	14946.5	172.791	527.189	527189	312.207	5997.69	5597.85	67174.2	0.0931011	0.0590432	18313.4	187547	3
0.00226709	4353.81	20525.4	48.5038	539.247	539247	286.751	4473.52	4175.29	50103.4	0.109999	0.00226709	16670	170716	3
0.104185	211800	4878.38	558.901	327.985	327985	420.549	14752.8	13769.3	165231	0.05746	0.104185	19969.1	204503	3
0.0608617	284094	3634.7	605.582	525.608	525608	459.214	18006.9	16806.5	201678	0.0917873	0.0608617	18388.2	188313	3
0.0278416	4713.22	19937.3	51.1345	538.329	538329	288.893	4595.21	4288.86	51466.4	0.107909	0.0278416	17126.3	175390	3
0.101574	79580.5	9390.46	390.169	355.702	355702	352.493	8970.59	8372.55	100471	0.0593409	0.101574	19889.3	203686	3
0.0997882	78234.7	9471.71	387.121	373.317	373317	352.531	8928.07	8332.86	99994.3	0.0606575	0.0997882	19833.5	203114	3
0.176597	101217	8415.12	442.108	60.0709	60070.9	96.6494	2613.07	2438.86	29266.3	0.0262133	0.176597	21453.9	219709	3
0.0131323	4432.06	20389.5	49.08	539.154	539154	287.238	4501.04	4200.97	50411.6	0.109776	0.0131323	16775.1	171793	3
0.0901068	70718.1	9957.3	369.267	447.29	447290	349.871	8611.76	8037.64	96451.7	0.0681726	0.0901068	19513	199832	3
0.154574	194916	5354.67	555.18	61.3052	61305.2	113.073	3812.85	3558.66	42703.9	0.0320941	0.154574	21127.1	216362	3
0.0875343	234466	4431.93	574.438	461.187	461187	437.543	15952.3	14888.8	178666	0.0702562	0.0875343	19422.9	198909	3
0.102164	80021.1	9364.23	391.158	349.623	349623	352.418	8982.8	8383.95	100607	0.0589107	0.102164	19907.6	203873	3
0.124038	87083.9	9035.17	409.798	123.624	123624	250.354	6510.17	6076.16	72913.9	0.0450396	0.124038	20507.2	210013	3
0.0826536	578799	1606.56	830.71	482.23	482230	525.018	25464.5	23766.9	285203	0.0742726	0.0826536	19246.5	197102	3
0.115415	201295	5115.45	551.963	199.254	199254	383.048	13172.8	12294.6	147536	0.0500162	0.115415	20288.1	207770	3
0.0873764	234705	4427.53	574.596	461.972	461972	437.667	15963	14898.8	178786	0.070385	0.0873764	19417.3	198852	3
0.035234	4931.1	19621.9	52.7137	537.31	537310	290.079	4663.34	4352.45	52229.4	0.105851	0.035234	17371.8	177904	3
0.0300516	4772.91	19848	51.5681	538.08	538080	289.226	4614.29	4306.67	51680	0.107384	0.0300516	17195.8	176101	3
0.17458	100178	8464.85	440.255	60.0915	60091.5	96.5339	2601.64	2428.2	29138.3	0.0266625	0.17458	21427.3	219437	3
0.109645	85200.6	9070.62	402.601	265.063	265063	346.543	8991.86	8392.41	100709	0.0537061	0.109645	20129.1	206142	3
0.0110742	4408.78	20429.4	48.9088	539.191	539191	287.094	4492.91	4193.38	50320.6	0.109866	0.0110742	16744.1	171476	3
0.0714027	55445.3	11137.2	327.096	511.816	511816	339.667	7829.94	7307.94	87695.3	0.0835788	0.0714027	18815.2	192686	3
0.016104	4472.63	20320.8	49.3779	539.075	539075	287.486	4515.08	4214.07	50568.9	0.109588	0.016104	16828.3	172338	3
0.137068	83979	9299.85	407.495	73.6914	73691.4	128.797	3295.68	3075.97	36911.6	0.038691	0.137068	20799.3	213005	3
0.0539558	37529.7	12954.5	261.352	530.766	530766	325.254	6838.6	6382.7	76592.4	0.0965604	0.0539558	18103.8	185400	3
0.0914025	596710	1553.52	846.872	439.451	439451	525.749	25658.1	23947.5	287370	0.0671347	0.0914025	19557.6	200289	3
0.236363	691549	1368.34	943.468	60.0002	60000.2	140.006	6983.74	6518.15	78217.8	0.0179693	0.236363	22021.8	225524	3
0.163536	94606.1	8741.67	429.971	60.3878	60387.8	96.3494	2551.53	2381.43	28577.2	0.0294234	0.163536	21270.3	217829	3
0.0676166	17383.1	15397.2	145.826	517.855	517855	309.512	5833.53	5444.63	65335.6	0.0866219	0.0676166	18663.7	191134	3
0.077284	566500	1645.26	819.709	498.994	498994	523.923	25297.6	23611.1	283333	0.0787339	0.077284	19044.6	195035	3
0.0128185	4428.25	20396	49.052	539.161	539161	287.214	4499.71	4199.73	50396.8	0.109792	0.0128185	16770	171741	3
0.137554	84043.9	9297.73	407.711	72.8595	72859.5	126.566	3239.01	3023.07	36276.9	0.0384795	0.137554	20809.3	213108	3
0.169979	184316	5609.98	546.295	60.1654	60165.4	108.544	3585.72	3346.67	40160.1	0.0277479	0.169979	21364.4	218792	3
0.125134	202119	5133.58	555.837	116.693	116693	277.715	9536.15	8900.41	106805	0.0444528	0.125134	20533.5	210283	3
0.0240646	4621.8	20078.4	50.4689	538.662	538662	288.37	4565.38	4261.02	51132.3	0.108639	0.0240646	17016.5	174265	3
0.168254	96964.7	8622.4	434.399	60.2074	60207.4	96.2975	2569.39	2398.1	28777.2	0.0281781	0.168254	21339.9	218541	3
0.166247	659773	1440.74	914.185	60.2702	60270.2	140.197	6933.36	6471.14	77653.6	0.0286951	0.166247	21310.8	218243	3
0.140088	640508	1483.73	895.664	69.2414	69241.4	173.212	8522.72	7954.54	95454.5	0.0374056	0.140088	20860.8	213635	3
0.100229	216710	4776.28	562.358	369.076	369076	425.925	15071.7	14066.9	168803	0.0603301	0.100229	19847.3	203256	3
0.114125	87495.3	8953.63	407.807	213.338	213338	333.946	8727.65	8145.81	97749.7	0.0508163	0.114125	20253.4	207415	3
0.0588447	43689.3	12270.2	286.674	527.351	527351	330.373	7182.63	6703.79	80445.4	0.0932422	0.0588447	18305.2	187463	3
0.0674553	17443.7	15390.3	146.265	518.082	518082	309.554	5836.01	5446.94	65363.3	0.0867497	0.0674553	18657.2	191068	3
0.0410952	5141.62	19343.1	54.2323	536.028	536028	291.151	4725.33	4410.31	52923.7	0.103575	0.0410952	17588.7	180125	3
0.144733	86009.5	9199.43	412.552	64.9767	64976.7	106.249	2735.28	2552.93	30635.2	0.0355547	0.144733	20951.2	214561	3
0.168434	185371	5583.92	547.216	60.2025	60202.5	108.78	3600.98	3360.92	40331	0.0281325	0.168434	21342.5	218568	3
0.0369523	4989.28	19542.5	53.1339	536.985	536985	290.382	4680.84	4368.78	52425.4	0.105245	0.0369523	17433.7	178538	3
0.0459346	5342.17	19098.8	55.6746	534.529	534529	292.107	4781.04	4462.3	53547.6	0.101253	0.0459346	17778.1	182065	3
0.18991	170772	5959.48	533.797	60.0143	60014.3	106.393	3419.57	3191.59	38299.1	0.0236127	0.18991	21614.6	221354	3
0.11897	88401.4	8925.7	410.674	163.74	163740	303.986	7958.37	7427.81	89133.7	0.0478869	0.11897	20381	208721	3
0.135119	83841.3	9300.06	406.837	77.5491	77549.1	139.258	3563.31	3325.75	39909	0.039556	0.135119	20758.4	212586	3
0.0858125	67308.2	10196.5	360.618	469.349	469349	347.901	8446.74	7883.62	94603.4	0.0716653	0.0858125	19361.4	198280	3
0.118095	88397.3	8921.03	410.428	171.969	171969	310.999	8144.33	7601.38	91216.5	0.0484007	0.118095	20358.5	208491	3
0.169662	184532	5604.62	546.485	60.1724	60172.4	108.591	3588.8	3349.54	40194.5	0.0278261	0.169662	21359.9	218746	3
0.0771627	60288.9	10731.1	341.501	499.31	499310	343.214	8087.77	7548.59	90583	0.0788346	0.0771627	19039.9	194987	3
0.10876	84647.3	9100.5	401.384	275.493	275493	347.945	9011.76	8410.97	100932	0.054298	0.10876	20103.8	205882	3
0.0906061	71111.9	9930.47	370.242	444.339	444339	350.079	8630.25	8054.9	96658.8	0.0677716	0.0906061	19530.2	200008	3
0.145535	86311.4	9183.15	413.221	64.4669	64466.9	105.012	2706.13	2525.72	30308.7	0.03525	0.145535	20966.3	214716	3
0.119139	88393.4	8927.14	410.707	162.187	162187	302.54	7919.81	7391.82	88701.9	0.0477881	0.119139	20385.4	208766	3
0.134276	83848.5	9295.64	406.665	79.5082	79508.2	144.616	3701.4	3454.64	41455.7	0.039939	0.134276	20740.4	212402	3
0.0713899	55434.3	11138.1	327.062	511.839	511839	339.658	7829.35	7307.39	87688.7	0.0835892	0.0713899	18814.7	192681	3
0.0841855	239643	4338	577.828	476.301	476301	440.161	16181.7	15102.9	181234	0.0730052	0.0841855	19302.6	197677	3
0.00643582	4370.79	20495.5	48.629	539.236	539236	286.858	4479.54	4180.91	50170.9	0.109974	0.00643582	16693	170953	3
0.112138	86601.9	8997.36	405.726	235.899	235899	340.872	8884.63	8292.32	99507.9	0.0520767	0.112138	20199	206858	3
0.0546746	5773.23	18635.4	58.7694	530.327	530327	293.962	4890.4	4564.37	54772.4	0.0960925	0.0546746	18133.4	185703	3
0.2262	688402	1375.23	940.564	60.0004	60000.4	139.934	6974.41	6509.45	78113.4	0.0188735	0.2262	21949	224779	3
0.0180117	4503.01	20270.2	49.6007	539.006	539006	287.669	4525.49	4223.79	50685.5	0.109425	0.0180117	16867.5	172740	3
0.071387	55431.9	11138.3	327.054	511.845	511845	339.657	7829.21	7307.27	87687.2	0.0835915	0.071387	18814.6	192679	3
0.0210906	4559.18	20178.3	50.0117	538.857	538857	288.004	4544.51	4241.54	50898.5	0.10908	0.0210906	16938.9	173470	3
0.0451378	5307.41	19139.8	55.4248	534.809	534809	291.945	4771.61	4453.5	53442	0.101662	0.0451378	17746.4	181740	3
0.0196642	4532.06	20222.4	49.8134	538.932	538932	287.843	4535.36	4233.01	50796.1	0.109253	0.0196642	16904.6	173120	3
0.119811	88334.3	8934.51	410.789	156.175	156175	296.541	7759.24	7241.96	86903.5	0.0473992	0.119811	20402.5	208941	3
0.0201856	4541.75	20206.6	49.8843	538.906	538906	287.901	4538.64	4236.07	50832.8	0.109192	0.0201856	16916.9	173246	3
0.133359	83906.1	9287.46	406.564	81.862	81862	151.067	3868.41	3610.52	43326.2	0.0403617	0.133359	20720.6	212199	3
0.041333	5150.9	19331.4	54.2991	535.965	535965	291.196	4727.98	4412.78	52953.3	0.10347	0.041333	17597.8	180219	3
0.160589	93151.8	8816.77	427.182	60.5764	60576.4	96.5662	2545.29	2375.6	28507.2	0.0302554	0.160589	21224.9	217364	3
0.143162	85454.3	9229.07	411.293	66.1452	66145.2	109.131	2804.43	2617.47	31409.6	0.0361642	0.143162	20921.2	214253	3
0.124152	87034.7	9038.88	409.744	122.871	122871	248.963	6472.52	6041.02	72492.2	0.0449778	0.124152	20509.9	210042	3
0.065608	50326.7	11603.4	310.566	520.515	520515	335.721	7551.04	7047.64	84571.6	0.0881988	0.065608	18582.4	190301	3
0.121722	87935.4	8969.61	410.631	140.309	140309	277.224	7238.07	6755.54	81066.4	0.0463134	0.121722	20450.5	209432	3
0.021583	4568.97	20162.5	50.0833	538.828	538828	288.062	4547.8	4244.61	50935.4	0.109015	0.021583	16951.1	173596	3
0.134055	83857.5	9294	406.633	80.052	80052	146.106	3739.9	3490.57	41886.8	0.04004	0.134055	20735.7	212353	3
0.0254988	4654.94	20026.6	50.7104	538.548	538548	288.561	4576.28	4271.2	51254.4	0.108385	0.0254988	17056.8	174678	3
0.0521917	33988.4	13374.3	245.08	531.763	531763	322.289	6642.87	6200.01	74400.1	0.0976772	0.0521917	18031.4	184659	3
0.115837	201089	5120.93	551.885	194.771	194771	380.265	13071.2	12199.8	146397	0.0497578	0.115837	20299.3	207885	3
0.207696	119605	7618.27	472.035	60.0022	60002.2	99.2995	2829.85	2641.19	31694.3	0.0209402	0.207696	21794.9	223201	3
0.121644	87958	8967.79	410.648	140.923	140923	278.076	7261.12	6777.05	81324.6	0.0463573	0.121644	20448.5	209412	3
0.169045	184953	5594.21	546.852	60.1869	60186.9	108.684	3594.86	3355.2	40262.4	0.0279792	0.169045	21351.2	218657	3
0.0287522	4737.26	19901	51.3092	538.232	538232	289.028	4602.93	4296.07	51552.8	0.107701	0.0287522	17154.5	175678	3
0.0820392	64274.6	10420.2	352.587	484.451	484451	345.958	8294.18	7741.24	92894.8	0.0747822	0.0820392	19223.8	196870	3
0.0898242	70495	9972.57	368.712	448.923	448923	349.751	8601.22	8027.81	96333.7	0.0684001	0.0898242	19503.2	199731	3
0.0612096	20106.8	15082.6	165.029	525.284	525284	311.391	5947.36	5550.87	66610.4	0.0915318	0.0612096	18402.5	188460	3
0.0842737	66075.7	10286.1	357.395	475.942	475942	347.13	8385.31	7826.29	93915.4	0.0729324	0.0842737	19305.8	197710	3
0.082401	64567.3	10398.2	353.377	483.153	483153	346.151	8309.09	7755.15	93061.8	0.074482	0.082401	19237.1	197007	3
0.154849	651573	1460.14	906.569	61.2572	61257.2	143.504	7080.66	6608.62	79303.4	0.0320058	0.154849	21131.7	216409	3
0.151495	88830.8	9046.44	418.57	61.9869	61986.9	99.2768	2579.79	2407.81	28893.7	0.0331135	0.151495	21074.3	215821	3
0.0409251	5135.03	19351.5	54.1848	536.073	536073	291.118	4723.44	4408.55	52902.5	0.103649	0.0409251	17582.2	180059	3
0.12574	86319.5	9092.48	408.931	113.116	113116	229.474	5946.28	5549.86	66598.4	0.0441324	0.12574	20547.9	210430	3
0.0279711	4716.59	19932.2	51.159	538.315	538315	288.912	4596.3	4289.88	51478.5	0.10788	0.0279711	17130.2	175430	3
0.0038777	4358.45	20517.2	48.538	539.245	539245	286.78	4475.17	4176.82	50121.9	0.109994	0.0038777	16676.3	170781	3
0.0418214	347940	2889.86	646.02	535.832	535832	481.185	20299.8	18946.5	227358	0.103252	0.0418214	17616.6	180411	3
0.177583	101727	8390.91	443.01	60.0626	60062.6	96.7104	2618.79	2444.2	29330.4	0.0259996	0.177583	21466.7	219839	3
0.136087	83884.2	9301.69	407.121	75.5216	75521.6	133.74	3421.78	3193.66	38323.9	0.0391226	0.136087	20778.8	212795	3
0.0294928	4757.38	19871	51.4554	538.147	538147	289.14	4609.35	4302.06	51624.8	0.107524	0.0294928	17177.9	175918	3
0.0769532	565708	1647.82	819.002	499.851	499851	523.843	25286.3	23600.5	283206	0.0790084	0.0769532	19031.9	194905	3
0.0861002	586156	1584.31	837.328	468.044	468044	525.495	25553.7	23850.1	286201	0.0714292	0.0861002	19371.8	198386	3
0.156608	91220	8918.32	423.398	60.9892	60989.2	97.2452	2547.05	2377.25	28527	0.0314504	0.156608	21161	216709	3
0.124041	87082.8	9035.26	409.797	123.606	123606	250.322	6509.3	6075.34	72904.1	0.0450382	0.124041	20507.2	210014	3
0.0487075	318227	3202.91	626.767	533.436	533436	471.629	19282.2	17996.7	215960	0.0997451	0.0487075	17889.5	183205	3
0.0314187	4812.15	19790.5	51.8527	537.905	537905	289.441	4626.66	4318.21	51818.5	0.107022	0.0314187	17240.5	176559	3
0.136169	83890.2	9301.67	407.149	75.3602	75360.2	133.303	3410.59	3183.22	38198.6	0.0390862	0.136169	20780.5	212813	3
0.0227019	4592.08	20125.5	50.2521	538.758	538758	288.197	4555.52	4251.82	51021.8	0.108855	0.0227019	16979.9	173891	3
0.129674	84690.5	9217.74	407.085	94.0792	94079.2	183.969	4730.87	4415.48	52985.7	0.0421272	0.129674	20639	211363	3
0.179785	177666	5777.98	540.319	60.0477	60047.7	107.373	3500.24	3266.89	39202.7	0.025535	0.179785	21494.6	220126	3
0.0302144	4777.49	19841.2	51.6014	538.06	538060	289.251	4615.74	4308.02	51696.3	0.107343	0.0302144	17201	176155	3
0.0584684	21593.2	14906.1	175.025	527.653	527653	312.449	6012.74	5611.89	67342.7	0.0935084	0.0584684	18289.7	187304	3
0.0376409	5013.4	19510.1	53.3081	536.844	536844	290.507	4688.01	4375.48	52505.7	0.104988	0.0376409	17458.9	178796	3
0.132249	84048.8	9272.67	406.564	85.0514	85051.4	159.792	4095.49	3822.46	45869.5	0.0408822	0.132249	20696.4	211951	3
0.0984769	77235.2	9533.16	384.831	385.485	385485	352.41	8892.41	8299.58	99595	0.0616394	0.0984769	19791.8	202687	3
0.0796695	62348.4	10568	347.309	492.249	492249	344.655	8195.17	7648.82	91785.9	0.076751	0.0796695	19135.2	195963	3
0.122229	200785	5149.42	553.569	136.415	136415	317.173	10876.8	10151.6	121820	0.0460304	0.122229	20463	209561	3
0.0636523	6332.78	18138.5	62.7933	522.8	522800	296.003	5013.15	4678.94	56147.3	0.0897029	0.0636523	18502.7	189485	3
