"# (R23 - production T).gT"	"[Z]"	"[mu2]"	"[mZ]"	"[mF]"	"[F]"	"[mP]"	"[PE]"	"[PG]"	"[PM]"	"[I]"	"[T]"	"[mS]"	"[S]"	"(R21 - production I).n_6"
0.133227	83918.9	9285.98	406.556	82.2221	82222.1	152.054	3894.03	3634.43	43613.1	0.0404232	0.133227	20717.8	212170	3
0.0549564	39011.4	12784.2	267.765	530.15	530150	326.494	6921.18	6459.77	77517.2	0.0959072	0.0549564	18145	185822	3
0.065663	50377.1	11598.6	310.736	520.447	520447	335.761	7553.81	7050.22	84602.7	0.088156	0.065663	18584.6	190324	3
0.161844	656720	1447.98	911.362	60.4867	60486.7	140.887	6961.54	6497.44	77969.3	0.0298959	0.161844	21244.4	217564	3
0.132288	84042.4	9273.28	406.561	84.9341	84934.1	159.472	4087.14	3814.67	45776	0.0408639	0.132288	20697.3	211960	3
0.207327	119325	7629.35	471.616	60.0023	60002.3	99.2582	2826.54	2638.11	31657.3	0.020988	0.207327	21791.5	223166	3
0.209725	155610	6388.11	518.158	60.0018	60001.8	104.357	3246.59	3030.15	36361.8	0.0206825	0.209725	21813.4	223390	3
0.0629474	47838	11844.9	301.966	523.556	523556	333.743	7413.59	6919.35	83032.2	0.0902367	0.0629474	18473.8	189190	3
0.10634	83032.8	9189.94	397.837	303.698	303698	350.587	9030.78	8428.73	101145	0.0559488	0.10634	20033.4	205161	3
0.154817	90368.3	8963.7	421.698	61.2626	61262.6	97.767	2553.54	2383.3	28599.7	0.0320159	0.154817	21131.2	216404	3
0.0368208	4984.72	19548.6	53.101	537.011	537011	290.359	4679.48	4367.51	52410.1	0.105293	0.0368208	17428.9	178488	3
0.0109176	4407.17	20432.2	48.8969	539.194	539194	287.084	4492.35	4192.86	50314.3	0.109871	0.0109176	16742	171454	3
0.112884	629893	1467.89	877.852	227.324	227324	496.977	24499	22865.7	274389	0.0515993	0.112884	20219.6	207068	3
0.104393	81654.8	9268.57	394.797	325.687	325687	351.77	9018.15	8416.94	101003	0.0573124	0.104393	19975.4	204567	3
0.0959462	75286.1	9655.68	380.297	407.046	407046	351.907	8815.6	8227.89	98734.7	0.0635687	0.0959462	19709.8	201848	3
0.207568	119507	7622.12	471.889	60.0022	60002.2	99.2851	2828.7	2640.12	31681.5	0.0209568	0.207568	21793.8	223189	3
0.0992283	610683	1514.81	859.62	378.594	378594	524.177	25697.6	23984.4	287813	0.0610752	0.0992283	19815.7	202932	3
0.15224	89169.8	9028.12	419.267	61.7948	61794.8	98.8635	2571.95	2400.49	28805.8	0.0328617	0.15224	21087.2	215954	3
0.183197	670104	1416.52	923.703	60.0315	60031.5	139.608	6924.09	6462.48	77549.8	0.0248494	0.183197	21536.6	220556	3
0.139236	84349.6	9284.92	408.593	70.3351	70335.1	119.875	3070.13	2865.45	34385.4	0.0377618	0.139236	20843.7	213459	3
0.107488	208023	4959.57	556.242	290.4	290400	414.291	14434	13471.8	161661	0.0551595	0.107488	20067	205506	3
0.0576877	42408.8	12407.3	281.687	528.256	528256	329.318	7111.07	6636.99	79643.9	0.0940553	0.0576877	18257.5	186975	3
0.0844391	239243	4345.16	577.568	475.263	475263	439.964	16164.1	15086.5	181038	0.0727959	0.0844391	19311.8	197772	3
0.0869998	68255.2	10128.8	363.058	463.814	463814	348.475	8493.35	7927.13	95125.5	0.0706926	0.0869998	19403.9	198715	3
0.0151307	4458.44	20344.7	49.2738	539.105	539105	287.399	4510.18	4209.5	50514	0.109658	0.0151307	16809.8	172148	3
0.15222	89160.7	9028.61	419.248	61.7996	61799.6	98.8739	2572.14	2400.67	28808	0.0328684	0.15222	21086.9	215950	3
0.134578	205077	5106.53	561.531	78.7828	78782.8	168.617	5802.95	5416.09	64993.1	0.0398009	0.134578	20746.9	212468	3
0.0928889	72905	9810.31	374.622	429.715	429715	350.959	8712.53	8131.69	97580.3	0.0659549	0.0928889	19608.1	200806	3
0.155085	90495	8956.92	421.952	61.2172	61217.2	97.6779	2552.28	2382.13	28585.6	0.0319301	0.155085	21135.7	216450	3
0.20889	156369	6365.58	518.987	60.0019	60001.9	104.46	3255.25	3038.23	36458.8	0.0207875	0.20889	21805.8	223313	3
0.178525	102216	8367.79	443.872	60.0557	60055.7	96.7711	2624.33	2449.37	29392.5	0.0257987	0.178525	21478.7	219963	3
0.106489	83136	9184.13	398.064	301.98	301980	350.466	9030.85	8428.8	101146	0.0558455	0.106489	20037.8	205206	3
0.000399282	4351.48	20529.5	48.4866	539.247	539247	286.736	4472.69	4174.51	50094.1	0.11	0.000399282	16666.8	170684	3
0.109991	85409.8	9059.45	403.063	260.989	260989	345.918	8981.8	8383.01	100596	0.0534767	0.109991	20138.9	206242	3
0.0751347	58603.6	10868.7	336.612	504.248	504248	342.003	7998.84	7465.58	89587	0.0805151	0.0751347	18961.7	194186	3
0.0835658	65506.6	10328.1	355.889	478.768	478768	346.765	8356.68	7799.57	93594.8	0.0735173	0.0835658	19280	197445	3
0.00156055	4352.55	20527.6	48.4945	539.247	539247	286.743	4473.07	4174.87	50098.4	0.11	0.00156055	16668.2	170699	3
0.130781	84362.5	9244.77	406.774	89.9008	89900.8	172.912	4439.25	4143.3	49719.6	0.0415855	0.130781	20663.9	211618	3
0.0613155	46244.5	12004.9	296.241	525.184	525184	332.458	7325.1	6836.76	82041.1	0.0914537	0.0613155	18406.9	188504	3
0.00590822	4367.75	20500.8	48.6066	539.239	539239	286.839	4478.46	4179.9	50158.8	0.10998	0.00590822	16688.9	170911	3
0.0464767	326385	3111.6	631.957	534.33	534330	474.365	19570.4	18265.7	219188	0.100968	0.0464767	17799.7	182286	3
0.0226403	4590.78	20127.6	50.2426	538.762	538762	288.19	4555.09	4251.42	51017	0.108864	0.0226403	16978.3	173874	3
0.00900736	4389.37	20463	48.7659	539.217	539217	286.974	4486.1	4187.02	50244.3	0.109928	0.00900736	16718.1	171210	3
0.0389922	369402	2694.57	660.593	536.547	536547	487.408	20979.1	19580.5	234966	0.104459	0.0389922	17509	179310	3
0.0709895	6924.25	17714.5	67.0745	512.549	512549	297.771	5122.32	4780.83	57370	0.0839146	0.0709895	18798.8	192518	3
0.0708896	55004.1	11175.8	325.727	512.723	512723	339.334	7806.14	7285.73	87428.7	0.0839957	0.0708896	18794.8	192477	3
0.0940663	224975	4611.53	568.073	421.415	421415	432.122	15509.4	14475.4	173705	0.0650292	0.0940663	19647.6	201211	3
0.0655506	50274.2	11608.4	310.389	520.586	520586	335.68	7548.15	7044.94	84539.3	0.0882434	0.0655506	18580	190278	3
0.118241	88403.2	8921.5	410.478	170.57	170570	309.88	8114.81	7573.82	90885.8	0.0483145	0.118241	20362.3	208529	3
0.0414799	349948	2870.56	647.358	535.926	535926	481.791	20365.4	19007.7	228092	0.103405	0.0414799	17603.5	180276	3
0.142016	202752	5170.61	560.888	67.1611	67161.1	131.405	4498.35	4198.46	50381.6	0.0366196	0.142016	20898.9	214025	3
0.0720929	15799.3	15578.9	134.187	510.549	510549	308.414	5769.02	5384.42	64613	0.083016	0.0720929	18842.5	192966	3
0.0440355	5260.47	19196	55.0874	535.173	535173	291.725	4758.73	4441.48	53297.7	0.102211	0.0440355	17702.9	181295	3
0.189386	108039	8101.97	453.818	60.0152	60015.2	97.5829	2692.49	2512.99	30155.8	0.0237041	0.189386	21608.7	221294	3
0.0457744	463291	2066.79	731.42	534.586	534586	508.85	23425.6	21863.9	262367	0.101336	0.0457744	17771.7	181999	3
0.174871	100328	8457.65	440.524	60.0881	60088.1	96.5497	2603.26	2429.71	29156.5	0.0265966	0.174871	21431.2	219476	3
0.187433	172474	5913.95	535.439	60.0191	60019.1	106.626	3439.19	3209.91	38518.9	0.0240525	0.187433	21586.5	221067	3
0.0740639	15142.6	15655.8	129.276	506.608	506608	307.943	5741.91	5359.12	64309.4	0.0813988	0.0740639	18920	193759	3
0.0782162	7739.05	17259	73.0398	496.48	496480	299.674	5244.06	4894.46	58733.5	0.0779593	0.0782162	19080.2	195400	3
0.203938	680101	1393.69	932.911	60.0032	60003.2	139.749	6949.88	6486.55	77838.6	0.0214409	0.203938	21759.7	222841	3
0.00477315	4362.07	20510.8	48.5647	539.243	539243	286.803	4476.45	4178.02	50136.3	0.109989	0.00477315	16681.2	170832	3
0.0687057	53103.2	11345.5	319.714	516.265	516265	337.884	7703.04	7189.5	86274	0.0857551	0.0687057	18707.6	191583	3
0.0161799	4473.78	20318.9	49.3863	539.073	539073	287.493	4515.47	4214.44	50573.3	0.109582	0.0161799	16829.8	172353	3
0.089631	70342.3	9983.05	368.332	450.024	450024	349.668	8593.99	8021.06	96252.7	0.0685558	0.089631	19496.5	199663	3
0.0881501	233538	4449.06	573.825	458.053	458053	437.054	15910.5	14849.8	178197	0.0697549	0.0881501	19444.6	199132	3
0.0543442	38128.6	12885.3	263.97	530.531	530531	325.756	6871.95	6413.82	76965.8	0.0963085	0.0543442	18119.8	185564	3
0.107055	208497	4949.23	556.574	295.441	295441	415.245	14479.9	13514.5	162174	0.0554561	0.107055	20054.4	205376	3
0.0174344	4493.46	20286	49.5307	539.028	539028	287.612	4522.22	4220.74	50648.9	0.109478	0.0174344	16855.3	172614	3
0.0392813	5072.79	19431.6	53.7364	536.48	536480	290.808	4705.46	4391.77	52701.2	0.104342	0.0392813	17519.9	179420	3
0.152238	89169	9028.16	419.265	61.7951	61795.1	98.8644	2571.97	2400.5	28806	0.0328623	0.152238	21087.2	215953	3
0.0534677	36718.8	13049	257.747	531.053	531053	324.575	6793.54	6340.64	76087.6	0.0968739	0.0534677	18083.7	185195	3
0.0453347	5315.93	19129.7	55.4861	534.741	534741	291.985	4773.93	4455.67	53468	0.101562	0.0453347	17754.2	181820	3
0.00909114	4390.08	20461.8	48.7711	539.216	539216	286.978	4486.35	4187.26	50247.1	0.109926	0.00909114	16719.1	171220	3
0.0356856	4946.11	19601.2	52.8222	537.228	537228	290.158	4667.88	4356.69	52280.2	0.105697	0.0356856	17387.9	178069	3
0.115102	87839.1	8938.14	408.661	202.625	202625	329.542	8620.81	8046.09	96553	0.0502092	0.115102	20279.7	207684	3
0.153678	89834	8992.34	420.62	61.4749	61474.9	98.1943	2560.17	2389.49	28673.9	0.032385	0.153678	21111.9	216206	3
0.0184779	4510.95	20257.1	49.6588	538.986	538986	287.717	4528.19	4226.31	50715.8	0.109379	0.0184779	16877.7	172844	3
0.0406272	5123.54	19366.1	54.102	536.15	536150	291.061	4720.15	4405.47	52865.7	0.103778	0.0406272	17570.8	179942	3
0.0908865	71332.7	9915.49	370.787	442.644	442644	350.193	8640.55	8064.52	96774.2	0.0675471	0.0908865	19539.9	200107	3
0.0677263	541769	1729.27	797.843	517.7	517700	521.085	24918.3	23257.1	279085	0.086535	0.0677263	18668.1	191180	3
0.0369387	4988.8	19543.1	53.1305	536.988	536988	290.38	4680.7	4368.65	52423.8	0.10525	0.0369387	17433.2	178532	3
0.165358	95513.2	8695.43	431.688	60.3041	60304.1	96.2953	2557.52	2387.02	28644.2	0.02893	0.165358	21297.7	218109	3
0.0790564	61846.9	10607.2	345.911	494.082	494082	344.309	8169.15	7624.54	91494.5	0.0772608	0.0790564	19112.1	195726	3
0.090259	70838.2	9949.1	369.565	446.4	446400	349.935	8617.41	8042.92	96515	0.0680502	0.090259	19518.3	199886	3
0.0994176	77953.1	9488.93	386.478	376.823	376823	352.508	8918.33	8323.77	99885.3	0.0609337	0.0994176	19821.7	202994	3
0.137689	84063.8	9297.01	407.774	72.638	72638	125.974	3223.99	3009.06	36108.7	0.0384213	0.137689	20812.1	213136	3
0.0741991	256580	4049.09	588.607	506.319	506319	447.941	16901.4	15774.6	189295	0.0812874	0.0741991	18925.3	193813	3
0.0630666	528169	1779.38	785.981	523.43	523430	519.287	24690.4	23044.4	276533	0.0901467	0.0630666	18478.7	189240	3
0.0724364	56328.6	11060.7	329.806	509.898	509898	340.328	7877.45	7352.29	88227.4	0.0827352	0.0724364	18856.1	193104	3
0.153632	650647	1462.31	905.699	61.4842	61484.2	144.296	7117.89	6643.37	79720.4	0.0324001	0.153632	21111.1	216198	3
0.0683295	52771.5	11375.7	318.644	516.827	516827	337.628	7684.96	7172.63	86071.6	0.0860554	0.0683295	18692.4	191429	3
0.124725	86782.3	9057.82	409.462	119.206	119206	241.962	6283.2	5864.32	70371.9	0.0446704	0.124725	20523.7	210183	3
0.134871	83839	9299.06	406.779	78.1046	78104.6	140.776	3602.35	3362.19	40346.3	0.0396679	0.134871	20753.1	212532	3
0.00754549	4378.05	20482.8	48.6825	539.23	539230	286.903	4482.11	4183.3	50199.6	0.109957	0.00754549	16702.9	171054	3
0.0496841	5515.5	18903	56.9194	533.004	533004	292.884	4826.66	4504.89	54058.6	0.0991845	0.0496841	17929.1	183611	3
0.0230303	4599.09	20114.3	50.3032	538.736	538736	288.238	4557.85	4254	51047.9	0.108805	0.0230303	16988.6	173979	3
0.128201	85234	9174.91	407.674	100.402	100402	200.072	5158.37	4814.48	57773.8	0.0428631	0.128201	20605.4	211019	3
0.0771736	60297.9	10730.4	341.527	499.282	499282	343.221	8088.24	7549.03	90588.3	0.0788255	0.0771736	19040.4	194992	3
0.0816518	12582.8	15987.8	109.804	485.808	485808	305.873	5626.4	5251.31	63015.7	0.0751037	0.0816518	19209.4	196723	3
0.0833354	65321.1	10341.8	355.395	479.662	479662	346.645	8347.31	7790.83	93489.9	0.073708	0.0833354	19271.5	197359	3
0.0959532	75291.6	9655.33	380.31	406.99	406990	351.909	8815.83	8228.1	98737.2	0.0635633	0.0959532	19710.1	201850	3
0.0825996	8527.91	16922	78.8961	482.428	482428	301.087	5337.27	4981.45	59777.4	0.0743173	0.0825996	19244.5	197082	3
0.0678459	52343.1	11414.9	317.254	517.53	517530	337.297	7661.58	7150.81	85809.7	0.0864401	0.0678459	18673	191229	3
0.112346	203346	5065.04	553.089	233.496	233496	399.163	13784.7	12865.7	154389	0.051943	0.112346	20204.8	206917	3
0.00343044	4356.92	20519.9	48.5267	539.246	539246	286.771	4474.62	4176.31	50115.8	0.109996	0.00343044	16674.2	170760	3
0.115103	87839.3	8938.13	408.662	202.617	202617	329.538	8620.71	8045.99	96551.9	0.0502087	0.115103	20279.7	207684	3
0.0546086	24466	14555.6	193.331	530.368	530368	314.585	6146.55	5736.78	68841.4	0.0961358	0.0546086	18130.7	185675	3
0.073569	15306	15636.5	130.502	507.645	507645	308.062	5748.71	5365.46	64385.5	0.0818061	0.073569	18900.6	193560	3
0.0265691	4680.93	19986.5	50.8996	538.453	538453	288.71	4584.76	4279.11	51349.3	0.108177	0.0265691	17088	174997	3
0.0973449	76366.2	9587.34	382.822	395.446	395446	352.224	8859.2	8268.59	99223.1	0.062497	0.0973449	19755.4	202314	3
0.0785901	61464.5	10637.3	344.838	495.429	495429	344.042	8149.26	7605.97	91271.7	0.0776486	0.0785901	19094.4	195545	3
0.0578613	511500	1845.09	771.622	528.125	528125	516.896	24393.9	22767.6	273212	0.0939343	0.0578613	18264.7	187048	3
0.0781904	61136.1	10663.4	343.912	496.552	496552	343.813	8132.13	7589.99	91079.9	0.0779808	0.0781904	19079.2	195389	3
0.0839748	239976	4332.04	578.045	477.151	477151	440.325	16196.2	15116.5	181398	0.0731793	0.0839748	19294.9	197598	3
0.138961	84291.7	9287.55	408.436	70.7124	70712.4	120.866	3095.04	2888.7	34664.4	0.0378775	0.138961	20838.1	213402	3
0.127938	85341.8	9166.58	407.796	101.628	101628	203.091	5238.86	4889.6	58675.2	0.0429963	0.127938	20599.3	210957	3
0.0997083	78174	9475.42	386.983	374.078	374078	352.527	8925.99	8330.92	99971.1	0.0607169	0.0997083	19830.9	203088	3
0.11263	86844.5	8985.16	406.28	230.236	230236	339.386	8852.56	8262.39	99148.6	0.0517616	0.11263	20212.6	206997	3
0.115346	87913.7	8934.96	408.855	199.993	199993	328.324	8590.62	8017.91	96214.9	0.0500586	0.115346	20286.3	207751	3
0.0539028	5731.19	18677.3	58.4676	530.798	530798	293.792	4880.33	4554.97	54659.6	0.0965946	0.0539028	18101.6	185378	3
0.0557513	40074.5	12664.3	272.234	529.632	529632	327.381	6980.55	6515.18	78182.2	0.0953784	0.0557513	18177.7	186157	3
0.105356	620267	1489.91	868.501	314.909	314909	518.941	25515.4	23814.4	285773	0.0566336	0.105356	20004.3	204863	3
0.0422476	5187.12	19286	54.5598	535.713	535713	291.373	4738.25	4422.36	53068.4	0.103058	0.0422476	17633.1	180580	3
0.0583203	21682.5	14895.4	175.615	527.77	527770	312.514	6016.76	5615.64	67387.7	0.0936127	0.0583203	18283.6	187242	3
0.0785602	248880	4177.03	583.757	495.514	495514	444.516	16578.8	15473.5	185682	0.0776734	0.0785602	19093.3	195533	3
0.123577	635990	1468.19	886.408	126.723	126723	376.152	18542.1	17306	207672	0.0452895	0.123577	20496	209899	3
0.164453	188103	5517.15	549.565	60.3431	60343.1	109.514	3644.7	3401.72	40820.7	0.0291732	0.164453	21284.2	217970	3
0.0480478	5437.84	18989.1	56.3618	533.714	533714	292.541	4806.5	4486.07	53832.8	0.100115	0.0480478	17862.8	182932	3
0.0584529	43263	12315.5	285.029	527.665	527665	330.023	7158.81	6681.56	80178.7	0.0935194	0.0584529	18289.1	187298	3
0.106456	209164	4934.77	557.042	302.362	302362	416.488	14540.9	13571.5	162858	0.0558684	0.106456	20036.8	205196	3
0.111587	86315.5	9011.99	405.08	242.288	242288	342.378	8915.86	8321.47	99857.7	0.0524321	0.111587	20183.8	206701	3
0.0609411	20240.5	15066.9	165.943	525.534	525534	311.485	5953.13	5556.26	66675.1	0.0917291	0.0609411	18391.5	188347	3
0.0974929	76480.2	9580.19	383.086	394.172	394172	352.252	8863.66	8272.75	99273	0.0623843	0.0974929	19760.2	202363	3
0.0690922	53442.5	11314.8	320.801	515.673	515673	338.144	7721.5	7206.74	86480.8	0.0854458	0.0690922	18723.1	191742	3
0.136327	204843	5115.84	561.727	75.0546	75054.6	156.558	5383.78	5024.86	60298.4	0.0390165	0.136327	20783.8	212847	3
0.0681419	17188	15419.5	144.409	517.102	517102	309.379	5825.58	5437.21	65246.5	0.0862049	0.0681419	18684.9	191351	3
0.0501306	5537.26	18879.3	57.0756	532.797	532797	292.979	4832.23	4510.08	54121	0.0989232	0.0501306	17947.2	183797	3
0.0344754	4906.33	19656.4	52.5346	537.441	537441	289.948	4655.8	4345.41	52144.9	0.106103	0.0344754	17345	177629	3
0.042404	5193.4	19278.1	54.605	535.668	535668	291.403	4740.02	4424.02	53088.2	0.102986	0.042404	17639.2	180642	3
0.0792977	13416.8	15871	116.19	493.37	493370	306.603	5666.67	5288.89	63466.7	0.0770602	0.0792977	19121.2	195820	3
0.171015	662903	1433.34	917.072	60.1446	60144.6	139.831	6921.31	6459.89	77518.6	0.0274958	0.171015	21378.9	218940	3
0.00790175	4380.63	20478.3	48.7015	539.227	539227	286.919	4483.02	4184.15	50209.8	0.109951	0.00790175	16706.4	171089	3
0.0891026	69924.5	10011.9	367.287	452.97	452970	349.438	8574.1	8002.49	96029.9	0.0689825	0.0891026	19478.1	199474	3
0.0156122	4465.35	20333.1	49.3245	539.09	539090	287.441	4512.57	4211.73	50540.8	0.109625	0.0156122	16818.8	172241	3
0.0997397	217341	4763.4	562.8	373.779	373779	426.49	15108.3	14101.1	169213	0.0606936	0.0997397	19831.9	203098	3
0.165434	95550.9	8693.52	431.759	60.3011	60301.1	96.2942	2557.8	2387.28	28647.3	0.0289099	0.165434	21298.8	218120	3
0.138225	84151.4	9293.6	408.039	71.7895	71789.5	123.714	3166.81	2955.69	35468.3	0.0381906	0.138225	20823.1	213249	3
0.0412245	5146.66	19336.7	54.2685	535.994	535994	291.175	4726.77	4411.65	52939.8	0.103518	0.0412245	17593.7	180176	3
0.069853	547618	1708.6	802.98	514.466	514466	521.812	25012.3	23344.8	280138	0.0848341	0.069853	18753.5	192054	3
0.053047	35948.1	13139.8	254.256	531.294	531294	323.929	6750.82	6300.77	75609.2	0.0971414	0.053047	18066.5	185018	3
0.0840461	8943.25	16775.6	82.0097	476.864	476864	301.717	5378.92	5020.32	60243.9	0.0731204	0.0840461	19297.5	197625	3
0.158885	92319.6	8860.27	425.563	60.7259	60725.9	96.7901	2544.29	2374.67	28496	0.0307566	0.158885	21197.9	217087	3
0.0334681	4874.3	19701.4	52.3029	537.605	537605	289.778	4645.97	4336.24	52034.9	0.106423	0.0334681	17309.9	177270	3
0.110352	85623.1	9048.13	403.535	256.751	256751	345.216	8969.82	8371.83	100462	0.053239	0.110352	20149.1	206346	3
0.0753423	58777.1	10854.4	337.121	503.772	503772	342.129	8008.03	7474.16	89689.9	0.0803434	0.0753423	18969.7	194268	3
0.0465897	5371.28	19065	55.8838	534.288	534288	292.24	4788.86	4469.6	53635.2	0.100908	0.0465897	17804.2	182332	3
0.011981	4418.55	20412.6	48.9806	539.177	539177	287.155	4496.33	4196.57	50358.9	0.10983	0.011981	16757.2	171609	3
0.1618	93747.2	8785.88	428.33	60.4896	60489.6	96.4544	2547.25	2377.43	28529.2	0.0299084	0.1618	21243.8	217557	3
0.000350614	4351.46	20529.5	48.4865	539.247	539247	286.736	4472.68	4174.51	50094.1	0.11	0.000350614	16666.7	170684	3
0.176024	180210	5712.93	542.64	60.0762	60076.2	107.777	3531.43	3296	39552	0.0263393	0.176024	21446.4	219632	3
0.0355935	4943.03	19605.5	52.7999	537.245	537245	290.142	4666.95	4355.82	52269.8	0.105728	0.0355935	17384.6	178035	3
0.154794	90357.2	8964.29	421.675	61.2666	61266.6	97.7749	2553.66	2383.41	28600.9	0.0320234	0.154794	21130.8	216400	3
0.0916811	71957.8	9873.38	372.32	437.688	437688	350.509	8669.48	8091.51	97098.1	0.0669126	0.0916811	19567.1	200386	3
0.0427848	5208.8	19259.1	54.7158	535.557	535557	291.478	4744.35	4428.06	53136.7	0.10281	0.0427848	17653.9	180793	3
0.162412	94049.5	8770.28	428.909	60.4509	60450.9	96.4105	2548.58	2378.67	28544.1	0.0297357	0.162412	21253.2	217653	3
0.082095	64319.8	10416.8	352.71	484.253	484253	345.988	8296.49	7743.39	92920.7	0.0747358	0.082095	19225.8	196891	3
0.114175	202013	5097.15	552.308	212.779	212779	390.378	13445.3	12549	150588	0.0507848	0.114175	20254.8	207428	3
0.086722	68033.9	10144.5	362.491	465.145	465145	348.343	8482.51	7917.01	95004.1	0.0709198	0.086722	19394	198613	3
0.0290691	4745.8	19888.3	51.3713	538.196	538196	289.075	4605.66	4298.62	51583.4	0.107626	0.0290691	17164.4	175780	3
0.0659132	272835	3796.54	598.671	520.133	520133	454.755	17562.8	16392	196704	0.0879611	0.0659132	18594.8	190428	3
0.0906992	229772	4519.53	571.316	443.779	443779	434.994	15737.9	14688.7	176265	0.0676971	0.0906992	19533.4	200041	3
0.11241	629382	1468.88	877.326	232.763	232763	499.335	24612.3	22971.5	275658	0.0519022	0.11241	20206.6	206935	3
0.0693377	16754.2	15469.1	141.241	515.29	515290	309.08	5807.93	5420.74	65048.8	0.0852487	0.0693377	18732.9	191843	3
0.0404338	5116.14	19375.6	54.0487	536.199	536199	291.025	4718.02	4403.48	52841.8	0.103861	0.0404338	17563.5	179867	3
0.15183	88982.7	9038.23	418.883	61.8981	61898.1	99.0849	2576.11	2404.37	28852.4	0.0329999	0.15183	21080.1	215881	3
0.100406	78702.5	9443.28	388.185	367.356	367356	352.547	8943.64	8347.4	100169	0.0601993	0.100406	19852.9	203313	3
0.191256	169840	5984.62	532.889	60.0123	60012.3	106.266	3408.86	3181.6	38179.2	0.0233814	0.191256	21629.5	221507	3
0.140249	203574	5150.37	561.344	69.0481	69048.1	137.342	4709.47	4395.5	52746	0.0373391	0.140249	20864	213668	3
0.0478135	5426.98	19001.3	56.2838	533.81	533810	292.493	4803.65	4483.4	53800.8	0.100245	0.0478135	17853.4	182836	3
0.131771	204913	5101.46	560.625	86.5485	86548.5	193.57	6664.53	6220.23	74642.7	0.0411094	0.131771	20685.9	211844	3
0.0236748	4613.12	20092.1	50.4056	538.691	538691	288.32	4562.51	4258.34	51100.1	0.108704	0.0236748	17005.9	174156	3
0.114781	87734.1	8942.73	408.395	206.106	206106	331.067	8658.24	8081.02	96972.3	0.0504074	0.114781	20271.1	207596	3
0.085872	67355.7	10193.1	360.741	469.081	469081	347.931	8449.09	7885.82	94629.8	0.0716164	0.085872	19363.6	198302	3
0.107815	207670	4967.31	555.995	286.579	286579	413.539	14398.4	13438.5	161262	0.0549366	0.107815	20076.5	205603	3
0.0606817	520744	1808.04	779.56	525.772	525772	518.246	24560.7	22923.3	275079	0.091919	0.0606817	18380.8	188238	3
0.0538966	5730.86	18677.6	58.4652	530.801	530801	293.791	4880.25	4554.9	54658.7	0.0965986	0.0538966	18101.4	185376	3
0.131829	84124	9265.65	406.6	86.3628	86362.8	163.363	4188.78	3909.53	46914.4	0.0410817	0.131829	20687.2	211857	3
0.0105519	4403.5	20438.6	48.8699	539.199	539199	287.062	4491.06	4191.66	50299.9	0.109884	0.0105519	16737.1	171404	3
0.125989	636081	1473.57	887.551	111.699	111699	333.532	16430.8	15335.4	184025	0.0440016	0.125989	20553.8	210491	3
0.128041	203636	5114.12	558.264	101.144	101144	237.633	8172.99	7628.12	91537.5	0.0429441	0.128041	20601.7	210981	3
0.0721765	15771.1	15582.2	133.977	510.392	510392	308.394	5767.87	5383.34	64600.1	0.0829477	0.0721765	18845.8	192999	3
0.080891	63343.6	10491.1	350.054	488.376	488376	345.334	8246.51	7696.74	92360.9	0.0757356	0.080891	19181.1	196433	3
0.0856276	67160.4	10207.2	360.234	470.174	470174	347.81	8439.42	7876.79	94521.5	0.0718172	0.0856276	19354.8	198212	3
0.155115	90509	8956.18	421.98	61.2123	61212.3	97.6684	2552.15	2382.01	28584.1	0.0319207	0.155115	21136.2	216455	3
0.114067	87472.9	8954.68	407.753	213.979	213979	334.184	8733.3	8151.08	97813	0.0508524	0.114067	20251.9	207399	3
0.171016	183609	5627.52	545.674	60.1446	60144.6	108.397	3575.87	3337.48	40049.7	0.0274956	0.171016	21378.9	218940	3
0.0413682	5152.28	19329.6	54.309	535.956	535956	291.203	4728.37	4413.14	52957.7	0.103455	0.0413682	17599.2	180232	3
0.138446	84191.1	9291.94	408.154	71.4558	71455.8	122.829	3144.47	2934.84	35218.1	0.0380961	0.138446	20827.6	213295	3
0.140233	84583.9	9273.78	409.204	69.0672	69067.2	116.568	2987.45	2788.29	33459.4	0.0373458	0.140233	20863.7	213664	3
0.160264	92992.4	8825.07	426.873	60.6024	60602.4	96.6025	2544.93	2375.26	28503.2	0.03035	0.160264	21219.8	217311	3
0.0603469	45266.7	12105.1	292.638	526.074	526074	331.664	7270.65	6785.94	81431.2	0.0921629	0.0603469	18367.1	188097	3
0.173337	664363	1429.91	918.416	60.1072	60107.2	139.735	6919.37	6458.08	77496.9	0.026947	0.173337	21410.7	219266	3
0.0855423	10422.3	16374.7	93.2303	470.553	470553	303.624	5498.95	5132.36	61588.3	0.0718873	0.0855423	19351.7	198180	3
0.0454824	5322.36	19122.1	55.5323	534.689	534689	292.015	4775.67	4457.29	53487.5	0.101486	0.0454824	17760.1	181880	3
0.106051	82832.2	9201.27	397.396	307.009	307009	350.808	9030.24	8428.22	101139	0.056149	0.106051	20024.9	205074	3
0.0367205	4981.26	19553.3	53.076	537.031	537031	290.341	4678.44	4366.54	52398.5	0.105329	0.0367205	17425.2	178451	3
0.0953021	223263	4644.97	566.902	412.127	412127	431.003	15424.5	14396.2	172754	0.0640666	0.0953021	19688.7	201631	3
0.0151503	4458.72	20344.2	49.2758	539.104	539104	287.401	4510.28	4209.59	50515.1	0.109657	0.0151503	16810.1	172152	3
0.165876	187125	5540.94	548.729	60.2839	60283.9	109.227	3628.21	3386.33	40635.9	0.0287928	0.165876	21305.3	218187	3
