"# (R23 - production T).gT"	"[Z]"	"[mu2]"	"[mZ]"	"[mF]"	"[F]"	"[mP]"	"[PE]"	"[PG]"	"[PM]"	"[I]"	"[T]"	"[mS]"	"[S]"	"(R21 - production I).T0_6"
0.103954	77030.1	9590.02	386.266	162.741	162741	296.752	7462.78	6965.26	83583.2	0.0478234	0.103954	19962.2	204432	0.08
0.020475	4547.16	20197.9	49.924	536.23	536230	287.908	4540.06	4237.39	50848.6	0.103914	0.020475	16923.9	173317	0.08
0.0496998	5514.87	18904.6	56.9174	509.177	509177	292.624	4822.1	4500.63	54007.5	0.0824312	0.0496998	17929.7	183617	0.08
0.0296889	4762.58	19863.5	51.4937	532.052	532052	289.11	4610.04	4302.71	51632.5	0.0980159	0.0296889	17184.1	175982	0.08
0.0950765	73190.1	9807.23	375.96	235.194	235194	332.164	8247.44	7697.61	92371.3	0.0520375	0.0950765	19681.2	201555	0.08
0.121716	624229	1517.5	879.188	84.9476	84947.6	235.491	11541.2	10771.8	129261	0.040866	0.121716	20450.3	209431	0.08
0.163521	94641.4	8739.61	430.025	60.5409	60540.9	96.7282	2561.89	2391.1	28693.2	0.0301194	0.163521	21270.1	217827	0.08
0.0189507	4519.14	20243.7	49.7189	536.706	536706	287.745	4530.63	4228.59	50743.1	0.10474	0.0189507	16888.3	172952	0.08
0.0350861	4925.86	19629.5	52.6767	528.228	528228	289.962	4660.26	4349.58	52194.9	0.0940294	0.0350861	17366.5	177850	0.08
0.086169	67119.9	10216	360.356	318.058	318058	341.215	8275.22	7723.54	92682.4	0.0568297	0.086169	19374.2	198411	0.08
0.106503	77474.3	9576.28	387.896	145.943	145943	279.158	7026.04	6557.64	78691.6	0.0467103	0.106503	20038.2	205210	0.08
0.0777822	250555	4149.77	584.924	388.474	388474	441.717	16515	15414	184968	0.0618913	0.0777822	19063.6	195230	0.08
0.0820989	12594.5	15995.1	109.958	353.986	353986	302.117	5555.65	5185.27	62223.3	0.0592183	0.0820989	19226	196893	0.08
0.0485505	5460.11	18965	56.5241	511.313	511313	292.403	4808.28	4487.73	53852.8	0.0833523	0.0485505	17883.1	183140	0.08
0.0428179	342597	2942.37	642.49	520.123	520123	479.291	20112.5	18771.6	225260	0.0879551	0.0428179	17655.2	180807	0.08
0.0889706	69160.7	10072.9	365.676	292.096	292096	339.96	8312.34	7758.18	93098.2	0.0552589	0.0889706	19473.4	199427	0.08
0.152477	89209.5	9026.51	419.375	61.4656	61465.6	98.0625	2551.36	2381.27	28575.3	0.0323699	0.152477	21091.3	215996	0.08
0.0369768	4989.69	19542.3	53.1379	526.57	526570	290.282	4679.24	4367.29	52407.5	0.092573	0.0369768	17434.6	178547	0.08
0.119712	77444.8	9665.16	391.615	89.7347	89734.7	170.235	4262.16	3978.01	47736.2	0.0415629	0.119712	20400	208915	0.08
0.189889	108338	8088.68	454.31	60.0599	60059.9	97.7398	2699.17	2519.22	30230.7	0.025923	0.189889	21614.4	221352	0.08
0.0573033	41919.1	12461.1	279.76	491.057	491057	328.417	7072.77	6601.25	79215	0.0764297	0.0573033	18241.7	186813	0.08
0.021363	4564.48	20169.9	50.0507	535.929	535929	288.008	4545.84	4242.79	50913.4	0.10341	0.021363	16945.6	173540	0.08
0.13564	81548.2	9458.09	402.896	66.9982	66998.2	110.532	2801.56	2614.78	31377.4	0.0365504	0.13564	20769.4	212699	0.08
0.0998126	75642.4	9660.46	382.301	194.163	194163	317.975	7963.32	7432.44	89189.2	0.0497226	0.0998126	19834.2	203122	0.08
0.106347	77455.9	9576.5	387.813	146.91	146910	280.323	7055.28	6584.93	79019.1	0.046777	0.106347	20033.6	205163	0.08
0.0148036	4453.83	20352.6	49.24	537.756	537756	287.359	4508.38	4207.82	50493.9	0.106722	0.0148036	16803.8	172087	0.08
0.107652	77578.2	9576.9	388.443	139.034	139034	270.215	6800.71	6347.33	76168	0.0462216	0.107652	20071.8	205555	0.08
0.12548	213900	4919.4	568.233	77.8215	77821.5	167.099	5841.51	5452.07	65424.9	0.0396112	0.12548	20541.7	210367	0.08
0.021879	4574.88	20153.1	50.1267	535.745	535745	288.068	4549.3	4246.02	50952.2	0.103111	0.021879	16958.6	173673	0.08
0.0362772	4965.67	19574.8	52.9644	527.205	527205	290.162	4672.14	4360.66	52328	0.0931147	0.0362772	17409.2	178287	0.08
0.126193	78420.9	9631.3	395.057	76.7076	76707.6	135.568	3400.98	3174.24	38090.9	0.0393812	0.126193	20558.6	210540	0.08
0.225422	688147	1375.78	940.329	60.005	60005	139.945	6974.46	6509.5	78113.9	0.022074	0.225422	21943.1	224719	0.08
0.0637626	48549.8	11775.8	304.494	468.664	468664	333.496	7434.42	6938.79	83265.5	0.0715408	0.0637626	18507.2	189531	0.08
0.0450032	5300.71	19148.4	55.3785	517.097	517097	291.73	4766.66	4448.88	53386.5	0.0862022	0.0450032	17741.1	181686	0.08
0.108983	77634.3	9582.12	388.951	131.555	131555	259.235	6522.35	6087.53	73050.4	0.045666	0.108983	20110.2	205948	0.08
0.156984	653187	1456.33	908.075	60.9717	60971.7	142.524	7035.47	6566.44	78797.3	0.0314097	0.156984	21167.1	216772	0.08
0.0131689	4432.48	20388.8	49.0831	538.082	538082	287.23	4501.02	4200.95	50411.4	0.107388	0.0131689	16775.7	171799	0.08
0.107074	77532.9	9576.1	388.181	142.458	142458	274.784	6916.02	6454.95	77459.4	0.0464664	0.107074	20054.9	205382	0.08
0.0630957	47919	11837.8	302.278	471.337	471337	333.033	7400.5	6907.14	82885.6	0.0720342	0.0630957	18479.9	189252	0.08
0.0298204	4766.23	19858.1	51.5202	531.973	531973	289.13	4611.19	4303.78	51645.4	0.0979224	0.0298204	17188.3	176025	0.08
0.120423	215572	4873.76	568.425	87.9482	87948.2	200.306	7029.46	6560.83	78730	0.0413133	0.120423	20418	209100	0.08
0.0734292	57040.1	11001.8	332.025	418.621	418621	339.021	7872.11	7347.3	88167.6	0.064732	0.0734292	18895.1	193504	0.08
0.0662441	50831.5	11556.8	312.298	457.896	457896	335.122	7555.88	7052.15	84625.8	0.0697304	0.0662441	18608.2	190566	0.08
0.0987906	75181.9	9686.67	381.082	202.621	202621	321.853	8048.02	7511.48	90137.8	0.0502089	0.0987906	19801.8	202790	0.08
0.108628	77625.4	9580.3	388.827	133.496	133496	262.221	6598.19	6158.31	73899.8	0.0458132	0.108628	20100	205843	0.08
0.052369	5648.28	18762.9	57.8756	503.658	503658	293.139	4854.75	4531.1	54373.2	0.0803026	0.052369	18038.7	184733	0.08
0.156055	90953	8932.52	422.868	61.0572	61057.2	97.3655	2547.96	2378.1	28537.2	0.0316028	0.156055	21151.8	216615	0.08
0.029799	4765.64	19859	51.5159	531.986	531986	289.127	4611.01	4303.61	51643.3	0.0979376	0.029799	17187.6	176018	0.08
0.0993268	75428.8	9672.51	381.733	198.152	198152	319.881	8005.36	7471.67	89660.1	0.0499529	0.0993268	19818.9	202964	0.08
0.103518	76922.6	9594.62	385.925	165.816	165816	299.423	7527.89	7026.04	84312.4	0.0480181	0.103518	19949	204296	0.08
0.0303726	4781.73	19835.2	51.6327	531.634	531634	289.213	4616.06	4308.32	51699.9	0.0975279	0.0303726	17206.2	176208	0.08
7.34757e-05	4351.41	20529.6	48.4861	539.247	539247	286.736	4472.67	4174.49	50093.9	0.11	7.34757e-05	16666.7	170683	0.08
0.181015	103548	8305.39	446.191	60.1216	60121.6	97.1439	2645.07	2468.73	29624.8	0.0271771	0.181015	21510	220283	0.08
0.0853684	66521.6	10259	358.775	325.33	325330	341.399	8259.56	7708.92	92507.1	0.0572895	0.0853684	19345.5	198116	0.08
0.0491075	5486.45	18935.8	56.7133	510.295	510295	292.51	4814.96	4493.96	53927.6	0.0829056	0.0491075	17905.7	183371	0.08
0.0308945	4796.65	19813.4	51.7409	531.303	531303	289.292	4620.72	4312.67	51752.1	0.0971517	0.0308945	17223.2	176382	0.08
0.0470711	5391.9	19042	56.034	513.866	513866	292.121	4790.73	4471.35	53656.2	0.0845403	0.0470711	17823.5	182530	0.08
0.139768	639018	1489.83	894.742	64.7629	64762.9	156.016	7671.13	7159.72	85916.6	0.0354303	0.139768	20854.4	213569	0.08
0.0347374	4914.47	19645.3	52.5943	528.514	528514	289.904	4656.83	4346.38	52156.5	0.0942951	0.0347374	17354.2	177724	0.08
0.168351	97057.8	8617.52	434.559	60.3541	60354.1	96.6706	2580.14	2408.13	28897.6	0.0292373	0.168351	21341.3	218555	0.08
0.154281	90086.1	8979.03	421.141	61.2426	61242.6	97.6692	2548.57	2378.67	28544	0.0319784	0.154281	21122.1	216311	0.08
0.154127	90011.5	8983.05	420.991	61.2601	61260.1	97.6991	2548.72	2378.81	28545.7	0.0320112	0.154127	21119.6	216285	0.08
0.0452217	460473	2081.51	729.148	516.773	516773	508.002	23348.5	21792	261504	0.0860267	0.0452217	17749.7	181774	0.08
0.0872213	67896.7	10160.9	362.393	308.386	308386	340.863	8292.64	7739.79	92877.5	0.0562327	0.0872213	19411.8	198795	0.08
0.0942291	226733	4584.11	569.897	242.94	242940	412.253	14831.5	13842.7	166113	0.0524684	0.0942291	19653.1	201266	0.08
0.0825392	242805	4283.65	580.042	350.24	350240	436.042	16107.9	15034.1	180409	0.0589538	0.0825392	19242.2	197059	0.08
0.136335	207749	5061.92	564.781	66.5592	66559.2	130.283	4500.35	4200.33	50403.9	0.0363569	0.136335	20784	212848	0.08
0.122525	77722.8	9661.41	392.856	83.2235	83223.5	152.984	3831.09	3575.68	42908.2	0.0405905	0.122525	20470.3	209635	0.08
0.0961372	73804.2	9769.07	377.525	225.639	225639	329.763	8206.07	7659	91908	0.0515054	0.0961372	19716.1	201912	0.08
0.118238	77387.8	9660.38	391.118	93.7717	93771.7	180.671	4524.72	4223.08	50676.9	0.042089	0.118238	20362.2	208529	0.08
0.134113	80948.9	9492.43	401.489	68.0652	68065.2	113.166	2862.47	2671.63	32059.6	0.0369817	0.134113	20736.9	212366	0.08
0.218554	144682	6725.85	505.627	60.0077	60007.7	102.888	3122.12	2913.98	34967.8	0.0226974	0.218554	21889	224164	0.08
0.0527109	26869.3	14256.8	207.642	502.89	502890	316.113	6258.41	5841.18	70094.2	0.0800313	0.0527109	18052.7	184877	0.08
0.0838159	65345.2	10344.8	355.635	339.167	339167	341.581	8224.03	7675.76	92109.1	0.0581952	0.0838159	19289.1	197539	0.08
0.0243209	4627.45	20069.7	50.5105	534.783	534783	288.367	4566.65	4262.2	51146.5	0.101624	0.0243209	17023.6	174338	0.08
0.166705	186499	5556.08	548.178	60.4087	60408.7	109.492	3632.62	3390.44	40685.3	0.0295315	0.166705	21317.5	218312	0.08
0.0774267	60319.3	10731.3	341.68	391.117	391117	340.577	8025.54	7490.5	89886	0.0621178	0.0774267	19050.1	195091	0.08
0.0703909	263941	3932.38	593.241	436.779	436779	449.22	17131.9	15989.8	191877	0.0667998	0.0703909	18775	192274	0.08
0.0543394	5752.67	18657	58.6255	499.028	499028	293.52	4879.3	4554.01	54648.2	0.0787446	0.0543394	18119.6	185562	0.08
0.150524	88267	9078.06	417.454	61.7537	61753.7	98.6033	2557.33	2386.84	28642.1	0.032805	0.150524	21057.2	215646	0.08
0.0533378	25930.1	14374.3	202.161	501.444	501444	315.358	6211.03	5796.96	69563.6	0.0795349	0.0533378	18078.4	185140	0.08
0.0520901	28178.7	14092.9	215.06	504.273	504273	317.173	6325.61	5903.9	70846.8	0.0805242	0.0520901	18027.2	184616	0.08
0.0308209	4794.53	19816.5	51.7256	531.35	531350	289.281	4620.06	4312.06	51744.7	0.097205	0.0308209	17220.8	176357	0.08
0.089561	69578.6	10044.3	366.753	286.559	286559	339.551	8315.98	7761.58	93139	0.0549354	0.089561	19494	199638	0.08
0.0441848	5265.92	19190	55.1283	518.274	518274	291.576	4757.29	4440.14	53281.6	0.0868594	0.0441848	17708.8	181355	0.08
0.0919114	71190	9936.11	370.876	264.481	264481	337.287	8312.19	7758.04	93096.5	0.0536733	0.0919114	19575	200467	0.08
0.125974	213685	4924.73	568.155	77.0424	77042.4	164.522	5748.85	5365.59	64387.1	0.0394516	0.125974	20553.5	210487	0.08
0.0165923	4480.04	20308.5	49.4324	537.344	537344	287.515	4517.36	4216.2	50594.4	0.105917	0.0165923	16838	172437	0.08
0.0560571	23254.5	14705.6	185.786	494.565	494565	313.237	6080.32	5674.97	68099.6	0.0773984	0.0560571	18190.3	186286	0.08
0.0697803	547246	1710.21	802.705	440.148	440148	519.717	24907.3	23246.8	278962	0.0672236	0.0697803	18750.6	192024	0.08
0.0362726	4965.51	19575.1	52.9633	527.209	527209	290.162	4672.09	4360.62	52327.4	0.0931183	0.0362726	17409	178285	0.08
0.160798	93289.3	8809.4	427.436	60.6893	60689.3	96.8642	2554.32	2384.03	28608.4	0.0306429	0.160798	21228.2	217397	0.08
0.115697	77409.7	9642.93	390.469	101.878	101878	200.683	5031.06	4695.66	56347.9	0.0430232	0.115697	20295.6	207846	0.08
0.120064	215653	4871.16	568.395	88.8385	88838.5	203.168	7131.46	6656.03	79872.3	0.0414391	0.120064	20408.9	209007	0.08
0.221811	686930	1378.47	939.207	60.0063	60006.3	139.921	6971.04	6506.31	78075.7	0.0223957	0.221811	21915.2	224432	0.08
0.0521198	33687.1	13411.4	243.64	504.208	504208	321.703	6619.31	6178.02	74136.3	0.0805006	0.0521198	18028.5	184629	0.08
0.165679	95718.3	8684.79	432.06	60.4471	60447.1	96.6777	2569.4	2398.1	28777.2	0.0297181	0.165679	21302.4	218157	0.08
0.05538	23802.6	14638.3	189.234	496.374	496374	313.668	6106.55	5699.45	68393.4	0.0779276	0.05538	18162.4	186001	0.08
0.0516397	31181.7	13718.5	231.142	505.248	505248	319.634	6483.93	6051.66	72620	0.0808824	0.0516397	18008.8	184427	0.08
0.0798258	247146	4207.89	582.783	372.681	372681	439.405	16342.7	15253.2	183039	0.0606079	0.0798258	19141.1	196024	0.08
0.152406	89175.2	9028.38	419.305	61.4751	61475.1	98.0799	2551.52	2381.42	28577.1	0.0323854	0.152406	21090.1	215983	0.08
0.0674356	269812	3842.18	596.854	452.243	452243	452.05	17384.3	16225.4	194704	0.0688759	0.0674356	18656.4	191060	0.08
0.0889427	233414	4454.83	574.08	292.357	292357	425.733	15490.5	14457.8	173493	0.0552742	0.0889427	19472.5	199417	0.08
0.197892	112996	7887.88	461.862	60.0326	60032.6	98.3853	2753.35	2569.79	30837.5	0.0249066	0.197892	21699.9	222228	0.08
0.163472	94616.9	8740.87	429.979	60.5433	60543.3	96.7298	2561.74	2390.95	28691.5	0.0301287	0.163472	21269.4	217819	0.08
0.104417	77133.9	9585.88	386.607	159.539	159539	293.804	7390.47	6897.77	82773.3	0.0476181	0.104417	19976.1	204575	0.08
0.131334	79935.8	9549.9	399.037	70.4333	70433.3	119.146	3003.45	2803.22	33638.7	0.0377922	0.131334	20676.2	211745	0.08
0.0808957	63082.1	10514.8	349.467	364.023	364023	341.413	8142.13	7599.32	91191.8	0.0599489	0.0808957	19181.2	196434	0.08
0.134331	209053	5032.48	565.634	67.9037	67903.7	134.606	4661.12	4350.38	52204.6	0.0369196	0.134331	20741.6	212414	0.08
0.044046	5260.09	19197.1	55.0864	518.469	518469	291.551	4755.71	4438.66	53264	0.0869707	0.044046	17703.3	181299	0.08
0.150921	88458	9067.57	417.845	61.6908	61690.8	98.4826	2555.84	2385.45	28625.4	0.0327155	0.150921	21064.2	215718	0.08
0.178959	102474	8355.55	444.316	60.1441	60144.1	97.0287	2633.39	2457.83	29494	0.0274888	0.178959	21484.2	220019	0.08
0.03906	5064.1	19443.5	53.6749	524.516	524516	290.644	4700.91	4387.52	52650.2	0.0909427	0.03906	17511.6	179335	0.08
0.0531793	304167	3370.78	617.973	501.814	501814	466.186	18749	17499	209988	0.0796603	0.0531793	18071.9	185074	0.08
0.0469846	5387.99	19046.5	56.0059	514.009	514009	292.104	4789.71	4470.4	53644.8	0.0846098	0.0469846	17820	182494	0.08
0.104482	77147.7	9585.35	386.653	159.093	159093	293.38	7380.02	6888.02	82656.2	0.0475892	0.104482	19978.1	204595	0.08
0.10416	218333	4765.54	565.567	161.311	161311	358.665	12703.3	11856.4	142277	0.0477321	0.10416	19968.4	204495	0.08
0.125816	78332.7	9635.61	394.803	77.2882	77288.2	137.113	3438.87	3209.61	38515.4	0.0395025	0.125816	20549.7	210449	0.08
0.0882858	234318	4437.87	574.654	298.497	298497	427.015	15560.3	14523	174276	0.0556374	0.0882858	19449.4	199181	0.08
0.0608864	45760.3	12055.1	294.488	479.57	479570	331.413	7283.51	6797.94	81575.3	0.0736883	0.0608864	18389.3	188324	0.08
0.13205	210467	5000.34	566.51	69.7652	69765.2	140.628	4882.77	4557.25	54687	0.0375803	0.13205	20692.1	211907	0.08
0.0965783	224173	4636.01	568.364	221.72	221720	403.712	14459	13495.1	161941	0.0512865	0.0965783	19730.5	202059	0.08
0.0502516	5541.72	18875.5	57.1103	508.102	508102	292.73	4828.79	4506.87	54082.4	0.0819898	0.0502516	17952.1	183847	0.08
0.067327	17532.5	15382.3	146.929	452.772	452772	308.612	5820.18	5432.17	65186	0.0689534	0.067327	18652	191015	0.08
0.0877437	68278	10134.2	363.387	303.544	303544	340.638	8299.81	7746.49	92957.9	0.0559395	0.0877437	19430.3	198985	0.08
