"# (R23 - production T).gT"	"[Z]"	"[mu2]"	"[mZ]"	"[mF]"	"[F]"	"[mP]"	"[PE]"	"[PG]"	"[PM]"	"[I]"	"[T]"	"[mS]"	"[S]"	"(R21 - production I).l_6"
0.0354868	4939.3	19610.8	52.7734	532.8	532800	290.079	4665.1	4354.1	52249.2	0.0989272	0.0354868	17380.8	177996	0.1
0.147868	187855	5485.51	546.144	93.6088	93608.8	211.538	7058.04	6587.51	79050.1	0.0420687	0.147868	21009.5	215158	0.1
0.0147014	4452.44	20354.9	49.2297	538.327	538327	287.355	4507.99	4207.45	50489.5	0.107906	0.0147014	16801.9	172068	0.1
0.125794	95605.1	8540.68	424.074	187.543	187543	325.856	8739.61	8156.97	97883.6	0.0493362	0.125794	20549.2	210444	0.1
0.137474	97222.7	8504.06	429.324	126.316	126316	259.649	6980.18	6514.83	78178	0.0452571	0.137474	20807.7	213091	0.1
0.0418142	5169.56	19308.1	54.434	529.52	529520	291.225	4732.23	4416.75	53001	0.0952666	0.0418142	17616.3	180408	0.1
0.069284	53591	11301.8	321.285	496.25	496250	337.99	7723.33	7208.45	86501.4	0.0778907	0.069284	18730.7	191821	0.1
0.112288	202114	5088.02	551.774	284.029	284029	410.611	14152.9	13209.4	158513	0.0547887	0.112288	20203.2	206900	0.1
0.148656	95942.6	8617.6	429.57	91.8338	91833.8	181.691	4849.32	4526.03	54312.4	0.0418425	0.148656	21023.8	215304	0.1
0.117837	91372.4	8740.86	415.234	242.566	242566	345.523	9150.62	8540.58	102487	0.0524476	0.117837	20351.8	208422	0.1
0.171423	100519	8438.8	440.343	66.0864	66086.4	111.871	3020.01	2818.68	33824.1	0.036136	0.171423	21384.5	218998	0.1
0.0645581	49341.8	11698	307.218	505.233	505233	334.727	7491.83	6992.38	83908.5	0.080877	0.0645581	18539.6	189864	0.1
0.162981	97708.9	8566.46	434.769	71.388	71388	125.602	3363.2	3138.99	37667.8	0.0380767	0.162981	21261.9	217742	0.1
0.175221	102043	8368.82	443.178	64.5844	64584.4	108.207	2934.27	2738.65	32863.8	0.0353228	0.175221	21435.9	219524	0.1
0.000399606	4351.48	20529.5	48.4866	539.247	539247	286.736	4472.69	4174.51	50094.1	0.109998	0.000399606	16666.8	170684	0.1
0.0773027	14094.5	15784.2	121.361	476.123	476123	306.814	5690.75	5311.36	63736.4	0.0729691	0.0773027	19045.3	195042	0.1
0.103558	81121.9	9298.76	393.583	347.604	347604	353.017	9033.63	8431.39	101177	0.0587702	0.103558	19950.2	204309	0.1
0.103677	81212.7	9293.44	393.783	346.782	346782	353.024	9036.71	8434.26	101211	0.0587133	0.103677	19953.8	204346	0.1
0.145474	653427	1436.06	904.488	99.5487	99548.7	293.169	14506.5	13539.4	162473	0.0427688	0.145474	20965.2	214704	0.1
0.118778	637997	1446.96	885.187	235.685	235685	501.366	24776.5	23124.7	277497	0.0520648	0.118778	20376.1	208671	0.1
0.0753475	58756.8	10856.4	337.074	481.676	481676	341.767	7998.67	7465.42	89585.1	0.0741488	0.0753475	18969.9	194271	0.1
0.127139	189253	5396.78	542.628	179.16	179160	364.192	12238.8	11422.8	137074	0.0488379	0.127139	20580.8	210767	0.1
0.00456584	4361.16	20512.4	48.558	539.162	539162	286.796	4476.12	4177.71	50132.5	0.109794	0.00456584	16680	170819	0.1
0.14281	96542	8562.65	429.378	107.212	107212	220.455	5904.45	5510.82	66129.9	0.0435714	0.14281	20914.4	214184	0.1
0.0231513	4601.63	20110.4	50.3219	536.83	536830	288.235	4558.41	4254.51	51054.1	0.104964	0.0231513	16991.8	174012	0.1
0.049659	315027	3239.94	624.753	523.804	523804	470.382	19161.2	17883.7	214605	0.0904159	0.049659	17928	183600	0.1
0.0736558	557528	1674.81	811.747	486.128	486128	522.476	25141.8	23465.7	281588	0.0751808	0.0736558	18904	193595	0.1
0.134728	650134	1429.8	898.726	138.279	138279	403.818	19996.5	18663.4	223960	0.0461668	0.134728	20750.1	212501	0.1
0.0742177	57811.5	10935.1	334.282	484.685	484685	341.094	7948.86	7418.94	89027.2	0.0748369	0.0742177	18926	193820	0.1
0.0252842	4649.78	20034.7	50.6731	536.311	536311	288.511	4574.24	4269.29	51231.5	0.104051	0.0252842	17050.6	174615	0.1
0.146929	187824	5483.82	545.911	95.8374	95837.4	218.156	7279.86	6794.53	81534.4	0.0423409	0.146929	20992.3	214981	0.1
0.0810791	12811.7	15955.5	111.565	464.051	464051	305.694	5630.49	5255.13	63061.5	0.0707328	0.0810791	19188.1	196504	0.1
0.16819	99336.6	8493.07	438.07	67.7428	67742.8	116.051	3122.01	2913.88	34966.5	0.0368566	0.16819	21339	218532	0.1
0.094013	73746.9	9755.4	376.663	406.874	406874	350.84	8737.55	8155.05	97860.6	0.0635521	0.094013	19645.9	201193	0.1
0.0255872	4656.97	20023.5	50.7254	536.232	536232	288.551	4576.59	4271.48	51257.8	0.103917	0.0255872	17059.3	174704	0.1
0.0983127	77092.2	9542.21	384.51	381.89	381890	352.157	8881.25	8289.17	99470	0.0613423	0.0983127	19786.5	202633	0.1
0.0975947	220194	4705.94	564.796	386.268	386268	428.455	15252.9	14236.1	170833	0.0617049	0.0975947	19763.5	202397	0.1
0.124925	190560	5362.24	543.42	193.124	193124	374.738	12628.5	11786.6	141439	0.0496623	0.124925	20528.5	210232	0.1
0.147836	95989.4	8612.05	429.49	93.6821	93682.1	186.623	4982.68	4650.51	55806.1	0.0420779	0.147836	21008.9	215152	0.1
0.154898	187254	5515.03	546.902	80.509	80509	170.728	5682.92	5304.06	63648.7	0.0401233	0.154898	21132.5	216418	0.1
0.0827873	64846.6	10377.7	354.143	457.962	457962	345.876	8312.06	7757.92	93095.1	0.0697407	0.0827873	19251.4	197153	0.1
0.0415973	5161	19318.9	54.3724	529.65	529650	291.184	4729.82	4414.49	52973.9	0.0953966	0.0415973	17608	180323	0.1
0.127341	645897	1432.45	893.374	177.924	177924	463.403	22939.8	21410.5	256926	0.0487635	0.127341	20585.5	210815	0.1
0.0627721	47654	11863.4	301.32	508.169	508169	333.397	7398.89	6905.63	82867.5	0.0820169	0.0627721	18466.7	189116	0.1
0.104437	81790.4	9259.73	395.051	341.5	341500	353.051	9055.83	8452.11	101425	0.0583523	0.104437	19976.7	204581	0.1
0.0814535	63769.1	10459	351.231	462.751	462751	345.182	8257.65	7707.14	92485.7	0.0705143	0.0814535	19202	196647	0.1
0.088998	69803.1	10020.7	367.001	432.182	432182	348.842	8555.11	7984.77	95817.3	0.0662436	0.088998	19474.4	199437	0.1
0.126155	95745.8	8534.64	424.385	185.263	185263	324.509	8706.82	8126.36	97516.3	0.0492017	0.126155	20557.7	210531	0.1
0.107039	83752.2	9147.31	399.307	322.952	322952	352.904	9114.09	8506.48	102078	0.057138	0.107039	20053.9	205372	0.1
0.0603329	6108.05	18326	61.1766	511.82	511820	295.072	4963.54	4632.64	55591.6	0.0835803	0.0603329	18366.5	188091	0.1
0.1514	95902.9	8629.46	430.01	86.2913	86291.3	166.604	4443.32	4147.1	49765.2	0.041071	0.1514	21072.6	215804	0.1
0.101371	79449.8	9398.06	389.865	362.366	362366	352.782	8973.86	8375.6	100507	0.059826	0.101371	19883	203621	0.1
0.00397059	4358.79	20516.6	48.5405	539.182	539182	286.782	4475.28	4176.93	50123.1	0.109844	0.00397059	16676.7	170786	0.1
0.240295	692686	1365.84	944.513	60.05	60050	140.209	6995.94	6529.54	78354.5	0.0256144	0.240295	22048	225792	0.1
0.0839443	65777.1	10308.5	356.623	453.602	453602	346.464	8358.63	7801.39	93616.7	0.0690759	0.0839443	19293.8	197587	0.1
0.0877929	68848.3	10087.4	364.589	437.652	437652	348.304	8509.33	7942.04	95304.4	0.0669082	0.0877929	19432	199003	0.1
0.0676047	17396.8	15396.1	145.93	499.657	499657	309.293	5829.66	5441.01	65292.2	0.078946	0.0676047	18663.2	191129	0.1
0.0307657	4793.07	19818.5	51.7146	534.658	534658	289.305	4620.13	4312.12	51745.5	0.10144	0.0307657	17219	176339	0.1
0.0398529	5093.87	19404.5	53.8889	530.646	530646	290.858	4710.65	4396.61	52759.3	0.0964314	0.0398529	17541.4	179641	0.1
0.12089	93214.6	8650.55	419.024	220.535	220535	340.009	9055.92	8452.19	101426	0.0512202	0.12089	20429.7	209220	0.1
0.0330817	4862.13	19718.8	52.2152	533.802	533802	289.675	4641.6	4332.16	51986	0.100234	0.0330817	17296.6	177134	0.1
0.209652	682523	1388.09	935.111	60.374	60374	141.123	7022.9	6554.71	78656.5	0.029349	0.209652	21812.7	223383	0.1
0.0155376	4464.24	20335	49.3164	538.215	538215	287.427	4512.05	4211.25	50535	0.107666	0.0155376	16817.4	172226	0.1
0.0697306	265085	3914.16	593.905	495.301	495301	451.204	17236.5	16087.4	193049	0.0776112	0.0697306	18748.6	192004	0.1
0.130764	187750	5440.02	541.977	158.217	158217	343.256	11494.9	10728.6	128743	0.0475325	0.130764	20663.5	211615	0.1
0.03086	4795.78	19814.5	51.7343	534.625	534625	289.32	4620.98	4312.92	51755	0.101392	0.03086	17222.1	176371	0.1
0.0722414	56140.8	11077.2	329.243	489.613	489613	339.883	7860.17	7336.16	88034	0.0760511	0.0722414	18848.4	193026	0.1
0.198681	113885	7849.51	463.2	60.814	60814	100.482	2819.25	2631.3	31575.6	0.0310104	0.198681	21708	222311	0.1
0.0680191	52478.2	11402.8	317.702	498.84	498840	337.148	7663.09	7152.22	85826.7	0.0786849	0.0680191	18679.9	191301	0.1
0.161224	185474	5567.26	546.111	72.9586	72958.6	146.606	4859.62	4535.64	54427.7	0.0385053	0.161224	21234.8	217465	0.1
0.11185	202600	5077.15	552.134	287.32	287320	411.36	14191.6	13245.5	158945	0.0549797	0.11185	20191.1	206776	0.1
0.106683	83485.7	9162.4	398.733	325.526	325526	352.948	9106.85	8499.73	101997	0.0573021	0.106683	20043.5	205265	0.1
0.105825	82839.9	9199.19	397.338	331.692	331692	353.022	9088.39	8482.5	101790	0.0577006	0.105825	20018.2	205005	0.1
0.211194	683120	1386.77	935.664	60.336	60336	141.002	7017.97	6550.1	78601.3	0.0291309	0.211194	21826.5	223524	0.1
0.0166065	4480.28	20308.1	49.4341	538.061	538061	287.523	4517.55	4216.38	50596.6	0.107343	0.0166065	16838.2	172440	0.1
0.0177556	4498.7	20277.4	49.5692	537.881	537881	287.633	4523.84	4222.25	50667	0.106974	0.0177556	16862.1	172684	0.1
0.015351	4461.55	20339.5	49.2967	538.241	538241	287.41	4511.13	4210.39	50524.6	0.107721	0.015351	16813.9	172190	0.1
0.156616	96345.8	8622.13	431.612	78.1246	78124.6	143.982	3841.75	3585.64	43027.6	0.0396719	0.156616	21161.1	216710	0.1
0.0351661	4928.69	19625.4	52.6967	532.941	532941	290.024	4661.9	4351.11	52213.3	0.0991045	0.0351661	17369.4	177879	0.1
0.0180776	4504.09	20268.5	49.6086	537.828	537828	287.665	4525.68	4223.96	50687.6	0.106867	0.0180776	16869	172755	0.1
0.0988148	77480.6	9518.12	385.401	378.78	378780	352.28	8897.08	8303.94	99647.3	0.0610901	0.0988148	19802.6	202798	0.1
0.0625474	47437.3	11885	300.55	508.523	508523	333.225	7386.92	6894.46	82733.5	0.0821607	0.0625474	18457.4	189022	0.1
0.042665	5203.64	19265.7	54.6793	528.997	528997	291.388	4741.8	4425.68	53108.1	0.0947542	0.042665	17649.3	180746	0.1
0.0825205	64631.5	10393.8	353.565	458.94	458940	345.739	8301.24	7747.82	92973.8	0.0698948	0.0825205	19241.6	197052	0.1
0.0991353	77728.3	9502.83	385.968	376.775	376775	352.355	8907.06	8313.26	99759.1	0.0609299	0.0991353	19812.8	202902	0.1
0.0250897	4645.22	20041.8	50.6398	536.361	536361	288.485	4572.75	4267.9	51214.8	0.104137	0.0250897	17045.1	174558	0.1
0.01501	4456.72	20347.6	49.2612	538.287	538287	287.381	4509.46	4208.83	50506	0.107819	0.01501	16807.5	172125	0.1
0.143395	187541	5480.76	544.827	105.428	105428	245.084	8180.43	7635.07	91620.8	0.0433929	0.143395	20925.7	214299	0.1
0.102984	213170	4849.26	559.841	351.54	351540	423.149	14880.7	13888.6	166664	0.0590451	0.102984	19932.7	204130	0.1
0.0106942	4404.9	20436.1	48.8803	538.769	538769	287.066	4491.49	4192.05	50304.6	0.108881	0.0106942	16739	171423	0.1
0.079876	13234.7	15896.4	114.805	468.098	468098	306.079	5651.13	5274.38	63292.6	0.0714389	0.079876	19143	196043	0.1
0.0762527	59509.6	10794.6	339.268	479.161	479161	342.297	8038.13	7502.25	90027	0.0736009	0.0762527	19005	194629	0.1
0.161352	97285.8	8584.83	433.855	72.8376	72837.6	129.497	3463.45	3232.55	38790.6	0.0384738	0.161352	21236.8	217486	0.1
0.0534373	36646.8	13057.7	257.428	520.211	520211	324.39	6786.86	6334.41	76012.9	0.0880096	0.0534373	18082.5	185182	0.1
0.122978	94332.6	8597.84	421.35	206.064	206064	334.878	8949.04	8352.44	100229	0.050405	0.122978	20481.4	209749	0.1
0.116881	90755.1	8771.91	413.966	249.624	249624	346.839	9167.63	8556.46	102677	0.0528407	0.116881	20326.9	208167	0.1
0.134145	97350.1	8483.11	428.786	141.012	141012	282.75	7611.36	7103.94	85247.3	0.0463636	0.134145	20737.6	212373	0.1
0.133237	97314.2	8481.14	428.524	145.403	145403	288.582	7769.33	7251.38	87016.5	0.0466728	0.133237	20718	212172	0.1
0.0283342	4726.02	19918	51.2279	535.451	535451	288.938	4598.89	4292.3	51507.5	0.102643	0.0283342	17141.4	175545	0.1
0.0738517	15223.8	15646.9	129.891	485.629	485629	307.706	5739.61	5356.97	64283.6	0.0750608	0.0738517	18911.7	193674	0.1
0.112671	87873	8921.44	408.014	281.151	281151	350.826	9187.07	8574.6	102895	0.0546225	0.112671	20213.7	207008	0.1
0.206449	158144	6312.89	520.866	60.4681	60468.1	105.938	3314.41	3093.45	37121.3	0.0298137	0.206449	21783.4	223083	0.1
0.00775464	4379.54	20480.2	48.6935	538.998	538998	286.91	4482.6	4183.76	50205.1	0.109408	0.00775464	16704.9	171074	0.1
0.0909263	71325.1	9916.46	370.786	422.94	422940	349.659	8626.88	8051.76	96621.1	0.0651943	0.0909263	19541.3	200121	0.1
0.0918872	72080.8	9865.58	372.639	418.107	418107	350.044	8661.92	8084.46	97013.5	0.0646782	0.0918872	19574.1	200458	0.1
0.0577157	22069.1	14849.2	178.154	515.317	515317	312.647	6031.3	5629.22	67550.6	0.0852624	0.0577157	18258.7	186987	0.1
0.058501	43301	12311.7	285.181	514.31	514310	329.892	7157.35	6680.19	80162.3	0.0847575	0.058501	18291.1	187318	0.1
0.0781526	13814.6	15819.8	119.232	473.565	473565	306.581	5678.14	5299.6	63595.2	0.0724608	0.0781526	19077.8	195375	0.1
0.120847	193639	5285.27	545.535	220.84	220840	390.201	13232.4	12350.2	148203	0.0512373	0.120847	20428.6	209209	0.1
0.0830774	579674	1603.98	831.513	456.887	456887	524.386	25441.5	23745.4	284945	0.0695735	0.0830774	19262.1	197262	0.1
0.0575267	22191.6	14834.4	178.953	515.554	515554	312.737	6036.9	5634.44	67613.3	0.0853839	0.0575267	18250.9	186907	0.1
0.0604089	285193	3619.52	606.264	511.712	511712	459.394	18039.9	16837.3	202047	0.0835315	0.0604089	18369.6	188123	0.1
0.192452	675169	1404.29	928.253	61.2794	61279.4	144.189	7161.64	6684.2	80210.3	0.032047	0.192452	21642.6	221641	0.1
0.132223	97232	8481.15	428.163	150.508	150508	294.802	7936.8	7407.68	88892.2	0.0470222	0.132223	20695.9	211946	0.1
0.0458649	5338.72	19103.2	55.6506	526.832	526832	292.013	4778.79	4460.2	53522.5	0.0927939	0.0458649	17775.3	182036	0.1
0.129583	188150	5427.84	542.097	164.764	164764	350.584	11751.9	10968.4	131621	0.0479518	0.129583	20637	211342	0.1
0.0982361	77032.9	9545.9	384.373	382.361	382361	352.138	8878.82	8286.9	99442.8	0.0613808	0.0982361	19784.1	202608	0.1
0.0273483	4700.43	19956.8	51.0418	535.745	535745	288.796	4590.67	4284.63	51415.5	0.103111	0.0273483	17111.3	175236	0.1
0.0850371	11009.9	16253.6	97.7355	449.303	449303	303.859	5529.84	5161.18	61934.2	0.0684536	0.0850371	19333.5	197994	0.1
0.0530048	35845.1	13152.2	253.788	520.655	520655	323.721	6742.52	6293.02	75516.2	0.0882863	0.0530048	18064.7	185000	0.1
0.132939	97294.7	8480.89	428.425	146.886	146886	290.449	7819.72	7298.4	87580.8	0.0467754	0.132939	20711.5	212106	0.1
0.137479	97222.3	8504.1	429.325	126.297	126297	259.616	6979.26	6513.97	78167.7	0.0452556	0.137479	20807.8	213092	0.1
0.105434	82544.9	9216.11	396.697	334.476	334476	353.041	9079.55	8474.24	101691	0.0578833	0.105434	20006.6	204886	0.1
0.1169	90767.6	8771.28	413.992	249.482	249482	346.814	9167.34	8556.19	102674	0.0528328	0.1169	20327.4	208172	0.1
0.149105	95923.6	8620.27	429.624	90.8601	90860.1	179.071	4778.57	4460	53520	0.0417145	0.149105	21031.9	215387	0.1
0.0741859	15113.7	15659.9	129.065	484.767	484767	307.622	5734.96	5352.63	64231.5	0.0748563	0.0741859	18924.7	193808	0.1
0.0531292	26186.5	14341.8	203.664	520.528	520528	315.798	6228.62	5813.38	69760.6	0.0882068	0.0531292	18069.8	185053	0.1
0.101417	79484.9	9395.96	389.944	362.064	362064	352.789	8975.17	8376.82	100522	0.0598037	0.101417	19884.4	203636	0.1
0.103608	212384	4865.68	559.278	347.258	347258	422.471	14836.2	13847.1	166165	0.0587462	0.103608	19951.7	204325	0.1
0.0929036	72878.5	9812.49	374.576	412.829	412829	350.435	8698.42	8118.52	97422.3	0.064137	0.0929036	19608.6	200811	0.1
0.104492	81832	9257.31	395.142	341.116	341116	353.052	9057.18	8453.37	101440	0.0583264	0.104492	19978.4	204598	0.1
0.0355199	4940.4	19609.3	52.7813	532.785	532785	290.085	4665.43	4354.41	52252.9	0.0989089	0.0355199	17382	178008	0.1
0.0771393	60243.3	10735.2	341.383	476.605	476605	342.808	8076.4	7537.98	90455.7	0.0730671	0.0771393	19039	194978	0.1
0.0825301	12262.6	16037.1	107.353	458.905	458905	305.17	5602.28	5228.79	62745.5	0.0698892	0.0825301	19241.9	197056	0.1
0.0661999	50848.5	11554.3	312.328	502.321	502321	335.898	7574.36	7069.41	84832.9	0.079834	0.0661999	18606.4	190548	0.1
0.0684135	267708	3873.81	595.524	498.047	498047	452.313	17343.5	16187.2	194247	0.0784368	0.0684135	18695.8	191463	0.1
0.117069	90877.6	8765.72	414.218	248.233	248233	346.594	9164.71	8553.73	102645	0.0527632	0.117069	20331.8	208217	0.1
0.0479882	5434.62	18993	56.3396	525.204	525204	292.44	4804.18	4483.91	53806.9	0.091469	0.0479882	17860.4	182908	0.1
0.070521	16347.3	15516.3	138.254	493.576	493576	308.54	5786.4	5400.64	64807.7	0.0771181	0.070521	18780.2	192327	0.1
0.0306969	4791.09	19821.4	51.7003	534.681	534681	289.294	4619.51	4311.54	51738.5	0.101475	0.0306969	17216.7	176316	0.1
0.104299	81685.4	9265.83	394.821	342.466	342466	353.048	9052.42	8448.92	101387	0.0584178	0.104299	19972.6	204538	0.1
0.0977419	76650	9569.79	383.49	385.377	385377	352.008	8862.99	8272.13	99265.5	0.0616304	0.0977419	19768.2	202445	0.1
0.10711	83805.3	9144.31	399.421	322.438	322438	352.894	9115.5	8507.8	102094	0.0571054	0.10711	20056	205393	0.1
0.129992	188001	5432.27	542.045	162.463	162463	348.098	11664.4	10886.8	130641	0.0478058	0.129992	20646.2	211437	0.1
0.0219893	4577.18	20149.4	50.1434	537.087	537087	288.094	4550.28	4246.93	50963.2	0.105434	0.0219893	16961.5	173702	0.1
0.0971287	76174.4	9599.66	382.387	389.066	389066	351.839	8843.08	8253.54	99042.5	0.0619417	0.0971287	19748.4	202243	0.1
0.137908	97181.9	8508.07	429.355	124.562	124562	256.496	6893.63	6434.06	77208.7	0.045116	0.137908	20816.6	213182	0.1
0.0645383	6394.78	18090.2	63.2425	505.267	505267	296.015	5022.16	4687.35	56248.2	0.0808896	0.0645383	18538.8	189856	0.1
0.175637	666794	1422.15	920.25	64.4446	64444.6	155.618	7712.94	7198.75	86385	0.0352361	0.175637	21441.3	219580	0.1
0.0758514	59176.4	10821.9	338.3	480.288	480288	342.063	8020.68	7485.97	89831.6	0.0738434	0.0758514	18989.5	194470	0.1
0.109552	85617.6	9043.35	403.284	304.489	304489	352.329	9157.31	8546.82	102562	0.0559965	0.109552	20126.5	206114	0.1
0.0977952	76691.3	9567.21	383.585	385.054	385054	352.023	8864.71	8273.73	99284.8	0.0616034	0.0977952	19769.9	202463	0.1
0.0700469	16512.8	15497.3	139.474	494.618	494618	308.66	5793.23	5407.01	64884.1	0.0774137	0.0700469	18761.3	192133	0.1
0.0761602	59432.9	10800.9	339.046	479.423	479423	342.243	8034.11	7498.51	89982.1	0.0736567	0.0761602	19001.4	194593	0.1
0.093253	73152.2	9794.42	375.236	410.976	410976	350.565	8710.82	8130.1	97561.2	0.0639522	0.093253	19620.4	200932	0.1
0.141399	96741.6	8546.17	429.403	111.756	111756	230.743	6186.48	5774.05	69288.6	0.0440068	0.141399	20886.8	213901	0.1
0.0575895	292135	3525.35	610.528	515.475	515475	462.067	18308.5	17087.9	205055	0.0853435	0.0575895	18253.5	186933	0.1
0.108821	206060	5000.78	554.686	309.908	309908	416.017	14444.1	13481.2	161774	0.0563256	0.108821	20105.6	205900	0.1
0.163384	97820.5	8561.54	435.005	71.0546	71054.6	124.713	3340.44	3117.74	37412.9	0.0379796	0.163384	21268	217805	0.1
0.040804	354261	2829.87	650.253	530.113	530113	482.979	20500.6	19133.9	229607	0.0958695	0.040804	17577.6	180011	0.1
0.0420176	5177.64	19298	54.4922	529.397	529397	291.264	4734.51	4418.88	53026.5	0.0951444	0.0420176	17624.2	180489	0.1
0.0673418	51875.8	11458.3	315.734	500.168	500168	336.688	7630.36	7121.67	85460.1	0.0791118	0.0673418	18652.6	191021	0.1
0.0433799	450606	2134.46	721.227	528.542	528542	506.319	23135.8	21593.4	259121	0.0943206	0.0433799	17677.2	181031	0.1
0.0196108	4531.04	20224.1	49.806	537.56	537560	287.824	4534.81	4232.49	50789.8	0.106334	0.0196108	16903.4	173107	0.1
0.0589492	43787.1	12260.1	287.055	513.72	513720	330.288	7184.42	6705.45	80465.5	0.0844694	0.0589492	18309.5	187507	0.1
0.0471487	5396.09	19036.8	56.0628	525.867	525867	292.27	4794.07	4474.46	53693.5	0.0919949	0.0471487	17826.6	182562	0.1
0.0618452	46753.1	11953.6	298.094	509.604	509604	332.68	7349.09	6859.15	82309.8	0.0826103	0.0618452	18428.6	188727	0.1
0.0490497	5484.53	18937.3	56.6979	524.327	524327	292.657	4817.12	4495.98	53951.7	0.0908009	0.0490497	17903.3	183347	0.1
0.117989	91469	8736.03	415.432	241.449	241449	345.297	9147.41	8537.58	102451	0.0523854	0.117989	20355.8	208463	0.1
0.154338	96069.9	8630.07	430.79	81.3477	81347.7	152.919	4078.18	3806.3	45675.6	0.0402724	0.154338	21123.1	216321	0.1
0.00873444	4387.1	20467	48.7492	538.931	538931	286.957	4485.25	4186.24	50234.8	0.10925	0.00873444	16715.1	171179	0.1
0.0263841	4676.28	19993.7	50.866	536.017	536017	288.66	4582.87	4277.34	51328.1	0.103557	0.0263841	17082.5	174941	0.1
0.117782	636890	1449.37	884.105	242.972	242972	504.066	24902.9	23242.7	278912	0.0524701	0.117782	20350.4	208408	0.1
0.160258	97028.5	8595.69	433.279	73.909	73909	132.402	3538.7	3302.78	39633.4	0.0387447	0.160258	21219.7	217310	0.1
0.22365	687586	1376.96	939.8	60.1445	60144.5	140.427	6997.5	6531	78372	0.0274947	0.22365	21929.5	224580	0.1
0.127083	96082.4	8520.5	425.143	179.498	179498	320.828	8615.83	8041.44	96497.3	0.0488582	0.127083	20579.5	210754	0.1
0.19751	113188	7878.57	462.095	60.8857	60885.7	100.556	2815.84	2628.12	31537.5	0.0311998	0.19751	21696	222188	0.1
0.0588158	43643.4	12275.3	286.503	513.897	513897	330.171	7176.42	6697.99	80375.9	0.0845551	0.0588158	18304	187451	0.1
0.0463491	5360.14	19078.2	55.8045	526.474	526474	292.11	4784.52	4465.56	53586.7	0.0924933	0.0463491	17794.6	182234	0.1
0.204422	159780	6265.28	522.604	60.5401	60540.1	106.352	3339.3	3116.68	37400.2	0.0301163	0.204422	21764.3	222888	0.1
0.163625	97888.5	8558.52	435.148	70.8597	70859.7	124.195	3327.18	3105.37	37264.4	0.0379218	0.163625	21271.7	217843	0.1
0.0701367	54333.2	11235.4	323.636	494.422	494422	338.547	7763.34	7245.78	86949.4	0.0773576	0.0701367	18764.8	192170	0.1
0.0627129	527060	1783.65	785.027	508.263	508263	518.827	24656.5	23012.8	276153	0.0820548	0.0627129	18464.2	189091	0.1
0.122631	94156.1	8606.03	420.98	208.43	208430	335.817	8969.48	8371.52	100458	0.0505392	0.122631	20472.9	209662	0.1
0.17219	100816	8425.15	440.903	65.7478	65747.8	111.033	3000.01	2800.01	33600.1	0.0359688	0.17219	21395.1	219106	0.1
0.085312	9537.12	16596.2	86.4991	448.193	448193	302.099	5423.66	5062.08	60744.9	0.0682979	0.085312	19343.4	198095	0.1
0.0517968	32540.2	13550.8	238.011	521.848	521848	320.967	6561.49	6124.06	73488.7	0.0890578	0.0517968	18015.2	184493	0.1
0.115248	89665.2	8827.6	411.724	261.797	261797	348.707	9184.99	8572.66	102872	0.0535221	0.115248	20283.6	207724	0.1
0.185257	106618	8162.11	451.259	62.1726	62172.6	102.773	2824.54	2636.23	31634.8	0.0333375	0.185257	21561.2	220807	0.1
0.0674063	51933.4	11453	315.923	500.044	500044	336.732	7633.5	7124.6	85495.1	0.0790711	0.0674063	18655.2	191048	0.1
0.0898253	70457	9975.63	368.636	428.291	428291	349.199	8586.14	8013.73	96164.7	0.0657912	0.0898253	19503.2	199732	0.1
0.100411	78712	9442.65	388.204	368.642	368642	352.62	8945.81	8349.43	100193	0.0602969	0.100411	19853.1	203314	0.1
0.131151	97094.4	8483.87	427.699	156.129	156129	301.012	8102.57	7562.39	90748.7	0.0473962	0.131151	20672.2	211703	0.1
0.0755296	254220	4087.86	587.141	481.178	481178	446.451	16785.8	15666.8	188001	0.0740384	0.0755296	18977	194343	0.1
0.211666	153451	6452.41	515.744	60.3252	60325.2	104.922	3248.55	3031.98	36383.7	0.0290649	0.211666	21830.6	223566	0.1
0.014895	4455.11	20350.4	49.2494	538.302	538302	287.372	4508.91	4208.32	50499.8	0.107851	0.014895	16805.4	172104	0.1
0.0272422	4697.73	19960.9	51.0221	535.776	535776	288.781	4589.8	4283.82	51405.8	0.10316	0.0272422	17108.1	175203	0.1
0.0771107	251429	4134.21	585.385	476.689	476689	445.184	16668	15556.8	186682	0.0730843	0.0771107	19037.9	194967	0.1
0.0712351	262164	3959.83	592.096	491.967	491967	449.952	17116.5	15975.4	191705	0.0766741	0.0712351	18808.5	192618	0.1
0.0824971	64612.6	10395.2	353.514	459.025	459025	345.727	8300.28	7746.93	92963.2	0.0699083	0.0824971	19240.7	197043	0.1
0.105599	209917	4917.72	557.499	333.3	333300	420.189	14691.2	13711.8	164542	0.0578059	0.105599	20011.5	204937	0.1
0.0822386	8431.9	16959.7	78.1843	459.962	459962	300.538	5319.78	4965.13	59581.6	0.070058	0.0822386	19231.1	196945	0.1
0.0424466	5194.82	19276.6	54.6158	529.133	529133	291.346	4739.33	4423.38	53080.5	0.0948861	0.0424466	17640.8	180659	0.1
0.0867432	68014	10146.4	362.457	442.229	442229	347.82	8468.89	7904.29	94851.5	0.0674927	0.0867432	19394.8	198621	0.1
0.0247779	4637.97	20053.1	50.587	536.44	536440	288.443	4570.38	4265.69	51188.2	0.104274	0.0247779	17036.3	174468	0.1
