"# (R23 - production T).gT"	"[Z]"	"[mu2]"	"[mZ]"	"[mF]"	"[F]"	"[mP]"	"[PE]"	"[PG]"	"[PM]"	"[I]"	"[T]"	"[mS]"	"[S]"	"(R21 - production I).l_6"
0.0481438	5441.87	18984.8	56.3916	525.343	525343	292.475	4806.12	4485.71	53828.6	0.0915783	0.0481438	17866.7	182972	0.11
0.0562252	40659.7	12599.2	274.654	517.61	517610	327.73	7010.24	6542.89	78514.6	0.0864849	0.0562252	18197.2	186357	0.11
0.156543	658376	1432.75	910.694	82.5112	82511.2	227.176	11245.5	10495.8	125949	0.0404721	0.156543	21159.9	216698	0.11
0.0651953	534493	1755.76	791.489	505.025	505025	519.817	24782.4	23130.2	277563	0.0807997	0.0651953	18565.6	190130	0.11
0.109726	85835.7	9030.58	403.707	313.068	313068	353.342	9190.85	8578.12	102937	0.0565197	0.109726	20131.4	206165	0.11
0.0455377	5324.4	19120	55.5477	527.286	527286	291.951	4774.98	4456.65	53479.7	0.0931854	0.0455377	17762.3	181903	0.11
0.12292	94808.5	8570.79	422.086	218.202	218202	340.091	9103.97	8497.04	101964	0.0510896	0.12292	20480	209735	0.11
0.0841164	11553.9	16153.2	101.909	455.975	455975	304.508	5564	5193.06	62316.8	0.0694334	0.0841164	19300.1	197651	0.11
0.109286	85507.1	9048.67	403.014	316.216	316216	353.431	9182.95	8570.75	102849	0.0567148	0.109286	20118.9	206037	0.11
0.0190375	4520.71	20241.1	49.7304	537.683	537683	287.763	4531.32	4229.23	50750.8	0.106576	0.0190375	16890.2	172972	0.11
0.137561	99029.6	8407.15	432.13	135.305	135305	275.233	7445.16	6948.81	83385.7	0.0459484	0.137561	20809.5	213109	0.11
0.146194	98132	8488.5	432.515	104.572	104572	214.829	5781.02	5395.62	64747.4	0.0433056	0.146194	20978.7	214842	0.11
0.0286182	4733.57	19906.7	51.2827	535.417	535417	288.98	4601.31	4294.55	51534.6	0.102589	0.0286182	17150.3	175635	0.11
0.0920639	72230.5	9855.44	372.999	421.963	421963	350.266	8672.5	8094.33	97132	0.0650883	0.0920639	19580.2	200520	0.11
0.103542	212407	4864.99	559.276	355.788	355788	423.108	14859.4	13868.8	166425	0.0593471	0.103542	19949.7	204304	0.11
0.0951044	74614.4	9698.94	378.721	406.382	406382	351.422	8781.08	8195.67	98348.1	0.063505	0.0951044	19682.1	201564	0.11
0.124325	95576.7	8535.04	423.656	208.75	208750	336.766	9035.47	8433.11	101197	0.0505573	0.124325	20514.1	210084	0.11
0.0891829	592357	1566.14	842.944	435.393	435393	525.1	25588.6	23882.7	286593	0.0666295	0.0891829	19480.9	199503	0.11
0.0283619	4726.76	19916.9	51.2332	535.495	535495	288.942	4599.13	4292.52	51510.3	0.102711	0.0283619	17142.3	175554	0.11
0.0372005	4997.72	19531.3	53.1953	532.122	532122	290.379	4682.57	4370.4	52444.8	0.0980988	0.0372005	17442.7	178630	0.11
0.0398914	5095.33	19402.6	53.8993	530.766	530766	290.867	4711.1	4397.02	52764.3	0.0965597	0.0398914	17542.9	179656	0.11
0.0755952	58965.4	10839.2	337.683	482.787	482787	341.945	8010.35	7476.33	89715.9	0.0743986	0.0755952	18979.5	194369	0.11
0.00874484	4387.18	20466.9	48.7498	538.934	538934	286.957	4485.28	4186.26	50235.2	0.109257	0.00874484	16715.2	171180	0.11
0.0806438	63115.8	10508.9	349.443	467.999	467999	344.801	8225.61	7677.23	92126.8	0.071421	0.0806438	19171.8	196338	0.11
0.152612	97634.1	8537.99	432.932	89.3338	89333.8	175.447	4706.38	4392.62	52711.5	0.0415079	0.152612	21093.7	216019	0.11
0.0243531	4628.24	20068.4	50.5161	536.581	536581	288.388	4567.19	4262.71	51152.5	0.104519	0.0243531	17024.4	174347	0.11
0.144634	98337.2	8471.69	432.528	109.182	109182	225.635	6078.33	5673.1	68077.2	0.0437635	0.144634	20949.4	214542	0.11
0.0801539	13137	15909.7	114.056	469.568	469568	306.033	5647.22	5270.74	63248.9	0.0717055	0.0801539	19153.5	196150	0.11
0.0207268	4552.03	20189.9	49.9596	537.37	537370	287.948	4541.88	4239.09	50869	0.105967	0.0207268	16930	173379	0.11
0.0829626	241638	4302.66	579.136	460.149	460149	440.622	16249.6	15166.3	181995	0.070088	0.0829626	19257.8	197219	0.11
0.0963493	75586.3	9636.7	381.007	399.584	399584	351.847	8823.96	8235.7	98828.3	0.0628696	0.0963493	19723	201983	0.11
0.168054	100096	8452.27	439.215	70.138	70138	122.679	3308.92	3088.32	37059.9	0.0377	0.168054	21337	218512	0.11
0.0858022	585490	1586.39	836.743	449.542	449542	524.828	25515.1	23814.1	285769	0.0684875	0.0858022	19361.1	198276	0.11
0.115021	198934	5159.33	549.337	274.55	274550	407.512	13963.3	13032.4	156389	0.0542442	0.115021	20277.5	207662	0.11
0.110496	86408.7	8999.24	404.91	307.525	307525	353.152	9203.64	8590.06	103081	0.0561803	0.110496	20153.2	206388	0.11
0.0743225	15067.9	15665.3	128.72	486.06	486060	307.612	5733.49	5351.26	64215.1	0.0751643	0.0743225	18930.1	193862	0.11
0.0197356	4533.33	20220.4	49.8228	537.558	537558	287.838	4535.58	4233.21	50798.5	0.10633	0.0197356	16906.3	173137	0.11
0.148202	97900	8508.29	432.539	99.1867	99186.7	201.494	5415.33	5054.3	60651.6	0.0427283	0.148202	21015.6	215220	0.11
0.0690548	53391.8	11319.7	320.648	497.894	497894	337.858	7712.98	7198.78	86385.3	0.0783894	0.0690548	18721.6	191727	0.11
0.0543571	24726.7	14523.5	194.93	519.657	519657	314.662	6156.71	5746.26	68955.2	0.0876711	0.0543571	18120.3	185569	0.11
0.112334	87761.5	8926.27	407.728	294.19	294190	352.5	9228.16	8612.95	103355	0.0553822	0.112334	20204.5	206913	0.11
0.10369	81264.5	9290.01	393.879	354.811	354811	353.556	9052.19	8448.71	101385	0.0592771	0.10369	19954.2	204350	0.11
0.0614473	19998.3	15095.7	164.29	510.894	510894	311.149	5939.42	5543.46	66521.5	0.0831668	0.0614473	18412.3	188560	0.11
0.171517	101230	8401.75	441.439	67.9467	67946.7	116.964	3165.02	2954.02	35448.2	0.0369362	0.171517	21385.8	219011	0.11
0.0636062	19004.8	15211.4	157.398	507.631	507631	310.443	5896.95	5503.82	66045.8	0.0818008	0.0636062	18500.8	189466	0.11
0.126077	96447.5	8495.61	425.461	197.339	197339	331.857	8926.16	8331.08	99973	0.0499061	0.126077	20555.9	210512	0.11
0.074899	58384.4	10887.2	335.978	484.599	484599	341.532	7979.77	7447.78	89373.4	0.0748168	0.074899	18952.5	194092	0.11
0.100544	216254	4785.44	562.021	374.939	374939	426.066	15064.9	14060.6	168727	0.0607846	0.100544	19857.2	203357	0.11
0.0031403	4356.02	20521.5	48.5201	539.207	539207	286.765	4474.3	4176.01	50112.2	0.109904	0.0031403	16673	170747	0.11
0.152756	97632.5	8538.56	432.955	89.0543	89054.3	174.684	4685.75	4373.37	52480.4	0.0414692	0.152756	21096.1	216045	0.11
0.00556257	4365.89	20504.1	48.5929	539.121	539121	286.826	4477.79	4179.27	50151.2	0.109698	0.00556257	16686.4	170885	0.11
0.0783797	61266.9	10653.3	344.293	475.003	475003	343.551	8130.45	7588.42	91061	0.072744	0.0783797	19086.4	195463	0.11
0.0953485	223227	4645.78	566.886	405.068	405068	430.695	15412.4	14384.9	172619	0.0633798	0.0953485	19690.2	201647	0.11
0.0504168	5550.81	18865	57.1738	523.447	523447	292.943	4834.06	4511.79	54141.5	0.0901586	0.0504168	17958.9	183916	0.11
0.149143	97811.2	8516.43	432.577	96.8672	96867.2	195.535	5252.43	4902.27	58827.2	0.0424626	0.149143	21032.6	215394	0.11
0.030269	4778.92	19839.3	51.612	534.89	534890	289.229	4615.69	4307.98	51695.7	0.101783	0.030269	17202.8	176173	0.11
0.0102593	4400.64	20443.5	48.8489	538.813	538813	287.04	4490	4190.67	50288	0.10898	0.0102593	16733.3	171365	0.11
0.0807699	63218.2	10501.1	349.724	467.59	467590	344.87	8230.84	7682.12	92185.4	0.071348	0.0807699	19176.5	196386	0.11
0.146573	98084.6	8492.44	432.515	103.509	103509	212.257	5710.36	5329.67	63956.1	0.0431956	0.146573	20985.7	214914	0.11
0.0590747	6028.95	18395.7	60.6076	514.139	514139	294.801	4946.56	4616.79	55401.5	0.0846733	0.0590747	18314.7	187560	0.11
0.0183352	4508.46	20261.2	49.6407	537.803	537803	287.691	4527.17	4225.35	50704.3	0.106816	0.0183352	16874.6	172812	0.11
0.045328	5315.28	19130.7	55.4822	527.433	527433	291.909	4772.51	4454.35	53452.2	0.0933136	0.045328	17753.9	181817	0.11
0.205337	118352	7667.05	470.089	60.7635	60763.5	101.037	2869.86	2678.53	32142.4	0.0308679	0.205337	21773	222977	0.11
0.000271727	4351.44	20529.5	48.4863	539.247	539247	286.736	4472.68	4174.5	50094	0.109999	0.000271727	16666.7	170683	0.11
0.0747801	58285	10895.5	335.684	484.903	484903	341.461	7974.52	7442.89	89314.6	0.0748883	0.0747801	18947.9	194045	0.11
0.048966	5480.56	18941.7	56.6694	524.68	524680	292.643	4816.15	4495.07	53940.9	0.0910664	0.048966	17899.9	183313	0.11
0.0832994	65263.3	10346.5	355.255	458.95	458950	346.203	8334.48	7778.85	93346.2	0.0698963	0.0832994	19270.2	197346	0.11
0.0982062	219342	4722.89	564.193	388.999	388999	428.211	15222.1	14207.3	170487	0.0619359	0.0982062	19783.1	202598	0.11
0.0446983	5288.19	19162.9	55.2874	527.864	527864	291.785	4765.16	4447.48	53369.8	0.0936974	0.0446983	17729	181562	0.11
0.0442369	5268.62	19186.4	55.1467	528.172	528172	291.694	4759.81	4442.49	53309.9	0.0939774	0.0442369	17710.8	181376	0.11
0.0951158	74623.3	9698.37	378.742	406.321	406321	351.426	8781.47	8196.04	98352.5	0.0634991	0.0951158	19682.5	201568	0.11
0.14262	654245	1427.19	903.904	115.724	115724	347.046	17190.5	16044.5	192533	0.0443673	0.14262	20910.7	214146	0.11
0.0409947	5137.46	19348.6	54.2029	530.157	530157	291.072	4723.17	4408.29	52899.5	0.0959144	0.0409947	17584.9	180086	0.11
0.0347007	4913.47	19646.6	52.5866	533.232	533232	289.946	4657.31	4346.82	52161.9	0.0994784	0.0347007	17352.9	177711	0.11
0.140504	98848.9	8428.52	432.478	123.348	123348	254.985	6887.97	6428.78	77145.3	0.0450171	0.140504	20869.1	213720	0.11
0.072231	260268	3989.85	590.918	491.075	491075	449.16	17039.4	15903.4	190841	0.0764346	0.072231	18848	193021	0.11
0.111569	87200.6	8956.35	406.564	299.761	299761	352.808	9219.04	8604.43	103253	0.0557127	0.111569	20183.2	206696	0.11
0.03381	4884.91	19686.5	52.3801	533.596	533596	289.796	4648.61	4338.7	52064.4	0.0999569	0.03381	17321.8	177391	0.11
0.0609843	45898.7	12040.4	294.981	511.554	511554	332.004	7301.95	6815.16	81781.9	0.0834604	0.0609843	18393.3	188365	0.11
0.0590133	21282	14943.7	172.965	514.219	514219	312.075	5995.88	5596.15	67153.8	0.0847123	0.0590133	18312.2	187534	0.11
0.102601	80428.5	9339.3	392.033	361.926	361926	353.409	9021.58	8420.14	101042	0.0597934	0.102601	19921	204010	0.11
0.0313086	4808.8	19795.5	51.8287	534.534	534534	289.391	4625.07	4316.73	51800.8	0.10126	0.0313086	17236.9	176522	0.11
0.0984182	77196	9535.52	384.739	387.757	387757	352.479	8892.91	8300.05	99600.6	0.0618304	0.0984182	19789.9	202668	0.11
0.087755	68825.1	10088.9	364.527	441.577	441577	348.386	8510.57	7943.2	95318.4	0.0674078	0.087755	19430.7	198989	0.11
0.102692	80498.5	9335.15	392.188	361.336	361336	353.423	9024.19	8422.58	101071	0.05975	0.102692	19923.8	204038	0.11
0.137063	184715	5524.1	540.25	137.492	137492	313.21	10418	9723.5	116682	0.0461094	0.137063	20799.2	213004	0.11
0.0482916	319700	3186.14	627.703	525.226	525226	471.993	19329.1	18040.5	216485	0.0914865	0.0482916	17872.6	183033	0.11
0.106013	621474	1486.35	869.531	339.166	339166	521.981	25675.7	23963.9	287567	0.0581951	0.106013	20023.7	205062	0.11
0.103229	212802	4856.74	559.56	357.838	357838	423.429	14881.1	13889	166668	0.0594948	0.103229	19940.2	204207	0.11
0.0489164	5478.2	18944.3	56.6525	524.721	524721	292.633	4815.54	4494.5	53934.1	0.0910974	0.0489164	17897.9	183292	0.11
0.0829256	12098.3	16062.7	106.09	460.28	460280	305.061	5594.47	5221.5	62658	0.0701091	0.0829256	19256.5	197205	0.11
0.0818936	8358.35	16988.4	77.6351	463.856	463856	300.468	5312.68	4958.5	59502	0.0706997	0.0818936	19218.4	196815	0.11
0.0879822	233840	4443.64	574.041	440.614	440614	436.683	15904.6	14844.3	178131	0.0672833	0.0879822	19438.7	199071	0.11
0.0620538	46958.3	11932.9	298.834	510.008	510008	332.853	7360.66	6869.95	82439.4	0.0827825	0.0620538	18437.2	188815	0.11
0.0706959	54818	11192.5	325.156	494.486	494486	338.928	7789.87	7270.54	87246.5	0.0773758	0.0706959	18787.1	192398	0.11
0.0943811	224570	4619.52	567.807	410.221	410221	431.509	15476.6	14444.9	173338	0.0638776	0.0943811	19658.1	201318	0.11
0.22642	688517	1374.89	940.653	60.197	60197	140.635	7009.61	6542.3	78507.6	0.0280795	0.22642	21950.7	224796	0.11
0.118696	92207.4	8696.84	416.817	247.846	247846	347.305	9223.3	8608.41	103301	0.0527416	0.118696	20374	208649	0.11
0.121093	93731.6	8622.13	419.901	230.82	230820	343.68	9170.16	8558.81	102706	0.0517941	0.121093	20434.8	209272	0.11
0.0417503	5167.04	19311.3	54.4159	529.721	529721	291.215	4731.55	4416.11	52993.4	0.0954682	0.0417503	17613.9	180383	0.11
0.0946748	74278.5	9720.66	377.924	408.672	408672	351.269	8766.05	8181.65	98179.8	0.063726	0.0946748	19667.9	201418	0.11
0.159441	98101.6	8534.45	434.817	78.4625	78462.5	145.356	3900.06	3640.05	43680.7	0.0397385	0.159441	21206.8	217178	0.11
0.0977531	76679.3	9567.75	383.548	391.63	391630	352.287	8871.08	8279.67	99356.1	0.0621622	0.0977531	19768.6	202449	0.11
0.0598347	6076.42	18353.6	60.9491	513.136	513136	294.969	4956.88	4626.42	55517	0.0841903	0.0598347	18346	187881	0.11
0.0635586	48405.2	11789.2	303.968	507.707	507707	334.002	7440.56	6944.52	83334.3	0.0818309	0.0635586	18498.8	189446	0.11
0.057145	22445.6	14803.6	180.6	516.538	516538	312.932	6048.69	5645.45	67745.3	0.0859002	0.057145	18235.2	186746	0.11
0.0843973	11405.1	16179.6	100.766	454.931	454931	304.351	5555.25	5184.9	62218.8	0.0692749	0.0843973	19310.3	197756	0.11
0.0208502	4554.43	20186	49.9771	537.346	537346	287.962	4542.68	4239.83	50878	0.105921	0.0208502	16933	173410	0.11
0.0629456	47821.4	11846.8	301.913	508.663	508663	333.54	7408.36	6914.47	82973.6	0.0822181	0.0629456	18473.8	189189	0.11
0.0132892	4433.98	20386.2	49.0941	538.51	538510	287.244	4501.61	4201.5	50418	0.108301	0.0132892	16777.6	171819	0.11
0.0618693	46777.5	11951.1	298.182	510.28	510280	332.709	7350.65	6860.61	82327.3	0.0828994	0.0618693	18429.6	188737	0.11
0.164015	183144	5624.24	544.017	73.449	73449	147.732	4874.75	4549.77	54597.2	0.0386305	0.164015	21277.6	217903	0.11
0.125695	96266.6	8503.68	425.083	199.788	199788	333.003	8952.37	8355.55	100267	0.0500468	0.125695	20546.9	210420	0.11
0.0813708	63705.8	10463.8	351.057	465.614	465614	345.192	8255.7	7705.32	92463.8	0.0710007	0.0813708	19199	196616	0.11
0.113758	88792.7	8871.62	409.858	283.792	283792	351.777	9240.5	8624.47	103494	0.054775	0.113758	20243.5	207313	0.11
0.0747068	58223.6	10900.6	335.503	485.09	485090	341.417	7971.28	7439.86	89278.4	0.0749325	0.0747068	18945.1	194016	0.11
0.0680755	52529.4	11398.1	317.868	499.817	499817	337.203	7666.24	7155.16	85861.9	0.0789977	0.0680755	18682.2	191324	0.11
0.0663246	6528.64	17988.5	64.2092	503.06	503060	296.434	5048.04	4711.5	56538	0.0800911	0.0663246	18611.5	190599	0.11
0.120617	93438	8636.34	419.306	234.165	234165	344.492	9183.57	8571.33	102856	0.0519802	0.120617	20422.8	209150	0.11
0.0219513	4576.4	20150.6	50.1377	537.123	537123	288.09	4550.03	4246.69	50960.3	0.105499	0.0219513	16960.5	173692	0.11
0.169585	100578	8430.91	440.172	69.1042	69104.2	119.963	3240.1	3024.09	36289.1	0.0373586	0.169585	21358.8	218735	0.11
0.0931778	73105.5	9797.35	375.118	416.424	416424	350.708	8712.87	8132.01	97584.1	0.0645031	0.0931778	19617.9	200906	0.11
0.0518308	32700.8	13531.2	238.808	522.164	522164	321.105	6570.29	6132.27	73587.3	0.089269	0.0518308	18016.6	184508	0.11
0.139233	98955.7	8417.81	432.375	128.314	128314	263.882	7133.21	6657.67	79892	0.0454152	0.139233	20843.6	213459	0.11
0.125145	644708	1432.61	891.759	203.357	203357	484.869	24002	22401.9	268822	0.050251	0.125145	20533.8	210286	0.11
0.150367	185492	5542.43	544.068	94.0317	94031.7	212.221	7048.57	6578.66	78943.9	0.0421213	0.150367	21054.4	215618	0.11
0.1104	86337	9003.15	404.76	308.222	308222	353.178	9202.11	8588.63	103064	0.0562227	0.1104	20150.5	206360	0.11
0.0791013	248003	4192.09	583.214	472.839	472839	443.652	16524.1	15422.5	185070	0.0723201	0.0791013	19113.8	195744	0.11
0.0365158	4974.04	19563.3	53.0243	532.44	532440	290.259	4675.53	4363.83	52366	0.0984818	0.0365158	17417.8	178375	0.11
0.0838023	65667.8	10316.5	356.331	457.13	457130	346.46	8354.78	7797.79	93573.5	0.069611	0.0838023	19288.6	197534	0.11
0.0132312	4433.26	20387.5	49.0888	538.516	538516	287.239	4501.36	4201.27	50415.2	0.108316	0.0132312	16776.7	171809	0.11
0.123163	94945.5	8564.36	422.365	216.548	216548	339.553	9093.26	8487.04	101845	0.0509968	0.123163	20485.9	209796	0.11
0.139261	98953.8	8418.02	432.378	128.206	128206	263.694	7128.05	6652.85	79834.1	0.0454067	0.139261	20844.2	213464	0.11
0.131226	98323.4	8417.86	429.615	166.579	166579	311.793	8428.31	7866.43	94397.1	0.048066	0.131226	20673.8	211720	0.11
0.139431	98941.7	8419.34	432.395	127.524	127524	262.513	7095.51	6622.48	79469.7	0.045353	0.139431	20847.6	213500	0.11
0.0635568	19026.4	15208.9	157.549	507.71	507710	310.458	5897.86	5504.67	66056	0.081832	0.0635568	18498.8	189445	0.11
0.0754211	14708.2	15708.5	126.01	483.245	483245	307.334	5718.16	5336.95	64043.3	0.074503	0.0754211	18972.8	194300	0.11
0.0966538	221437	4681.08	565.651	397.884	397884	429.576	15325.6	14303.9	171647	0.0627154	0.0966538	19733	202085	0.11
0.116144	90480.1	8784.04	413.311	266.342	266342	350.044	9245.34	8628.98	103548	0.0537783	0.116144	20307.5	207968	0.11
0.0710411	16167	15537	136.921	493.738	493738	308.427	5779.31	5394.03	64728.3	0.0771635	0.0710411	18800.8	192539	0.11
0.041162	5143.96	19340.4	54.2497	530.062	530062	291.104	4725.01	4410.01	52920.2	0.0958159	0.041162	17591.3	180151	0.11
0.124446	190090	5370.37	542.773	207.951	207951	382.857	12893.6	12034	144408	0.050512	0.124446	20517	210114	0.11
0.0724104	15702.1	15590.8	133.468	490.662	490662	308.087	5760.07	5376.07	64512.8	0.0763251	0.0724104	18855.1	193094	0.11
0.0728443	259118	4008.23	590.202	489.65	489650	448.659	16991.8	15859	190308	0.0760607	0.0728443	18872.1	193269	0.11
0.0600646	44962.2	12136.9	291.508	512.826	512826	331.249	7249.95	6766.62	81199.5	0.0840442	0.0600646	18355.5	187978	0.11
0.089056	69856.9	10016.9	367.133	435.955	435955	348.98	8560.38	7989.68	95876.2	0.0666982	0.089056	19476.4	199457	0.11
0.0788043	248507	4183.5	583.534	473.737	473737	443.886	16545.6	15442.6	185311	0.0724944	0.0788043	19102.5	195628	0.11
0.11549	198434	5170.81	548.961	271.117	271117	406.633	13920	12992	155904	0.0540487	0.11549	20290.1	207790	0.11
0.0941941	73902.2	9745.12	377.028	411.2	411200	351.093	8749.11	8165.84	97990.1	0.0639744	0.0941941	19651.9	201254	0.11
0.0610421	20198.1	15072.2	165.658	511.473	511473	311.292	5948.09	5551.55	66618.6	0.0834238	0.0610421	18395.7	188389	0.11
0.080225	62775.1	10535.2	348.504	469.342	469342	344.574	8208.17	7660.96	91931.5	0.0716642	0.080225	19156.1	196177	0.11
0.0745496	255981	4058.97	588.243	485.488	485488	447.276	16861.1	15737	188844	0.0750273	0.0745496	18938.9	193953	0.11
0.0868374	68095.3	10140.5	362.663	445.39	445390	347.955	8475	7910	94920	0.0679129	0.0868374	19398.1	198656	0.11
0.0758203	14577.9	15724.3	125.025	482.19	482190	307.232	5712.54	5331.7	63980.4	0.0742638	0.0758203	18988.3	194458	0.11
0.0767071	59888.4	10763.8	340.362	479.785	479785	342.596	8058.73	7521.48	90257.7	0.0737345	0.0767071	19022.4	194808	0.11
0.0964566	75669.9	9631.39	381.203	398.987	398987	351.882	8827.61	8239.1	98869.2	0.0628152	0.0964566	19726.5	202019	0.11
0.0577888	291627	3532.11	610.215	515.76	515760	461.883	18289.3	17070	204841	0.0854908	0.0577888	18261.7	187017	0.11
0.042992	341679	2951.51	641.882	528.97	528970	479.159	20088.3	18749.1	224989	0.0947278	0.042992	17662	180876	0.11
0.00483909	4362.37	20510.3	48.5669	539.152	539152	286.804	4476.54	4178.11	50137.3	0.109771	0.00483909	16681.6	170836	0.11
0.0661541	6515.52	17998.2	64.1144	503.363	503363	296.395	5045.57	4709.2	56510.4	0.0801979	0.0661541	18604.6	190529	0.11
0.123453	95106.8	8556.81	422.694	214.585	214585	338.89	9079.87	8474.54	101695	0.0508865	0.123453	20493	209868	0.11
