"# (R23 - production T).gT"	"[Z]"	"[mu2]"	"[mZ]"	"[mF]"	"[F]"	"[mP]"	"[PE]"	"[PG]"	"[PM]"	"[I]"	"[T]"	"[mS]"	"[S]"	"(R21 - production I).T0_6"
0.0158669	4469.06	20326.9	49.3518	537.901	537901	287.453	4513.67	4212.76	50553.1	0.107016	0.0158669	16823.7	172291	0.09
0.152919	90860.3	8927.37	422.18	66.8125	66812.5	111.935	2930.17	2734.82	32817.9	0.0364698	0.152919	21098.9	216074	0.09
0.0418208	5169.68	19308.1	54.4352	526.386	526386	291.194	4731.73	4416.28	52995.4	0.0924196	0.0418208	17616.6	180411	0.09
0.109776	84059.5	9145.37	400.681	212.96	212960	331.732	8568.31	7997.09	95965.1	0.050795	0.109776	20132.8	206180	0.09
0.135462	86736.6	9113.1	411.895	87.9793	87979.3	168.513	4361.1	4070.36	48844.3	0.0413177	0.135462	20765.6	212660	0.09
0.0530418	5684.16	18725.5	58.1319	513.738	513738	293.412	4865.68	4541.3	54495.6	0.0844783	0.0530418	18066.3	185016	0.09
0.154643	91524.8	8893.46	423.565	65.9066	65906.6	109.703	2877.79	2685.94	32231.3	0.0360482	0.154643	21128.3	216374	0.09
0.0644969	18633.3	15254.8	154.786	490.978	490978	309.973	5877.26	5485.44	65825.3	0.0764086	0.0644969	18537.1	189838	0.09
0.00907136	4389.9	20462.1	48.7698	538.824	538824	286.973	4486.22	4187.14	50245.7	0.109004	0.00907136	16718.9	171217	0.09
0.162436	188525	5504.08	549.68	63.0966	63096.6	117.342	3909.31	3648.69	43784.3	0.0342534	0.162436	21253.6	217657	0.09
0.0417023	5164.99	19314	54.4014	526.484	526484	291.172	4730.41	4415.05	52980.6	0.0925015	0.0417023	17612	180364	0.09
0.0199675	4537.61	20213.4	49.8541	537.045	537045	287.859	4536.95	4234.49	50813.9	0.105356	0.0199675	16911.8	173193	0.09
0.117274	86849.9	9012.52	407.613	160.731	160731	300.324	7820.46	7299.1	87589.2	0.0476949	0.117274	20337.2	208272	0.09
0.071514	55492.6	11133.8	327.265	469.453	469453	339.029	7816.67	7295.56	87546.7	0.0716845	0.071514	18819.6	192731	0.09
0.0426529	343430	2934.07	643.037	525.677	525677	479.644	20144.2	18801.2	225615	0.0918426	0.0426529	17648.8	180741	0.09
0.0407149	5126.52	19362.7	54.1244	527.281	527281	290.988	4719.53	4404.89	52858.7	0.0931812	0.0407149	17574.2	179976	0.09
0.0174492	4493.66	20285.8	49.5322	537.6	537600	287.6	4522.07	4220.6	50647.2	0.106413	0.0174492	16855.6	172617	0.09
0.0408923	5133.36	19353.9	54.1736	527.141	527141	291.021	4721.47	4406.71	52880.5	0.0930595	0.0408923	17580.9	180046	0.09
0.0826903	12245.3	16042	107.235	418.154	418154	304.243	5584.16	5211.88	62542.6	0.064683	0.0826903	19247.8	197116	0.09
0.0163199	4475.87	20315.5	49.4017	537.819	537819	287.494	4516	4214.93	50579.2	0.106848	0.0163199	16832.5	172381	0.09
0.0962235	222534	4661.1	566.569	323.85	323850	424.937	15186.2	14173.8	170086	0.0571951	0.0962235	19718.9	201941	0.09
0.132907	86709.9	9103	411.284	94.0572	94057.2	184.589	4780.12	4461.44	53537.3	0.0421245	0.132907	20710.8	212099	0.09
0.0727162	56514.6	11045.5	330.397	465.022	465022	339.738	7870.2	7345.52	88146.3	0.0708985	0.0727162	18867.1	193217	0.09
0.0815053	63746.1	10461.6	351.201	424.735	424735	344.25	8234.15	7685.21	92222.5	0.0653915	0.0815053	19204	196667	0.09
0.093344	226398	4585.34	569.171	346.516	346516	428.672	15420.6	14392.5	172710	0.058695	0.093344	19623.4	200963	0.09
0.088378	69182.1	10065.5	365.498	382.596	382596	346.702	8480.79	7915.4	94984.9	0.0614002	0.088378	19452.7	199214	0.09
0.102417	79575.9	9397.06	390.439	272.681	272681	344.247	8757.26	8173.44	98081.3	0.0541377	0.102417	19915.3	203952	0.09
0.194774	167248	6055.08	530.309	60.2348	60234.8	106.526	3398.72	3172.13	38065.6	0.0284187	0.194774	21667.5	221896	0.09
0.0721854	553706	1687.79	808.378	467.008	467008	521.459	25055.3	23385	280620	0.0712446	0.0721854	18846.2	193003	0.09
0.141516	87461.1	9093.49	414.387	77.3252	77325.2	139.565	3616.29	3375.2	40502.4	0.0395102	0.141516	20889.1	213925	0.09
0.0539514	5732.61	18676.5	58.4798	512.363	512363	293.599	4877.25	4552.1	54625.2	0.0838288	0.0539514	18103.6	185399	0.09
0.00251974	4354.38	20524.4	48.508	539.215	539215	286.754	4473.72	4175.47	50105.6	0.109922	0.00251974	16670.7	170724	0.09
0.0789146	570217	1633.6	823.067	438.14	438140	522.584	25267.1	23582.6	282991	0.0669692	0.0789146	19106.7	195671	0.09
0.0594477	287527	3587.49	607.702	502.591	502591	460.105	18122.9	16914.7	202977	0.0799271	0.0594477	18330.1	187717	0.09
0.0800397	62564.5	10552.4	347.951	432.483	432483	343.587	8176.86	7631.73	91580.8	0.0662792	0.0800397	19149.2	196106	0.09
0.0645673	49334.1	11699	307.198	490.795	490795	334.508	7486.55	6987.45	83849.4	0.0763602	0.0645673	18540	189868	0.09
0.216339	127893	7302.35	483.958	60.0497	60049.7	100.631	2930.84	2735.45	32825.4	0.0256059	0.216339	21870.7	223977	0.09
0.0230667	4599.79	20113.3	50.3085	536.221	536221	288.219	4557.7	4253.85	51046.2	0.103898	0.0230667	16989.5	173989	0.09
0.1037	213428	4847.79	560.386	261.984	261984	411.448	14471	13506.3	162075	0.0535327	0.1037	19954.5	204353	0.09
0.161354	94334.5	8750.66	429.199	63.3866	63386.6	103.757	2746.14	2563.06	30756.8	0.034492	0.161354	21236.9	217486	0.09
0.0968263	75600.5	9639.57	381.201	318.981	318981	347.174	8705.29	8124.94	97499.2	0.0568875	0.0968263	19738.6	202142	0.09
0.108494	623421	1484.9	871.987	222.955	222955	494.27	24316.7	22695.6	272347	0.0513555	0.108494	20096.2	205804	0.09
0.0892922	69892.2	10016.3	367.293	376.284	376284	346.923	8510.24	7942.89	95314.7	0.0608908	0.0892922	19484.7	199542	0.09
0.128459	86969.4	9065.05	410.692	107.452	107452	217.353	5641.67	5265.55	63186.6	0.0435952	0.128459	20611.3	211080	0.09
0.0230217	4598.82	20114.8	50.3015	536.234	536234	288.213	4557.38	4253.55	51042.6	0.10392	0.0230217	16988.3	173977	0.09
0.0377701	5017.68	19504.6	53.3396	529.428	529428	290.456	4688.07	4375.53	52506.3	0.095175	0.0377701	17463.6	178845	0.09
0.0650654	49794.7	11654.7	308.776	489.484	489484	334.859	7511.62	7010.84	84130.1	0.076018	0.0650654	18560.3	190075	0.09
0.00476425	4362.03	20510.9	48.5644	539.132	539132	286.802	4476.42	4177.99	50135.9	0.109723	0.00476425	16681.2	170831	0.09
0.0816741	243843	4264.29	580.594	423.815	423815	440.431	16298.3	15211.7	182541	0.0652901	0.0816741	19210.2	196731	0.09
0.135324	640836	1472.7	894.02	88.2808	88280.8	249.538	12294.3	11474.6	137696	0.0413606	0.135324	20762.7	212630	0.09
0.131066	86780.6	9089.76	410.985	99.1377	99137.7	197.515	5118.99	4777.73	57332.7	0.0427228	0.131066	20670.3	211684	0.09
0.0233984	4606.97	20101.9	50.361	536.122	536122	288.26	4560.07	4256.07	51072.8	0.103732	0.0233984	16998.4	174080	0.09
0.102954	79938.7	9375.76	391.269	268.199	268199	343.739	8755.51	8171.81	98061.8	0.0538833	0.102954	19931.8	204121	0.09
0.12239	87344.8	9010.02	409.815	132.6	132600	265.603	6917.4	6456.24	77474.9	0.0457455	0.12239	20467	209601	0.09
0.0922958	227848	4557.37	570.141	354.479	354479	429.91	15502.8	14469.2	173631	0.0592534	0.0922958	19588	200600	0.09
0.13214	201291	5171.19	556.898	96.0981	96098.1	222.292	7609.33	7102.04	85224.5	0.0423719	0.13214	20694	211927	0.09
0.0735027	15354.4	15632.4	130.878	461.992	461992	307.399	5737.31	5354.83	64257.9	0.0703883	0.0735027	18898	193534	0.09
0.0748715	58323.7	10892.8	335.817	456.464	456464	340.955	7963.88	7432.96	89195.5	0.0695083	0.0748715	18951.5	194081	0.09
0.0697681	53989.5	11266.4	322.562	475.477	475477	337.964	7737.22	7221.4	86656.8	0.0728388	0.0697681	18750.1	192019	0.09
0.18908	108010	8102.7	453.742	60.3628	60362.8	98.4405	2716.02	2534.95	30419.4	0.0292869	0.18908	21605.3	221259	0.09
0.157573	92713.5	8832.84	425.987	64.6326	64632.6	106.64	2807.99	2620.79	31449.5	0.0353522	0.157573	21176.7	216870	0.09
0.0601733	20651.7	15019	168.743	501.091	501091	311.47	5965	5567.34	66808	0.0794167	0.0601733	18359.9	188023	0.09
0.150488	89974.9	8972.38	420.292	68.3286	68328.6	115.747	3021.54	2820.1	33841.2	0.0370809	0.150488	21056.6	215640	0.09
0.042766	5207.57	19261	54.7079	525.578	525578	291.372	4742.31	4426.16	53113.9	0.091764	0.042766	17653.2	180786	0.09
0.051464	5602.73	18810	57.5472	515.98	515980	293.088	4845.84	4522.79	54273.4	0.0856055	0.051464	18001.6	184354	0.09
0.129943	638600	1471.23	890.621	102.552	102552	303.116	14936.5	13940.8	167289	0.0430949	0.129943	20645.1	211426	0.09
0.0542696	24825.8	14511.4	195.536	511.867	511867	314.644	6159.62	5748.98	68987.7	0.0836017	0.0542696	18116.7	185533	0.09
0.0806731	245479	4235.81	581.639	429.187	429187	441.319	16372.8	15281.3	183376	0.065894	0.0806731	19172.9	196349	0.09
0.0253989	4652.47	20030.6	50.6927	535.486	535486	288.518	4574.99	4269.99	51239.9	0.102697	0.0253989	17053.9	174648	0.09
0.079288	247784	4196.14	583.105	436.29	436290	442.534	16476.5	15378	184537	0.0667394	0.079288	19120.8	195816	0.09
0.0318274	4824.04	19773.5	51.9394	532.854	532854	289.458	4629.58	4320.94	51851.3	0.0989953	0.0318274	17254.1	176699	0.09
0.0596827	44552.2	12179.8	289.971	502.111	502111	330.766	7223.78	6742.19	80906.3	0.0797616	0.0596827	18339.7	187817	0.09
0.0878174	68745.1	10096.1	364.385	386.387	386387	346.552	8462.28	7898.13	94777.5	0.061715	0.0878174	19432.9	199012	0.09
0.0920503	597614	1551.58	847.808	356.319	356319	521.052	25434.6	23738.9	284867	0.0593852	0.0920503	19579.7	200515	0.09
0.119656	201821	5120.74	553.876	146.823	146823	333.925	11478.5	10713.3	128559	0.046771	0.119656	20398.5	208901	0.09
0.0544215	38215.3	12875.6	264.354	511.628	511628	325.602	6871.9	6413.77	76965.3	0.0834934	0.0544215	18123	185597	0.09
0.0878041	68734.7	10096.9	364.359	386.477	386477	346.548	8461.83	7897.71	94772.5	0.0617225	0.0878041	19432.4	199007	0.09
0.120549	87289.9	9003.42	409.241	141.971	141971	279.159	7273.4	6788.51	81462.1	0.0464319	0.120549	20421.1	209132	0.09
0.0828596	64830.8	10379.8	354.137	417.19	417190	344.825	8285.78	7733.39	92800.7	0.0645825	0.0828596	19254.1	197180	0.09
0.152967	90878.3	8926.45	422.218	66.7857	66785.7	111.868	2928.59	2733.35	32800.2	0.036458	0.152967	21099.8	216082	0.09
0.108409	83324.4	9184.65	398.99	223.623	223623	335.139	8635.64	8059.93	96719.2	0.0513928	0.108409	20093.7	205779	0.09
0.0925421	72389.2	9847.3	373.485	352.623	352623	347.427	8606.29	8032.53	96390.4	0.0591216	0.0925421	19596.4	200686	0.09
0.215124	684550	1383.71	937.008	60.054	60054	140.034	6972.34	6507.52	78090.2	0.0257467	0.215124	21860.5	223872	0.09
0.189172	108061	8100.46	453.826	60.3602	60360.2	98.442	2716.46	2535.36	30424.3	0.0292723	0.189172	21606.3	221269	0.09
0.158058	92916.4	8822.51	426.394	64.45	64450	106.209	2798.45	2611.89	31342.6	0.0352395	0.158058	21184.6	216951	0.09
0.203171	116439	7745.14	467.229	60.1259	60125.9	99.1384	2801.1	2614.36	31372.3	0.0272399	0.203171	21752.4	222765	0.09
0.039473	5079.55	19423.1	53.7859	528.227	528227	290.761	4706.07	4392.34	52708	0.0940286	0.039473	17527.1	179494	0.09
0.0751576	58561.9	10873.1	336.519	455.267	455267	341.112	7976.11	7444.37	89332.4	0.0693256	0.0751576	18962.6	194195	0.09
0.0927392	72539.2	9837.36	373.851	351.131	351131	347.441	8611.61	8037.5	96450.1	0.0590163	0.0927392	19603.1	200754	0.09
0.0960877	75054.8	9674.12	379.907	324.942	324942	347.312	8691.05	8111.65	97339.8	0.0572648	0.0960877	19714.5	201895	0.09
0.03876	5053.29	19457.5	53.5965	528.743	528743	290.632	4698.47	4385.24	52622.9	0.0945109	0.03876	17500.4	179221	0.09
0.110381	84366.3	9129.28	401.393	208.332	208332	330.025	8532.6	7963.76	95565.2	0.0505336	0.110381	20150	206355	0.09
0.0725482	56372.4	11057.7	329.964	465.655	465655	339.64	7862.78	7338.6	88063.1	0.0710079	0.0725482	18860.5	193150	0.09
0.0712591	6942.73	17704.5	67.2156	470.363	470363	297.238	5115.06	4774.05	57288.6	0.071852	0.0712591	18809.5	192627	0.09
0.0122978	4422.12	20406.5	49.007	538.457	538457	287.17	4497.47	4197.64	50371.6	0.108185	0.0122978	16761.9	171658	0.09
0.124517	87277.9	9025.5	410.246	122.803	122803	248.947	6477.43	6045.6	72547.2	0.0449722	0.124517	20518.7	210132	0.09
0.0695503	53800.3	11283.3	321.962	476.196	476196	337.827	7727.16	7212.01	86544.2	0.0729838	0.0695503	18741.4	191930	0.09
0.0672663	17534	15381	146.928	483.311	483311	309.146	5830.59	5441.88	65302.6	0.0745181	0.0672663	18649.6	190990	0.09
0.167049	660753	1437.53	914.915	62.1165	62116.5	146.852	7265.24	6780.89	81370.7	0.0332717	0.167049	21322.5	218363	0.09
0.0486002	5462.94	18961.5	56.5435	519.62	519620	292.509	4810.62	4489.91	53878.9	0.087649	0.0486002	17885.1	183161	0.09
0.0538533	302202	3395.26	616.748	512.515	512515	465.687	18684.5	17438.8	209266	0.0838988	0.0538533	18099.6	185357	0.09
0.0824278	12348.2	16026.1	108.025	419.636	419636	304.366	5590	5217.33	62608	0.0648392	0.0824278	19238.1	197017	0.09
0.0480252	5436.07	18991.6	56.3505	520.29	520290	292.395	4803.68	4483.43	53801.2	0.0880582	0.0480252	17861.9	182923	0.09
0.0216976	4571.22	20159	50.0999	536.605	536605	288.054	4548.21	4245	50940	0.104562	0.0216976	16954	173626	0.09
0.0474269	5408.51	19022.8	56.1525	520.966	520966	292.276	4796.5	4476.73	53720.8	0.0884834	0.0474269	17837.8	182676	0.09
0.0660001	50649.2	11573.4	311.668	486.941	486941	335.505	7557.98	7054.11	84649.4	0.0753786	0.0660001	18598.3	190465	0.09
0.096622	222014	4671.45	566.217	320.636	320636	424.374	15152.6	14142.4	169709	0.0569916	0.096622	19731.9	202074	0.09
0.0883866	69188.8	10065.1	365.515	382.537	382537	346.704	8481.07	7915.67	94988	0.0613953	0.0883866	19453	199217	0.09
0.142871	87744.7	9081.2	415.136	75.5312	75531.2	134.711	3493.13	3260.25	39123	0.0391248	0.142871	20915.6	214196	0.09
0.138954	87041.5	9109.18	413.154	81.2639	81263.9	150.291	3890.46	3631.09	43573.1	0.0402577	0.138954	20838	213401	0.09
0.0820458	243241	4274.83	580.208	421.769	421769	440.1	16270.7	15186	182231	0.0650673	0.0820458	19224	196872	0.09
0.0547996	5778.82	18630.7	58.8116	511.023	511023	293.775	4888.12	4562.24	54746.9	0.0832237	0.0547996	18138.5	185756	0.09
0.146256	88616.2	9040.16	417.253	71.793	71793	124.731	3242.5	3026.33	36316	0.0381916	0.146256	20979.8	214853	0.09
0.0679145	268756	3857.96	596.181	481.367	481367	452.378	17371.5	16213.4	194561	0.0740802	0.0679145	18675.7	191257	0.09
0.00569334	4366.57	20502.9	48.5979	539.082	539082	286.83	4478.02	4179.49	50153.9	0.109605	0.00569334	16687.3	170894	0.09
0.177567	102002	8376.61	443.425	60.8995	60899.5	98.8187	2678.34	2499.78	29997.4	0.0312347	0.177567	21466.5	219837	0.09
0.113872	204322	5052.6	554.631	182.948	182948	373.427	12909.3	12048.7	144584	0.0490644	0.113872	20246.6	207344	0.09
0.0471081	5394	19039.3	56.0482	521.317	521317	292.213	4792.69	4473.18	53678.1	0.0887097	0.0471081	17825	182545	0.09
0.150183	649552	1461.49	904.016	68.5412	68541.2	170.775	8424.89	7863.23	94358.7	0.037159	0.150183	21051.2	215584	0.09
0.0835367	240861	4316.9	578.678	413.278	413278	438.753	16160.2	15082.8	180994	0.0641821	0.0835367	19278.9	197435	0.09
0.169979	98295.4	8554.06	436.719	61.6644	61664.4	100.11	2682.73	2503.88	30046.5	0.0326772	0.169979	21364.4	218792	0.09
0.162954	95045.1	8714.91	430.58	62.9666	62966.6	102.82	2727.46	2545.63	30547.6	0.0341401	0.162954	21261.5	217738	0.09
0.0695833	53829	11280.8	322.053	476.087	476087	337.848	7728.68	7213.44	86561.3	0.0729619	0.0695833	18742.7	191944	0.09
0.135876	200941	5188.72	557.488	87.0909	87090.9	194.441	6646.33	6203.24	74438.8	0.0411893	0.135876	20774.4	212750	0.09
0.181755	669446	1417.76	923.043	60.6439	60643.9	141.768	7030.13	6561.46	78737.5	0.0304944	0.181755	21519.1	220376	0.09
0.127034	87091.5	9050.18	410.555	112.601	112601	228.704	5941.71	5545.6	66547.2	0.0440851	0.127034	20578.3	210742	0.09
0.110811	84576.6	9118.38	401.884	205.085	205085	328.736	8504.92	7937.93	95255.1	0.0503493	0.110811	20162	206479	0.09
0.13944	87108.8	9107	413.369	80.4565	80456.5	148.089	3833.97	3578.37	42940.5	0.0401138	0.13944	20847.8	213502	0.09
0.0727676	56558.1	11041.8	330.529	464.827	464827	339.768	7872.47	7347.64	88171.7	0.070865	0.0727676	18869.1	193238	0.09
0.0755823	254192	4088.51	587.145	453.463	453463	445.74	16758.1	15640.9	187691	0.0690553	0.0755823	18979	194364	0.09
0.0359871	4955.98	19588	52.8941	530.573	530573	290.145	4669.78	4358.46	52301.6	0.0963533	0.0359871	17398.7	178180	0.09
0.15628	92180.8	8859.98	424.909	65.1568	65156.8	107.888	2836.07	2647	31764	0.035656	0.15628	21155.6	216653	0.09
0.178396	178276	5761.45	540.811	60.8417	60841.7	109.626	3578.33	3339.77	40077.3	0.0310851	0.178396	21477.1	219946	0.09
0.0472799	5401.8	19030.4	56.1043	521.129	521129	292.247	4794.74	4475.09	53701.1	0.0885878	0.0472799	17831.9	182616	0.09
0.0458485	5337.78	19104.4	55.6443	522.653	522653	291.965	4777.79	4459.27	53511.3	0.0896016	0.0458485	17774.6	182029	0.09
0.114143	629597	1472.78	878.355	181.083	181083	465.194	22919	21391.1	256693	0.0489532	0.114143	20253.9	207420	0.09
0.131965	201297	5170.55	556.859	96.5784	96578.4	223.725	7658.77	7148.19	85778.2	0.0424287	0.131965	20690.2	211888	0.09
0.00109755	4351.97	20528.6	48.4902	539.241	539241	286.739	4472.86	4174.67	50096.1	0.109985	0.00109755	16667.4	170691	0.09
0.0775482	60535.5	10712.3	342.241	444.678	444678	342.372	8076.25	7537.83	90454	0.067817	0.0775482	19054.7	195139	0.09
0.000664196	4351.61	20529.2	48.4876	539.245	539245	286.737	4472.74	4174.56	50094.7	0.109995	0.000664196	16666.9	170686	0.09
0.0249291	4641.45	20047.7	50.6124	535.642	535642	288.456	4571.4	4266.64	51199.7	0.102946	0.0249291	17040.6	174512	0.09
0.0438185	5250.88	19208	55.0195	524.631	524631	291.572	4754.27	4437.32	53247.8	0.0910295	0.0438185	17694.3	181207	0.09
0.0416462	5162.78	19316.7	54.3855	526.531	526531	291.161	4729.79	4414.47	52973.6	0.0925403	0.0416462	17609.9	180342	0.09
0.11311	204815	5040.54	554.889	188.281	188281	377.536	13064.5	12193.5	146323	0.0493796	0.11311	20225.8	207132	0.09
0.0425933	5200.58	19269.6	54.6576	525.729	525729	291.339	4740.37	4424.34	53092.1	0.0918841	0.0425933	17646.5	180717	0.09
0.104587	81014.3	9313.48	393.724	254.626	254626	341.871	8740.63	8157.92	97895.1	0.05312	0.104587	19981.2	204627	0.09
0.107421	209539	4931.97	557.788	231.489	231489	401.187	14010	13076	156912	0.0518313	0.107421	20065.1	205486	0.09
0.0514313	309373	3307.03	621.21	516.025	516025	468.29	18950.9	17687.5	212250	0.0856289	0.0514313	18000.3	184340	0.09
0.166838	96818	8626.6	433.962	62.1536	62153.6	101.083	2696.35	2516.6	30199.2	0.0333154	0.166838	21319.4	218332	0.09
0.104038	213054	4855.75	560.133	259.173	259173	410.642	14432.9	13470.7	161649	0.0533748	0.104038	19964.7	204458	0.09
0.193028	110212	8006.41	457.371	60.268	60268	98.5462	2736.23	2553.82	30645.8	0.0286787	0.193028	21648.8	221705	0.09
0.126349	201245	5154.2	555.262	115.234	115234	273.992	9392.23	8766.08	105193	0.0443237	0.126349	20562.3	210578	0.09
0.114598	86127.5	9042.37	405.639	177.989	177989	314.249	8168.08	7623.54	91482.5	0.0487674	0.114598	20266.2	207545	0.09
0.0554226	39617.5	12716	270.334	510.002	510002	326.759	6949.78	6486.46	77837.5	0.0827798	0.0554226	18164.2	186019	0.09
0.108648	83456.6	9177.52	399.293	221.744	221744	334.588	8625.17	8050.16	96601.9	0.0512878	0.108648	20100.6	205849	0.09
0.0136555	4438.58	20378.4	49.128	538.265	538265	287.27	4503.17	4202.96	50435.5	0.107772	0.0136555	16783.7	171881	0.09
0.132452	86721.1	9100.15	411.2	95.2552	95255.2	187.685	4861.14	4537.06	54444.7	0.042271	0.132452	20700.9	211997	0.09
0.14687	88796.5	9031.34	417.67	71.215	71215	123.211	3204.72	2991.07	35892.9	0.0380266	0.14687	20991.2	214970	0.09
0.0366007	4976.86	19559.5	53.0449	530.191	530191	290.251	4676.01	4364.27	52371.3	0.0959505	0.0366007	17420.9	178407	0.09
0.0381635	382341	2587.8	669.679	529.16	529160	490.775	21360.6	19936.6	239239	0.0949119	0.0381635	17478.2	178993	0.09
0.0806731	245479	4235.81	581.639	429.187	429187	441.319	16372.8	15281.3	183375	0.065894	0.0806731	19172.9	196349	0.09
0.0157612	4467.5	20329.5	49.3404	537.92	537920	287.444	4513.13	4212.26	50547.1	0.107054	0.0157612	16821.6	172270	0.09
0.121061	201536	5131.07	554.008	139.281	139281	322.244	11067.5	10329.6	123956	0.0462394	0.121061	20434	209264	0.09
0.139863	200057	5216.78	557.522	79.7786	79778.6	170.884	5827.62	5439.11	65269.4	0.0399895	0.139863	20856.3	213589	0.09
0.0650797	49807.8	11653.4	308.821	489.447	489447	334.869	7512.33	7011.51	84138.1	0.0760082	0.0650797	18560.9	190081	0.09
0.0233097	4605.04	20105	50.3469	536.149	536149	288.249	4559.43	4255.47	51065.7	0.103777	0.0233097	16996	174056	0.09
0.15507	91693.8	8884.84	423.913	65.7011	65701.1	109.203	2866.2	2675.12	32101.4	0.0359451	0.15507	21135.4	216447	0.09
0.185687	173459	5887.32	536.342	60.4724	60472.4	107.984	3490.21	3257.53	39090.4	0.029833	0.185687	21566.2	220859	0.09
0.117378	202542	5098.96	553.916	160.093	160093	351.228	12095.1	11288.8	135465	0.0476538	0.117378	20339.9	208300	0.09
0.0029108	4355.37	20522.6	48.5153	539.204	539204	286.76	4474.07	4175.8	50109.6	0.109897	0.0029108	16672.1	170738	0.09
0.0618525	6206.34	18242.8	61.8857	497.412	497412	295.254	4981.55	4649.45	55793.4	0.0782412	0.0618525	18428.9	188730	0.09
0.127414	87059	9054.16	410.592	111.185	111185	225.656	5861.09	5470.35	65644.2	0.0439535	0.127414	20587.2	210833	0.09
0.0018594	4353.03	20526.7	48.498	539.23	539230	286.746	4473.24	4175.02	50100.3	0.109958	0.0018594	16668.9	170705	0.09
0.0792816	247795	4195.96	583.111	436.322	436322	442.539	16477	15378.5	184542	0.0667434	0.0792816	19120.6	195813	0.09
0.0916363	228772	4539.68	570.757	359.4	359400	430.662	15553.8	14516.9	174203	0.0596082	0.0916363	19565.6	200370	0.09
0.0236185	4611.79	20094.3	50.3961	536.056	536056	288.287	4561.66	4257.55	51090.6	0.103621	0.0236185	17004.3	174141	0.09
0.143663	87928.6	9072.85	415.601	74.5663	74566.3	132.115	3427.55	3199.05	38388.6	0.0389027	0.143663	20930.9	214352	0.09
0.0814602	12710.3	15972	110.802	424.98	424980	304.787	5610.01	5236.01	62832.1	0.0654186	0.0814602	19202.3	196650	0.09
0.108978	83637	9167.82	399.707	219.153	219153	333.794	8609.79	8035.81	96429.7	0.0511428	0.108978	20110.1	205946	0.09
0.150011	649437	1461.71	903.899	68.6627	68662.7	171.244	8447.81	7884.63	94615.5	0.037203	0.150011	21048.1	215553	0.09
0.154636	91522.3	8893.59	423.559	65.9097	65909.7	109.711	2877.97	2686.1	32233.2	0.0360497	0.154636	21128.1	216373	0.09
0.04556	5325.16	19119.2	55.5536	522.947	522947	291.909	4774.41	4456.12	53473.4	0.0898052	0.04556	17763.2	181912	0.09
0.0364802	4972.73	19565.1	53.0151	530.267	530267	290.23	4674.78	4363.13	52357.5	0.0960299	0.0364802	17416.5	178362	0.09
0.0480289	5436.24	18991.4	56.3517	520.285	520285	292.395	4803.72	4483.47	53801.7	0.0880556	0.0480289	17862.1	182925	0.09
0.0780316	60931.2	10680.7	343.368	442.406	442406	342.616	8096.07	7556.34	90676	0.0675159	0.0780316	19073.2	195328	0.09
0.0752796	254733	4079.62	587.483	454.752	454752	446	16781.5	15662.7	187952	0.0692479	0.0752796	18967.3	194244	0.09
0.141501	87458.2	9093.61	414.379	77.3457	77345.7	139.621	3617.7	3376.52	40518.2	0.0395144	0.141501	20888.9	213922	0.09
0.197678	165177	6112.49	528.229	60.1888	60188.8	106.129	3371.2	3146.45	37757.4	0.0279979	0.197678	21697.7	222206	0.09
0.0704788	16374.1	15513.9	138.458	473.082	473082	308.243	5781.4	5395.97	64751.7	0.0723671	0.0704788	18778.5	192310	0.09
0.166058	96457	8644.47	433.28	62.2963	62296.3	101.379	2701.19	2521.11	30253.4	0.0334777	0.166058	21308	218215	0.09
0.0736576	57308.2	10978	332.794	461.383	461383	340.278	7911.48	7384.04	88608.5	0.0702883	0.0736576	18904.1	193596	0.09
0.0166362	4480.73	20307.3	49.4374	537.759	537759	287.523	4517.66	4216.49	50597.8	0.106729	0.0166362	16838.8	172446	0.09
0.096624	75451.4	9648.98	380.848	320.619	320619	347.216	8701.53	8121.42	97457.1	0.0569905	0.096624	19732	202075	0.09
0.0293748	4753.99	19876.2	51.4312	533.974	533974	289.081	4607.62	4300.44	51605.3	0.100469	0.0293748	17174.1	175879	0.09
0.0474656	5410.28	19020.7	56.1652	520.922	520922	292.283	4796.96	4477.16	53725.9	0.0884559	0.0474656	17839.4	182692	0.09
0.17981	103133	8323.74	445.417	60.7517	60751.7	98.6344	2682.47	2503.64	30043.7	0.0308335	0.17981	21495	220129	0.09
0.0902159	70606.5	9967.25	369.083	369.747	369747	347.114	8538.99	7969.73	95636.7	0.0603814	0.0902159	19516.8	199870	0.09
0.0869304	235626	4411.43	575.28	392.261	392261	435.561	15908.8	14848.2	178178	0.062217	0.0869304	19401.4	198689	0.09
0.0740307	256989	4042.76	588.893	459.898	459898	447.074	16878.4	15753.2	189038	0.0700477	0.0740307	18918.7	193745	0.09
0.066969	17646.9	15368.1	147.743	484.183	484183	309.232	5835.36	5446.34	65356.1	0.0747195	0.066969	18637.6	190867	0.09
0.100318	78120.7	9483.92	387.09	290.214	290214	345.802	8751.26	8167.84	98014.1	0.0551486	0.100318	19850.1	203284	0.09
0.0325432	4845.56	19742.5	52.0953	532.498	532498	289.572	4636.24	4327.16	51925.9	0.0985527	0.0325432	17278.3	176946	0.09
0.0624417	526201	1786.98	784.289	496.048	496048	518.434	24628.5	22986.6	275840	0.0778308	0.0624417	18453.1	188978	0.09
