"# (R23 - production T).gT"	"[Z]"	"[mu2]"	"[mZ]"	"[mF]"	"[F]"	"[mP]"	"[PE]"	"[PG]"	"[PM]"	"[I]"	"[T]"	"[mS]"	"[S]"	"(R21 - production I).l_6"
0.00224427	4353.76	20525.4	48.5034	539.227	539227	286.75	4473.5	4175.27	50103.2	0.109951	0.00224427	16669.9	170716	0.12
0.0836399	240549	4321.96	578.429	460.569	460569	440.164	16204.9	15124.5	181494	0.0701558	0.0836399	19282.7	197473	0.12
0.0269121	4689.4	19973.6	50.9615	535.961	535961	288.735	4587.13	4281.32	51375.8	0.103463	0.0269121	17098.2	175102	0.12
0.0310039	4799.94	19808.4	51.7645	534.706	534706	289.344	4622.31	4314.15	51769.8	0.101511	0.0310039	17226.8	176419	0.12
0.149899	99839.1	8410.41	435.837	101.777	101777	208.635	5642.46	5266.3	63195.6	0.0430123	0.149899	21046.1	215533	0.12
0.124821	189109	5392.09	541.817	217.347	217347	386.737	13001.3	12134.6	145615	0.0510416	0.124821	20526	210206	0.12
0.121202	94142.5	8599.41	420.581	241.822	241822	346.985	9271.66	8653.55	103843	0.0524061	0.121202	20437.5	209300	0.12
0.180258	105267	8217.59	448.653	65.7704	65770.4	111.901	3064.3	2860.02	34320.2	0.0359802	0.180258	21500.6	220186	0.12
0.0324602	4843.1	19746	52.0773	534.192	534192	289.576	4635.75	4326.7	51920.4	0.100773	0.0324602	17275.4	176917	0.12
0.0390877	5065.42	19441.5	53.6837	531.32	531320	290.72	4702.46	4388.97	52667.6	0.0971706	0.0390877	17512.6	179346	0.12
0.153592	99539.5	8438.67	436.044	93.2016	93201.6	186.458	5033.58	4698.01	56376.1	0.0420176	0.153592	21110.5	216191	0.12
0.111157	86991.9	8966.81	406.091	312.738	312738	354.044	9245.38	8629.02	103548	0.0564994	0.111157	20171.8	206578	0.12
0.140483	100818	8324.8	435.476	132.71	132710	271.985	7396.41	6903.32	82839.8	0.0457538	0.140483	20868.7	213715	0.12
0.154697	99499.2	8444.4	436.175	90.9636	90963.6	180.43	4869.04	4544.44	54533.3	0.0417283	0.154697	21129.2	216383	0.12
0.0576208	292053	3526.43	610.478	516.484	516484	462.054	18306.1	17085.7	205028	0.0858718	0.0576208	18254.8	186947	0.12
0.0264707	4678.41	19990.4	50.8816	536.08	536080	288.673	4583.57	4278	51336	0.103661	0.0264707	17085.1	174967	0.12
0.059375	44242.4	12212.1	288.793	514.334	514334	330.674	7210.09	6729.42	80753	0.0847691	0.059375	18327.1	187687	0.12
0.0381855	5032.62	19484.7	53.4472	531.767	531767	290.557	4692.88	4380.02	52560.3	0.0976815	0.0381855	17479	179002	0.12
0.0571767	293192	3511.33	611.178	517.003	517003	462.486	18349.7	17126.3	205516	0.086151	0.0571767	18236.5	186759	0.12
0.0481438	5441.88	18984.8	56.3916	525.605	525605	292.478	4806.17	4485.76	53829.1	0.0917853	0.0481438	17866.7	182972	0.12
0.0562252	40660.3	12599.1	274.657	518.081	518081	327.736	7010.4	6543.04	78516.4	0.0867491	0.0562252	18197.2	186357	0.12
0.156543	659669	1427.07	911.375	87.531	87531	247.42	12255.8	11438.7	137265	0.0412533	0.156543	21159.9	216698	0.12
0.0651953	534495	1755.75	791.49	505.9	505900	519.836	24783.3	23131.1	277573	0.0811278	0.0651953	18565.6	190130	0.12
0.109726	85914.2	9025.59	403.84	322.677	322677	354.269	9217.79	8603.27	103239	0.0571206	0.109726	20131.4	206165	0.12
0.0455377	5324.42	19119.9	55.5478	527.502	527502	291.953	4775.02	4456.68	53480.2	0.0933744	0.0455377	17762.3	181903	0.12
0.12292	95235.5	8546.95	422.757	230.055	230055	344.328	9231.36	8615.94	103391	0.0517515	0.12292	20480	209735	0.12
0.0841164	11550.2	16153.7	101.879	458.905	458905	304.559	5564.83	5193.84	62326	0.0698892	0.0841164	19300.1	197651	0.12
0.109286	85581.4	9043.93	403.141	325.704	325704	354.312	9208.54	8594.63	103136	0.0573135	0.109286	20118.9	206037	0.12
0.0190375	4520.71	20241	49.7304	537.702	537702	287.764	4531.32	4229.23	50750.8	0.106614	0.0190375	16890.2	172972	0.12
0.137561	100756	8316.48	434.759	145.335	145335	290.146	7894.53	7368.23	88418.8	0.046668	0.137561	20809.5	213109	0.12
0.146194	100294	8373.44	435.83	112.275	112275	233.251	6323.21	5901.66	70819.9	0.044055	0.146194	20978.7	214842	0.12
0.0286182	4733.57	19906.7	51.2827	535.47	535470	288.981	4601.32	4294.56	51534.7	0.102672	0.0286182	17150.3	175635	0.12
0.0920639	72240.5	9854.66	373.018	426.541	426541	350.406	8676.36	8097.93	97175.2	0.065593	0.0920639	19580.2	200520	0.12
0.103542	212354	4865.92	559.221	363.583	363583	423.608	14875.8	13884.1	166609	0.0599162	0.103542	19949.7	204304	0.12
0.0951044	74628.3	9697.9	378.747	411.733	411733	351.612	8786.35	8200.6	98407.2	0.0640274	0.0951044	19682.1	201564	0.12
0.124325	96083.6	8507.04	424.449	220.624	220624	341.704	9184.33	8572.04	102864	0.0512252	0.124325	20514.1	210084	0.12
0.0891829	592368	1566.09	842.95	439.31	439310	525.252	25596.2	23889.8	286677	0.0671168	0.0891829	19480.9	199503	0.12
0.0283619	4726.76	19916.9	51.2332	535.547	535547	288.943	4599.14	4292.53	51510.4	0.102793	0.0283619	17142.3	175554	0.12
0.0372005	4997.73	19531.2	53.1954	532.234	532234	290.38	4682.59	4370.42	52445.1	0.0982326	0.0372005	17442.7	178630	0.12
0.0398914	5095.33	19402.6	53.8993	530.905	530905	290.868	4711.12	4397.05	52764.6	0.0967108	0.0398914	17542.9	179656	0.12
0.0755952	58967.5	10839	337.688	484.521	484521	341.976	8011.16	7477.08	89725	0.0747986	0.0755952	18979.5	194369	0.12
0.00874484	4387.18	20466.9	48.7498	538.937	538937	286.957	4485.28	4186.27	50235.2	0.109265	0.00874484	16715.2	171180	0.12
0.0806438	63119	10508.7	349.45	470.376	470376	344.85	8226.89	7678.43	92141.1	0.0718545	0.0806438	19171.8	196338	0.12
0.152612	99595.9	8432.44	435.957	95.3087	95308.7	192.053	5186.68	4840.9	58090.8	0.0422774	0.152612	21093.7	216019	0.12
0.0243531	4628.24	20068.4	50.5161	536.616	536616	288.389	4567.2	4262.72	51152.6	0.10458	0.0243531	17024.4	174347	0.12
0.144634	100486	8357.74	435.816	117.321	117321	243.955	6620.1	6178.76	74145.1	0.0445077	0.144634	20949.4	214542	0.12
0.0801539	13135.3	15909.9	114.043	471.875	471875	306.07	5647.88	5271.36	63256.3	0.0721358	0.0801539	19153.5	196150	0.12
0.0207268	4552.04	20189.9	49.9596	537.394	537394	287.948	4541.88	4239.09	50869.1	0.106013	0.0207268	16930	173379	0.12
0.0829626	241632	4302.76	579.13	462.884	462884	440.69	16252	15168.5	182022	0.0705365	0.0829626	19257.8	197219	0.12
0.0963493	75602.2	9635.52	381.037	405.272	405272	352.062	8829.97	8241.31	98895.7	0.0633992	0.0963493	19723	201983	0.12
0.168054	101127	8398.01	440.787	72.9859	72985.9	130.741	3538.66	3302.75	39633	0.0385123	0.168054	21337	218512	0.12
0.0858022	585498	1586.35	836.748	452.776	452776	524.938	25520.6	23819.2	285830	0.0689539	0.0858022	19361.1	198276	0.12
0.115021	198724	5163.42	549.114	285.443	285443	409.292	14019.5	13084.9	157019	0.0548706	0.115021	20277.5	207662	0.12
0.110496	86495.3	8993.78	405.056	317.343	317343	354.165	9233.15	8617.6	103411	0.056785	0.110496	20153.2	206388	0.12
0.0743225	15067	15665.4	128.713	487.658	487658	307.635	5733.91	5351.65	64219.8	0.0755557	0.0743225	18930.1	193862	0.12
0.0197356	4533.33	20220.4	49.8228	537.579	537579	287.838	4535.59	4233.22	50798.6	0.106371	0.0197356	16906.3	173137	0.12
0.148202	100039	8394	435.825	106.334	106334	219.695	5947.85	5551.32	66615.9	0.0434842	0.148202	21015.6	215220	0.12
0.0690548	53393	11319.6	320.651	499.028	499028	337.875	7713.43	7199.2	86390.5	0.0787446	0.0690548	18721.6	191727	0.12
0.0543571	24726.3	14523.6	194.927	520.069	520069	314.667	6156.79	5746.33	68956	0.087922	0.0543571	18120.3	185569	0.12
0.112334	87871.1	8919.5	407.911	304.479	304479	353.754	9264.86	8647.2	103766	0.0559958	0.112334	20204.5	206913	0.12
0.10369	81301.7	9287.48	393.945	362.651	362651	354.026	9065.61	8461.24	101535	0.059847	0.10369	19954.2	204350	0.12
0.0614473	19997.9	15095.7	164.287	511.572	511572	311.157	5939.57	5543.6	66523.2	0.0834683	0.0614473	18412.3	188560	0.12
0.171517	102104	8356.41	442.762	70.3204	70320.4	123.585	3353.96	3130.36	37564.3	0.0377572	0.171517	21385.8	219011	0.12
0.0636062	19004.4	15211.4	157.395	508.417	508417	310.452	5897.12	5503.98	66047.8	0.0821176	0.0636062	18500.8	189466	0.12
0.126077	97070.9	8461.59	426.429	209.174	209174	337.797	9105.69	8498.64	101984	0.0505813	0.126077	20555.9	210512	0.12
0.074899	58386.3	10887.1	335.982	486.258	486258	341.561	7980.53	7448.49	89381.9	0.0752121	0.074899	18952.5	194092	0.12
0.100544	216216	4786.09	561.982	381.832	381832	426.431	15077	14071.9	168862	0.0613376	0.100544	19857.2	203357	0.12
0.0031403	4356.02	20521.5	48.5201	539.208	539208	286.765	4474.3	4176.01	50112.2	0.109905	0.0031403	16673	170747	0.12
0.152756	99586.5	8433.42	435.968	94.9926	94992.6	191.219	5163.84	4819.58	57835	0.0422392	0.152756	21096.1	216045	0.12
0.00556257	4365.89	20504.1	48.5929	539.123	539123	286.826	4477.79	4179.27	50151.2	0.109701	0.00556257	16686.4	170885	0.12
0.0783797	61269.5	10653.1	344.3	477.07	477070	343.591	8131.49	7589.39	91072.7	0.0731626	0.0783797	19086.4	195463	0.12
0.0953485	223205	4646.14	566.864	410.484	410484	430.911	15419.6	14391.7	172700	0.0639036	0.0953485	19690.2	201647	0.12
0.0504168	5550.83	18865	57.1739	523.757	523757	292.946	4834.13	4511.85	54142.2	0.0903815	0.0504168	17958.9	183916	0.12
0.149143	99924.8	8403.28	435.828	103.757	103757	213.509	5776.94	5391.81	64701.7	0.0432215	0.149143	21032.6	215394	0.12
0.030269	4778.92	19839.2	51.612	534.952	534952	289.229	4615.7	4307.99	51695.9	0.101875	0.030269	17202.8	176173	0.12
0.0102593	4400.64	20443.5	48.8489	538.818	538818	287.04	4490	4190.67	50288	0.108992	0.0102593	16733.3	171365	0.12
0.0807699	63221.5	10500.8	349.731	469.986	469986	344.918	8232.13	7683.33	92199.9	0.0717823	0.0807699	19176.5	196386	0.12
0.146573	100246	8377.34	435.83	111.107	111107	230.666	6251.57	5834.8	70017.5	0.0439462	0.146573	20985.7	214914	0.12
0.0590747	6028.99	18395.6	60.6079	514.714	514714	294.808	4946.69	4616.91	55402.9	0.0849578	0.0590747	18314.7	187560	0.12
0.0183352	4508.46	20261.2	49.6407	537.82	537820	287.691	4527.17	4225.36	50704.3	0.106852	0.0183352	16874.6	172812	0.12
0.045328	5315.3	19130.7	55.4822	527.645	527645	291.911	4772.55	4454.38	53452.6	0.0935011	0.045328	17753.9	181817	0.12
0.205337	118591	7656.98	470.42	61.1302	61130.2	102.008	2899.42	2706.13	32473.5	0.0317571	0.205337	21773	222977	0.12
0.000271727	4351.44	20529.5	48.4863	539.247	539247	286.736	4472.68	4174.5	50094	0.109999	0.000271727	16666.7	170683	0.12
0.0747801	58286.9	10895.3	335.689	486.549	486549	341.489	7975.28	7443.59	89323.1	0.0752829	0.0747801	18947.9	194045	0.12
0.048966	5480.57	18941.7	56.6695	524.958	524958	292.646	4816.2	4495.12	53941.5	0.0912792	0.048966	17899.9	183313	0.12
0.0832994	65267.5	10346.2	355.264	461.74	461740	346.264	8336.12	7780.38	93364.6	0.0703469	0.0832994	19270.2	197346	0.12
0.0982062	219313	4723.38	564.163	395.209	395209	428.499	15231.6	14216.2	170594	0.062476	0.0982062	19783.1	202598	0.12
0.0446983	5288.2	19162.9	55.2875	528.066	528066	291.787	4765.2	4447.52	53370.2	0.0938805	0.0446983	17729	181562	0.12
0.0442369	5268.63	19186.4	55.1467	528.367	528367	291.696	4759.84	4442.52	53310.3	0.0941574	0.0442369	17710.8	181376	0.12
0.0951158	74637.2	9697.32	378.768	411.675	411675	351.616	8786.76	8200.97	98411.7	0.0640216	0.0951158	19682.5	201568	0.12
0.14262	655772	1420.45	904.707	124.423	124423	371.588	18420.9	17192.8	206314	0.0451047	0.14262	20910.7	214146	0.12
0.0409947	5137.47	19348.6	54.2029	530.308	530308	291.074	4723.19	4408.31	52899.8	0.0960727	0.0409947	17584.9	180086	0.12
0.0347007	4913.47	19646.5	52.5866	533.323	533323	289.947	4657.32	4346.84	52162	0.0995966	0.0347007	17352.9	177711	0.12
0.140504	100818	8324.92	435.479	132.622	132622	271.844	7392.53	6899.7	82796.4	0.0457472	0.140504	20869.1	213720	0.12
0.072231	260265	3989.89	590.915	492.472	492472	449.187	17040.4	15904.3	190852	0.0768118	0.072231	18848	193021	0.12
0.111569	87300	8950.16	406.73	309.859	309859	353.954	9252.54	8635.7	103628	0.0563227	0.111569	20183.2	206696	0.12
0.03381	4884.92	19686.5	52.3801	533.68	533680	289.797	4648.62	4338.71	52064.6	0.10007	0.03381	17321.8	177391	0.12
0.0609843	45899.5	12040.3	294.983	512.211	512211	332.014	7302.19	6815.38	81784.5	0.0837586	0.0609843	18393.3	188365	0.12
0.0590133	21281.6	14943.7	172.963	514.791	514791	312.082	5995.99	5596.26	67155.1	0.0849964	0.0590133	18312.2	187534	0.12
0.102601	80461.1	9337.05	392.091	369.436	369436	353.826	9033.45	8431.22	101175	0.0603576	0.102601	19921	204010	0.12
0.0313086	4808.8	19795.5	51.8287	534.602	534602	289.391	4625.08	4316.74	51800.9	0.101358	0.0313086	17236.9	176522	0.12
0.0984182	77216.1	9534.07	384.776	394.028	394028	352.746	8900.41	8307.05	99684.6	0.0623717	0.0984182	19789.9	202668	0.12
0.087755	68831.5	10088.4	364.54	445.193	445193	348.478	8513.09	7945.55	95346.6	0.0678863	0.087755	19430.7	198989	0.12
0.102692	80531.5	9332.88	392.247	368.874	368874	353.844	9036.19	8433.77	101205	0.0603146	0.102692	19923.8	204038	0.12
0.137063	100713	8316.71	434.585	147.642	147642	293.044	7973.28	7441.73	89300.7	0.0468273	0.137063	20799.2	213004	0.12
0.0482916	319699	3186.15	627.703	525.491	525491	471.997	19329.2	18040.6	216487	0.0916945	0.0482916	17872.6	183033	0.12
0.106013	621529	1486.09	869.561	347.705	347705	522.834	25718.4	24003.8	288046	0.0587772	0.106013	20023.7	205062	0.12
0.103229	212750	4857.64	559.507	365.539	365539	423.913	14897	13903.8	166846	0.0600622	0.103229	19940.2	204207	0.12
0.0489164	5478.22	18944.3	56.6526	524.998	524998	292.636	4815.59	4494.55	53934.7	0.0913098	0.0489164	17897.9	183292	0.12
0.0829256	12095.6	16063	106.068	463.009	463009	305.108	5595.27	5222.25	62667	0.0705574	0.0829256	19256.5	197205	0.12
0.0818936	8359.61	16987.8	77.644	466.421	466421	300.515	5313.64	4959.39	59512.7	0.0711413	0.0818936	19218.4	196815	0.12
0.0879822	233830	4443.8	574.03	444.276	444276	436.791	15908.3	14847.7	178173	0.0677633	0.0879822	19438.7	199071	0.12
0.0620538	46959.1	11932.8	298.836	510.715	510715	332.863	7360.91	6870.19	82442.2	0.0830883	0.0620538	18437.2	188815	0.12
0.0706959	54819.4	11192.3	325.16	495.749	495749	338.948	7790.4	7271.04	87252.4	0.0777424	0.0706959	18787.1	192398	0.12
0.0943811	224550	4619.84	567.787	415.381	415381	431.705	15483.3	14451	173412	0.0643958	0.0943811	19658.1	201318	0.12
0.22642	688543	1374.78	940.666	60.3149	60314.9	141.055	7030.64	6561.93	78743.1	0.029	0.22642	21950.7	224796	0.12
0.118696	92457.3	8682.35	417.218	259.355	259355	349.931	9301.51	8681.41	104177	0.0533849	0.118696	20374	208649	0.12
0.121093	94071.3	8602.87	420.439	242.575	242575	347.135	9273.63	8655.39	103865	0.0524481	0.121093	20434.8	209272	0.12
0.0417503	5167.05	19311.3	54.4159	529.882	529882	291.217	4731.58	4416.14	52993.7	0.0956315	0.0417503	17613.9	180383	0.12
0.0946748	74291.7	9719.66	377.95	413.909	413909	351.45	8771.1	8186.36	98236.3	0.0642459	0.0946748	19667.9	201418	0.12
0.159441	99634.8	8452.04	437.18	82.8453	82845.3	158.04	4262.75	3978.56	47742.7	0.040528	0.159441	21206.8	217178	0.12
0.0977531	76697.9	9566.39	383.583	397.711	397711	352.536	8878.06	8286.19	99434.3	0.0626997	0.0977531	19768.6	202449	0.12
0.0598347	6076.47	18353.5	60.9493	513.743	513743	294.976	4957.01	4626.54	55518.5	0.0844803	0.0598347	18346	187881	0.12
0.0635586	48406	11789.1	303.97	508.49	508490	334.013	7440.85	6944.79	83337.5	0.0821474	0.0635586	18498.8	189446	0.12
0.057145	22445.2	14803.6	180.598	517.04	517040	312.938	6048.79	5645.54	67746.5	0.0861709	0.057145	18235.2	186746	0.12
0.0843973	11400.9	16180.2	100.733	457.91	457910	304.404	5556.07	5185.67	62228	0.0697325	0.0843973	19310.3	197756	0.12
0.0208502	4554.43	20186	49.9771	537.37	537370	287.962	4542.68	4239.84	50878.1	0.105967	0.0208502	16933	173410	0.12
0.0629456	279328	3702.02	602.665	509.414	509414	457.104	17810.6	16623.3	199479	0.0825303	0.0629456	18473.8	189189	0.12
0.0132892	4433.98	20386.2	49.0941	538.518	538518	287.244	4501.61	4201.5	50418	0.10832	0.0132892	16777.6	171819	0.12
0.0618693	46778.3	11951	298.184	510.978	510978	332.719	7350.9	6860.84	82330.1	0.0832039	0.0618693	18429.6	188737	0.12
0.164015	181587	5659.02	542.285	76.9507	76950.7	158.409	5212.64	4865.13	58381.6	0.0394324	0.164015	21277.6	217903	0.12
0.125695	96863	8471.06	426.011	211.637	211637	338.712	9124.84	8516.52	102198	0.0507205	0.125695	20546.9	210420	0.12
0.0813708	63709.2	10463.5	351.065	468.098	468098	345.243	8257.07	7706.6	92479.2	0.0714389	0.0813708	19199	196616	0.12
0.113758	88924.5	8863.6	410.075	294.416	294416	353.256	9283.97	8665.04	103981	0.0553955	0.113758	20243.5	207313	0.12
0.0747068	58225.5	10900.4	335.508	486.728	486728	341.445	7972.03	7440.56	89286.8	0.0753265	0.0747068	18945.1	194016	0.12
0.0680755	52530.5	11398	317.871	500.88	500880	337.22	7666.66	7155.55	85866.6	0.0793461	0.0680755	18682.2	191324	0.12
0.0663246	6528.74	17988.3	64.2098	504.005	504005	296.447	5048.27	4711.72	56540.6	0.0804271	0.0663246	18611.5	190599	0.12
0.120617	93757.7	8618.14	419.815	245.882	245882	347.765	9281.5	8662.73	103953	0.0526322	0.120617	20422.8	209150	0.12
0.0219513	4576.4	20150.6	50.1377	537.15	537150	288.09	4550.03	4246.7	50960.4	0.10555	0.0219513	16960.5	173692	0.12
0.169585	101537	8380.78	441.629	71.7331	71733.1	127.357	3450.89	3220.83	38650	0.0381748	0.169585	21358.8	218735	0.12
0.0931778	73116.8	9796.49	375.14	421.276	421276	350.864	8717.19	8136.05	97632.6	0.0650143	0.0931778	19617.9	200906	0.12
0.0518308	32702.4	13531	238.815	522.508	522508	321.11	6570.46	6132.43	73589.2	0.089502	0.0518308	18016.6	184508	0.12
0.139233	100830	8319.34	435.229	137.923	137923	279.975	7616.41	7108.65	85303.8	0.0461409	0.139233	20843.6	213459	0.12
0.125145	645160	1430.58	891.998	215.222	215222	492.235	24372.5	22747.6	272972	0.0509223	0.125145	20533.8	210286	0.12
0.150367	182888	5599.55	541.191	100.593	100593	230.543	7622.24	7114.09	85369.1	0.042884	0.150367	21054.4	215618	0.12
0.1104	86422.6	8997.75	404.904	318.014	318014	354.18	9231.28	8615.86	103390	0.056827	0.1104	20150.5	206360	0.12
0.0791013	247998	4192.16	583.209	475.001	475001	443.701	16525.8	15424.1	185089	0.0727435	0.0791013	19113.8	195744	0.12
0.0365158	4974.04	19563.3	53.0243	532.546	532546	290.26	4675.55	4363.85	52366.2	0.0986112	0.0365158	17417.8	178375	0.12
0.0838023	65672.1	10316.2	356.34	460.005	460005	346.524	8356.5	7799.4	93592.7	0.0700648	0.0838023	19288.6	197534	0.12
0.0132312	4433.26	20387.5	49.0888	538.525	538525	287.239	4501.36	4201.27	50415.2	0.108335	0.0132312	16776.7	171809	0.12
0.123163	95385.5	8539.83	423.056	228.409	228409	343.904	9224.17	8609.23	103311	0.0516598	0.123163	20485.9	209796	0.12
0.139261	100830	8319.43	435.236	137.807	137807	279.805	7611.74	7104.29	85251.5	0.0461324	0.139261	20844.2	213464	0.12
0.131226	99397.3	8360.83	431.26	177.898	177898	321.46	8721.57	8140.14	97681.6	0.0487619	0.131226	20673.8	211720	0.12
0.139431	100831	8320.03	435.274	137.081	137081	278.734	7582.29	7076.8	84921.6	0.0460794	0.139431	20847.6	213500	0.12
0.0635568	19026	15208.9	157.546	508.493	508493	310.468	5898.03	5504.83	66058	0.0821485	0.0635568	18498.8	189445	0.12
0.0754211	14707.2	15708.5	126.002	484.96	484960	307.36	5718.61	5337.37	64048.5	0.0749019	0.0754211	18972.8	194300	0.12
0.0966538	221412	4681.5	565.625	403.657	403657	429.822	15333.8	14311.6	171739	0.0632466	0.0966538	19733	202085	0.12
0.116144	90659.7	8773.37	413.603	277.451	277451	351.998	9303.13	8682.92	104195	0.05441	0.116144	20307.5	207968	0.12
0.0710411	16166.3	15537	136.916	495.03	495030	308.445	5779.64	5394.33	64731.9	0.0775325	0.0710411	18800.8	192539	0.12
0.041162	5143.97	19340.4	54.2497	530.215	530215	291.105	4725.04	4410.04	52920.5	0.0959753	0.041162	17591.3	180151	0.12
0.124446	189424	5384.25	542.05	219.824	219824	387.911	13049.1	12179.1	146150	0.0511804	0.124446	20517	210114	0.12
0.0724104	15701.4	15590.8	133.462	492.075	492075	308.107	5760.43	5376.4	64516.8	0.0767034	0.0724104	18855.1	193094	0.12
0.0728443	259115	4008.27	590.199	491.103	491103	448.688	16992.8	15859.9	190319	0.076442	0.0728443	18872.1	193269	0.12
0.0600646	44962.9	12136.8	291.51	513.442	513442	331.258	7250.17	6766.83	81201.9	0.0843359	0.0600646	18355.5	187978	0.12
0.089056	69864.3	10016.3	367.148	439.844	439844	349.084	8563.23	7992.35	95908.2	0.0671848	0.089056	19476.4	199457	0.12
0.0788043	61617.8	10625.6	345.28	475.86	475860	343.83	8149.54	7606.24	91274.9	0.0729158	0.0788043	19102.5	195628	0.12
0.11549	90188.8	8797.63	412.65	282.103	282103	352.401	9299.67	8679.69	104156	0.0546774	0.11549	20290.1	207790	0.12
0.0941941	73914.7	9744.17	377.052	416.312	416312	351.266	8753.92	8170.32	98043.8	0.0644915	0.0941941	19651.9	201254	0.12
0.0610421	20197.7	15072.2	165.655	512.132	512132	311.3	5948.23	5551.68	66620.2	0.0837224	0.0610421	18395.7	188389	0.12
0.080225	62778.2	10534.9	348.511	471.659	471659	344.62	8209.4	7662.1	91945.3	0.0720949	0.080225	19156.1	196177	0.12
0.0745496	255977	4059.02	588.24	487.11	487110	447.31	16862.3	15738.2	188858	0.0754202	0.0745496	18938.9	193953	0.12
0.0868374	68101.1	10140.1	362.675	448.822	448822	348.04	8477.29	7912.14	94945.7	0.0683858	0.0868374	19398.1	198656	0.12
0.0758203	14576.8	15724.4	125.017	483.95	483950	307.259	5713.01	5332.14	63985.7	0.0746653	0.0758203	18988.3	194458	0.12
0.0767071	59890.7	10763.6	340.367	481.645	481645	342.63	8059.62	7522.31	90267.8	0.0741419	0.0767071	19022.4	194808	0.12
0.0964566	75686	9630.2	381.233	404.705	404705	352.1	8833.69	8244.78	98937.3	0.0633454	0.0964566	19726.5	202019	0.12
0.0577888	291626	3532.12	610.215	516.286	516286	461.892	18289.7	17070.4	204844	0.0857662	0.0577888	18261.7	187017	0.12
0.042992	341678	2951.51	641.881	529.147	529147	479.162	20088.4	18749.2	224990	0.0948994	0.042992	17662	180876	0.12
0.00483909	4362.37	20510.3	48.5669	539.153	539153	286.804	4476.54	4178.11	50137.3	0.109774	0.00483909	16681.6	170836	0.12
0.0661541	6515.63	17998.1	64.115	504.297	504297	296.407	5045.8	4709.41	56512.9	0.0805327	0.0661541	18604.6	190529	0.12
0.123453	95562.8	8531.46	423.41	226.452	226452	343.382	9215.08	8600.74	103209	0.0515507	0.123453	20493	209868	0.12
