"# (R23 - production T).gT"	"[Z]"	"[mu2]"	"[mZ]"	"[mF]"	"[F]"	"[mP]"	"[PE]"	"[PG]"	"[PM]"	"[I]"	"[T]"	"[mS]"	"[S]"	"(R21 - production I).l_6"
0.101432	215260	4806.35	561.366	346.309	346309	423.697	14954.5	13957.5	167490	0.0586807	0.101432	19884.9	203641	0.08
0.0428812	447692	2150.63	718.91	528.5	528500	505.742	23068.5	21530.6	258367	0.0942817	0.0428812	17657.7	180832	0.08
0.0664585	17835	15346.1	149.093	499.813	499813	309.577	5847.26	5457.44	65489.3	0.0789962	0.0664585	18616.9	190655	0.08
0.0852469	10860.1	16283.6	96.5897	441.585	441585	303.546	5517.52	5149.69	61796.3	0.0674088	0.0852469	19341.1	198071	0.08
0.0987887	77405.8	9523.31	385.254	364.93	364930	351.549	8875.88	8284.16	99409.9	0.0600166	0.0987887	19801.8	202789	0.08
0.131473	646204	1440.38	895.315	134.518	134518	395.407	19555.4	18251.7	219021	0.0458898	0.131473	20679.3	211776	0.08
0.0131843	4432.68	20388.5	49.0846	538.496	538496	287.236	4501.15	4201.08	50412.9	0.108271	0.0131843	16775.9	171802	0.08
0.03471	4913.76	19646.2	52.5887	532.952	532952	289.945	4657.35	4346.86	52162.3	0.0991186	0.03471	17353.2	177714	0.08
0.0837204	65587.2	10322.7	356.124	448.191	448191	346.203	8345.68	7789.3	93471.6	0.0682975	0.0837204	19285.6	197503	0.08
0.00224427	4353.76	20525.4	48.5034	539.226	539226	286.75	4473.5	4175.27	50103.2	0.109949	0.00224427	16669.9	170716	0.08
0.0836399	240581	4321.5	578.46	448.528	448528	439.844	16193.7	15114.1	181370	0.0683447	0.0836399	19282.7	197473	0.08
0.0269121	4689.39	19973.6	50.9615	535.779	535779	288.733	4587.1	4281.29	51375.5	0.103165	0.0269121	17098.2	175102	0.08
0.0310039	4799.93	19808.5	51.7644	534.44	534440	289.341	4622.26	4314.11	51769.3	0.101125	0.0310039	17226.8	176419	0.08
0.149899	92946.1	8793.02	425.032	79.66	79660	147.412	3891.24	3631.82	43581.9	0.0399674	0.149899	21046.1	215533	0.08
0.124821	192725	5317.45	545.727	171.334	171334	358.876	12138.1	11328.9	135947	0.0483617	0.124821	20526	210206	0.08
0.121202	92339.1	8702.67	417.706	195.297	195297	328.468	8719.86	8138.54	97662.5	0.0497882	0.121202	20437.5	209300	0.08
0.180258	103684	8296.8	446.299	61.6228	61622.8	100.9	2748.88	2565.62	30787.5	0.0326157	0.180258	21500.6	220186	0.08
0.0324602	4843.09	19746	52.0773	533.889	533889	289.573	4635.7	4326.65	51919.8	0.100353	0.0324602	17275.4	176917	0.08
0.0390877	5065.4	19441.5	53.6836	530.791	530791	290.715	4702.37	4388.88	52666.5	0.0965874	0.0390877	17512.6	179346	0.08
0.153592	93527.5	8772.13	426.624	74.6715	74671.5	133.714	3534.28	3298.66	39584	0.0389275	0.153592	21110.5	216191	0.08
0.111157	86512	8996.9	405.283	271.449	271449	348.468	9082.9	8477.37	101728	0.0540676	0.111157	20171.8	206578	0.08
0.140483	93097.7	8748.25	423.449	100.133	100133	202.218	5352.95	4996.08	59953	0.0428336	0.140483	20868.7	213715	0.08
0.154697	93763.3	8762.23	427.192	73.4273	73427.3	130.34	3447.23	3217.42	38609	0.038625	0.154697	21129.2	216383	0.08
0.0576208	292058	3526.38	610.481	514.346	514346	462.018	18304.7	17084.4	205013	0.0847751	0.0576208	18254.8	186947	0.08
0.0264707	4678.41	19990.5	50.8815	535.906	535906	288.671	4583.54	4277.97	51335.7	0.103373	0.0264707	17085.1	174967	0.08
0.059375	44239.6	12212.4	288.783	511.912	511912	330.64	7209.24	6728.63	80743.5	0.0836222	0.059375	18327.1	187687	0.08
0.0381855	5032.6	19484.7	53.447	531.276	531276	290.552	4692.8	4379.94	52559.3	0.0971215	0.0381855	17479	179002	0.08
0.0571767	293196	3511.28	611.182	514.931	514931	462.451	18348.4	17125.1	205502	0.085067	0.0571767	18236.5	186759	0.08
0.0481438	5441.82	18984.9	56.3913	524.536	524536	292.466	4805.97	4485.57	53826.8	0.0909574	0.0481438	17866.7	182972	0.08
0.0562252	40657.8	12599.4	274.647	516.146	516146	327.71	7009.73	6542.42	78509	0.0856923	0.0562252	18197.2	186357	0.08
0.156543	655507	1445.39	909.176	71.5692	71569.2	182.879	9039.21	8436.59	101239	0.0381285	0.156543	21159.9	216698	0.08
0.0651953	534488	1755.79	791.486	502.267	502267	519.756	24779.4	23127.4	277529	0.0798154	0.0651953	18565.6	190130	0.08
0.109726	85517.7	9050.84	403.167	282.789	282789	349.582	9081.75	8476.3	101716	0.054717	0.109726	20131.4	206165	0.08
0.0455377	5324.37	19120	55.5475	526.624	526624	291.944	4774.85	4456.53	53478.3	0.0926187	0.0455377	17762.3	181903	0.08
0.12292	93010.6	8672.83	419.233	183.611	183611	321.935	8562.49	7991.66	95899.9	0.0491038	0.12292	20480	209735	0.08
0.0841164	11566.6	16151.5	102.009	446.515	446515	304.331	5561.16	5190.42	62285	0.068066	0.0841164	19300.1	197651	0.08
0.109286	85207.4	9067.85	402.503	286.271	286271	349.868	9079.7	8474.38	101693	0.0549187	0.109286	20118.9	206037	0.08
0.0190375	4520.7	20241.1	49.7303	537.624	537624	287.763	4531.31	4229.22	50750.6	0.106461	0.0190375	16890.2	172972	0.08
0.137561	93525.1	8711.49	423.52	109.451	109451	224.404	5953.97	5557.04	66684.5	0.0437893	0.137561	20809.5	213109	0.08
0.146194	92723.2	8792.4	423.981	86.2009	86200.9	165.449	4367.54	4076.37	48916.5	0.0410575	0.146194	20978.7	214842	0.08
0.0286182	4733.57	19906.7	51.2827	535.257	535257	288.979	4601.28	4294.53	51534.3	0.102339	0.0286182	17150.3	175635	0.08
0.0920639	72194.9	9858.22	372.928	407.106	407106	349.768	8658.78	8081.52	96978.3	0.0635745	0.0920639	19580.2	200520	0.08
0.103542	212612	4861.38	559.487	330.757	330757	421.178	14796.1	13809.7	165717	0.0576396	0.103542	19949.7	204304	0.08
0.0951044	74564.1	9702.73	378.624	389.019	389019	350.735	8761.94	8177.81	98133.7	0.0619377	0.0951044	19682.1	201564	0.08
0.124325	93461	8654.16	420.314	174.465	174465	315.713	8406.89	7846.43	94157.2	0.0485536	0.124325	20514.1	210084	0.08
0.0891829	592320	1566.33	842.923	422.694	422694	524.569	25562.2	23858.1	286297	0.0651676	0.0891829	19480.9	199503	0.08
0.0283619	4726.75	19916.9	51.2332	535.338	535338	288.941	4599.1	4292.5	51510	0.102466	0.0283619	17142.3	175554	0.08
0.0372005	4997.71	19531.3	53.1953	531.781	531781	290.376	4682.51	4370.35	52444.2	0.0976977	0.0372005	17442.7	178630	0.08
0.0398914	5095.31	19402.6	53.8992	530.341	530341	290.862	4711.02	4396.95	52763.4	0.0961067	0.0398914	17542.9	179656	0.08
0.0755952	58958.6	10839.9	337.667	477.244	477244	341.844	8007.69	7473.84	89686.1	0.0731986	0.0755952	18979.5	194369	0.08
0.00874484	4387.18	20466.9	48.7498	538.923	538923	286.957	4485.28	4186.26	50235.2	0.109232	0.00874484	16715.2	171180	0.08
0.0806438	63104.9	10509.9	349.418	460.351	460351	344.64	8221.31	7673.22	92078.7	0.0701206	0.0806438	19171.8	196338	0.08
0.152612	190979	5431.07	550.526	75.8655	75865.5	156.708	5251.61	4901.5	58818	0.0391991	0.152612	21093.7	216019	0.08
0.0243531	4628.24	20068.4	50.516	536.475	536475	288.387	4567.17	4262.69	51152.3	0.104334	0.0243531	17024.4	174347	0.08
0.144634	92743.7	8785.26	423.713	89.5004	89500.4	174.439	4606.91	4299.78	51597.4	0.0415308	0.144634	20949.4	214542	0.08
0.0801539	13142.6	15909.3	114.102	462.151	462151	305.906	5645	5268.67	63224	0.0704147	0.0801539	19153.5	196150	0.08
0.0207268	4552.03	20189.9	49.9596	537.299	537299	287.947	4541.87	4239.07	50868.9	0.105832	0.0207268	16930	173379	0.08
0.0829626	241661	4302.33	579.158	451.326	451326	440.389	16241.5	15158.7	181905	0.0687427	0.0829626	19257.8	197219	0.08
0.0963493	75528.1	9641.02	380.897	381.138	381138	351.059	8801.97	8215.17	98582	0.0612809	0.0963493	19723	201983	0.08
0.168054	98183.1	8554.96	436.268	64.4874	64487.4	107.265	2874.29	2682.67	32192.1	0.0352629	0.168054	21337	218512	0.08
0.0858022	585463	1586.52	836.728	439.084	439084	524.447	25496.2	23796.4	285557	0.0670882	0.0858022	19361.1	198276	0.08
0.115021	199820	5142.23	550.274	241.078	241078	400	13725.3	12810.3	153723	0.0523647	0.115021	20277.5	207662	0.08
0.110496	204477	5036.71	553.63	276.686	276686	410.418	14206.9	13259.8	159118	0.0543662	0.110496	20153.2	206388	0.08
0.0743225	15070.9	15665.2	128.744	480.959	480959	307.536	5732.12	5349.98	64199.7	0.0739901	0.0743225	18930.1	193862	0.08
0.0197356	4533.33	20220.4	49.8228	537.494	537494	287.837	4535.57	4233.2	50798.4	0.106206	0.0197356	16906.3	173137	0.08
0.148202	92796.8	8795.58	424.479	82.4435	82443.5	155.103	4093.6	3820.69	45848.3	0.0404607	0.148202	21015.6	215220	0.08
0.0690548	53387.9	11320.1	320.637	494.304	494304	337.801	7711.5	7197.4	86368.8	0.0773239	0.0690548	18721.6	191727	0.08
0.0543571	24728.2	14523.4	194.939	518.378	518378	314.648	6156.48	5746.05	68952.6	0.0869184	0.0543571	18120.3	185569	0.08
0.112334	202511	5080.7	552.208	262.134	262134	406.622	14024	13089	157068	0.0535411	0.112334	20204.5	206913	0.08
0.10369	81120.8	9299.79	393.623	329.644	329644	351.739	9000.37	8400.34	100804	0.0575674	0.10369	19954.2	204350	0.08
0.0614473	19999.6	15095.6	164.3	508.77	508770	311.123	5938.96	5543.03	66516.3	0.0822623	0.0614473	18412.3	188560	0.08
0.171517	99645.8	8485.38	439.02	63.3633	63363.3	104.633	2816.23	2628.48	31541.8	0.0344734	0.171517	21385.8	219011	0.08
0.0636062	529770	1773.38	787.38	505.161	505161	519.151	24700.8	23054.1	276649	0.0808503	0.0636062	18500.8	189466	0.08
0.126077	93887.9	8638.51	421.436	163.637	163637	306.812	8177.97	7632.77	91593.3	0.0478804	0.126077	20555.9	210512	0.08
0.074899	58377.9	10887.9	335.962	479.302	479302	341.436	7977.26	7445.45	89345.4	0.0736308	0.074899	18952.5	194092	0.08
0.100544	216397	4782.99	562.167	352.681	352681	424.69	15019.4	14018.1	168217	0.0591257	0.100544	19857.2	203357	0.08
0.0031403	4356.02	20521.5	48.5201	539.206	539206	286.765	4474.3	4176.01	50112.1	0.1099	0.0031403	16673	170747	0.08
0.152756	93367	8778.58	426.22	75.685	75685	136.479	3605.9	3365.51	40386.1	0.0391591	0.152756	21096.1	216045	0.08
0.00556257	4365.89	20504.1	48.5929	539.117	539117	286.826	4477.79	4179.27	50151.2	0.109688	0.00556257	16686.4	170885	0.08
0.0783797	7754.63	17252.6	73.1598	468.373	468373	299.287	5238.55	4889.32	58671.8	0.0714882	0.0783797	19086.4	195463	0.08
0.0953485	223306	4644.48	566.965	387.496	387496	429.909	15386	14360.3	172323	0.0618083	0.0953485	19690.2	201647	0.08
0.0504168	5550.75	18865.1	57.1735	522.49	522490	292.932	4833.88	4511.62	54139.4	0.0894898	0.0504168	17958.9	183916	0.08
0.149143	92869.9	8794.74	424.771	80.8589	80858.9	150.724	3978.25	3713.03	44556.4	0.0401861	0.149143	21032.6	215394	0.08
0.030269	4778.91	19839.3	51.612	534.703	534703	289.227	4615.66	4307.95	51695.4	0.101506	0.030269	17202.8	176173	0.08
0.0102593	4400.64	20443.5	48.8489	538.798	538798	287.04	4490	4190.66	50288	0.108946	0.0102593	16733.3	171365	0.08
0.0807699	63207.2	10502.1	349.699	459.882	459882	344.707	8226.49	7678.06	92136.7	0.0700451	0.0807699	19176.5	196386	0.08
0.146573	92728.4	8793.52	424.062	85.4511	85451.1	163.391	4312.92	4025.39	48304.7	0.0409438	0.146573	20985.7	214914	0.08
0.0590747	6028.8	18395.9	60.6068	512.343	512343	294.78	4946.17	4616.43	55397.1	0.0838196	0.0590747	18314.7	187560	0.08
0.0183352	4508.46	20261.2	49.6407	537.749	537749	287.69	4527.16	4225.35	50704.2	0.106709	0.0183352	16874.6	172812	0.08
0.045328	5315.25	19130.8	55.482	526.781	526781	291.902	4772.39	4454.23	53450.8	0.0927512	0.045328	17753.9	181817	0.08
0.205337	117998	7681.98	469.601	60.2098	60209.8	99.5831	2825.69	2637.31	31647.7	0.0282006	0.205337	21773	222977	0.08
0.000271727	4351.44	20529.5	48.4863	539.247	539247	286.736	4472.68	4174.5	50094	0.109999	0.000271727	16666.7	170683	0.08
0.0747801	58278.6	10896.1	335.669	479.647	479647	341.366	7972.05	7440.58	89286.9	0.0737048	0.0747801	18947.9	194045	0.08
0.048966	5480.51	18941.8	56.6692	523.821	523821	292.634	4815.98	4494.92	53939	0.0904282	0.048966	17899.9	183313	0.08
0.0832994	65249.2	10347.8	355.224	449.944	449944	345.996	8328.92	7773.66	93283.9	0.0685445	0.0832994	19270.2	197346	0.08
0.0982062	219452	4721.05	564.304	368.889	368889	427.146	15186.6	14174.2	170090	0.0603158	0.0982062	19783.1	202598	0.08
0.0446983	5288.16	19163	55.2873	527.243	527243	291.778	4765.04	4447.37	53368.5	0.0931478	0.0446983	17729	181562	0.08
0.0442369	5268.59	19186.5	55.1465	527.573	527573	291.688	4759.7	4442.38	53308.6	0.0934373	0.0442369	17710.8	181376	0.08
0.0951158	74573	9702.16	378.645	388.948	388948	350.738	8762.31	8178.16	98137.9	0.0619317	0.0951158	19682.5	201568	0.08
0.14262	649563	1447.97	901.43	94.3037	94303.7	273.395	13509	12608.4	151301	0.0421549	0.14262	20910.7	214146	0.08
0.0409947	5137.44	19348.7	54.2028	529.693	529693	291.067	4723.08	4408.21	52898.5	0.0954397	0.0409947	17584.9	180086	0.08
0.0347007	4913.46	19646.6	52.5866	532.956	532956	289.943	4657.26	4346.78	52161.3	0.0991237	0.0347007	17352.9	177711	0.08
0.140504	93094.9	8748.5	423.449	100.07	100070	202.061	5348.7	4992.12	59905.4	0.0428266	0.140504	20869.1	213720	0.08
0.072231	260277	3989.73	590.926	486.632	486632	449.069	17036.1	15900.4	190805	0.0753032	0.072231	18848	193021	0.08
0.111569	86793	8981.83	405.879	268.19	268190	348.092	9081.53	8476.09	101713	0.0538828	0.111569	20183.2	206696	0.08
0.03381	4884.91	19686.6	52.38	533.34	533340	289.794	4648.56	4338.66	52063.9	0.0996184	0.03381	17321.8	177391	0.08
0.0609843	45896.5	12040.6	294.974	509.498	509498	331.975	7301.22	6814.47	81773.6	0.0825659	0.0609843	18393.3	188365	0.08
0.0590133	21283.2	14943.6	172.974	512.43	512430	312.055	5995.5	5595.8	67149.6	0.0838599	0.0590133	18312.2	187534	0.08
0.102601	80303.4	9347.92	391.809	337.76	337760	351.81	8976.12	8377.71	100532	0.0581011	0.102601	19921	204010	0.08
0.0313086	4808.79	19795.5	51.8287	534.329	534329	289.389	4625.03	4316.7	51800.4	0.100966	0.0313086	17236.9	176522	0.08
0.0984182	77121.6	9540.91	384.6	367.455	367455	351.489	8865.08	8274.07	99288.9	0.0602067	0.0984182	19789.9	202668	0.08
0.087755	68802.8	10090.8	364.481	429.863	429863	348.066	8501.85	7935.06	95220.8	0.0659721	0.087755	19430.7	198989	0.08
0.102692	80372	9343.86	391.962	337.087	337087	351.807	8978.23	8379.68	100556	0.0580562	0.102692	19923.8	204038	0.08
0.137063	191692	5376.39	547.865	111.209	111209	261.259	8794.19	8207.91	98494.9	0.0439558	0.137063	20799.2	213004	0.08
0.0482916	319702	3186.12	627.705	524.409	524409	471.98	19328.6	18040	216480	0.0908624	0.0482916	17872.6	183033	0.08
0.106013	621257	1487.36	869.414	311.917	311917	518.62	25507.3	23806.9	285682	0.0564489	0.106013	20023.7	205062	0.08
0.103229	213000	4853.28	559.763	333.093	333093	421.567	14820	13832	165984	0.0577923	0.103229	19940.2	204207	0.08
0.0489164	5478.15	18944.4	56.6522	523.865	523865	292.624	4815.37	4494.35	53932.2	0.0904602	0.0489164	17897.9	183292	0.08
0.0829256	12107.4	16061.7	106.162	451.477	451477	304.9	5591.76	5218.97	62627.7	0.0687645	0.0829256	19256.5	197205	0.08
0.0818936	8354.11	16990.5	77.6055	455.592	455592	300.31	5309.45	4955.48	59465.8	0.069375	0.0818936	19218.4	196815	0.08
0.0879822	233877	4443.08	574.077	428.747	428747	436.31	15891.8	14832.3	177988	0.0658434	0.0879822	19438.7	199071	0.08
0.0620538	46955.9	11933.2	298.826	507.792	507792	332.821	7359.85	6869.2	82430.4	0.081865	0.0620538	18437.2	188815	0.08
0.0706959	54813.5	11192.9	325.144	490.476	490476	338.862	7788.16	7268.95	87227.4	0.0762761	0.0706959	18787.1	192398	0.08
0.0943811	224641	4618.36	567.879	393.473	393473	430.799	15452.7	14422.5	173071	0.0623229	0.0943811	19658.1	201318	0.08
0.22642	688483	1375.03	940.636	60.0419	60041.9	140.083	6981.99	6516.53	78198.3	0.0253181	0.22642	21950.7	224796	0.08
0.118696	91147.9	8758.82	415.107	213.253	213253	336.07	8890.26	8297.58	99570.9	0.0508115	0.118696	20374	208649	0.08
0.121093	92292.4	8704.81	417.602	196.056	196056	328.845	8728.68	8146.77	97761.2	0.0498321	0.121093	20434.8	209272	0.08
0.0417503	5167.02	19311.3	54.4157	529.228	529228	291.21	4731.46	4416.03	52992.4	0.0949784	0.0417503	17613.9	180383	0.08
0.0946748	74230.6	9724.29	377.832	391.676	391676	350.612	8747.81	8164.62	97975.5	0.0621662	0.0946748	19667.9	201418	0.08
0.159441	95044.5	8704.22	430.024	69.1379	69137.9	118.942	3157.24	2946.76	35361.1	0.0373702	0.159441	21206.8	217178	0.08
0.0977531	76610.6	9572.76	383.42	371.931	371931	351.367	8845.29	8255.61	99067.3	0.0605497	0.0977531	19768.6	202449	0.08
0.0598347	6076.26	18353.8	60.9481	511.241	511241	294.946	4956.46	4626.03	55512.4	0.0833203	0.0598347	18346	187881	0.08
0.0635586	48402.5	11789.5	303.96	505.245	505245	333.966	7439.65	6943.67	83324	0.0808813	0.0635586	18498.8	189446	0.08
0.057145	22446.8	14803.5	180.609	514.973	514973	312.914	6048.38	5645.15	67741.8	0.0850878	0.057145	18235.2	186746	0.08
0.0843973	11419.2	16177.5	100.877	445.31	445310	304.171	5552.42	5182.26	62187.1	0.0679021	0.0843973	19310.3	197756	0.08
0.0208502	4554.42	20186.1	49.9771	537.274	537274	287.961	4542.67	4239.82	50877.9	0.105784	0.0208502	16933	173410	0.08
0.0629456	47818.8	11847.1	301.905	506.304	506304	333.506	7407.49	6913.66	82963.9	0.0812817	0.0629456	18473.8	189189	0.08
0.0132892	4433.98	20386.2	49.0941	538.484	538484	287.243	4501.6	4201.5	50418	0.108244	0.0132892	16777.6	171819	0.08
0.0618693	46775.1	11951.4	298.174	508.093	508093	332.677	7349.86	6859.87	82318.4	0.0819859	0.0618693	18429.6	188737	0.08
0.164015	186153	5558.24	547.345	66.2729	66272.9	126.303	4189.63	3910.32	46923.9	0.0362248	0.164015	21277.6	217903	0.08
0.125695	93807.9	8641.19	421.213	165.941	165941	308.861	8231.17	7682.43	92189.1	0.0480259	0.125695	20546.9	210420	0.08
0.0813708	63694.1	10464.8	351.031	457.613	457613	345.02	8251.09	7701.02	92412.2	0.0696861	0.0813708	19199	196616	0.08
0.113758	88244.7	8905.14	408.95	250.929	250929	345.602	9059.44	8455.47	101466	0.0529135	0.113758	20243.5	207313	0.08
0.0747068	58217.3	10901.2	335.487	479.859	479859	341.323	7968.83	7437.57	89250.9	0.0737505	0.0747068	18945.1	194016	0.08
0.0680755	52525.7	11398.5	317.858	496.458	496458	337.151	7664.89	7153.9	85846.8	0.0779527	0.0680755	18682.2	191324	0.08
0.0663246	6528.29	17988.8	64.2071	500.08	500080	296.395	5047.31	4710.82	56529.8	0.0790829	0.0663246	18611.5	190599	0.08
0.120617	92082.1	8714.5	417.136	199.399	199399	330.44	8765.67	8181.29	98175.5	0.0500245	0.120617	20422.8	209150	0.08
0.0219513	4576.4	20150.6	50.1377	537.041	537041	288.089	4550.01	4246.68	50960.2	0.105348	0.0219513	16960.5	173692	0.08
0.169585	98818.4	8524.68	437.472	63.9507	63950.7	105.995	2845.73	2656.01	31872.1	0.03491	0.169585	21358.8	218735	0.08
0.0931778	73065.2	9800.46	375.04	400.674	400674	350.148	8697.39	8117.56	97410.7	0.0629695	0.0931778	19617.9	200906	0.08
0.0518308	32695.8	13531.8	238.783	521.101	521101	321.088	6569.76	6131.78	73581.3	0.0885703	0.0518308	18016.6	184508	0.08
0.139233	93270	8733.16	423.466	103.919	103919	211.508	5604.15	5230.54	62766.5	0.0432382	0.139233	20843.6	213459	0.08
0.125145	642761	1441.36	890.73	169.318	169318	453.425	22422.2	20927.4	251129	0.0482369	0.125145	20533.8	210286	0.08
0.150367	191560	5413.73	550.705	78.9511	78951.1	166.618	5591.57	5218.8	62625.5	0.0398333	0.150367	21054.4	215618	0.08
0.1104	85988.9	9025.17	404.171	277.451	277451	349.094	9083.38	8477.83	101734	0.05441	0.1104	20150.5	206360	0.08
0.0791013	248019	4191.86	583.229	465.898	465898	443.488	16518.3	15417.1	185006	0.07105	0.0791013	19113.8	195744	0.08
0.0365158	4974.02	19563.3	53.0243	532.118	532118	290.255	4675.48	4363.78	52365.3	0.0980936	0.0365158	17417.8	178375	0.08
0.0838023	65652.9	10317.8	356.298	447.846	447846	346.243	8348.93	7792.33	93508	0.0682496	0.0838023	19288.6	197534	0.08
0.0132312	4433.26	20387.5	49.0888	538.49	538490	287.239	4501.35	4201.26	50415.2	0.108259	0.0132312	16776.7	171809	0.08
0.123163	93095.2	8669.22	419.432	181.999	181999	320.915	8537.32	7968.16	95617.9	0.0490079	0.123163	20485.9	209796	0.08
0.139261	93266.1	8733.5	423.465	103.833	103833	211.303	5598.6	5225.36	62704.4	0.0432294	0.139261	20844.2	213464	0.08
0.131226	94277.3	8640.74	423.298	135.709	135709	273.649	7292.99	6806.79	81681.5	0.0459784	0.131226	20673.8	211720	0.08
0.139431	93241.4	8735.63	423.462	103.301	103301	210.018	5563.82	5192.9	62314.7	0.0431739	0.139431	20847.6	213500	0.08
0.0635568	19027.8	15208.8	157.56	505.248	505248	310.428	5897.3	5504.15	66049.8	0.0808825	0.0635568	18498.8	189445	0.08
0.0754211	14711.5	15708.3	126.036	477.765	477765	307.251	5716.65	5335.54	64026.5	0.0733065	0.0754211	18972.8	194300	0.08
0.0966538	221529	4679.57	565.743	379.17	379170	428.675	15295.4	14275.7	171309	0.0611215	0.0966538	19733	202085	0.08
0.116144	89724.2	8829.24	412.075	232.421	232421	341.775	9001.49	8401.39	100817	0.0518832	0.116144	20307.5	207968	0.08
0.0710411	16169.2	15536.9	136.939	489.634	489634	308.37	5778.27	5393.05	64716.6	0.0760567	0.0710411	18800.8	192539	0.08
0.041162	5143.94	19340.4	54.2496	529.591	529591	291.099	4724.93	4409.93	52919.2	0.0953378	0.041162	17591.3	180151	0.08
0.124446	192894	5312.76	545.801	173.699	173699	361.089	12217.7	11403.2	136838	0.0485068	0.124446	20517	210114	0.08
0.0724104	15704.7	15590.6	133.488	486.166	486166	308.023	5758.9	5374.98	64499.7	0.07519	0.0724104	18855.1	193094	0.08
0.0728443	259128	4008.1	590.211	485.023	485023	448.563	16988.3	15855.8	190269	0.0749166	0.0728443	18872.1	193269	0.08
0.0600646	44960.1	12137.1	291.501	510.9	510900	331.222	7249.27	6765.99	81191.8	0.0831693	0.0600646	18355.5	187978	0.08
0.089056	69831.4	10019	367.081	423.346	423346	348.615	8550.4	7980.37	95764.5	0.0652386	0.089056	19476.4	199457	0.08
0.0788043	248523	4183.28	583.549	466.926	466926	443.726	16540	15437.3	185248	0.0712301	0.0788043	19102.5	195628	0.08
0.11549	199374	5152.57	549.958	237.446	237446	398.688	13668.6	12757.3	153088	0.0521627	0.11549	20290.1	207790	0.08
0.0941941	73856.9	9748.57	376.941	394.609	394609	350.469	8731.81	8149.69	97796.3	0.0624229	0.0941941	19651.9	201254	0.08
0.0610421	20199.4	15072.1	165.667	509.408	509408	311.267	5947.64	5551.13	66613.6	0.0825279	0.0610421	18395.7	188389	0.08
0.080225	62764.7	10536.2	348.48	461.893	461893	344.419	8204.04	7657.1	91885.2	0.070372	0.080225	19156.1	196177	0.08
0.0745496	255992	4058.83	588.254	480.311	480311	447.166	16857.2	15733.4	188800	0.0738484	0.0745496	18938.9	193953	0.08
0.0868374	68075	10142.2	362.62	434.279	434279	347.662	8467.06	7902.59	94831.1	0.0664943	0.0868374	19398.1	198656	0.08
0.0758203	14581.3	15724.1	125.052	476.566	476566	307.146	5710.98	5330.25	63963	0.0730592	0.0758203	18988.3	194458	0.08
0.0767071	59880.9	10764.5	340.344	473.828	473828	342.483	8055.77	7518.72	90224.6	0.072512	0.0767071	19022.4	194808	0.08
0.0964566	75611	9635.75	381.091	380.447	380447	351.085	8805.35	8218.32	98619.9	0.0612247	0.0964566	19726.5	202019	0.08
0.0577888	291630	3532.07	610.218	514.121	514121	461.856	18288.3	17069.1	204829	0.0846646	0.0577888	18261.7	187017	0.08
0.042992	341680	2951.49	641.883	528.426	528426	479.15	20088	18748.8	224986	0.094213	0.042992	17662	180876	0.08
0.00483909	4362.37	20510.3	48.5669	539.149	539149	286.804	4476.54	4178.11	50137.3	0.109764	0.00483909	16681.6	170836	0.08
0.0661541	6515.19	17998.6	64.1124	500.417	500417	296.357	5044.85	4708.52	56502.3	0.0791933	0.0661541	18604.6	190529	0.08
