"# (R23 - production T).gT"	"[Z]"	"[mu2]"	"[mZ]"	"[mF]"	"[F]"	"[mP]"	"[PE]"	"[PG]"	"[PM]"	"[I]"	"[T]"	"[mS]"	"[S]"	"(R21 - production I).n_6"
0.115249	90414.7	8782.77	412.95	320.664	320664	356.933	9428.03	8799.5	105594	0.0569933	0.115249	20283.6	207724	1
0.0500877	5532.64	18886	57.0471	493.015	493015	292.499	4823.19	4501.65	54019.8	0.0769614	0.0500877	17945.5	183779	1
0.228841	695591	1346.78	944.594	86.5242	86524.2	244.889	12246.9	11430.5	137165	0.0411058	0.228841	21968.7	224980	1
0.225552	695038	1346.94	943.875	88.6301	88630.1	253.306	12667.6	11823.1	141877	0.0414099	0.225552	21944.1	224729	1
0.0863313	236463	4395.9	575.804	412.771	412771	436.837	15977.3	14912.1	178946	0.0641312	0.0863313	19380.1	198470	1
0.103402	81060.4	9301.83	393.422	360.275	360275	353.736	9050.34	8446.98	101364	0.0596722	0.103402	19945.4	204260	1
0.0740235	57592.3	10954.3	333.656	445.212	445212	340.145	7918.5	7390.6	88687.2	0.0678889	0.0740235	18918.4	193743	1
0.14238	114213	7695.08	455.314	231.736	231736	355.489	10078.1	9406.25	112875	0.051845	0.14238	20906	214098	1
0.0536343	302892	3386.75	617.191	487.186	487186	465.424	18689.3	17443.4	209320	0.0754387	0.0536343	18090.6	185265	1
0.0970685	220948	4691.05	565.334	380.59	380590	428.493	15273.8	14255.6	171067	0.0612363	0.0970685	19746.4	202223	1
0.168118	680027	1355.62	925.216	164.325	164325	450.011	22481.4	20982.6	251791	0.047924	0.168118	21338	218521	1
0.0930049	72906	9811.25	374.666	393.144	393144	349.753	8682.11	8103.31	97239.7	0.062294	0.0930049	19612	200846	1
0.102004	79965.2	9366.91	391.005	364.827	364827	353.258	9002.76	8402.58	100831	0.0600089	0.102004	19902.6	203822	1
0.0128081	4427.94	20396.8	49.0502	532.666	532666	287.151	4498.6	4198.69	50384.3	0.0987597	0.0128081	16769.9	171740	1
0.0641659	18790	15237.5	155.901	467.348	467348	309.699	5876.34	5484.58	65815	0.0713048	0.0641659	18523.6	189700	1
0.0563442	40755.3	12589.3	275.063	482.448	482448	327.309	7004.64	6537.67	78452	0.0743218	0.0563442	18202.2	186408	1
0.0653766	18288	15295.4	152.346	464.817	464817	309.326	5854.98	5464.65	65575.8	0.0708634	0.0653766	18573	190205	1
0.184897	686472	1348.36	932.529	132.652	132652	393.926	19696.5	18383.4	220601	0.0457494	0.184897	21556.9	220764	1
0.107995	206747	4984.85	555.102	345.096	345096	419.732	14592.6	13619.7	163437	0.0585973	0.107995	20081.8	205657	1
0.032107	4831.74	19763	51.9967	516.611	516611	289.332	4629.19	4320.58	51846.9	0.0859393	0.032107	17263.5	176795	1
0.084523	11397.1	16183.1	100.718	417.856	417856	303.5	5538.93	5169.67	62036	0.0646519	0.084523	19314.9	197803	1
0.130735	652650	1410.02	898.394	268.608	268608	513.346	25479.8	23781.1	285374	0.0539064	0.130735	20662.9	211608	1
0.130949	179689	5616.9	533.149	267.905	267905	397.31	13117.8	12243.3	146919	0.0538667	0.130949	20667.7	211657	1
0.0750195	58426.1	10884.6	336.13	442.781	442781	340.726	7962.07	7431.27	89175.2	0.0675651	0.0750195	18957.2	194140	1
0.0352338	4930.08	19624.3	52.7087	513.171	513171	289.823	4658.85	4348.26	52179.1	0.0842065	0.0352338	17371.8	177904	1
0.0296225	4760.25	19867.5	51.478	519.163	519163	288.964	4607.1	4299.96	51599.6	0.0873756	0.0296225	17182	175960	1
0.0696429	53852.1	11279.1	322.14	455.48	455480	337.467	7720.63	7205.92	86471.1	0.0693579	0.0696429	18745.1	191968	1
0.0178398	4499.83	20275.8	49.5782	529.263	529263	287.556	4522.87	4221.35	50656.1	0.0950123	0.0178398	16863.9	172702	1
0.131289	179295	5626.88	532.801	266.788	266788	396.901	13093.9	12221	146651	0.0538035	0.131289	20675.2	211734	1
0.0808224	63195.7	10503.7	349.694	427.928	427928	343.932	8207.27	7660.12	91921.4	0.0657498	0.0808224	19178.5	196406	1
0.00489334	4362.55	20510	48.5685	537.059	537059	286.786	4476.29	4177.87	50134.5	0.105382	0.00489334	16681.9	170839	1
0.188995	687657	1347.66	933.996	126.31	126310	378.536	18928.6	17666.7	212001	0.0452566	0.188995	21604.3	221249	1
0.0541283	301489	3404.37	616.321	486.34	486340	464.902	18636.5	17394.1	208729	0.0752322	0.0541283	18110.9	185473	1
0.173151	682269	1352.56	927.657	153.818	153818	434.759	21727.3	20278.8	243346	0.0472437	0.173151	21408.2	219240	1
0.0696476	53856.2	11278.7	322.153	455.469	455469	337.47	7720.85	7206.13	86473.5	0.0693563	0.0696476	18745.3	191970	1
0.140243	112040	7783.36	451.813	238.264	238264	356.216	10038.8	9369.56	112435	0.0522082	0.140243	20863.9	213667	1
0.0915326	71745.8	9888.7	371.846	397.585	397585	349.113	8627.29	8052.14	96625.6	0.0626883	0.0915326	19562	200334	1
0.000275723	4351.44	20529.6	48.4863	539.134	539134	286.735	4472.66	4174.48	50093.8	0.109728	0.000275723	16666.7	170683	1
0.227324	695336	1346.86	944.265	87.4753	87475.3	248.701	12437.4	11608.3	139299	0.0412453	0.227324	21957.5	224865	1
0.162941	677405	1359.69	922.455	176.066	176066	463.977	23167.8	21623.2	259479	0.048651	0.162941	21261.3	217736	1
0.0842224	65937.1	10297.6	357.076	418.691	418691	345.678	8344.83	7788.51	93462.1	0.0647394	0.0842224	19303.9	197691	1
0.136935	108847	7916.56	446.545	248.601	248601	357.105	9974.64	9309.67	111716	0.0527837	0.136935	20796.5	212976	1
0.0690482	545300	1716.95	800.98	456.82	456820	520.032	24903.1	23242.9	278915	0.0695632	0.0690482	18721.3	191724	1
0.0698464	6811.62	17791.1	66.2664	455.018	455018	296.582	5087.4	4748.24	56978.9	0.069288	0.0698464	18753.2	192051	1
0.189822	687881	1347.55	934.28	125.092	125092	375.394	18771.8	17520.3	210244	0.0451589	0.189822	21613.6	221344	1
0.0368446	4984.42	19550	53.1015	511.296	511296	290.088	4674.88	4363.22	52358.7	0.0833448	0.0368446	17429.7	178497	1
0.0777599	60695.3	10699.7	342.704	435.913	435913	342.277	8079.62	7540.98	90491.8	0.0666931	0.0777599	19062.8	195221	1
0.11861	93116.5	8643.95	418.249	309.261	309261	357.516	9526.17	8891.09	106693	0.0562861	0.11861	20371.8	208627	1
0.115692	197404	5191.66	547.933	319.161	319161	413.066	14115.9	13174.8	158098	0.0568988	0.115692	20295.5	207845	1
0.147096	159838	6153.3	514.252	217.77	217770	373.479	11826.7	11038.3	132459	0.0510653	0.147096	20995.4	215013	1
0.0408537	5130.83	19358	54.1577	506.314	506314	290.777	4716.85	4402.4	52828.8	0.0812857	0.0408537	17579.5	180031	1
0.0564251	40855	12578.2	275.47	482.303	482303	327.39	7010.17	6542.82	78513.9	0.0742891	0.0564251	18205.5	186442	1
0.134526	106623	8011.94	442.787	256.283	256283	357.576	9924.83	9263.17	111158	0.0532128	0.134526	20745.8	212457	1
0.0621509	19688.7	15133.1	162.172	471.444	471444	310.367	5915.08	5520.74	66248.9	0.0720542	0.0621509	18441.2	188856	1
0.090877	71228.4	9923.68	370.575	399.543	399543	348.823	8602.66	8029.15	96349.8	0.0628659	0.090877	19539.6	200104	1
0.0346761	4911.85	19649.6	52.5769	513.803	513803	289.733	4653.41	4343.19	52118.2	0.0845097	0.0346761	17352	177702	1
0.0623356	47184.6	11911	299.667	471.074	471074	332.43	7359.54	6868.91	82426.9	0.0719848	0.0623356	18448.8	188933	1
0.0469033	5383.32	19052.6	55.9743	497.9	497900	291.887	4785.15	4466.14	53593.6	0.0783913	0.0469033	17816.8	182461	1
0.148166	667964	1377.08	913.005	214.694	214694	493.928	24612.2	22971.4	275657	0.0508926	0.148166	21014.9	215213	1
0.0772243	251334	4136.11	585.357	437.276	437276	444.057	16622.9	15514.8	186177	0.0668614	0.0772243	19042.3	195012	1
0.0509156	5573.45	18842.1	57.3402	491.691	491691	292.66	4833.3	4511.08	54133	0.0765996	0.0509156	17979.2	184125	1
0.0980451	76863.7	9556.66	383.993	377.513	377513	351.804	8864.75	8273.77	99285.2	0.0609886	0.0980451	19778	202545	1
0.0839967	11668.2	16135.6	102.8	419.316	419316	303.785	5554.74	5184.42	62213.1	0.0648053	0.0839967	19295.7	197607	1
0.0062078	4369.36	20498.1	48.6187	536.405	536405	286.822	4478.61	4180.03	50160.4	0.104213	0.0062078	16691.2	170934	1
0.0118317	4416.71	20416	48.9676	533.269	533269	287.087	4494.78	4195.12	50341.5	0.0995259	0.0118317	16754.9	171587	1
0.195421	689289	1347.09	936.1	117.364	117364	354.016	17703.7	16523.5	198282	0.0445115	0.195421	21674.3	221966	1
0.119094	193393	5284	544.731	307.618	307618	409.904	13902	12975.2	155702	0.056186	0.119094	20384.2	208754	1
0.142716	114565	7680.94	455.876	230.718	230718	355.363	10084.2	9411.93	112943	0.0517884	0.142716	20912.6	214165	1
0.0764283	59596.9	10788.4	339.55	439.283	439283	341.532	8022.92	7488.06	89856.7	0.0671134	0.0764283	19011.7	194698	1
0.0263181	4674.16	19997.5	50.8519	522.319	522319	288.511	4579.92	4274.59	51295.1	0.0893736	0.0263181	17080.6	174921	1
0.0303585	4780.82	19837.1	51.6274	518.423	518423	289.071	4613.5	4305.94	51671.2	0.0869444	0.0303585	17205.7	176203	1
0.112219	88003.4	8910.64	408.098	330.913	330913	356.275	9336	8713.6	104563	0.0576498	0.112219	20201.3	206881	1
0.0759127	253639	4097.75	586.808	440.572	440572	445.123	16720.9	15606.2	187274	0.0672779	0.0759127	18991.8	194495	1
0.0867242	235861	4406.88	575.409	411.653	411653	436.531	15950.6	14887.2	178647	0.0640194	0.0867242	19394.1	198614	1
0.10324	80933.9	9309.3	393.145	360.803	360803	353.681	9044.87	8441.88	101303	0.0597108	0.10324	19940.5	204210	1
0.179627	684749	1349.8	930.475	141.582	141582	413.001	20646.8	19270.3	231244	0.0464043	0.179627	21492.7	220106	1
0.174488	682816	1351.89	928.267	151.175	151175	430.45	21513.7	20079.5	240954	0.0470672	0.174488	21426.1	219424	1
0.0657053	50349.5	11602.3	310.673	464.121	464121	334.86	7532.12	7029.98	84359.8	0.0707446	0.0657053	18586.3	190342	1
0.140599	661908	1389.62	907.162	237.167	237167	504.132	25083.2	23411	280932	0.0521472	0.140599	20871	213739	1
0.138239	171155	5839.05	525.368	244.495	244495	387.804	12581.6	11742.9	140914	0.0525549	0.138239	20823.4	213252	1
0.158122	674655	1364.39	919.639	187.846	187846	475.335	23721.6	22140.2	265682	0.049354	0.158122	21185.6	216961	1
0.0513575	5595.59	18818.6	57.4991	490.975	490975	292.747	4838.73	4516.15	54193.8	0.076408	0.0513575	17997.3	184309	1
0.0756208	14672.1	15714.6	125.752	441.297	441297	306.543	5702	5321.86	63862.3	0.0673714	0.0756208	18980.5	194379	1
0.0722241	15791.8	15582	134.151	449.513	449513	307.438	5750.04	5366.7	64400.4	0.0684832	0.0722241	18847.7	193019	1
0.0941439	73802	9752.32	376.817	389.668	389668	350.235	8724.07	8142.46	97709.6	0.0619931	0.0941439	19650.2	201237	1
0.0760662	59296.9	10812.9	338.679	440.189	440189	341.327	8007.37	7473.54	89682.5	0.0672289	0.0760662	18997.8	194555	1
0.121789	95704.6	8515.16	423.195	298.492	298492	357.908	9614.87	8973.88	107687	0.055637	0.121789	20452.1	209449	1
0.0895077	70145.8	9997.74	367.888	403.593	403593	348.205	8550.78	7980.73	95768.8	0.0632406	0.0895077	19492.2	199619	1
0.0155268	4463.86	20335.9	49.3143	530.89	530890	287.354	4510.78	4210.06	50520.7	0.0966944	0.0155268	16817.2	172224	1
0.0921918	72265.6	9853.84	373.114	395.604	395604	349.402	8651.92	8075.13	96901.5	0.0625111	0.0921918	19584.5	200564	1
0.0555454	39737.8	12702.9	270.851	483.87	483870	326.481	6948.25	6485.04	77820.5	0.074647	0.0555454	18169.2	186070	1
0.0790223	61730.1	10617.6	345.628	432.661	432661	342.969	8132.69	7590.51	91086.2	0.0663004	0.0790223	19110.8	195713	1
0.208075	691946	1347.02	939.693	102.931	102931	307.312	15368.3	14343.7	172125	0.0431351	0.208075	21798.4	223237	1
0.0704396	54542.7	11217.6	324.32	453.663	453663	337.97	7757.45	7240.28	86883.4	0.0690851	0.0704396	18776.9	192294	1
0.100996	79175.5	9414.45	389.243	368.088	368088	352.901	8968.08	8370.21	100442	0.0602547	0.100996	19871.3	203502	1
0.00066439	4351.61	20529.3	48.4875	538.972	538972	286.735	4472.69	4174.51	50094.2	0.109347	0.00066439	16666.9	170686	1
0.0571794	22454.5	14803.5	180.671	480.937	480937	312.449	6039.38	5636.76	67641.1	0.0739854	0.0571794	18236.6	186760	1
0.0311795	4804.37	19802.6	51.7983	517.582	517582	289.192	4620.79	4312.73	51752.8	0.0864691	0.0311795	17232.6	176478	1
0.135508	107520	7973.19	444.312	253.138	253138	357.402	9945.46	9282.43	111389	0.0530369	0.135508	20766.6	212670	1
0.0906341	71036.6	9936.72	370.101	400.265	400265	348.714	8593.5	8020.6	96247.2	0.0629319	0.0906341	19531.2	200018	1
0.107974	206774	4984.28	555.122	345.167	345167	419.75	14593.9	13621	163451	0.0586022	0.107974	20081.1	205650	1
0.0866361	67865.9	10157.8	362.106	411.904	411904	346.86	8440.04	7877.37	94528.4	0.0640444	0.0866361	19390.9	198582	1
0.110332	86509.4	8991.85	405.03	337.271	337271	355.805	9277.02	8658.55	103903	0.0580685	0.110332	20148.6	206341	1
0.0177943	4499.08	20277.1	49.5727	529.296	529296	287.552	4522.62	4221.11	50653.3	0.0950448	0.0177943	16862.9	172692	1
0.136127	108093	7948.66	445.279	251.164	251164	357.279	9958.24	9294.36	111532	0.0529266	0.136127	20779.7	212804	1
0.0298298	4765.99	19859	51.5197	518.956	518956	288.994	4608.89	4301.63	51619.6	0.0872537	0.0298298	17188.6	176028	1
0.170464	681108	1354.09	926.383	159.316	159316	443.098	22140	20664	247968	0.0476037	0.170464	21371.2	218862	1
0.0445499	5280.41	19173.3	55.2345	501.306	501306	291.447	4757.92	4440.73	53288.8	0.0794885	0.0445499	17723.1	181502	1
0.0795021	62121.8	10586.9	346.723	431.41	431410	343.229	8152.69	7609.18	91310.2	0.0661526	0.0795021	19128.9	195899	1
0.0248191	4638.48	20052.8	50.5919	523.665	523665	288.319	4568.45	4263.89	51166.7	0.0903148	0.0248191	17037.5	174480	1
0.0940458	601527	1540.13	851.291	389.968	389968	523.911	25608.5	23901.2	286815	0.0620189	0.0940458	19647	201204	1
0.159763	675626	1362.68	920.625	183.743	183743	471.646	23542.3	21972.8	263674	0.0491117	0.159763	21211.9	217230	1
0.163938	677936	1358.83	923.008	173.731	173731	461.428	23042.9	21506.7	258080	0.0485088	0.163938	21276.4	217891	1
0.0756616	7395.02	17438.8	70.5229	441.196	441196	297.912	5177.88	4832.69	57992.2	0.0673584	0.0756616	18982.1	194395	1
0.0720207	55898.5	11098.9	328.528	449.992	449992	338.946	7829.36	7307.41	87688.9	0.0685512	0.0720207	18839.7	192936	1
0.0510773	5581.52	18833.5	57.3981	491.43	491430	292.692	4835.29	4512.93	54155.2	0.0765293	0.0510773	17985.8	184192	1
0.127521	183637	5518.09	536.595	279.239	279239	401.257	13353.1	12462.9	149555	0.0545126	0.127521	20589.7	210858	1
0.11729	92051.5	8698.13	416.177	313.741	313741	357.306	9488.14	8855.6	106267	0.0565613	0.11729	20337.6	208276	1
0.139216	169980	5870.6	524.259	241.445	241445	386.393	12505.1	11671.4	140057	0.0523852	0.139216	20843.3	213455	1
0.0913486	228982	4535	570.834	398.135	398135	432.939	15642.5	14599.6	175196	0.062738	0.0913486	19555.7	200270	1
0.0614149	20041.2	15091.8	164.597	472.904	472904	310.629	5930.48	5535.11	66421.3	0.0723326	0.0614149	18411	188546	1
0.0917856	228351	4547.01	570.408	396.826	396826	432.6	15613.9	14572.9	174875	0.0626201	0.0917856	19570.7	200423	1
0.0488939	5475.26	18948.8	56.6349	494.884	494884	292.268	4808.77	4488.19	53858.3	0.0774903	0.0488939	17897	183283	1
0.131052	179569	5619.93	533.043	267.566	267566	397.186	13110.5	12236.5	146838	0.0538475	0.131052	20670	211680	1
0.0971258	76143	9601.95	382.327	380.41	380410	351.446	8832.02	8243.22	98918.6	0.0612217	0.0971258	19748.3	202242	1
0.0927968	72742.2	9822.1	374.27	393.775	393775	349.664	8674.41	8096.11	97153.4	0.0623494	0.0927968	19605	200774	1
0.0340617	4892.12	19677.2	52.4341	514.491	514491	289.635	4647.5	4337.66	52052	0.0848466	0.0340617	17330.5	177481	1
0.0753256	58681.3	10863.5	336.88	442.027	442027	340.903	7975.37	7443.68	89324.2	0.0674664	0.0753256	18969.1	194262	1
0.125776	99010.6	8356.23	429.337	285.067	285067	358.156	9720.04	9072.04	108864	0.0548488	0.125776	20548.8	210439	1
0.057728	42390.9	12410.2	281.639	479.932	479932	328.632	7095.26	6622.24	79466.9	0.0737663	0.057728	18259.2	186992	1
0.0230302	4598.63	20115.6	50.3011	525.202	525202	288.103	4555.52	4251.82	51021.9	0.0914681	0.0230302	16988.6	173979	1
0.117805	92466.9	8676.91	416.988	311.991	311991	357.391	9503.08	8869.54	106434	0.0564534	0.117805	20351	208414	1
0.0893796	231866	4480.69	572.765	403.969	403969	434.466	15772.4	14720.9	176651	0.063276	0.0893796	19487.7	199573	1
0.0640456	276977	3736.11	601.249	467.596	467596	455.284	17683	16504.1	198049	0.0713491	0.0640456	18518.7	189650	1
0.0153183	4460.86	20340.9	49.2922	531.031	531031	287.337	4509.76	4209.11	50509.4	0.0968493	0.0153183	16813.3	172184	1
0.079451	62080.1	10590.2	346.607	431.544	431544	343.201	8150.57	7607.2	91286.3	0.0661683	0.079451	19127	195879	1
0.134157	175970	5712.22	529.817	257.473	257473	393.332	12888.7	12029.5	144354	0.0532794	0.134157	20737.8	212376	1
0.0769446	60023.7	10753.7	340.781	437.984	437984	341.823	8044.99	7508.66	90103.9	0.0669497	0.0769446	19031.6	194902	1
0.0212768	4562.46	20173.5	50.0367	526.639	526639	287.904	4543.67	4240.76	50889.1	0.0926315	0.0212768	16943.5	173518	1
0.157113	674040	1365.49	919.018	190.414	190414	477.513	23827.2	22238.7	266864	0.0495044	0.157113	21169.2	216793	1
0.137224	172365	5806.82	526.501	247.687	247687	389.232	12659.8	11815.8	141790	0.0527327	0.137224	20802.5	213038	1
0.00461876	4361.34	20512.2	48.5595	537.192	537192	286.779	4475.88	4177.49	50129.9	0.105629	0.00461876	16680.3	170822	1
0.176018	683420	1351.19	928.947	148.225	148225	425.395	21262.8	19845.3	238144	0.0468672	0.176018	21446.4	219631	1
0.0283172	4725.02	19920.1	51.222	520.441	520441	288.78	4596.06	4289.65	51475.8	0.0881525	0.0283172	17140.9	175540	1
0.108624	85162.5	9066.42	402.224	342.995	342995	355.344	9222.62	8607.78	103293	0.0584537	0.108624	20099.9	205842	1
0.128688	101480	8241.36	433.803	275.359	275359	358.146	9792.31	9139.49	109674	0.0542903	0.128688	20616.6	211134	1
0.12702	100059	8307.06	431.246	280.906	280906	358.172	9751.4	9101.31	109216	0.0546084	0.12702	20578	210739	1
0.0361161	4959.53	19583.8	52.9216	512.153	512153	289.967	4667.57	4356.4	52276.8	0.083732	0.0361161	17403.4	178227	1
0.0631978	48013.8	11828.5	302.614	469.334	469334	333.074	7404.94	6911.28	82935.3	0.0716626	0.0631978	18484.1	189295	1
0.0513616	5595.79	18818.4	57.5006	490.969	490969	292.748	4838.78	4516.2	54194.4	0.0764063	0.0513616	17997.4	184311	1
0.115875	90916.1	8756.66	413.944	318.539	318539	357.054	9446.65	8816.88	105803	0.0568598	0.115875	20300.3	207895	1
0.116587	196344	5215.86	547.094	316.126	316126	412.249	14059.9	13122.6	157471	0.0567092	0.116587	20319.1	208088	1
0.0399448	5096.22	19402.4	53.9082	507.484	507484	290.617	4707.09	4393.29	52719.5	0.0817422	0.0399448	17544.9	179677	1
0.0719903	55872.7	11101.2	328.449	450.063	450063	338.928	7828	7306.13	87673.6	0.0685614	0.0719903	18838.5	192924	1
0.105794	82937.2	9192.52	397.498	352.407	352407	354.508	9130.35	8521.66	102260	0.0591063	0.105794	20017.3	204996	1
0.0958439	75137.3	9665.93	379.979	384.417	384417	350.935	8785.94	8200.21	98402.6	0.0615505	0.0958439	19706.5	201813	1
0.122272	96101.7	8495.74	423.943	296.857	296857	357.953	9627.99	8986.13	107834	0.0555399	0.122272	20464.1	209572	1
0.0267011	4683.62	19983	50.9208	521.967	521967	288.561	4582.93	4277.4	51328.9	0.0891367	0.0267011	17091.9	175037	1
0.137172	172427	5805.17	526.559	247.852	247852	389.304	12663.8	11819.6	141835	0.0527419	0.137172	20801.4	213027	1
0.0760332	59269.5	10815.1	338.6	440.271	440271	341.308	8005.95	7472.22	89666.6	0.0672394	0.0760332	18996.5	194542	1
0.00513326	4363.68	20508.1	48.5767	536.942	536942	286.792	4476.67	4178.23	50138.7	0.105166	0.00513326	16683.5	170855	1
0.012926	4429.35	20394.4	49.0606	532.592	532592	287.159	4499.08	4199.14	50389.7	0.0986681	0.012926	16771.7	171759	1
0.0634092	48214.8	11808.7	303.322	468.903	468903	333.229	7415.93	6921.53	83058.4	0.0715841	0.0634092	18492.7	189383	1
0.0924165	72442.7	9842.02	373.545	394.925	394925	349.5	8660.29	8082.93	96995.2	0.0624509	0.0924165	19592.1	200642	1
0.147427	119897	7472.56	464.161	216.815	216815	353.319	10169.8	9491.8	113902	0.0510118	0.147427	21001.4	215075	1
0.0365156	4973.12	19565.3	53.0198	511.685	511685	290.033	4671.57	4360.13	52321.6	0.0835192	0.0365156	17417.8	178375	1
0.162064	676927	1360.48	921.961	178.149	178149	466.162	23274.7	21723.1	260677	0.048777	0.162064	21247.8	217598	1
0.096551	75692.2	9630.51	381.278	382.211	382211	351.219	8811.42	8223.99	98687.9	0.0613686	0.096551	19729.6	202050	1
0.0077877	4379.68	20480.1	48.6949	535.581	535581	286.879	4482.13	4183.32	50199.8	0.102847	0.0077877	16705.2	171078	1
0.0636376	19017.3	15211.2	157.499	468.436	468436	309.868	5886.07	5493.67	65924	0.0714995	0.0636376	18502.1	189479	1
0.0485338	5458.29	18967.7	56.513	495.439	495439	292.198	4804.46	4484.16	53809.9	0.0776515	0.0485338	17882.4	183133	1
0.0908776	71228.9	9923.65	370.576	399.541	399541	348.823	8602.68	8029.17	96350.1	0.0628657	0.0908776	19539.6	200104	1
0.0620095	281542	3670.78	604.048	471.726	471726	457.151	17865	16674	200088	0.0721075	0.0620095	18435.4	188796	1
0.124876	98257.9	8391.88	427.955	288.084	288084	358.125	9696.93	9050.46	108606	0.0550242	0.124876	20527.3	210220	1
0.089506	231679	4484.19	572.641	403.598	403598	434.368	15764	14713.1	176557	0.0632411	0.089506	19492.1	199618	1
0.00546059	4365.29	20505.2	48.5887	536.781	536781	286.8	4477.22	4178.74	50144.9	0.104874	0.00546059	16685.7	170877	1
0.136763	108686	7923.39	446.275	249.144	249144	357.143	9971.18	9306.44	111677	0.0528139	0.136763	20792.9	212940	1
0.0783038	13795.1	15824.1	119.097	434.519	434519	305.802	5662.73	5285.21	63422.5	0.0665232	0.0783038	19083.5	195434	1
0.0969221	75983.2	9612.05	381.956	381.049	381049	351.366	8824.73	8236.41	98837	0.0612737	0.0969221	19741.7	202174	1
0.0372714	4999.25	19530.1	53.2085	510.787	510787	290.159	4679.21	4367.27	52407.2	0.0831199	0.0372714	17445.3	178657	1
0.0158028	4467.89	20329.1	49.3439	530.701	530701	287.377	4512.14	4211.33	50535.9	0.0964901	0.0158028	16822.4	172278	1
0.0298125	4765.51	19859.7	51.5162	518.973	518973	288.992	4608.74	4301.49	51617.9	0.0872638	0.0298125	17188.1	176022	1
0.111024	203018	5066.05	552.287	334.943	334943	417.176	14405.5	13445.2	161342	0.0579141	0.111024	20168	206540	1
0.0820105	64157.2	10430.4	352.316	424.744	424744	344.553	8255.82	7705.43	92465.1	0.0653925	0.0820105	19222.7	196859	1
0.0626086	47448.8	11884.6	300.611	470.526	470526	332.636	7374.02	6882.42	82589.1	0.0718824	0.0626086	18460	189048	1
0.0417928	5167.48	19311.7	54.4217	505.08	505080	290.945	4727.08	4411.95	52943.3	0.0808202	0.0417928	17615.5	180400	1
0.0436057	5240.83	19221.1	54.9497	502.624	502624	291.273	4747.23	4430.75	53169	0.0799388	0.0436057	17686	181122	1
0.177254	683889	1350.67	929.482	145.901	145901	421.224	21055.6	19651.9	235823	0.0467074	0.177254	21462.4	219796	1
0.163884	677907	1358.87	922.978	173.857	173857	461.569	23049.8	21513.1	258157	0.0485165	0.163884	21275.6	217883	1
0.0591442	43948.1	12243.8	287.69	477.289	477289	329.88	7181.38	6702.62	80431.5	0.0732077	0.0591442	18317.6	187589	1
0.106102	209118	4934.13	556.862	351.389	351389	421.294	14709.5	13728.8	164746	0.0590345	0.106102	20026.4	205089	1
0.150087	123431	7339.81	469.436	209.262	209262	351.991	10224.9	9543.26	114519	0.0505863	0.150087	21049.5	215567	1
0.121069	95115.4	8544.13	422.08	300.927	300927	357.833	9595.15	8955.47	107466	0.0557824	0.121069	20434.2	209266	1
0.112468	88201	8900.02	408.5	330.072	330072	356.333	9343.69	8720.78	104649	0.0575951	0.112468	20208.2	206951	1
0.215957	693386	1347.1	941.666	95.7746	95774.6	281.089	14056.7	13119.6	157436	0.0423334	0.215957	21867.5	223944	1
0.02363	4611.66	20095	50.3962	524.695	524695	288.174	4559.77	4255.78	51069.4	0.0910776	0.02363	17004.6	174144	1
0.00379253	4358.09	20517.9	48.5355	537.585	537585	286.762	4474.79	4176.47	50117.7	0.106383	0.00379253	16675.9	170777	1
0.0745195	15031.6	15671.4	128.462	444.006	444006	306.836	5717.61	5336.43	64037.2	0.0677272	0.0745195	18937.8	193941	1
0.103326	212657	4859.69	559.449	360.523	360523	423.545	14881.4	13889.3	166672	0.0596904	0.103326	19943.1	204237	1
0.0388647	5056.18	19454.5	53.6195	508.843	508843	290.43	4695.68	4382.63	52591.6	0.0822924	0.0388647	17504.3	179261	1
0.121511	642469	1433.76	888.882	299.433	299433	518.777	25677	23965.2	287582	0.0556931	0.121511	20445.2	209379	1
0.128723	101510	8239.99	433.857	275.243	275243	358.145	9793.15	9140.27	109683	0.0542837	0.128723	20617.4	211142	1
0.171044	681366	1353.74	926.663	158.108	158108	441.336	22052.9	20582.7	246992	0.0475254	0.171044	21379.3	218944	1
0.0579815	5959.17	18460.4	60.1111	479.464	479464	294.076	4922.93	4594.74	55136.9	0.0736656	0.0579815	18269.6	187099	1
0.114282	89643.2	8823.26	411.41	323.939	323939	356.736	9399.03	8772.43	105269	0.0572008	0.114282	20257.7	207458	1
0.0307801	4792.83	19819.5	51.7146	517.993	517993	289.133	4617.22	4309.41	51712.9	0.0866996	0.0307801	17219.4	176344	1
0.0819993	12508.2	16001.7	109.251	424.774	424774	304.625	5600.29	5226.94	62723.3	0.0653958	0.0819993	19222.3	196855	1
0.0150904	4457.63	20346.4	49.2685	531.184	531184	287.319	4508.67	4208.09	50497.1	0.0970193	0.0150904	16809	172141	1
0.011664	4414.87	20419.2	48.9541	533.371	533371	287.077	4494.15	4194.54	50334.5	0.0996588	0.011664	16752.5	171562	1
0.057821	22032.4	14854.6	177.927	479.761	479761	312.128	6019.88	5618.55	67422.7	0.0737293	0.057821	18263	187031	1
0.0855496	66999.2	10220.1	359.862	414.982	414982	346.333	8397.42	7837.6	94051.2	0.064355	0.0855496	19352	198183	1
0.108455	206176	4997.16	554.675	343.562	343562	419.349	14564.2	13593.3	163119	0.0584923	0.108455	20095	205792	1
0.145489	162050	6090.04	516.503	222.457	222457	376.367	11975.9	11177.5	134130	0.0513277	0.145489	20965.5	214707	1
