"# (R23 - production T).gT"	"[Z]"	"[mu2]"	"[mZ]"	"[mF]"	"[F]"	"[mP]"	"[PE]"	"[PG]"	"[PM]"	"[I]"	"[T]"	"[mS]"	"[S]"	"(R21 - production I).n_6"
0.0298664	4767.01	19857.5	51.5271	518.919	518919	289	4609.21	4301.93	51623.2	0.0872322	0.0298664	17189.8	176040	1
0.0931829	226353	4585.3	569.054	392.603	392603	431.516	15522.9	14488.1	173857	0.0622468	0.0931829	19618	200907	1
0.0945821	224381	4623.49	567.707	388.321	388321	430.43	15432.6	14403.8	172845	0.0618783	0.0945821	19664.8	201387	1
0.0339123	4887.37	19683.8	52.3997	514.656	514656	289.612	4646.07	4336.33	52036	0.084929	0.0339123	17325.3	177428	1
0.0428242	5208.79	19260.4	54.7191	503.695	503695	291.13	4738.48	4422.58	53071	0.080316	0.0428242	17655.5	180809	1
0.170677	681203	1353.96	926.486	158.872	158872	442.454	22108.2	20634.3	247612	0.047575	0.170677	21374.2	218892	1
0.0714716	55429.7	11139.7	327.083	451.277	451277	338.61	7804.55	7284.25	87411	0.0687355	0.0714716	18817.9	192714	1
0.0448684	5293.98	19157.1	55.3321	500.855	500855	291.506	4761.56	4444.12	53329.5	0.0793379	0.0448684	17735.7	181631	1
0.113151	88743.3	8870.99	409.599	327.765	327765	356.49	9364.67	8740.36	104884	0.0574459	0.113151	20226.9	207143	1
0.139924	661324	1390.86	906.605	239.249	239249	504.899	25117.7	23443.1	281318	0.052263	0.139924	20857.5	213601	1
0.115576	197541	5188.55	548.041	319.552	319552	413.17	14123.1	13181.5	158178	0.0569234	0.115576	20292.4	207814	1
0.0110005	4407.86	20431.2	48.9025	533.768	533768	287.037	4491.76	4192.31	50307.7	0.100189	0.0110005	16743.1	171466	1
0.0925731	72566	9833.81	373.844	394.452	394452	349.567	8666.11	8088.37	97060.4	0.062409	0.0925731	19597.4	200697	1
0.0647691	275402	3759.05	600.282	466.093	466093	454.632	17619.7	16445.1	197341	0.0710841	0.0647691	18548.2	189952	1
0.0503048	5543.26	18874.5	57.1233	492.67	492670	292.541	4825.84	4504.11	54049.4	0.0768662	0.0503048	17954.3	183869	1
0.0792218	570914	1631.42	823.695	432.142	432142	522.436	25266.3	23581.8	282982	0.0662388	0.0792218	19118.3	195790	1
0.0717769	261228	3974.9	591.544	450.564	450564	448.549	17039.6	15903.6	190843	0.0686329	0.0717769	18830	192838	1
0.098474	77199.8	9535.69	384.765	376.154	376154	351.969	8879.94	8287.94	99455.3	0.0608806	0.098474	19791.7	202686	1
0.0898549	70420.6	9978.83	368.574	402.571	402571	348.363	8563.99	7993.06	95916.7	0.0631451	0.0898549	19504.3	199742	1
0.141488	113293	7732.2	453.841	234.445	234445	355.806	10061.9	9391.09	112693	0.0519958	0.141488	20888.6	213919	1
0.0494151	5500.1	18921.4	56.8133	494.074	494074	292.368	4815.05	4494.04	53928.5	0.0772583	0.0494151	17918.1	183499	1
0.0650106	49712.3	11663.1	308.509	465.587	465587	334.377	7497.53	6997.7	83972.4	0.0709961	0.0650106	18558.1	190053	1
0.014983	4456.13	20348.9	49.2575	531.256	531256	287.31	4508.16	4207.62	50491.4	0.0970997	0.014983	16807.1	172120	1
0.0805185	573886	1622.07	826.354	428.735	428735	522.659	25304.5	23617.5	283411	0.065842	0.0805185	19167.1	196290	1
0.148876	121754	7402.32	466.953	212.673	212673	352.603	10198.4	9518.55	114223	0.0507789	0.148876	21027.8	215345	1
0.108839	85331.5	9056.99	402.578	342.277	342277	355.404	9229.51	8614.21	103370	0.058405	0.108839	20106.1	205906	1
0.0677864	269072	3853.32	596.392	459.623	459623	451.963	17363	16205.5	194466	0.0700036	0.0677864	18670.6	191205	1
0.227076	695295	1346.87	944.21	87.6342	87634.2	249.336	12469.2	11637.9	139655	0.0412682	0.227076	21955.6	224847	1
0.0896833	70284.8	9988.17	368.235	403.076	403076	348.285	8557.47	7986.97	95843.6	0.0631923	0.0896833	19498.3	199681	1
0.0344835	4905.62	19658.3	52.5318	514.02	514020	289.702	4651.55	4341.45	52097.4	0.084615	0.0344835	17345.3	177632	1
0.0271117	4693.91	19967.3	50.9957	521.585	521585	288.616	4586.21	4280.46	51365.5	0.0888843	0.0271117	17104.1	175163	1
0.0818713	576923	1612.62	829.076	425.12	425120	522.873	25342.6	23653.1	283838	0.0654341	0.0818713	19217.5	196806	1
0.0667772	51320.1	11510.8	313.922	461.824	461824	335.592	7584.64	7079	84948	0.0703606	0.0667772	18629.8	190787	1
0.0681993	542961	1725.23	798.925	458.712	458712	519.776	24867.2	23209.4	278513	0.0698587	0.0681993	18687.2	191375	1
0.079638	13348.7	15882.9	115.69	431.055	431055	305.407	5641.86	5265.73	63188.8	0.0661108	0.079638	19134	195951	1
0.199637	690241	1346.97	937.368	112.113	112113	338.04	16905	15778	189336	0.04404	0.199637	21717.6	222409	1
0.0526298	34975.2	13256.5	249.773	488.879	488879	322.561	6685.35	6239.66	74875.9	0.0758628	0.0526298	18049.4	184843	1
0.089912	231080	4495.41	572.241	402.403	402403	434.053	15737.1	14688	176255	0.0631294	0.089912	19506.2	199763	1
0.122932	644140	1429.78	890.437	294.63	294630	518.103	25655.7	23945.4	287344	0.0554082	0.122932	20480.3	209738	1
0.153692	129760	7111.46	478.456	199.386	199386	350.387	10342.5	9652.96	115836	0.0500237	0.153692	21112.2	216209	1
0.202605	690867	1346.96	938.216	108.689	108689	326.989	16352.4	15262.2	183147	0.0437159	0.202605	21746.9	222709	1
0.0672648	6596.61	17940.6	64.7076	460.765	460765	296.021	5049.86	4713.2	56558.4	0.0701876	0.0672648	18649.5	190989	1
0.0933237	73157	9794.66	375.271	392.174	392174	349.889	8693.9	8114.31	97371.7	0.0622094	0.0933237	19622.8	200956	1
0.013417	4435.38	20384.1	49.105	532.28	532280	287.193	4501.13	4201.06	50412.7	0.0982885	0.013417	16779.7	171841	1
0.076111	14512.5	15734	124.546	440.077	440077	306.411	5694.99	5315.32	63783.9	0.0672146	0.076111	18999.5	194573	1
0.113739	89211	8846.12	410.542	325.776	325776	356.62	9382.6	8757.09	105085	0.0573181	0.113739	20243	207307	1
0.125818	99046.1	8354.55	429.402	284.925	284925	358.157	9721.12	9073.04	108877	0.0548406	0.125818	20549.8	210449	1
0.086047	67396.2	10191.4	360.893	413.578	413578	346.575	8416.98	7855.85	94270.2	0.0642124	0.086047	19369.9	198366	1
0.00182684	4352.95	20526.9	48.4975	538.474	538474	286.738	4473.1	4174.89	50098.7	0.108224	0.00182684	16668.8	170705	1
0.108154	84791.8	9087.17	401.444	344.567	344567	355.211	9207.45	8593.62	103123	0.058561	0.108154	20086.3	205703	1
0.127843	649624	1416.95	895.556	278.166	278166	515.334	25557.4	23853.6	286243	0.054451	0.127843	20597.1	210935	1
0.0965863	75719.9	9628.75	381.342	382.101	382101	351.233	8812.69	8225.18	98702.1	0.0613596	0.0965863	19730.8	202062	1
0.112138	87938.9	8914.12	407.966	331.188	331188	356.255	9333.48	8711.25	104535	0.0576677	0.112138	20199	206858	1
0.187411	687214	1347.89	933.442	128.7	128700	384.524	19227.6	17945.7	215349	0.0454454	0.187411	21586.3	221064	1
0.081358	575778	1616.17	828.049	426.499	426499	522.795	25328.4	23639.8	283678	0.0655882	0.081358	19198.5	196611	1
0.131739	104130	8121.56	438.484	265.318	265318	357.945	9863.64	9206.07	110473	0.0537205	0.131739	20685.2	211836	1
0.0552874	39394	12741.7	269.406	484.325	484325	326.2	6929.2	6467.26	77607.1	0.0747528	0.0552874	18158.6	185962	1
0.0621044	19710.6	15130.5	162.323	471.537	471537	310.383	5916.03	5521.63	66259.6	0.0720718	0.0621044	18439.3	188836	1
0.0751805	254946	4076.21	587.628	442.385	442385	445.723	16776.2	15657.8	187893	0.0675131	0.0751805	18963.5	194204	1
0.0921155	72205.5	9857.85	372.968	395.833	395833	349.369	8649.08	8072.47	96869.7	0.0625315	0.0921155	19581.9	200538	1
0.081452	63705.7	10464.7	351.089	426.247	426247	344.263	8233.06	7684.19	92210.3	0.0655599	0.081452	19202	196647	1
0.0669003	51430.6	11500.5	314.289	461.557	461557	335.675	7590.61	7084.57	85014.8	0.0703168	0.0669003	18634.8	190838	1
0.124246	97732.6	8416.95	426.985	290.204	290204	358.095	9680.5	9035.13	108422	0.055148	0.124246	20512.2	210065	1
0.118458	194139	5266.66	545.332	309.776	309776	410.507	13942.2	13012.7	156153	0.0563176	0.118458	20367.9	208587	1
0.0836003	65437.8	10334.4	355.753	420.41	420410	345.365	8319.97	7765.31	93183.7	0.0649215	0.0836003	19281.2	197458	1
0.122358	96171.8	8492.33	424.075	296.569	296569	357.96	9630.3	8988.28	107859	0.0555229	0.122358	20466.2	209593	1
0.124082	97596.4	8423.47	426.733	290.756	290756	358.085	9676.2	9031.12	108373	0.0551803	0.124082	20508.2	210024	1
0.00384877	4358.29	20517.5	48.537	537.558	537558	286.764	4474.86	4176.53	50118.4	0.106331	0.00384877	16676.1	170780	1
0.00756652	4378.1	20482.8	48.6832	535.699	535699	286.87	4481.59	4182.81	50193.8	0.103036	0.00756652	16703.1	171056	1
0.072945	15550.8	15610.1	132.353	447.803	447803	307.249	5739.82	5357.17	64286	0.0682436	0.072945	18876.1	193310	1
0.0392878	366517	2719.56	658.613	508.315	508315	486.106	20868.9	19477.7	233732	0.0820758	0.0392878	17520.1	179423	1
0.147558	120059	7466.37	464.407	216.438	216438	353.256	10172.3	9494.13	113930	0.0509906	0.147558	21003.8	215100	1
0.233173	696312	1346.48	945.513	83.9868	83986.8	234.652	11735.4	10953	131436	0.0407143	0.233173	21999.7	225299	1
0.16901	680446	1355.02	925.666	162.398	162398	447.425	22353.8	20863.5	250362	0.0478016	0.16901	21350.7	218652	1
0.0697779	547285	1710	802.726	455.173	455173	520.245	24933.2	23271	279252	0.0693115	0.0697779	18750.5	192023	1
0.0561402	295989	3474.83	612.922	482.813	482813	462.829	18427.7	17199.2	206390	0.0744046	0.0561402	18193.7	186321	1
0.036717	4980.02	19556	53.0697	511.447	511447	290.067	4673.6	4362.02	52344.3	0.0834123	0.036717	17425.1	178450	1
0.0865635	67808	10161.9	361.957	412.111	412111	346.825	8437.2	7874.72	94496.6	0.064065	0.0865635	19388.4	198555	1
0.078972	248332	4186.83	583.457	432.791	432791	442.648	16494.6	15394.9	184739	0.0663159	0.078972	19108.9	195693	1
0.185194	686562	1348.3	932.639	132.175	132175	392.823	19641.5	18332.1	219985	0.0457132	0.185194	21560.4	220800	1
0.0285376	4730.86	19911.4	51.2644	520.228	520228	288.811	4597.89	4291.37	51496.4	0.0880202	0.0285376	17147.8	175610	1
0.0801273	62631	10547.3	348.137	429.769	429769	343.564	8178.62	7633.38	91600.6	0.0659611	0.0801273	19152.5	196140	1
0.143375	115263	7653.06	456.983	228.736	228736	355.109	10096.1	9423	113076	0.051678	0.143375	20925.3	214295	1
0.106556	208546	4946.31	556.439	349.883	349883	420.922	14681.4	13702.6	164432	0.0589288	0.106556	20039.8	205227	1
0.069698	265245	3911.97	594.032	455.355	455355	450.313	17205.9	16058.9	192707	0.0693389	0.069698	18747.3	191991	1
0.138046	109899	7872.18	448.298	245.1	245100	356.838	9996.72	9330.27	111963	0.0525886	0.138046	20819.4	213211	1
0.0825165	64565.5	10399.6	353.418	423.374	423374	344.814	8276.33	7724.58	92694.9	0.0652417	0.0825165	19241.4	197051	1
0.136163	173619	5773.65	527.664	251.049	251049	390.685	12740.2	11890.9	142690	0.0529202	0.136163	20780.4	212811	1
0.0276683	4708.1	19945.7	51.099	521.061	521061	288.691	4590.71	4284.66	51416	0.0885447	0.0276683	17121	175335	1
0.192093	688475	1347.31	935.038	121.85	121850	366.732	18339.1	17116.5	205398	0.0448933	0.192093	21638.7	221601	1
0.0648259	18513.2	15269.4	153.946	465.975	465975	309.494	5864.54	5473.57	65682.8	0.0710634	0.0648259	18550.6	189976	1
0.197997	689880	1347	936.884	114.1	114100	344.224	17214.2	16066.6	192800	0.0442218	0.197997	21701	222239	1
0.173394	682370	1352.44	927.769	153.332	153332	433.983	21688.8	20242.9	242915	0.0472114	0.173394	21411.4	219274	1
0.0589249	43713.2	12268.6	286.79	477.702	477702	329.693	7168.4	6690.51	80286.1	0.0732936	0.0589249	18308.5	187497	1
0.0607101	520720	1808.32	779.568	474.284	474284	517.085	24504.8	22871.2	274454	0.0726016	0.0607101	18382	188250	1
0.136878	108793	7918.83	446.455	248.781	248781	357.118	9973.5	9308.6	111703	0.0527937	0.136878	20795.3	212964	1
0.0557254	23530.1	14672.1	187.53	483.552	483552	313.277	6089.95	5683.95	68207.4	0.0745734	0.0557254	18176.7	186146	1
0.0358431	4950.34	19596.4	52.8552	512.47	512470	289.922	4664.85	4353.86	52246.4	0.0838782	0.0358431	17393.5	178127	1
0.114177	89559.3	8827.69	411.242	324.295	324295	356.714	9395.85	8769.46	105234	0.0572235	0.114177	20254.8	207429	1
0.146491	118764	7516.01	462.432	219.527	219527	353.764	10152.3	9475.45	113705	0.0511638	0.146491	20984.2	214898	1
0.0997456	78196.1	9474.14	387.036	372.104	372104	352.446	8924.62	8329.65	99955.8	0.060563	0.0997456	19832.1	203100	1
0.00967758	4395.09	20453.3	48.8084	534.537	534537	286.965	4487.4	4188.24	50258.8	0.101265	0.00967758	16726	171290	1
0.0946657	224265	4625.77	567.627	388.064	388064	430.365	15427.2	14398.8	172785	0.0618564	0.0946657	19667.6	201415	1
0.0650111	49712.8	11663.1	308.511	465.586	465586	334.377	7497.56	6997.72	83972.7	0.070996	0.0650111	18558.1	190053	1
0.12576	98997.2	8356.86	429.313	285.12	285120	358.155	9719.63	9071.66	108860	0.0548519	0.12576	20548.4	210435	1
0.0518071	308287	3320.29	620.546	490.241	490241	467.4	18890.4	17631.1	211573	0.0762143	0.0518071	18015.7	184498	1
0.111271	87252.3	8951.28	406.561	334.11	334110	356.044	9306.53	8686.09	104233	0.0578592	0.111271	20174.9	206611	1
0.0020708	4353.39	20526.1	48.5008	538.367	538367	286.74	4473.24	4175.02	50100.3	0.107992	0.0020708	16669.4	170711	1
0.129171	101895	8222.39	434.543	273.761	273761	358.128	9803.9	9150.3	109804	0.0541991	0.129171	20627.6	211247	1
0.112125	87928.6	8914.67	407.945	331.232	331232	356.252	9333.08	8710.88	104531	0.0576706	0.112125	20198.7	206854	1
0.169385	680619	1354.77	925.853	161.597	161597	446.323	22299.4	20812.7	249753	0.0477504	0.169385	21356	218706	1
0.0309784	4798.54	19811.1	51.756	517.789	517789	289.162	4618.99	4311.06	51732.7	0.086585	0.0309784	17226	176410	1
0.102009	79969.2	9366.67	391.014	364.81	364810	353.259	9002.94	8402.74	100833	0.0600077	0.102009	19902.8	203823	1
0.0858747	67258.8	10201.3	360.537	414.065	414065	346.492	8410.22	7849.54	94194.4	0.0642617	0.0858747	19363.7	198303	1
0.0213369	4563.65	20171.6	50.0455	526.591	526591	287.911	4544.06	4241.12	50893.5	0.092591	0.0213369	16945	173533	1
0.122181	96026.4	8499.42	423.801	297.167	297167	357.945	9625.51	8983.81	107806	0.0555583	0.122181	20461.8	209549	1
0.107602	84358.1	9111.58	400.528	346.405	346405	355.052	9189.6	8576.96	102924	0.0586873	0.107602	20070.4	205540	1
0.140338	168617	5907.51	522.96	237.973	237973	384.728	12415.5	11587.8	139053	0.0521921	0.140338	20865.8	213686	1
0.0929547	226677	4579.05	569.274	393.296	393296	431.693	15537.7	14501.9	174022	0.0623074	0.0929547	19610.3	200829	1
0.0263603	4675.2	19995.9	50.8595	522.28	522280	288.516	4580.25	4274.9	51298.8	0.0893474	0.0263603	17081.8	174934	1
0.0635739	48370.9	11793.3	303.869	468.566	468566	333.349	7424.45	6929.49	83153.8	0.0715231	0.0635739	18499.5	189452	1
0.223526	694695	1347.01	943.424	90.0099	90009.9	258.773	12940.9	12078.2	144938	0.0416004	0.223526	21928.6	224570	1
0.005014	4363.11	20509.1	48.5726	537	537000	286.789	4476.48	4178.05	50136.6	0.105273	0.005014	16682.7	170847	1
0.128569	101378	8246.05	433.62	275.754	275754	358.15	9789.43	9136.8	109642	0.0543129	0.128569	20613.9	211106	1
0.0688167	266992	3885.03	595.11	457.339	457339	451.07	17277.9	16126	193512	0.0696435	0.0688167	18712	191629	1
0.105115	82404.2	9223.29	396.349	354.649	354649	354.295	9107.82	8500.63	102008	0.0592656	0.105115	19997.1	204789	1
0.116681	91561.9	8723.27	415.217	315.808	315808	357.201	9470.37	8839.01	106068	0.0566894	0.116681	20321.6	208113	1
0.329442	709900	1328.09	960.154	62.87	62870	150.846	7560.71	7056.66	84679.9	0.0340532	0.329442	22441.8	229826	1
0.0394031	5076	19428.6	53.7624	508.17	508170	290.523	4701.34	4387.92	52655	0.0820171	0.0394031	17524.5	179467	1
0.0552334	39320.9	12750	269.098	484.42	484420	326.14	6925.16	6463.48	77561.8	0.0747749	0.0552334	18156.4	185939	1
0.0872838	68381.4	10121.1	363.429	410.051	410051	347.169	8465.25	7900.9	94810.8	0.0638609	0.0872838	19414	198818	1
0.0223987	4585.27	20136.9	50.2035	525.728	525728	288.03	4551.16	4247.75	50973	0.0918832	0.0223987	16972	173810	1
0.0940081	73695.2	9759.3	376.562	390.084	390084	350.178	8719.09	8137.81	97653.8	0.0620288	0.0940081	19645.7	201191	1
0.116819	196069	5222.17	546.875	315.337	315337	412.035	14045.3	13109	157308	0.0566601	0.116819	20325.3	208150	1
0.0236566	4612.24	20094	50.4005	524.672	524672	288.177	4559.96	4255.96	51071.5	0.0910604	0.0236566	17005.4	174151	1
0.142523	114362	7689.09	455.552	231.303	231303	355.436	10080.7	9408.66	112904	0.0518209	0.142523	20908.8	214127	1
0.142558	663559	1386.12	908.744	231.197	231197	501.782	24976.7	23311.6	279739	0.051815	0.142558	20909.5	214133	1
0.0936037	73377.3	9780.16	375.8	391.32	391320	350.008	8704.22	8123.94	97487.3	0.0621354	0.0936037	19632.2	201052	1
0.0857513	67160.3	10208.4	360.281	414.413	414413	346.432	8405.37	7845.01	94140.1	0.0642971	0.0857513	19359.3	198257	1
0.0255623	4655.91	20025.7	50.7189	523.004	523004	288.413	4574.07	4269.13	51229.6	0.0898453	0.0255623	17058.6	174696	1
0.0681433	268347	3864.33	595.945	458.836	458836	451.653	17333.4	16177.8	194134	0.0698784	0.0681433	18684.9	191352	1
0.0542051	24928.5	14499.4	196.17	486.208	486208	314.369	6157.5	5747	68964	0.0752002	0.0542051	18114.1	185505	1
0.0104937	4402.77	20440	48.865	534.067	534067	287.009	4490.02	4190.69	50288.2	0.100598	0.0104937	16736.3	171396	1
0.0536574	36959.6	13021.7	258.843	487.146	487146	324.2	6794.54	6341.57	76098.9	0.075429	0.0536574	18091.5	185275	1
0.0253922	4651.88	20032	50.6895	523.156	523156	288.392	4572.77	4267.92	51215	0.0899523	0.0253922	17053.7	174646	1
0.111803	202071	5086.96	551.562	332.317	332317	416.506	14357.4	13400.2	160803	0.0577415	0.111803	20189.8	206763	1
0.0420862	442669	2179.17	714.95	504.69	504690	504.276	22929.9	21401.2	256814	0.080676	0.0420862	17626.8	180516	1
0.128185	101049	8261.18	433.031	277.03	277030	358.16	9780.09	9128.09	109537	0.0543859	0.128185	20605	211015	1
0.0675611	52021.1	11445.7	316.234	460.118	460118	336.116	7622.44	7114.28	85371.4	0.0700829	0.0675611	18661.5	191111	1
0.0893982	70059.1	10003.7	367.672	403.914	403914	348.155	8546.61	7976.83	95722	0.0632708	0.0893982	19488.4	199580	1
0.116	91015.7	8751.49	414.141	318.117	318117	357.077	9450.33	8820.31	105844	0.0568334	0.116	20303.6	207929	1
0.188045	687393	1347.79	933.665	127.735	127735	382.133	19108.2	17834.3	214012	0.0453697	0.188045	21593.5	221138	1
0.173531	682426	1352.37	927.832	153.061	153061	433.546	21667.2	20222.7	242672	0.0471934	0.173531	21413.3	219293	1
0.0114668	4412.75	20422.8	48.9385	533.49	533490	287.065	4493.42	4193.86	50326.4	0.0998157	0.0114668	16749.7	171533	1
0.00592585	4367.77	20500.9	48.6069	536.548	536548	286.814	4478.06	4179.53	50154.3	0.104462	0.00592585	16689	170912	1
0.015789	4467.69	20329.5	49.3424	530.711	530711	287.376	4512.07	4211.26	50535.2	0.0965004	0.015789	16822.2	172275	1
0.165972	678980	1357.19	924.104	169.077	169077	456.019	22777.2	21258.7	255105	0.0482219	0.165972	21306.7	218202	1
0.0559956	40319.2	12637.8	273.269	483.071	483071	326.955	6980.48	6515.11	78181.3	0.0744633	0.0559956	18187.8	186260	1
0.061537	282631	3655.44	604.715	472.663	472663	457.591	17908.1	16714.2	200571	0.0722863	0.061537	18416	188598	1
0.107614	623960	1479.75	871.784	346.365	346365	522.956	25743.6	24027.4	288328	0.0586845	0.107614	20070.7	205543	1
0.0625379	6249.67	18208.1	62.2019	470.668	470668	295.018	4983.84	4651.59	55819	0.0719089	0.0625379	18457.1	189018	1
0.097724	220057	4708.8	564.713	378.527	378527	427.98	15232.3	14216.8	170602	0.0610698	0.097724	19767.6	202440	1
0.0615673	46431.8	11986.8	296.949	472.603	472603	331.843	7318.24	6830.35	81964.2	0.0722748	0.0615673	18417.2	188610	1
0.0936645	73425.1	9777.02	375.915	391.135	391135	350.034	8706.46	8126.03	97512.3	0.0621193	0.0936645	19634.2	201073	1
0.108609	85150.5	9067.09	402.199	343.046	343046	355.34	9222.13	8607.32	103288	0.0584572	0.108609	20099.5	205838	1
0.105232	210218	4910.83	557.671	354.262	354262	422.004	14763.3	13779	165348	0.059238	0.105232	20000.6	204825	1
0.176891	683753	1350.82	929.326	146.579	146579	422.458	21117	19709.2	236510	0.0467542	0.176891	21457.7	219748	1
0.0311336	4803.04	19804.6	51.7886	517.629	517629	289.185	4620.38	4312.35	51748.2	0.0864955	0.0311336	17231.1	176463	1
0.160022	675776	1362.43	920.779	183.103	183103	471.045	23513	21945.5	263346	0.0490736	0.160022	21216	217272	1
0.0734603	57118.5	10994.4	332.235	446.57	446570	339.812	7893.64	7367.4	88408.8	0.0680736	0.0734603	18896.3	193517	1
0.155376	672949	1367.48	917.922	194.919	194919	481.102	24000.6	22400.6	268807	0.0497663	0.155376	21140.5	216500	1
0.0477767	321623	3164.54	628.939	496.593	496593	472.102	19374.9	18083.2	216999	0.077993	0.0477767	17851.9	182821	1
0.0324321	4841.53	19749	52.0677	516.265	516265	289.381	4632.18	4323.37	51880.4	0.0857553	0.0324321	17274.5	176907	1
